timetable_id,stop_id,stop_sequence,stop_name,connected_routes
1,813420,1,Hwy 395 & Palmdale Rd,"31/Victorville - Adelanto South, 33/Adelanto Circulator, 54/Hwy 395-Palmdale - Victor Valley Mall"
1,813115,2,Palmdale Rd & Hwy 395,"31/Victorville - Adelanto South, 33/Adelanto Circulator, 54/Hwy 395-Palmdale - Victor Valley Mall"
1,813688,3,Bellflower St & Begonia Rd,"31/Victorville - Adelanto South, 33/Adelanto Circulator"
1,813376,4,Bellflower St & Seneca Rd,33/Adelanto Circulator
1,813197,5,Bellflower St & Villa St,33/Adelanto Circulator
1,813637,6,Mojave Rd & Twilight Way,"31/Victorville - Adelanto South, 33/Adelanto Circulator"
1,813117,7,Jonathan St & Lupin Rd,"33/Adelanto Circulator, 54/Hwy 395-Palmdale - Victor Valley Mall"
1,813357,8,Cactus Rd & Maverick Dr,"33/Adelanto Circulator, 54/Hwy 395-Palmdale - Victor Valley Mall"
1,813286,9,Cactus Rd & Hwy 395,"33/Adelanto Circulator, 54/Hwy 395-Palmdale - Victor Valley Mall"
1,813768,10,Bellflower St & Rancho Rd,33/Adelanto Circulator
1,813595,11,Bellflower St & Air Expressway,33/Adelanto Circulator
1,813479,12,Air Expressway & Verbena Rd,33/Adelanto Circulator
1,2394822,13,Air Expressway & Aster Rd,33/Adelanto Circulator
1,813052,14,Aster Rd & Kemper Ave,33/Adelanto Circulator
1,813287,15,Aster Rd & Lee Ave,33/Adelanto Circulator
1,813750,16,Aster Rd & Chamberlaine Way,33/Adelanto Circulator
1,813763,17,Chamberlaine Way & Rhode Island St,"32/Victorville - Adelanto North, 33/Adelanto Circulator"
1,813730,18,Chamberlaine Way & New Hampshire Rd,"32/Victorville - Adelanto North, 33/Adelanto Circulator"
1,813754,19,Chamberlaine Way & Bellflower St,"32/Victorville - Adelanto North, 33/Adelanto Circulator"
1,813708,20,Chamberlaine Way & Hwy 395,33/Adelanto Circulator
1,813724,21,Chamberlaine Way & Jonathan St,33/Adelanto Circulator
1,813389,22,Jonathan St & Lee Ave,33/Adelanto Circulator
1,813736,23,Bartlett St & Jonathan St,"32/Victorville - Adelanto North, 33/Adelanto Circulator"
1,813765,24,Bartlett Ave & Greening St,"32/Victorville - Adelanto North, 33/Adelanto Circulator"
2,813420,1,Hwy 395 & Palmdale Rd,"31/Victorville - Adelanto South, 33/Adelanto Circulator, 54/Hwy 395-Palmdale - Victor Valley Mall"
2,813115,2,Palmdale Rd & Hwy 395,"31/Victorville - Adelanto South, 33/Adelanto Circulator, 54/Hwy 395-Palmdale - Victor Valley Mall"
2,813688,3,Bellflower St & Begonia Rd,"31/Victorville - Adelanto South, 33/Adelanto Circulator"
2,813376,4,Bellflower St & Seneca Rd,33/Adelanto Circulator
2,813197,5,Bellflower St & Villa St,33/Adelanto Circulator
2,813637,6,Mojave Rd & Twilight Way,"31/Victorville - Adelanto South, 33/Adelanto Circulator"
2,813117,7,Jonathan St & Lupin Rd,"33/Adelanto Circulator, 54/Hwy 395-Palmdale - Victor Valley Mall"
2,813357,8,Cactus Rd & Maverick Dr,"33/Adelanto Circulator, 54/Hwy 395-Palmdale - Victor Valley Mall"
2,813286,9,Cactus Rd & Hwy 395,"33/Adelanto Circulator, 54/Hwy 395-Palmdale - Victor Valley Mall"
2,813768,10,Bellflower St & Rancho Rd,33/Adelanto Circulator
2,813595,11,Bellflower St & Air Expressway,33/Adelanto Circulator
2,813479,12,Air Expressway & Verbena Rd,33/Adelanto Circulator
2,2394822,13,Air Expressway & Aster Rd,33/Adelanto Circulator
2,813052,14,Aster Rd & Kemper Ave,33/Adelanto Circulator
2,813287,15,Aster Rd & Lee Ave,33/Adelanto Circulator
2,813750,16,Aster Rd & Chamberlaine Way,33/Adelanto Circulator
2,813763,17,Chamberlaine Way & Rhode Island St,"32/Victorville - Adelanto North, 33/Adelanto Circulator"
2,813730,18,Chamberlaine Way & New Hampshire Rd,"32/Victorville - Adelanto North, 33/Adelanto Circulator"
2,813754,19,Chamberlaine Way & Bellflower St,"32/Victorville - Adelanto North, 33/Adelanto Circulator"
2,813708,20,Chamberlaine Way & Hwy 395,33/Adelanto Circulator
2,813724,21,Chamberlaine Way & Jonathan St,33/Adelanto Circulator
2,813389,22,Jonathan St & Lee Ave,33/Adelanto Circulator
2,813736,23,Bartlett St & Jonathan St,"32/Victorville - Adelanto North, 33/Adelanto Circulator"
2,813765,24,Bartlett Ave & Greening St,"32/Victorville - Adelanto North, 33/Adelanto Circulator"
3,813420,1,Hwy 395 & Palmdale Rd,"31/Victorville - Adelanto South, 33/Adelanto Circulator, 54/Hwy 395-Palmdale - Victor Valley Mall"
3,813115,2,Palmdale Rd & Hwy 395,"31/Victorville - Adelanto South, 33/Adelanto Circulator, 54/Hwy 395-Palmdale - Victor Valley Mall"
3,813688,3,Bellflower St & Begonia Rd,"31/Victorville - Adelanto South, 33/Adelanto Circulator"
3,813376,4,Bellflower St & Seneca Rd,33/Adelanto Circulator
3,813197,5,Bellflower St & Villa St,33/Adelanto Circulator
3,813637,6,Mojave Rd & Twilight Way,"31/Victorville - Adelanto South, 33/Adelanto Circulator"
3,813117,7,Jonathan St & Lupin Rd,"33/Adelanto Circulator, 54/Hwy 395-Palmdale - Victor Valley Mall"
3,813357,8,Cactus Rd & Maverick Dr,"33/Adelanto Circulator, 54/Hwy 395-Palmdale - Victor Valley Mall"
3,813286,9,Cactus Rd & Hwy 395,"33/Adelanto Circulator, 54/Hwy 395-Palmdale - Victor Valley Mall"
3,813768,10,Bellflower St & Rancho Rd,33/Adelanto Circulator
3,813595,11,Bellflower St & Air Expressway,33/Adelanto Circulator
3,813479,12,Air Expressway & Verbena Rd,33/Adelanto Circulator
3,2394822,13,Air Expressway & Aster Rd,33/Adelanto Circulator
3,813052,14,Aster Rd & Kemper Ave,33/Adelanto Circulator
