stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
2-017,880328,SPRINGTOWN BLVD & BLUEBELL DR,,37.705346,-121.740859,,,,,,0
2-031,880040,DALTON AVE & PASATIEMPO ST,,37.726887,-121.726686,,,,,,0
2-043,880044,JUNCTION AVE & CHESTNUT ST OUTBOUND,0 JUNCTION AVE & CHESTNUT ST,37.68695,-121.766937,,,,,,0
7-110,880560,EAST DUBLIN PLEASANTON  BART,0 UNNAMED ST & I-580 E,37.701682,-121.898192,,,,,,0
6-009,880092,DUBLIN BLVD & TASSAJARA RD, Unit WB,37.705802,-121.875028,,,,,,0
1-001,880002,MURRIETA BLVD & OLIVINA AVE,,37.683176,-121.790886,,,,,,0
1-002,880003,MURRIETA BLVD & PINE ST,,37.687598,-121.790799,,,,,,0
1-014,880015,NORTH CANYON PLWY & CONSTITUTION DR,,37.704508,-121.816342,,,,,,0
1-015,880016,NORTH CANYON PKWY & INDEPENDENCE DR,,37.704158,-121.811136,,,,,,0
1-017,880018,LAS POSITAS COLLEGE,CAMPUS DRIVEWAY,37.710383,-121.799763,,,,,,0
1-019,880020,NORTH CANYON PKWY & INDEPENDENCE  DR, Unit WB,37.704096,-121.812889,,,,,,0
1-020,880021,NORTH CANYON PKWY & CONSTITUTION DR,N CANYON PKWY,37.704483,-121.817951,,,,,,0
1-032,880032,MURRIETA BLVD & PINE ST,,37.687766,-121.791023,,,,,,0
2-008,880320,LAS POSITAS RD & VASCO RD,LAS POSITAS RD & PLEASANT AVE,37.703575,-121.718631,,,,,,0
2-010,880322,VASCO RD & LAS POSITAS RD,,37.702168,-121.720241,,,,,,0
2-011,880323,VASCO RD & BRISA ST,,37.699072,-121.718463,,,,,,0
2-012,880324,FIRST ST & SCOTT ST,1ST ST,37.687931,-121.757907,,,,,,0
2-013,880325,FIRST ST & PORTOLA AVE, Unit PRE,37.690099,-121.753783,,,,,,0
2-014,880326,FIRST ST & PORTOLA AVE,,37.69114,-121.751775,,,,,,0
2-015,880327,FIRST ST & MINES RD,,37.694783,-121.746219,,,,,,0
2-118,881206,FIRST ST & LAS POSITAS RD,,37.699144,-121.742017,,,,,,0
2-018,880329,SPRINGTOWN BLVD & RHODODENDRON DR,,37.708364,-121.745438,,,,,,0
2-020,880331,SPRINGTOWN BLVD & OLEANDER DR,,37.712621,-121.747849,,,,,,0
2-021,880332,SPRINGTOWN BLVD & RHODODENDRON DR,,37.716079,-121.747881,,,,,,0
2-022,880333,BLUEBELL DR & GALLOWAY ST,,37.719071,-121.74653,,,,,,0
2-023,880334,BLUEBELL DR & NORTH LIVERMORE PARK,,37.718784,-121.744428,,,,,,0
2-024,880335,BLUEBELL DR & CAPRICONUS AVE,,37.717142,-121.74152,,,,,,0
2-025,880336,SCENIC AVE & AQUARIUS ST,,37.716996,-121.737581,,,,,,0
2-026,880035,SCENIC AVE & HEATHER LN,,37.716977,-121.733039,,,,,,0
2-027,880036,BROADMOOR ST & GREENWICH ST,,37.718861,-121.732508,,,,,,0
2-028,880037,BROADMOOR ST & BRIDGEPORT CIR,,37.721216,-121.732509,,,,,,0
2-030,880039,BROADMOOR ST & HAGGIN OAKS AVE,,37.726109,-121.732453,,,,,,0
2-032,880041,SCENIC AVE & VASCO RD,,37.717113,-121.725035,,,,,,0
2-033,880042,SCENIC AVE & LEO CROCE SCHOOL,,37.717114,-121.729187,,,,,,0
2-034,880043,SCENIC AVE & BROADMOOR ST,,37.717113,-121.733238,,,,,,0
