route_id, route_short_name,route_long_name,route_desc,route_type
908.1,LY  A,LYNWOOD TROLLEY ROUTE A,,3
908.2,LY  A,LYNWOOD TROLLEY ROUTE A_1,,3
910.1,LY  B,LYNWOOD TROLLEY ROUTE B,,3
910.2,LY  B,LYNWOOD TROLLEY ROUTE B_1,,3
912.1,LY  C,LYNWOOD TROLLEY ROUTE C,,3
912.2,LY  C,LYNWOOD TROLLEY ROUTE C_1,,3
912.3,LY  C,LYNWOOD TROLLEY ROUTE C_2,,3
914.1,LY  D,LYNWOOD TROLLEY ROUTE D,,3
914.2,LY  D,LYNWOOD TROLLEY ROUTE D_1,,3
