shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
908.1,33.928048741011,-118.19918362956,0
908.1,33.922354071754,-118.20153015065,21
908.1,33.919438628252,-118.20316127854,33
908.1,33.916840113589,-118.20423275549,43
908.1,33.916840113589,-118.20423275549,44
908.1,33.913925371407,-118.20543192901,54
908.1,33.914787136982,-118.20924077423,66
908.1,33.918073156002,-118.20946651529,78
908.1,33.921254786886,-118.20967553219,90
908.1,33.921941484972,-118.21296022,100
908.1,33.92283190526,-118.21598179244,110
908.1,33.923448931524,-118.21819514234,117
908.1,33.925421983039,-118.21813765063,124
908.1,33.925897648869,-118.21797736974,126
908.1,33.928592420105,-118.21692952701,137
908.1,33.930439936498,-118.21639038967,143
908.1,33.930184588593,-118.21319214589,153
908.1,33.93047588589,-118.21161716488,158
908.1,33.929311420165,-118.21126480082,163
908.1,33.927301158937,-118.21060375562,170
908.1,33.924851196449,-118.20996801062,179
908.1,33.924697346928,-118.20995114379,180
908.1,33.924851196449,-118.20996801062,181
908.1,33.927301158937,-118.21060375562,189
908.1,33.928473812199,-118.21098908676,194
908.1,33.93047588589,-118.21161716488,201
908.1,33.933211330459,-118.2124152573,212
908.1,33.936847480435,-118.21354207138,225
908.1,33.936414928564,-118.20949259233,238
908.1,33.936312333392,-118.20844068231,241
908.1,33.935809644303,-118.20674822483,247
908.1,33.931389239448,-118.20300235393,266
908.1,33.929270900473,-118.20121714302,276
908.1,33.928048741011,-118.19918362956,284
908.1,33.928048741011,-118.19918362956,285
908.1,33.922354071754,-118.20153015065,305
908.1,33.919438628252,-118.20316127854,317
908.1,33.916840113589,-118.20423275549,327
908.1,33.916840113589,-118.20423275549,328
908.1,33.913925371407,-118.20543192901,338
908.1,33.914787136982,-118.20924077423,350
908.1,33.918073156002,-118.20946651529,362
908.1,33.921254786886,-118.20967553219,374
908.1,33.921941484972,-118.21296022,384
908.1,33.92283190526,-118.21598179244,394
908.1,33.923448931524,-118.21819514234,401
908.1,33.925421983039,-118.21813765063,408
908.1,33.925897648869,-118.21797736974,410
908.1,33.928592420105,-118.21692952701,421
908.1,33.930439936498,-118.21639038967,428
908.1,33.930184588593,-118.21319214589,437
908.1,33.93047588589,-118.21161716488,442
908.1,33.929525629319,-118.21133456643,446
908.1,33.929311420165,-118.21126480082,447
908.1,33.928770398582,-118.2110920227,449
908.1,33.927301158937,-118.21060375562,454
908.1,33.924851196449,-118.20996801062,463
908.1,33.924697346928,-118.20995114379,464
908.1,33.924851196449,-118.20996801062,465
908.1,33.927301158937,-118.21060375562,473
908.1,33.928473812199,-118.21098908676,478
908.1,33.93047588589,-118.21161716488,485
908.1,33.933211330459,-118.2124152573,496
908.1,33.936847480435,-118.21354207138,509
908.1,33.936414928564,-118.20949259233,522
908.1,33.936312333392,-118.20844068231,525
908.1,33.935809644303,-118.20674822483,531
908.1,33.931389239448,-118.20300235393,550
908.1,33.929270900473,-118.20121714302,560
908.1,33.928048741011,-118.19918362956,568
908.1,33.928048741011,-118.19918362956,569
908.2,33.928048741011,-118.19918362956,0
908.2,33.922354071754,-118.20153015065,21
908.2,33.919438628252,-118.20316127854,33
908.2,33.916840113589,-118.20423275549,43
908.2,33.916840113589,-118.20423275549,44
908.2,33.913925371407,-118.20543192901,54
908.2,33.914787136982,-118.20924077423,66
908.2,33.918073156002,-118.20946651529,78
908.2,33.921254786886,-118.20967553219,90
908.2,33.921941484972,-118.21296022,100
908.2,33.92283190526,-118.21598179244,110
908.2,33.923448931524,-118.21819514234,117
908.2,33.925421983039,-118.21813765063,124
908.2,33.925897648869,-118.21797736974,126
908.2,33.928592420105,-118.21692952701,137
908.2,33.930439936498,-118.21639038967,143
908.2,33.930184588593,-118.21319214589,153
908.2,33.93047588589,-118.21161716488,158
908.2,33.929311420165,-118.21126480082,163
908.2,33.927301158937,-118.21060375562,170
908.2,33.924851196449,-118.20996801062,179
908.2,33.924697346928,-118.20995114379,180
908.2,33.924851196449,-118.20996801062,181
908.2,33.927301158937,-118.21060375562,189
908.2,33.928473812199,-118.21098908676,194
908.2,33.93047588589,-118.21161716488,201
908.2,33.933211330459,-118.2124152573,212
908.2,33.936847480435,-118.21354207138,225
908.2,33.936414928564,-118.20949259233,238
908.2,33.936312333392,-118.20844068231,241
908.2,33.935809644303,-118.20674822483,247
908.2,33.931389239448,-118.20300235393,266
908.2,33.929270900473,-118.20121714302,276
908.2,33.928048741011,-118.19918362956,284
908.2,33.928048741011,-118.19918362956,285
908.2,33.922354071754,-118.20153015065,305
