stop_lat,zone_id,stop_lon,stop_url,stop_id,stop_desc,stop_name,location_type
34.128681,,-117.254696,,6169,E Pacific St Glasgow Av,Pacific @ Glasgow Wb Fs,0
34.131023,,-117.252351,,6168,Del Rosa Dr 18th St,Del Rosa @ 18th Sb Ns,0
34.153827,,-117.256859,,6160,N Mountain Av E Los Flores Dr,Mountain @ Los Flores Sb Ns,0
34.149346,,-117.252472,,6163,Del Rosa Av E Marshall Blvd,Del Rosa @ Marshall Sb Fs,0
34.151974,,-117.252458,,6162,Del Rosa Av Eureka St,Del Rosa @ Eureka Sb Fs,0
34.14353,,-117.252447,,6165,Del Rosa Av Sr-30 W Exit 33,Del Rosa @ Date Sb Ns,0
34.146626,,-117.252474,,6164,Del Rosa Av E Lynwood Dr,Del Rosa @ Lynwood Sb Fs,0
34.136292,,-117.252433,,6167,Del Rosa Av E Highland Av,Del Rosa @ Highland Sb Ns,0
34.138735,,-117.252438,,6166,Del Rosa Av E Pumalo St,Del Rosa @ Pumalo Sb Ns,0
34.077618,,-117.440239,,5869,San Bernardino Av Mallory Dr,San Bernardino @ Juniper Wb Fs,0
34.074811,,-117.439981,,5868,Juniper Av Mallory Dr,Juniper @ Marygold Nb Fs,0
34.074951,,-117.435748,,5867,E Sierra Ave W E San Bernardino Ave W,Sierra @ Marygold Sb Ns,0
34.091776,,-117.435613,,5866,Sierra Av Merrill Av,Sierra @ Merrill Nb Ns,0
34.077898,,-117.435571,,5863,Sierra Ave San Bernardino Ave,Sierra @ San Bernardino Nb Fs,0
34.074487,,-117.435641,,5862,Sierra Av Marygold Av,Sierra @ Marygold Nb Fs,0
34.062644,,-117.736812,,5792_merged_950519,E Holt Av N San Antonio Av,Holt @ San Antonio Eb Ns,0
34.14316,,-117.335538,,6451,N State St W Porter St,State @ Mallory Sb Fs,0
34.135852,,-117.33121,,6453,N California St State Rte 30,California @ Highland Sb Fs,0
34.155043,,-117.399902,,6699,N Linden Av N Riverside Av,Linden @ Sunnyview Sb Fs,0
34.157638,,-117.401899,,6698,N Riverside Av N Ashford Av,Riverside @ Ashford Sb Fs,0
34.167589,,-117.427496,,6692,N Live Oak Av W Terra Vista Dr,Live Oak @ Terra Vista Nb Fs,0
34.16316,,-117.419155,,6691,W Terra Vista Dr N Orangewood Av,Terra Vista At Orangewood Wb Fs,0
34.161658,,-117.418341,,6690,N Alder Av W Buena Vista Dr,Alder @ Buena Vista Nb Fs,0
34.162634,,-117.409976,,6696,N Riverside Ave N Alder Ave,Riverside @ Locust Sb Ns,0
34.1664,,-117.416032,,6695,N Riverside Ave N Locust Ave,Riverside @ Alder Sb Fs,0
34.168568,,-117.419622,,6694,N Riverside Av Summerset Dr,Riverside @ Amber Sb Fs,0
34.101092,,-117.568929,,7864_merged_950520,Red Oak St Civic Center Dr,Red Oak @ Civic Center Nb Fs,0
34.139574,,-117.575903,,5768,Haven Av Lemon Av,Haven @ Lemon Sb Fs,0
34.139735,,-117.453409,,7838,Citrus Ave Carter Ave,Citrus @ Sierra Lakes Pkwy,0
34.135656,,-117.307772,,6459,N Muscupiabe Dr W Highland Av,Muscupiabe @ Highland Sb Fs,0
34.121485,,-117.491529,,7830,Baseline Av Unnamed St,Baseline @ Cherry Wb Fs,0
33.99285,,-117.688737,,7832,College Park Av Central Av,College Pkwy @ Central Eb Fs,0
33.992863,,-117.684059,,7833,College Park Av Central Av,College Pkwy @ Chaffey West Eb Fs,0
33.994436,,-117.677242,,7834,College Park Av Eucalyptus Av,College Pkwy @ Chaffey East Eb Fs,0
33.994594,,-117.676166,,7835,College Park Av Eucalyptus Av,College Pkwy @ Chaffey East Wb Ns,0
33.992943,,-117.684082,,7836,Central Ave Eucalyptus Ave,College Pkwy @ Chaffey West,0
33.992953,,-117.688401,,7837,College Park Av Central Av,College Pkwy @ Central Wb Ns,0
34.099386,,-117.444879,,6341,Arrow Blvd Cypress Av,Arrow @ Cypress Wb Fs,0
34.099367,,-117.440543,,6340,Arrow Blvd Sierra Av,Arrow @ Juniper Wb Fs,0
34.099522,,-117.453541,,6343,Citrus Av Up Rr,Citrus @ Arrow Nb Fs,0
34.099375,,-117.448734,,6342,Arrow Blvd Oleander Av,Arrow @ Oleander Wb Ns,0
34.109562,,-117.453505,,6345,Citrus Av Barbee Av,Citrus @ Reed Nb Ns,0
34.106941,,-117.453501,,6344,Citrus Av Foothill Blvd,Citrus @ Foothill Nb Fs,0
34.114421,,-117.453495,,6346,Citrus Av Miller Av,Citrus @ Miller Nb Fs,0
33.990236,,-117.651297,,8527,Eucalyptus Av Purdue Av,Eucalyptus @ Euclid Eb Ns,0
33.990211,,-117.667164,,8526,Eucalyptus Av Unnamed St,Eucalyptus @ Appalachian Eb Fs,0
34.132315,,-117.668573,,6187,W 19th St N Kelly Av,19th @ Kelly Eb Ns,0
34.128802,,-117.670237,,6186,State Rte 30 N Mountain Av,Mountain @ 18th St Nb Fs,0
34.121573,,-117.670183,,6185,State Rte 30 N Mountain Av,Mountain @ 16th St Nb Fs,0
34.114271,,-117.670172,,6184,N Mountain Av W 14th St,Mountain @ 14th St Nb Fs,0
34.09991,,-117.670112,,6183,N Mountain Ave W 11th St,Mountain @ Arrow Nb Fs,0
34.096161,,-117.670099,,6182,N Mountain Av Unnamed St,Mountain @ 9th Nb Fs,0
34.089343,,-117.670044,,6180,S Mountain Av S Mountain Av,Mountain @ 7th Nb Fs,0
34.134417,,-117.558462,,5761,Milliken Av Kenyon Wy,Milliken @ Kenyon Nb Fs,0
34.132372,,-117.653005,,6189,State Rte 30 W 19th St,19th @ Laurel Eb Fs,0
34.132344,,-117.660805,,6188,W 19th St State Rte 30,19th @ San Antonio Eb Fs,0
34.135914,,-117.25695,,5289,E Highland Av N Mountain Av,Highland @ Mountain Wb Fs,0
34.135948,,-117.25278,,5288,E Highland Av Del Rosa Av,Highland @ Del Rosa Wb Fs,0
34.146697,,-117.252507,,5281,E Lynwood Dr N Mary Ann Ln,Lynwood @ Del Rosa Eb Ns,0
34.146696,,-117.256835,,5280,E Lynwood Dr N Mountain Av,Lynwood @ Mountain Eb Ns,0
34.146631,,-117.24674,,5283,E Lynwood Dr Merito Av,Lynwood @ Merito Eb Fs,0
34.073828,,-117.327906,,5282,W C St N 2nd St,C St @ Pennsylvania Eb Ns,0
34.135899,,-117.243795,,5285,E Highland Av Sterling Av,Highland @ Sterling Wb Fs,0
34.1467,,-117.24358,,5284,E Lynwood Dr Sterling Av,Lynwood @ Sterling Eb Fs,0
34.072772,,-117.323134,,5287,La Cadena Dr W D St,Lacadena @ D Sb Fs,0
34.135926,,-117.248024,,5286,E Highland Av Osbun Rd,Highland @ Osbun Wb Fs,0
34.004249,,-117.047531,,7944,County Line Rd 3rd St,County Line Rd @ 3rd Eb Ns,0
34.088739,,-117.65114,,7237,S Euclid Av E 7th St,Euclid @ 7th Sb Fs,0
34.099673,,-117.651213,,7234,N Euclid Av State Rte 83,Euclid @ Arrow Sb Fs,0
34.096023,,-117.651171,,7235,N Euclid Av State Rte 83,Euclid @ 9th Sb Fs,0
34.158896,,-117.285091,,7940,N Sierra Wy E Parkdale Dr,Sierra Way @ Parkdale Sb Ns,0
34.103324,,-117.651223,,7233,N Euclid Av State Rte 83,Euclid @ 11th Sb Fs,0
34.114205,,-117.651219,,7230,N Euclid Av State Rte 83,Euclid @ 14th Sb Fs,0
34.04228,,-117.310628,,7943,Grand Terrace Rd,Blue Mountain Villas,0
34.08507,,-117.651184,,7238,N Euclid Ave W E La Deney Dr W,Euclid @ 6th Sb Fs,0
34.081473,,-117.651121,,7239,N Euclid Av E Princeton St,Euclid @ 5th Sb Fs,0
34.08517,,-117.641359,,6239,E 6th St N Campus Av,6th @ Campus Eb Fs,0
34.088792,,-117.641499,,6238,S Campus Av E 7th St,Campus @ 7th Sb Fs,0
34.0997,,-117.641538,,6235,N Campus Av E Arrow Hwy,Campus @ Arrow Sb Fs,0
34.099823,,-117.639749,,6234,E Arrow Hwy N 11th Av,San Bernardino @ Arrow Wb Ns,0
34.092443,,-117.641509,,6237,S Campus Av E 8th St,Campus @ 8th Sb Fs,0
34.094841,,-117.641525,,6236,N Campus Av E A St,Campus @ A Sb Ns,0
34.106847,,-117.669895,,7591,W Foothill Blvd Unnamed St,Foothill @ Mountain Eb Fs,0
34.104999,,-117.571179,,7294,Aspen Av Center Av,Aspen And Laurel,0
34.128264,,-117.575898,,7302,Haven Av Victoria St,Haven @ Victoria Sb Fs,0
34.121464,,-117.575917,,7303,Haven Av Baseline Rd,Haven @ Baseline Sb Fs,0
34.128454,,-117.575782,,7300,E Haven Ave E E Victoria St E,Haven @ Victoria Nb Fs,0
34.132317,,-117.575912,,7301,Haven Av 19th St,Haven @ 19th Sb Fs,0
34.110351,,-117.575861,,7306,Haven Av Town Center Dr,Haven @ Town Center Sb Fs,0
34.104971,,-117.571277,,7307,Aspen Av,Aspen @ Laurel Sb Fs,0
34.117652,,-117.575907,,7304,Haven Av Creekbridge St,Haven @ Creekbridge Sb Fs,0
34.114019,,-117.57589,,7305,Haven Av Church St,Haven @ Church Sb Fs,0
34.099232,,-117.569504,,7309,Arrow Route San Bernardino Rd,Arrow @ Red Oak Wb Fs,0
34.169109,,-117.316001,,5461,W Kendall Dr Western Av,Kendall @ Little Mountain Eb Fs,0
34.17161,,-117.321245,,5460,W Kendall Dr W 48th St,Kendall @ Brookfield Eb Fs,0
34.165952,,-117.309358,,5463,W Kendall Dr N 4th Av,Kendall @ 4th Eb Fs,0
34.168024,,-117.313721,,5462,W Kendall Dr Western Av,Kendall @ Western Eb Fs,0
34.164291,,-117.305812,,5465,W Kendall Dr N Shandin Hills Dr,Kendall @ Shandlin Hills Eb Fs,0
34.16478,,-117.30688,,5464,W Kendall Dr N Shandin Hills Dr,Kendall @ Mountain Eb Fs,0
34.161737,,-117.300371,,5467,W Kendall Dr N F St,Kendall @ H Eb Fs,0
34.162778,,-117.302596,,5466,W Kendall Dr N F St,Kendall @ F Eb Fs,0
34.152947,,-117.294153,,5469,N E St W 34th St,Est @ 34th Sb Fs,0
34.088719,,-117.689489,,7049,Central Av Moreno St,Central @ Moreno Nb Fs,0
34.121457,,-117.27868,,5267,N Waterman Av E 13th St,Waterman @ Baseline Nb Fs,0
34.118675,,-117.27868,,5266,N Waterman Av E 11th St,Waterman @ Olive Nb Fs,0
34.115928,,-117.278691,,5265,N Waterman Av E 9th St,Waterman @ 9th Nb Fs,0
34.077701,,-117.352037,,5264,W San Bernardino Av N Pepper Av,San Bernardino @ Pepper Eb Fs,0
34.111973,,-117.278693,,5263,N Waterman Av E 7th St,Waterman @ 7th Nb Ns,0
34.108429,,-117.278691,,5262,N Waterman Av E 5th St,Waterman @ 5th Nb Fs,0
34.108274,,-117.284892,,5261,E 5th St N Lugo Av,5th @ Sierra Wy Eb Fs,0
34.126871,,-117.278679,,5269,N Waterman Av E Evans St,Waterman @ Gilbert Nb Fs,0
34.123775,,-117.278673,,5268,N Waterman Av E Wabash St,Waterman @ Wabash Nb Fs,0
33.972624,,-117.688951,,6405,Central Av Fairfield Ranch Rd,Central @ Fairfield Ranch Nb Fs,0
34.063503,,-117.706894,,8608,,Ramona @ Holt Nb Fs,0
34.048317,,-117.122277,,6989,5th Av Crafton Av,5th @ Crafton Wb Fs,0
34.033871,,-117.048307,,6988,Yucaipa Blvd,Yucaipa @ 3rd Wb Fs,0
34.033956,,-117.043606,,6987,Yucaipa Blvd 2nd St,Yucaipa @ 2nd Wb Fs,0
33.980859,,-117.372396,,8603,University Av Lemon St,University @ Lemon Eb Ns,0
34.070561,,-117.413667,,8600,,Valley @ Bloomington Way Wb Ns,0
34.060629,,-117.595664,,8601,Terminal Wy West Wy,Ontario Airport @ Terminal Way 2,0
34.027287,,-117.038818,,6983,California St,California @ Ave E Sb Ns,0
34.104853,,-117.300394,,8607,,G @ 3rd Nb Ns,0
34.032216,,-117.040987,,6981,1st St,First @ B Ave Sb Ns,0
34.033872,,-117.043026,,6980,Yucaipa Blvd,Yucaipa @ 2nd Eb Fs,0
34.132663,,-117.598339,,524,State Rte 30 Amethyst Av,19th @ Amethyst Eb Ns,0
34.132647,,-117.593509,,525,19th St State Rte 30,19th @ Archibald Eb Fs,0
34.132572,,-117.589094,,526,State Rte 30 19th St,19th @ Ramona Eb Fs,0
34.132364,,-117.584545,,527,E 19th St W E Castlegate Pl W,19th @ Hermosa Eb Fs,0
34.128861,,-117.616103,,520,E Carnelian St W E Mignonette St W,Carnelian @ Avalon Nb Fs,0
34.132566,,-117.616058,,521,State Rte 30 19th St,19th Street @ Carnelian Eb Fs,0
34.132624,,-117.607155,,522,State Rte 30 19th St,19th @ Beryl Eb Fs,0
34.13264,,-117.602676,,523,State Rte 30 19th St,19th @ Hellman Eb Fs,0
34.132381,,-117.578558,,528,19th St State Rte 30,19th Street @ Cartilla Eb Fs,0
34.132695,,-117.5758,,529,E Haven Ave W E I 210 Ramp E,Haven @ 19th Street  Nb Fs,0
33.982732,,-117.71524,,8040,Chino Hills Pkwy State Rte 142,Chino Hills Pkwy @ Pipeline Wb Fs,0
33.98276,,-117.732394,,8041,Peyton Dr State Rte 142,Peyton @ Chino Hills Pkwy Nb Fs,0
33.99271,,-117.732512,,8042,Peyton Dr English Rd,Peyton @ Bulldog Way Nb Fs,0
34.001363,,-117.732602,,8043,Peyton Dr C St,Peyton @ Main Nb Ns,0
34.115184,,-117.252508,,8512,Del Rosa Dr E 9th St,Del Rosa @ 9th Sb Fs,0
34.101142,,-117.259628,,8513,S Tippecanoe Av E Rialto Av,Tippecanoe @ Rialto Nb Ns,0
33.985138,,-117.732555,,8046,Peyton Dr Tiburon Wy,Peyton @ Morning Field Sb Fs,0
34.110741,,-117.252122,,8511,Del Rosa Dr S Tippecanoe Av,Del Rosa @ 6th St Sb Ns,0
33.968537,,-117.699747,,8049,Los Serranos Country Club Dr Los Serranos Rd,Yorba @ Los Serranos Sb Fs,0
34.102381,,-117.298591,,8518,N G St W 2nd St,G @ 2nd Nb Ns,0
33.99019,,-117.658395,,8519,Eucalyptus Av San Antonio Av,Eucalyptus @ San Antonio Eb Fs,0
34.10671,,-117.361526,,5670,State Rte 66 E Foothill Blvd,Foothill @ Acacia Eb Fs,0
34.106715,,-117.357114,,5671,E Foothill Blvd N Eucalyptus Av,Foothill @ Eucalyptus Eb Fs,0
34.10671,,-117.352799,,5672,State Rte 66 E Foothill Blvd,Foothill @ Pepper Eb Fs,0
34.106712,,-117.348737,,5673,W Foothill Blvd N Meridian Av,Foothill @ Meridian Eb Ns,0
34.106729,,-117.344794,,5674,W Foothill Blvd N Dallas Av,Foothill @ Dallas Eb Ns,0
34.106772,,-117.341824,,5675,W Foothill Blvd State Rte 66,Foothill @ Macy Eb Ns,0
34.10654,,-117.332908,,5676,State Rte 66 W Foothill Blvd,Foothill @ Rancho Eb Fs,0
34.108227,,-117.319623,,5678,W 5th St State Rte 66,5th @ Cabrera Eb Fs,0
34.189309,,-117.357824,,8288,W 33rd St,Sbx- Kendall And Palm,0
34.096335,,-117.357211,,6509,S Eucalyptus Av E Bonnie View Dr,Eucalyptus @ Atchison Nb Ns,0
34.09289,,-117.357196,,6508,S Eucalyptus Av S Sycamore Av,Eucalyptus @ Merrill Nb Fs,0
34.092204,,-117.387323,,6503,W Merrill Av S Spruce Av,Merrill @ Spruce Eb Fs,0
34.092192,,-117.391406,,6502,W Merrill Av S Larch Av,Merrill @ Larch Eb Fs,0
34.092185,,-117.395829,,6501,W Merrill Av S Cedar Av,Merrill @ Cedar Eb Fs,0
34.092233,,-117.365408,,6507,E Merrill Av S Sycamore Av,Merrill @ Sycamore Eb Fs,0
34.0922,,-117.383031,,6504,W Merrill Av S Yucca Av,Merrill @ Cactus Eb Fs,0
34.044918,,-117.396211,,430,11th St Cedar Av,11th Street At Cedar,0
34.092095,,-117.28495,,8463,E Mill St S Sierra Wy,Mill @ Sierra Wy Eb Fs,0
34.094492,,-117.285065,,8460,S Sierra Wy W Cluster St,Sierra Way @ Mills Nb Mid Blk,0
34.096484,,-117.285241,,8461,S Sierra Wy W Cluster St,Sierra Way @ Rialto Sb Mid Blk,0
34.125336,,-117.593505,,8466,Archibald Av,Archibald @ Pacific Electric Trail,0
34.132771,,-117.593566,,8467,Archibald Av 19th St,Archibald @ 19th St Nb Fs,0
34.092171,,-117.27876,,8464,E Mill St S Waterman Av,Mill @ Waterman Wb Fs,0
34.09211,,-117.265918,,8465,E Mill St 5th Av,Mill @ Tippecanoe Eb Ns,0
34.136121,,-117.59336,,8468,Archibald Av Highland Av,Archibald @ Highland Nb Fs,0
34.106649,,-117.29866,,8469,N G St W 4th St,Gst @ 4th Sb Ns,0
34.176194,,-117.331421,,6437,University Pkwy W Kendall Dr,University @ Kendall Sb Fs,0
34.081061,,-117.698149,,6436,E Monte Vista Ave E E I 10 Ramp E,Monte Vista @ Palo Verde Nb Ns,0
34.077716,,-117.698002,,6435,San Bernardino St Monte Vista Av,San Bernardino @ Monte Vista Wb Ns,0
34.077719,,-117.694049,,6434,San Bernardino St Fremont Av,San Bernardino @ Fremont Wb Fs,0
34.121164,,-117.197056,,5708,Baseline St Church Av,Baseline @ Stoney Creek Eb Ns,0
34.128634,,-117.195342,,5709,N Boulder Av Atlantic Av,Boulder @ Pacific Nb Fs,0
34.070446,,-117.689463,,6431,Central Av Orchard St,Central @ Orchard Nb Fs,0
34.066858,,-117.689463,,6430,Central Av Kingsley St,Central @ Kinglsey Nb Fs,0
34.121198,,-117.213223,,5704,Baseline St Lillian Ln,Baseline @ Lillian Eb Fs,0
34.121196,,-117.208089,,5705,Baseline St Bonita Dr,Baseline @ Palm Eb Fs,0
34.121072,,-117.174639,,5706,Baseline St Marigold Ave,Baseline @ Church Eb Ns,0
34.121229,,-117.230428,,5700,Baseline St Valaria Dr,Baseline @ Valaria Eb Ns,0
34.121222,,-117.225818,,5701,Baseline St San Francisco St,Baseline @ Victoria Eb Fs,0
34.121212,,-117.222475,,5702,Baseline St Vine St,Baseline @ Olive Eb Ns,0
34.121199,,-117.216729,,5703,Baseline St Central Av,Baseline @ Central Eb Fs,0
34.099691,,-117.652492,,7271_merged_950487,W Arrow Hwy Unnamed St,Arrow @ Laurel Eb Fs,0
34.042477,,-117.575844,,7557,S Haven Av E Francis St,Haven @ Francis Nb Fs,0
34.033904,,-117.57586,,7556,S Haven Av Mission Blvd,Haven @ Philadelphia Nb Fs,0
34.092598,,-117.651012,,7146_merged_950503,State Rte 83 S Euclid Av,Euclid @ 8th Nb Fs,0
34.07009,,-117.17358,,6890,E Lugonia Av Hunter Dr,Lugonia @ Church Wb Ns,0
34.115539,,-117.278826,,5301_merged_950517,N Waterman Av E 9th St,Waterman @ 9th Sb Fs,0
34.038758,,-117.497637,,6754,Banana Av Cherry Av,Banana @ Marlay Sb Ns,0
34.063366,,-117.622899,,5818,E Holt Blvd N Imperial Ave,Holt @ Imperial Eb Ns,0
34.063358,,-117.620862,,5819,E Holt Blvd S Walker Av,Holt @ Walker Eb Ns,0
34.057124,,-117.192537,,6892,W State St E Redlands Blvd,State @ Center Sb Fs,0
34.063288,,-117.655777,,5810,W Holt Blvd S Fern Av,Holt @ Vine Eb Fs,0
34.055631,,-117.204955,,6895,W Citrus Av Kansas St,State @ Kansas Wb Fs,0
34.063342,,-117.640932,,5814,E Holt Blvd N Campus Av,Holt @ Campus Eb Fs,0
34.063353,,-117.636217,,5815,E Holt Blvd S Cucamonga Ave,Holt @ Bon View Eb Fs,0
34.063364,,-117.631523,,5816,E Holt Blvd N Virginia Av,Holt @ Cucamonga Eb Fs,0
34.063348,,-117.628128,,5817,E Holt Blvd N Grove Ave,Holt @ Grove Eb Fs,0
34.062997,,-117.241632,,5148,Redlands Blvd Commerce St,Redlands @ Mountain View Eb Fs,0
34.072074,,-117.351899,,1,Armc Loop2 Centrepointe Dr,Arrowhead Medical Center,0
34.063224,,-117.693938,,5925,N Holt Blvd W N Central Ave W,Holt @ Central Wb Mid,0
34.063182,,-117.698729,,5926,N Holt Blvd W N Yosemite Dr W,Holt @ Monte Vista Wb Fs,0
34.063203,,-117.702889,,5927,N Holt Blvd W N Monte Vista Ave W,Holt @ Monte Vista Wb Mid,0
34.063352,,-117.67356,,5920,W Holt Blvd Unnamed St,Holt @ Oaks Wb Mid,0
34.063355,,-117.680907,,5922,Holt Blvd N Benson Av,Holt @ Benson Wb Fs,0
34.063308,,-117.685524,,5923,W Holt Blvd W W Vernon Ave W,Holt @ Vernon Wb Fs,0
34.063283,,-117.706462,,5928,S Holt Blvd E S Amherst Ave E,Holt @ Ramona Wb Ns,0
34.063234,,-117.711928,,5929,Holt Blvd Amherst Av,Holt @ Amherst Wb Ns,0
34.106438,,-117.370433,,140,N Riverside Av E Rosewood St,Riverside @ Foothill Sb Fs,0
34.148419,,-117.471969,,7828,Beech Av Summit Av,Beech @ Summit Sb Fs,0
34.070145,,-117.18799,,7827,W Lugonia Av Columbia St,Lugonia @ Live Oak,0
34.07004,,-117.187716,,7826,W Lugonia Av Columbia St,Lugonia @ Columbia Eb Fs,0
34.15213,,-117.256603,,6161_merged_950457,Eureka St N Camellia Dr,Eureka @ Mountain Eb Fs,0
34.077155,,-117.497315,,5847_merged_950495,San Bernardino Av Banana Av,San Bernardino @ Banana Eb Mid,0
34.106318,,-117.537304,,7074,Foothill Blvd Day Creek Blvd,Foothill @ Day Creek Eb Fs,0
34.084789,,-117.575652,,7463,Haven Av 6th St,Haven @ 6th Nb Fs,0
34.070017,,-117.15619,,6845,E Lugonia Av Judson St,Lugonia @ Judson Eb Fs,0
34.106422,,-117.571186,,7070,Foothill Blvd Aspen Av,Foothill @ Aspen Eb Fs,0
34.106435,,-117.566817,,7071,Foothill Blvd Spruce Av,Foothill @ Spruce Eb Fs,0
34.121581,,-117.584593,,7220,Baseline Rd Hermosa Av,Baseline @ Hermosa Wb Ns,0
34.11782,,-117.65125,,7229,N Euclid Av State Rte 83,Euclid @ 15th Sb Fs,0
34.106361,,-117.556757,,7073,E Foothill Blvd S E Mayten Ave S,Foothill @ Milliken Eb Fs,0
34.077997,,-117.639137,,6248,E 4th St N Campus Av,4th @ Berlyn Wb Fs,0
34.074368,,-117.641432,,6249,N Campus Av E I St,Campus @ I St Sb Ns,0
34.085161,,-117.637401,,6240,E 6th St N Hope Av,6th @ Hope Eb Fs,0
34.085184,,-117.633214,,6241,E 6th St N Holmes Ct,6th @ Holmes Eb Fs,0
34.08498,,-117.628493,,6242,E 6th St N Grove Av,6th St And Grove,0
34.08483,,-117.619885,,6243,N Baker Av Unnamed St,Baker @ 6th Sb Fs,0
34.081205,,-117.619877,,6244,N Baker Av E 5th St,Baker @ 5th Sb Fs,0
34.077697,,-117.625156,,6245,E 4th St N Baker Av,4th @ El Dorado Wb Fs,0
34.077899,,-117.628687,,6246,E 4th St N Baker Av,4th @ Grove Wb Fs,0
34.078041,,-117.632063,,6247,E 4th St N Cucamonga Av,4th St And Cucamonga Wb Fs,0
34.110562,,-117.285082,,5380,N Sierra Wy E 6th St,Sierra Way @ 6th Nb Fs,0
34.114329,,-117.285055,,5381,N Sierra Wy Unnamed St,Sierra Way @ 8th Nb Fs,0
34.116199,,-117.285063,,5382,N Sierra Wy E 9th St,Sierra Way @ 9th Nb Fs,0
34.11985,,-117.285067,,5383,N Sierra Wy E 11th St,Sierra Way @ 11th Nb Ns,0
34.121604,,-117.285062,,5384,N Sierra Wy E 13th St,Sierra Way @ Baseline Nb Fs,0
34.1292,,-117.285063,,5385,N Sierra Wy W 16th St,Sierra Way @ 16th Nb Fs,0
34.132815,,-117.285077,,5386,N Sierra Wy E 19th St,Sierra Way @ 19th Nb Fs,0
34.138112,,-117.285053,,5387,N Sierra Wy E 27th St,Sierra Way @ 27th Nb Mid Blk,0
34.142559,,-117.285037,,5388,N Sierra Wy E 28th St,Sierra Way @ 28th Nb Fs,0
34.146111,,-117.285017,,5389,N Sierra Wy E 30th St,Sierra Way @ 30th Nb Fs,0
34.099407,,-117.611313,,7318,E Arrow Rte S E Vineyard Ave S,Arrow @ Vineyard Wb Fs,0
34.099378,,-117.609456,,7317,E Arrow Rte S E Vineyard Ave S,Arrow @ Bear Gulch Wb Fs,0
34.099374,,-117.602434,,7316,Arrow Route Onyx Av,Arrow And Hellman,0
34.099366,,-117.585004,,7311,N Arrow Rte N Hermosa Ave,Arrow @ Hermosa Wb Fs,0
34.099302,,-117.580394,,7310,Arrow Route Unnamed St,Arrow @ Center Wb Fs,0
34.099385,,-117.593703,,7313,Arrow Route,Arrow Route @ Archibald Wb Fs,0
34.09937,,-117.592113,,7312,N Arrow Rte N Malven Ave,Arrow @ Malvern Wb Fs,0
34.099331,,-117.426378,,6493,Arrow Rte Palmetto Ave,Arrow @ Palmetto Eb Fs,0
34.100842,,-117.285331,,7031,W Rialto Av E Rialto Av,Rialto @ Sierra Way Wb Fs,0
34.066455,,-117.269433,,5498,E Hospitality Ln W E Hospitality Ln W,Hospitality @ Harriman Eb Fs,0
34.068384,,-117.26811,,5499,E Hospitality Ln W E Hospitality Ln W,Hospitality @ Carnegie Eb Fs(east),0
34.06569,,-117.288147,,5494,W Hospitality Ln S Hunts Ln,Hospitality @ Hunts Eb Ns,0
34.065764,,-117.283023,,5495,E Hospitality Ln S Diners Ct,Hospitality @ Commerce Ctr East Eb,0
34.065781,,-117.279803,,5496,E Hospitality Ln E S Business Center Dr E,Hospitality @ Business Center Eb Fs,0
34.06636,,-117.274977,,5497,E Hospitality Ln E E Hospitality Ln W,Hospitality @ Carnegie Eb Fs(west),0
34.079397,,-117.294158,,5490,S E St Chandler Pl,E @ Orange Show Sb Fs,0
34.075317,,-117.294169,,5491,S E St W Century Av,E @ Century Sb Lat,0
34.070888,,-117.294152,,5492,S E St W Mackay Dr,E St @ Mackay Sb Lat,0
34.065895,,-117.290797,,5493,W Hospitality Ln S Sunwest Ln,Hospitality @ Sunwest Eb Ns,0
34.091826,,-117.313653,,5252,S Mount Vernon Av W Huff St,Mt Vernon @ Mill Nb Ns,0
34.081627,,-117.313716,,5250,N Mount Vernon Av E Hillcrest Av,Mt Vernon @ Laurel Nb Fs,0
34.084929,,-117.313737,,5251,S Mount Vernon Av E Citrus St,Mt Vernon @ La Cadena Nb Fs,0
34.102643,,-117.304995,,5256,W 2nd St W N Readell Aly W,2nd @ J St Eb Fs,0
34.102642,,-117.298497,,5257,W 2nd St N G St,2nd @ G St Eb Fs,0
34.100865,,-117.313757,,5254,N Mount Vernon Av S Mount Vernon Av,Mt Vernon @ Rialto Nb Fs,0
34.092598,,-117.651012,,7146_merged_950462,State Rte 83 S Euclid Av,Euclid @ 8th St,0
34.08391,,-117.370201,,6657_merged_950469,S Riverside Ave E Randall Ave,Riverside @ San Bernardino Nb Mb,0
34.004647,,-117.689216,,7787,Central Av Unnamed St,Central @ Schaefer Sb Ns,0
34.07725,,-117.560349,,7784,4th St Duesenberg Dr,4th @ Via Turin Eb Fs,0
34.064813,,-117.575858,,7782,N Haven Av E Inland Empire Blvd,Haven @ Guasti Sb Fs,0
34.064666,,-117.575659,,7783,N Haven Av E Airport Dr,Haven @ Guasti Nb Ns,0
34.066948,,-117.70691,,7780,Ramona Ave Kingsley St,Ramona @ Kingsley Nb Fs,0
34.07336,,-117.435618,,7781,Sierra Av Unnamed St,Sierra @ Permanente Nb Ns,0
34.099872,,-117.651076,,7148,N Euclid Av E F St,Euclid @ Arrow Nb Fs,0
34.103442,,-117.651084,,7149,State Rte 83 E 11th St,Euclid @ 11th St Nb Fs,0
34.085305,,-117.651003,,7144,N Euclid Av E 6th St,Euclid @ 6th St Nb Fs,0
34.088947,,-117.651002,,7145,State Rte 83 S Euclid Av,Euclid @ 7th St Nb Fs,0
