realtime_trip_id,trip_id
tCF-sl17-pF4-r52,t_149951_b_6375_tn_8
tD1-sl17-pF4-r52,t_149951_b_6375_tn_10
tD2-sl17-pF4-r94,t_149950_b_6375_tn_0
tC8-sl15-pF1-r77,t_76341_b_6375_tn_1
tDE-sl15-pF1-r77,t_76341_b_6375_tn_2
tDF-sl15-pF1-r77,t_76341_b_6375_tn_3
tE0-sl15-pF1-r77,t_76341_b_6375_tn_4
tE1-sl15-pF1-r77,t_76341_b_6375_tn_5
tE2-sl15-pF1-r77,t_76341_b_6375_tn_6
tE3-sl15-pF1-r77,t_76341_b_6375_tn_7
tE4-sl15-pF1-r77,t_76341_b_6375_tn_8
tE5-sl15-pF1-r77,t_76341_b_6375_tn_9
tD2-sl15-pF1-r77,t_76341_b_6375_tn_10
tE6-sl15-pF1-r77,t_76341_b_6375_tn_11
tAA-sl26-p5C4-r76,t_199789_b_none_tn_1
tAB-sl26-p5C4-r76,t_199789_b_none_tn_2
tAC-sl26-p5C4-r76,t_199789_b_none_tn_3
tAD-sl26-p5C4-r76,t_199789_b_none_tn_4
tAE-sl26-p5C4-r76,t_199789_b_none_tn_5
tAF-sl26-p5C4-r76,t_199789_b_none_tn_6
tB0-sl26-p5C4-r76,t_199789_b_none_tn_7
tB1-sl26-p5C4-r76,t_199789_b_none_tn_8
tB2-sl26-p5C4-r76,t_199789_b_none_tn_9
tB3-sl26-p5C4-r76,t_199789_b_none_tn_10
tB4-sl26-p5C4-r76,t_199789_b_none_tn_11
tB5-sl26-p5C4-r76,t_199789_b_none_tn_12
t65-sl26-p5C2-r75,t_199806_b_none_tn_1
t69-sl26-p5C2-r75,t_199806_b_none_tn_2
t6C-sl26-p5C2-r75,t_199806_b_none_tn_3
t6F-sl26-p5C2-r75,t_199806_b_none_tn_4
t72-sl26-p5C2-r75,t_199806_b_none_tn_5
t75-sl26-p5C2-r75,t_199806_b_none_tn_6
t78-sl26-p5C2-r75,t_199806_b_none_tn_7
t7B-sl26-p5C2-r75,t_199806_b_none_tn_8
t1D-sl17-pD0-r1,t_14150_b_6375_tn_0
t21-sl17-pD0-r1,t_76324_b_6375_tn_4
t26-sl17-pD0-r1,t_76324_b_6375_tn_9
t2B-sl17-pD0-r1,t_76324_b_6375_tn_14
t30-sl17-pD0-r1,t_76324_b_6375_tn_19
t35-sl17-pD0-r1,t_76324_b_6375_tn_24
t20-sl17-pD0-r2,t_76324_b_6375_tn_3
t25-sl17-pD0-r2,t_76324_b_6375_tn_8
t2A-sl17-pD0-r2,t_76324_b_6375_tn_13
t2F-sl17-pD0-r2,t_76324_b_6375_tn_18
t34-sl17-pD0-r2,t_76324_b_6375_tn_23
t1E-sl17-pD0-r3,t_76324_b_6375_tn_1
t23-sl17-pD0-r3,t_76324_b_6375_tn_6
t28-sl17-pD0-r3,t_76324_b_6375_tn_11
t2D-sl17-pD0-r3,t_76324_b_6375_tn_16
t32-sl17-pD0-r3,t_76324_b_6375_tn_21
t37-sl17-pD0-r3,t_76324_b_6375_tn_26
t22-sl17-pD0-r4,t_76324_b_6375_tn_5
t27-sl17-pD0-r4,t_76324_b_6375_tn_10
t2C-sl17-pD0-r4,t_76324_b_6375_tn_15
t31-sl17-pD0-r4,t_76324_b_6375_tn_20
t36-sl17-pD0-r4,t_76324_b_6375_tn_25
t1F-sl17-pD0-r5,t_76324_b_6375_tn_2
t24-sl17-pD0-r5,t_76324_b_6375_tn_7
t29-sl17-pD0-r5,t_76324_b_6375_tn_12
t2E-sl17-pD0-r5,t_76324_b_6375_tn_17
t33-sl17-pD0-r5,t_76324_b_6375_tn_22
t3C8-sl17-pE8-r49,t_161846_b_6375_tn_1
t3C9-sl17-pE8-r49,t_161846_b_6375_tn_2
t3CA-sl17-pE8-r49,t_161846_b_6375_tn_3
t3CB-sl17-pE8-r49,t_161846_b_6375_tn_4
t3CC-sl17-pE8-r49,t_161846_b_6375_tn_5
t3CD-sl17-pE8-r49,t_161846_b_6375_tn_6
t3CE-sl17-pE8-r49,t_161846_b_6375_tn_7
t3CF-sl17-pE8-r49,t_161846_b_6375_tn_8
t3D0-sl17-pE8-r49,t_161846_b_6375_tn_9
t3D1-sl17-pE8-r49,t_161846_b_6375_tn_10
t3D2-sl17-pE8-r49,t_161846_b_6375_tn_11
t3D3-sl17-pE8-r49,t_161846_b_6375_tn_12
t3D4-sl17-pE8-r49,t_161846_b_6375_tn_13
tAB-sl17-pE8-r4A,t_161847_b_6375_tn_0
tB4-sl17-pE8-r4F,t_161849_b_6375_tn_1
tB5-sl17-pE8-r4F,t_161849_b_6375_tn_2
t3D5-sl17-pE8-r4F,t_161849_b_6375_tn_3
tAA-sl15-pE6-r76,t_161848_b_6375_tn_1
tAB-sl15-pE6-r76,t_161848_b_6375_tn_2
tAC-sl15-pE6-r76,t_161848_b_6375_tn_3
tAD-sl15-pE6-r76,t_161848_b_6375_tn_4
tAE-sl15-pE6-r76,t_161848_b_6375_tn_5
tAF-sl15-pE6-r76,t_161848_b_6375_tn_6
tB0-sl15-pE6-r76,t_161848_b_6375_tn_7
tB1-sl15-pE6-r76,t_161848_b_6375_tn_8
tB2-sl15-pE6-r76,t_161848_b_6375_tn_9
tB3-sl15-pE6-r76,t_161848_b_6375_tn_10
tB4-sl15-pE6-r76,t_161848_b_6375_tn_11
tB5-sl15-pE6-r76,t_161848_b_6375_tn_12
tC8-sl26-p5C8-r77,t_199764_b_none_tn_1
tDE-sl26-p5C8-r77,t_199764_b_none_tn_2
tDF-sl26-p5C8-r77,t_199764_b_none_tn_3
tE0-sl26-p5C8-r77,t_199764_b_none_tn_4
tE1-sl26-p5C8-r77,t_199764_b_none_tn_5
tE2-sl26-p5C8-r77,t_199764_b_none_tn_6
tE3-sl26-p5C8-r77,t_199764_b_none_tn_7
tE4-sl26-p5C8-r77,t_199764_b_none_tn_8
tE5-sl26-p5C8-r77,t_199764_b_none_tn_9
tD2-sl26-p5C8-r77,t_199764_b_none_tn_10
tE6-sl26-p5C8-r77,t_199764_b_none_tn_11
tF9-sl17-pFE-r53,t_47543_b_6375_tn_1
tFC-sl17-pFE-r53,t_47543_b_6375_tn_3
tFE-sl17-pFE-r53,t_47543_b_6375_tn_5
t100-sl17-pFE-r53,t_47543_b_6375_tn_7
t102-sl17-pFE-r53,t_47543_b_6375_tn_9
t105-sl17-pFE-r53,t_47543_b_6375_tn_11
tF8-sl17-pFE-r54,t_14155_b_6375_tn_1
tFA-sl17-pFE-r54,t_14155_b_6375_tn_2
tFB-sl17-pFE-r55,t_47543_b_6375_tn_2
tFD-sl17-pFE-r55,t_47543_b_6375_tn_4
tFF-sl17-pFE-r55,t_47543_b_6375_tn_6
t101-sl17-pFE-r55,t_47543_b_6375_tn_8
t103-sl17-pFE-r55,t_47543_b_6375_tn_10
t107-sl17-pFE-r55,t_47543_b_6375_tn_12
t104-sl17-pFE-r95,t_72406_b_6375_tn_1
t106-sl17-pFE-r95,t_72406_b_6375_tn_2
t108-sl17-pFE-r95,t_72406_b_6375_tn_3
tF8-sl15-p201-r78,t_76330_b_6375_tn_1
tFA-sl15-p201-r78,t_76330_b_6375_tn_2
t112-sl15-p201-r78,t_76330_b_6375_tn_3
t113-sl15-p201-r78,t_76330_b_6375_tn_4
t114-sl15-p201-r78,t_76330_b_6375_tn_5
t115-sl15-p201-r78,t_76330_b_6375_tn_6
t116-sl15-p201-r78,t_76330_b_6375_tn_7
t117-sl15-p201-r78,t_76330_b_6375_tn_8
t118-sl15-p201-r78,t_76330_b_6375_tn_9
t119-sl15-p201-r78,t_76330_b_6375_tn_10
t104-sl15-p201-r78,t_76330_b_6375_tn_11
t106-sl15-p201-r78,t_76330_b_6375_tn_12
t3FD-sl26-p5CD-r74,t_199768_b_none_tn_1
t3FF-sl26-p5CD-r74,t_199768_b_none_tn_3
t401-sl26-p5CD-r74,t_199768_b_none_tn_5
t403-sl26-p5CD-r74,t_199768_b_none_tn_7
t405-sl26-p5CD-r74,t_199768_b_none_tn_9
t3FC-sl26-p5CD-r9B,t_199653_b_none_tn_0
t3FE-sl26-p5CD-r9B,t_199768_b_none_tn_2
t400-sl26-p5CD-r9B,t_199768_b_none_tn_4
t402-sl26-p5CD-r9B,t_199768_b_none_tn_6
t404-sl26-p5CD-r9B,t_199768_b_none_tn_8
t406-sl26-p5CD-r9B,t_199768_b_none_tn_10
t3E4-sl17-p106-r53,t_76350_b_6375_tn_1
t3E6-sl17-p106-r53,t_76350_b_6375_tn_3
t3E8-sl17-p106-r53,t_76350_b_6375_tn_5
t3EA-sl17-p106-r53,t_76350_b_6375_tn_7
t3EC-sl17-p106-r53,t_76350_b_6375_tn_9
t3EE-sl17-p106-r53,t_76350_b_6375_tn_11
t3F0-sl17-p106-r53,t_76350_b_6375_tn_13
t3E5-sl17-p106-r55,t_76350_b_6375_tn_2
t3E7-sl17-p106-r55,t_76350_b_6375_tn_4
t3E9-sl17-p106-r55,t_76350_b_6375_tn_6
t3EB-sl17-p106-r55,t_76350_b_6375_tn_8
t3ED-sl17-p106-r55,t_76350_b_6375_tn_10
t3EF-sl17-p106-r55,t_76350_b_6375_tn_12
t3FD-sl15-p104-r74,t_76351_b_6375_tn_1
t3FF-sl15-p104-r74,t_76351_b_6375_tn_3
t401-sl15-p104-r74,t_76351_b_6375_tn_5
t403-sl15-p104-r74,t_76351_b_6375_tn_7
t405-sl15-p104-r74,t_76351_b_6375_tn_9
t3FC-sl15-p104-r9B,t_14259_b_6375_tn_0
t3FE-sl15-p104-r9B,t_76351_b_6375_tn_2
t400-sl15-p104-r9B,t_76351_b_6375_tn_4
t402-sl15-p104-r9B,t_76351_b_6375_tn_6
t404-sl15-p104-r9B,t_76351_b_6375_tn_8
t406-sl15-p104-r9B,t_76351_b_6375_tn_10
tF8-sl26-p5CB-r78,t_199761_b_none_tn_1
tFA-sl26-p5CB-r78,t_199761_b_none_tn_2
t112-sl26-p5CB-r78,t_199761_b_none_tn_3
t113-sl26-p5CB-r78,t_199761_b_none_tn_4
t114-sl26-p5CB-r78,t_199761_b_none_tn_5
t115-sl26-p5CB-r78,t_199761_b_none_tn_6
t116-sl26-p5CB-r78,t_199761_b_none_tn_7
t117-sl26-p5CB-r78,t_199761_b_none_tn_8
t118-sl26-p5CB-r78,t_199761_b_none_tn_9
t119-sl26-p5CB-r78,t_199761_b_none_tn_10
t104-sl26-p5CB-r78,t_199761_b_none_tn_11
t106-sl26-p5CB-r78,t_199761_b_none_tn_12
t425-sl26-p5CF-r7A,t_199801_b_none_tn_1
t428-sl26-p5CF-r7A,t_199802_b_none_tn_1
t42B-sl26-p5CF-r7A,t_199654_b_none_tn_0
t440-sl26-p5CF-r7A,t_199665_b_none_tn_1
t441-sl26-p5CF-r7A,t_199665_b_none_tn_2
t442-sl26-p5CF-r7A,t_199665_b_none_tn_3
t443-sl26-p5CF-r7A,t_199665_b_none_tn_4
t445-sl26-p5CF-r7A,t_199665_b_none_tn_5
t447-sl26-p5CF-r7A,t_199665_b_none_tn_6
t427-sl26-p5CF-r7B,t_199801_b_none_tn_2
t42A-sl26-p5CF-r7B,t_199802_b_none_tn_2
t444-sl26-p5CF-r7C,t_199666_b_none_tn_1
t446-sl26-p5CF-r7C,t_199666_b_none_tn_2
t424-sl17-p110-r1,t_94652_b_6375_tn_2
t429-sl17-p110-r1,t_72415_b_6375_tn_3
t42E-sl17-p110-r1,t_72415_b_6375_tn_8
t433-sl17-p110-r1,t_72415_b_6375_tn_13
t438-sl17-p110-r1,t_72415_b_6375_tn_18
t43D-sl17-p110-r1,t_72415_b_6375_tn_23
t423-sl17-p110-r2,t_94652_b_6375_tn_1
t428-sl17-p110-r2,t_72415_b_6375_tn_2
t42D-sl17-p110-r2,t_72415_b_6375_tn_7
t432-sl17-p110-r2,t_72415_b_6375_tn_12
t437-sl17-p110-r2,t_72415_b_6375_tn_17
t43C-sl17-p110-r2,t_72415_b_6375_tn_22
t426-sl17-p110-r3,t_33791_b_6375_tn_0
t42B-sl17-p110-r3,t_72415_b_6375_tn_5
t430-sl17-p110-r3,t_72415_b_6375_tn_10
t435-sl17-p110-r3,t_72415_b_6375_tn_15
t43A-sl17-p110-r3,t_72415_b_6375_tn_20
t43F-sl17-p110-r3,t_72415_b_6375_tn_25
t425-sl17-p110-r4,t_52652_b_6375_tn_0
t42A-sl17-p110-r4,t_72415_b_6375_tn_4
t42F-sl17-p110-r4,t_72415_b_6375_tn_9
t434-sl17-p110-r4,t_72415_b_6375_tn_14
t439-sl17-p110-r4,t_72415_b_6375_tn_19
t43E-sl17-p110-r4,t_72415_b_6375_tn_24
t427-sl17-p110-r5,t_72415_b_6375_tn_1
t42C-sl17-p110-r5,t_72415_b_6375_tn_6
t431-sl17-p110-r5,t_72415_b_6375_tn_11
t436-sl17-p110-r5,t_72415_b_6375_tn_16
t43B-sl17-p110-r5,t_72415_b_6375_tn_21
t429-sl16-p10E-r87,t_14333_b_6375_tn_1
t42C-sl16-p10E-r87,t_14333_b_6375_tn_2
t42F-sl16-p10E-r87,t_14333_b_6375_tn_3
t432-sl16-p10E-r87,t_14333_b_6375_tn_4
t43A-sl16-p10E-r88,t_14343_b_6375_tn_1
t43D-sl16-p10E-r88,t_14343_b_6375_tn_2
t425-sl15-p10C-r7A,t_14250_b_6375_tn_1
t428-sl15-p10C-r7A,t_14332_b_6375_tn_1
t42B-sl15-p10C-r7A,t_14251_b_6375_tn_0
t440-sl15-p10C-r7A,t_14336_b_6375_tn_1
t441-sl15-p10C-r7A,t_14336_b_6375_tn_2
t442-sl15-p10C-r7A,t_14336_b_6375_tn_3
t443-sl15-p10C-r7A,t_14336_b_6375_tn_4
t445-sl15-p10C-r7A,t_14336_b_6375_tn_5
t447-sl15-p10C-r7A,t_14336_b_6375_tn_6
t427-sl15-p10C-r7B,t_14250_b_6375_tn_2
t42A-sl15-p10C-r7B,t_14332_b_6375_tn_2
t444-sl15-p10C-r7C,t_14341_b_6375_tn_1
t446-sl15-p10C-r7C,t_14341_b_6375_tn_2
t1AE-sl26-p5DB-rB8,t_199718_b_none_tn_1
t1CF-sl26-p5DB-rB8,t_199718_b_none_tn_2
t482-sl26-p5DB-rB8,t_199718_b_none_tn_3
t495-sl26-p5DB-rB8,t_199718_b_none_tn_4
t496-sl26-p5DC-rB9,t_199720_b_none_tn_1
t1D3-sl26-p5DC-rB9,t_199720_b_none_tn_2
t497-sl26-p5DC-rB9,t_199720_b_none_tn_3
t498-sl26-p5DC-rB9,t_199720_b_none_tn_4
t499-sl26-p5DC-rBA,t_199723_b_none_tn_0
t687-sl17-p5D8-rAE,t_161832_b_6375_tn_0
t487-sl17-p1DF-r5C,t_161827_b_6375_tn_2
t1B5-sl17-p1DF-r5D,t_161827_b_6375_tn_1
t488-sl17-p1E0-r5C,t_161839_b_6375_tn_2
t686-sl17-p1E0-r5D,t_161839_b_6375_tn_1
t486-sl17-p13C-r5C,t_161834_b_6375_tn_2
t485-sl17-p13C-r5D,t_161834_b_6375_tn_1
t1AE-sl15-p133-rB8,t_161812_b_6375_tn_1
t1CF-sl15-p133-rB8,t_161812_b_6375_tn_2
t482-sl15-p133-rB8,t_161812_b_6375_tn_3
t495-sl15-p133-rB8,t_161812_b_6375_tn_4
t496-sl15-p134-rB9,t_161814_b_6375_tn_1
t1D3-sl15-p134-rB9,t_161814_b_6375_tn_2
t497-sl15-p134-rB9,t_161814_b_6375_tn_3
t498-sl15-p134-rB9,t_161814_b_6375_tn_4
t499-sl15-p134-rBA,t_161817_b_6375_tn_0
t1CF-sl16-p137-r89,t_161820_b_6375_tn_1
t482-sl16-p137-r89,t_161820_b_6375_tn_2
t495-sl16-p137-r89,t_161820_b_6375_tn_3
t496-sl16-p138-rBD,t_161822_b_6375_tn_1
t1D3-sl16-p138-rBD,t_161822_b_6375_tn_2
t497-sl16-p138-rBD,t_161822_b_6375_tn_3
t498-sl16-p138-rBD,t_161822_b_6375_tn_4
t499-sl16-p138-rBD,t_161825_b_6375_tn_0
