stop_id,stop_city
777666,Vallejo
777667,Vallejo
777668,Vallejo
777669,Vallejo
777670,Vallejo
777671,Vallejo
777672,Vallejo
777673,Vallejo
777674,Vallejo
777675,Vallejo
777676,Vallejo
777677,Vallejo
777678,Vallejo
777679,Vallejo
777680,Vallejo
777681,Vallejo
777682,Vallejo
777683,Vallejo
777684,Vallejo
777685,Vallejo
777686,Vallejo
777687,Vallejo
777688,Vallejo
777689,Vallejo
777690,Vallejo
777691,Vallejo
777692,Vallejo
777693,Vallejo
777694,Vallejo
777695,Vallejo
777696,Vallejo
777697,Vallejo
777698,Vallejo
777699,Vallejo
777700,Vallejo
777701,Vallejo
777702,Vallejo
777703,Vallejo
777704,Vallejo
777705,Vallejo
777706,Vallejo
777707,Vallejo
777708,Vallejo
777709,Vallejo
777711,Vallejo
777712,Vallejo
777713,Vallejo
777715,Vallejo
777716,Vallejo
777717,Vallejo
777718,Vallejo
777719,Vallejo
777720,Vallejo
777721,Benicia
777722,Vallejo
777723,Vallejo
777724,Walnut Creek
777725,Vallejo
777726,Vallejo
777727,Pleasant Hill
777728,Vallejo
777729,Vallejo
777730,Vallejo
777731,Vallejo
777732,Vallejo
777733,Vallejo
777734,Vallejo
777735,Vallejo
777736,Vallejo
777737,Vallejo
777738,Vallejo
777739,Vallejo
777740,Vallejo
777741,Vallejo
777742,Vallejo
777743,Benicia
777744,Benicia
777745,Benicia
777746,Benicia
777747,Benicia
777748,Benicia
777749,Benicia
777750,El Cerrito
777751,Vallejo
777752,Vallejo
777753,Vallejo
777754,Vallejo
777755,Vallejo
777756,Vallejo
777757,Vallejo
777758,Vallejo
777759,Vallejo
777761,Vallejo
777762,Vallejo
777765,Vallejo
777766,Vallejo
777767,Vallejo
777768,Vallejo
777769,Vallejo
777770,Vallejo
777771,Vallejo
777772,Vallejo
777773,Vallejo
777774,Vallejo
777775,Vallejo
777776,Vallejo
777777,Vallejo
777778,Vallejo
777779,Fairfield
777780,Vallejo
777781,Vallejo
777782,Vallejo
777783,Vallejo
777784,Vallejo
777785,Vallejo
777786,Vallejo
777787,Vallejo
777788,Vallejo
777789,Vallejo
777790,Vallejo
777791,Vallejo
777792,Vallejo
777793,Vallejo
777794,Vallejo
777795,Vallejo
777796,Vallejo
777797,Vallejo
777798,Vallejo
777799,Vallejo
777800,Vallejo
777801,Vallejo
777802,Vallejo
777803,Vallejo
777804,Vallejo
777805,Vallejo
777806,Vallejo
777807,Vallejo
777808,Vallejo
777809,Vallejo
777810,Vallejo
777811,Vallejo
777812,Vallejo
777813,Vallejo
777814,Vallejo
777815,Vallejo
777816,Vallejo
777818,Benicia
777819,Benicia
777820,Benicia
777821,Vallejo
777822,Vallejo
777823,Vallejo
777824,Vallejo
777825,Vallejo
777826,Vallejo
777827,Vallejo
777828,Vallejo
777829,Vallejo
777830,Fairfield
777831,Fairfield
777832,Vallejo
777833,Vallejo
777835,Vallejo
777836,Vallejo
777837,Vallejo
777838,Vallejo
777839,Vallejo
777840,Vallejo
777841,Vallejo
777842,Benicia
777843,Benicia
777844,Benicia
777845,Benicia
777846,Benicia
777847,Benicia
777848,Benicia
777849,Benicia
777850,Vallejo
777852,Vallejo
777853,Vallejo
777854,Vallejo
777855,Vallejo
777856,Vallejo
777857,Vallejo
777858,Vallejo
777859,Vallejo
777860,Vallejo
777861,Vallejo
777862,Vallejo
777863,Vallejo
777864,Benicia
777865,Vallejo
777866,Vallejo
777867,Vallejo
777868,Vallejo
777869,Vallejo
777870,Vallejo
777871,Vallejo
777872,Vallejo
777873,Vallejo
777874,Vallejo
777875,Vallejo
777876,Vallejo
777877,Vallejo
777878,Vallejo
777879,Vallejo
777880,Vallejo
777881,Vallejo
777882,Vallejo
777883,Vallejo
777884,Vallejo
777885,Vallejo
777886,Vallejo
777887,Vallejo
777888,Vallejo
777889,Vallejo
777891,Vallejo
777892,Vallejo
777893,Benicia
777894,Benicia
777895,Benicia
777896,Benicia
777897,Benicia
777899,Vallejo
777900,Vallejo
777901,Vallejo
777902,Vallejo
777903,Vallejo
777904,Vallejo
777905,Vallejo
777906,Vallejo
777907,Vallejo
777908,Vallejo
777909,Vallejo
777910,Vallejo
777911,Vallejo
777912,Vallejo
777913,Vallejo
777914,Vallejo
777915,Vallejo
777916,Vallejo
777917,Vallejo
777918,Vallejo
777919,Vallejo
777920,Vallejo
777921,Vallejo
777922,Vallejo
777923,Vallejo
777924,Vallejo
777925,Vallejo
777926,Vallejo
777927,Vallejo
777928,Benicia
777930,Vallejo
777931,Vallejo
777932,Vallejo
777933,Vallejo
777934,Vallejo
777935,Vallejo
777936,Vallejo
777937,Vallejo
777938,Vallejo
777939,Vallejo
777940,Benicia
777941,Vallejo
777942,Benicia
777943,Fairfield
777945,Vallejo
777946,Vallejo
777947,Vallejo
777948,Vallejo
777949,Vallejo
777950,Vallejo
777951,Vallejo
777952,Vallejo
777953,Vallejo
777954,Vallejo
777955,Vallejo
777956,Vallejo
777957,Vallejo
777958,Benicia
777959,Benicia
777960,Benicia
777961,Vallejo
777962,Vallejo
777963,Vallejo
777964,Vallejo
777965,Vallejo
777966,Vallejo
777967,Vallejo
777968,Vallejo
777969,Vallejo
777970,Vallejo
777971,Vallejo
777972,Vallejo
777973,Vallejo
777974,Benicia
777975,Vallejo
777976,Vallejo
777977,Vallejo
777978,Vallejo
777979,Vallejo
777980,Vallejo
777981,Vallejo
777982,Vallejo
777983,Vallejo
777985,Vallejo
777986,Vallejo
777987,Vallejo
777988,Vallejo
777989,Vallejo
777990,Vallejo
777991,Vallejo
777992,Vallejo
777993,Vallejo
777994,Vallejo
777995,Vallejo
777996,Vallejo
777997,Vallejo
777998,Vallejo
777999,Vallejo
778000,Vallejo
778001,Vallejo
778002,Vallejo
778003,Vallejo
778004,Vallejo
778005,Vallejo
778006,Vallejo
778007,Vallejo
778008,Vallejo
778009,Vallejo
778010,Vallejo
778011,Vallejo
778012,Vallejo
778013,Vallejo
778014,Vallejo
778015,Vallejo
778016,Vallejo
778017,Vallejo
778018,Vallejo
778019,Vallejo
778020,Vallejo
778021,Vallejo
778022,Vallejo
778023,Vallejo
778024,Vallejo
