route_id,direction_id,Direction
6819,0,North
6100,1,East
6100,0,West
5802,1,South
5802,0,North
1875,1,East
1875,0,West
1861,1,East
1861,0,West
1652,1,South
1652,0,North
1651,1,South
1651,0,North
1650,1,South
1650,0,North
1649,1,East
1649,0,West
1647,0,Loop
1646,0,Loop
1644,1,South
1644,0,North
1643,1,East
1643,0,West
1642,1,South
1642,0,North
1641,1,South
1641,0,North
1640,1,East
1640,0,West
1639,1,South
1639,0,North
1638,1,South
1638,0,North
