stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
1,226001,"PLAZA DEL AMO",,33.829123,-118.346433,,,,,,2
10,203037,"TORRANCE BL + MADRID AV",,33.836277,-118.325235,,,,,,2
100,006003,"AIRPORT DR + ZAMPERINI WY",,33.799913,-118.341585,,,,,,2
102,592025,"CRENSHAW BL + PACIFIC COAST HWY AIRPORT DR",,33.793000,-118.331728,,,,,,2
103,592027,"CRENSHAW BL + SKYPARK DR",,33.801923,-118.327917,,,,,,2
104,592029,"CRENSHAW BL + LOMITA BL",,33.806195,-118.327837,,,,,,2
105,592031,"CRENSHAW BL + 237TH ST",,33.810253,-118.327917,,,,,,2
106,592033,"CRENSHAW BL + 235TH ST",,33.813153,-118.327937,,,,,,2
107,592035,"CRENSHAW BL + 229TH ST",,33.818458,-118.327917,,,,,,2
108,592037,"CRENSHAW BL + SEPULVEDA BL",,33.822302,-118.328313,,,,,,2
109,592039,"CRENSHAW BL + PARK DEL AMO SCROC",,33.824817,-118.328393,,,,,,2
11,203039,"TORRANCE BL + COTA AV",,33.836297,-118.322332,,,,,,2
110,592041,"CRENSHAW BL + PLAZA DEL AMO",,33.826958,-118.328452,,,,,,2
111,592043,"CRENSHAW BL + MONTEREY ST",,33.829327,-118.328493,,,,,,2
112,592045,"CRENSHAW BL + CARSON ST",,33.831793,-118.328493,,,,,,2
113,592047,"CRENSHAW BL + EL DORADO ST",,33.834342,-118.328532,,,,,,2
114,592049,"CRENSHAW BL + TORRANCE BL",,33.836833,-118.328573,,,,,,2
115,592051,"CRENSHAW BL + MARICOPA ST",,33.839237,-118.328573,,,,,,2
116,592053,"CRENSHAW BL + 208TH ST",,33.844060,-118.328632,,,,,,2
117,592055,"CRENSHAW BL + DEL AMO BL",,33.847172,-118.328652,,,,,,2
118,592057,"CRENSHAW BL + 190TH ST",,33.858910,-118.327440,,,,,,2
119,592059,"CRENSHAW BL + 186TH ST",,33.861505,-118.326327,,,,,,2
12,203041,"TORRANCE BL + ARLINGTON AV",,33.836317,-118.319910,,,,,,2
120,592061,"CRENSHAW BL + 182ND ST",,33.865980,-118.326327,,,,,,2
121,592063,"CRENSHAW BL + 178TH ST",,33.869560,-118.326327,,,,,,2
122,592065,"CRENSHAW BL + ARTESIA BL",,33.873275,-118.326347,,,,,,2
123,592067,"CRENSHAW BL + 171ST ST",,33.875043,-118.326367,,,,,,2
124,592069,"CRENSHAW BL + 168TH ST",,33.877710,-118.326367,,,,,,2
125,592071,"CRENSHAW BL + 166TH ST CHERRY AV",,33.879907,-118.326367,,,,,,2
126,592073,"CRENSHAW BL + REDONDO BEACH BL",,33.883408,-118.326427,,,,,,2
127,592075,"CRENSHAW BL + EL CAMINO COLLEGE",,33.885473,-118.326427,,,,,,2
128,592077,"CRENSHAW BL + MANHATTAN BEACH BL",,33.887000,-118.326383,,,,,,2
129,592079,"CRENSHAW BL + 154TH ST",,33.891292,-118.326427,,,,,,2
13,203043,"TORRANCE BL + ENGRACIA AV",,33.836237,-118.318300,,,,,,2
130,592081,"CRENSHAW BL + MARINE AV",,33.894450,-118.326427,,,,,,2
131,592083,"CRENSHAW BL + 147TH ST",,33.898627,-118.326407,,,,,,2
132,592085,"CRENSHAW BL + ROSECRANS AV",,33.901730,-118.326407,,,,,,2
133,592087,"CRENSHAW BL + 139TH ST",,33.905818,-118.326427,,,,,,2
134,592089,"CRENSHAW BL + 135TH ST",,33.909650,-118.326427,,,,,,2
135,592091,"CRENSHAW BL + 132ND ST",,33.912432,-118.326427,,,,,,2
136,592093,"CRENSHAW BL + EL SEGUNDO BL",,33.916136,-118.326364,,,,,,2
137,592095,"CRENSHAW BL + JACK NORTHROP AV",,33.919433,-118.326407,,,,,,2
138,592097,"CRENSHAW STATION (NORTHBOUND BAY)",,33.925150,-118.326268,,,,,,2
139,596104,"CRENSHAW STATION SOUTHBOUND LAYOVER",,33.925683,-118.326665,,,,,,2
14,203045,"TORRANCE BL + CABRILLO AV VAN NESS AV",,33.836185,-118.315320,,,,,,2
140,594103,"CRENSHAW STATION (SOUTHBOUND BAY)",,33.925032,-118.326665,,,,,,2
141,594101,"CRENSHAW BL + JACK NORTHROP AV",,33.919838,-118.326685,,,,,,2
142,594099,"CRENSHAW BL + EL SEGUNDO BL",,33.915995,-118.326665,,,,,,2
143,594097,"CRENSHAW BL + 132ND ST",,33.912058,-118.326723,,,,,,2
144,594095,"CRENSHAW BL + 135TH ST",,33.908935,-118.326685,,,,,,2
145,594093,"CRENSHAW BL + 139TH ST",,33.905890,-118.326685,,,,,,2
146,594091,"CRENSHAW BL + ROSECRANS AV",,33.902243,-118.326685,,,,,,2
147,594089,"CRENSHAW BL + 147TH ST",,33.898635,-118.326685,,,,,,2
148,594087,"CRENSHAW BL + MARINE AV",,33.894338,-118.326685,,,,,,2
149,594085,"CRENSHAW BL + 154TH ST",,33.890577,-118.326723,,,,,,2
15,203047,"TORRANCE BL + WESTERN AV",,33.838390,-118.308445,,,,,,2
150,594081,"CRENSHAW BL + MANHATTAN BEACH BL",,33.887080,-118.326685,,,,,,2
151,594079,"CRENSHAW BL + EL CAMINO COLLEGE",,33.885522,-118.326665,,,,,,2
152,594077,"CRENSHAW BL + REDONDO BEACH BL",,33.883030,-118.326685,,,,,,2
153,594075,"CRENSHAW BL + 166TH ST CHERRY AV",,33.880157,-118.326665,,,,,,2
154,594073,"CRENSHAW BL + 168TH ST",,33.877940,-118.326665,,,,,,2
155,594071,"CRENSHAW BL + 171ST ST",,33.875297,-118.326665,,,,,,2
156,594069,"CRENSHAW BL + ARTESIA BL",,33.873163,-118.326665,,,,,,2
157,594067,"CRENSHAW BL + 178TH ST",,33.868785,-118.326585,,,,,,2
158,594065,"CRENSHAW BL + 182ND ST",,33.865145,-118.326605,,,,,,2
16,203049,"TORRANCE BL + DENKER AV",,33.841407,-118.304133,,,,,,2
160,594061,"CRENSHAW BL + 190TH ST",,33.857758,-118.328512,,,,,,2
161,594059,"CRENSHAW BL + DEL AMO BL",,33.846460,-118.328928,,,,,,2
162,594057,"CRENSHAW BL + 208TH ST",,33.843480,-118.328870,,,,,,2
163,594055,"CRENSHAW BL + MARICOPA ST",,33.838990,-118.328848,,,,,,2
164,594053,"CRENSHAW BL + TORRANCE BL",,33.836590,-118.328830,,,,,,2
165,594051,"CRENSHAW BL + EL DORADO ST",,33.834568,-118.328790,,,,,,2
166,594049,"CRENSHAW BL + CARSON ST",,33.830952,-118.328750,,,,,,2
167,594047,"CRENSHAW BL + MONTEREY ST",,33.829652,-118.328712,,,,,,2
168,594045,"CRENSHAW BL + PLAZA DEL AMO",,33.826735,-118.328690,,,,,,2
169,594043,"CRENSHAW BL + PARK DEL AMO SCROC",,33.824522,-118.328652,,,,,,2
17,203051,"TORRANCE BL + NORMANDIE AV",,33.841878,-118.299683,,,,,,2
170,594041,"CRENSHAW BL + SEPULVEDA BL",,33.821140,-118.328573,,,,,,2
171,594039,"CRENSHAW BL + 230TH ST",,33.817623,-118.328195,,,,,,2
172,594037,"CRENSHAW BL + 235TH ST",,33.812403,-118.328195,,,,,,2
173,594035,"CRENSHAW BL + 237TH ST",,33.809582,-118.328133,,,,,,2
174,594033,"CRENSHAW BL + LOMITA BL",,33.805397,-118.328095,,,,,,2
175,594031,"CRENSHAW BL + TORRANCE CROSSROADS",,33.803912,-118.328095,,,,,,2
176,594029,"CRENSHAW BL + SKYPARK DR",,33.801002,-118.328313,,,,,,2
177,594027,"CRENSHAW BL + AIRPORT DR",,33.793683,-118.330857,,,,,,2
178,515037,"PACIFIC COAST HWY + CRENSHAW BL",,33.792348,-118.333420,,,,,,2
179,572013,"MADRONA AV + CARSON ST",,33.831715,-118.344883,,,,,,2
18,213053,"CARSON ST AT + NORMANDIE AV",,33.831452,-118.298650,,,,,,2
180,205023,"TORRANCE BL + HAWTHORNE BL",,33.837710,-118.354122,,,,,,2
181,205021,"TORRANCE BL + EARL ST",,33.837690,-118.357777,,,,,,2
182,552017,"ANZA AV + TORRANCE BL",,33.838025,-118.362288,,,,,,2
183,552019,"ANZA AV + EMERALD ST",,33.841223,-118.362288,,,,,,2
184,552021,"ANZA AV + SPENCER ST",,33.844823,-118.362328,,,,,,2
185,552023,"ANZA AV + DEL AMO BL",,33.848988,-118.362208,,,,,,2
186,552025,"ANZA AV + HALISON ST",,33.851098,-118.362068,,,,,,2
187,552027,"ANZA AV + NARROT ST",,33.853590,-118.363242,,,,,,2
188,552029,"ANZA AV + ARVADA ST",,33.856133,-118.365110,,,,,,2
189,552031,"ANZA AV + 190TH ST",,33.858000,-118.365388,,,,,,2
19,213055,"CARSON ST + BUDLONG AV",,33.831468,-118.294975,,,,,,2
190,153025,"ARTESIA BL + KINGSDALE AV",,33.872742,-118.356527,,,,,,2
191,153027,"ARTESIA BL + HAWTHORNE BL",,33.872722,-118.351975,,,,,,2
192,153029,"ARTESIA BL + AMIE AV",,33.872722,-118.347983,,,,,,2
193,153031,"ARTESIA BL + PRAIRIE AV",,33.872718,-118.344128,,,,,,2
194,153033,"ARTESIA BL + AINSWORTH AV",,33.872718,-118.339180,,,,,,2
195,153035,"ARTESIA BL + YUKON AV",,33.872718,-118.335387,,,,,,2
196,153037,"ARTESIA BL + GLENBURN AV",,33.872710,-118.329923,,,,,,2
198,083051,"EL SEGUNDO BL + WILKIE AV",,33.916433,-118.322750,,,,,,2
199,083053,"EL SEGUNDO BL + PURCHE AV",,33.916405,-118.320107,,,,,,2
2,215023,"CARSON ST + HAWTHORNE BL",,33.831515,-118.353308,,,,,,2
20,213056,"CARSON ST + BERENDO AV",,33.831480,-118.293207,,,,,,2
200,083055,"EL SEGUNDO BL + VAN NESS AV",,33.916405,-118.317447,,,,,,2
201,083057,"EL SEGUNDO BL + WILTON PL",,33.916405,-118.313432,,,,,,2
202,083059,"EL SEGUNDO BL + WESTERN AV",,33.916385,-118.308605,,,,,,2
203,083061,"EL SEGUNDO BL + HARVARD BL",,33.916385,-118.306797,,,,,,2
204,083063,"EL SEGUNDO BL + DENKER AV",,33.916373,-118.304652,,,,,,2
205,083065,"EL SEGUNDO BL + HALLDALE AV",,33.916368,-118.302565,,,,,,2
206,083067,"EL SEGUNDO BL + NORMANDIE AV",,33.916373,-118.300855,,,,,,2
207,083069,"EL SEGUNDO BL + BUDLONG AV",,33.916357,-118.296525,,,,,,2
208,083071,"EL SEGUNDO BL + VERMONT AV",,33.916357,-118.292193,,,,,,2
209,083073,"EL SEGUNDO BL + HOOVER ST",,33.916357,-118.287187,,,,,,2
21,642027,"VERMONT AV + CARSON ST",,33.831928,-118.290147,,,,,,2
210,085071,"EL SEGUNDO BL + FIGUEROA ST",,33.916523,-118.283332,,,,,,2
211,085069,"EL SEGUNDO BL + HOOVER ST",,33.916532,-118.287425,,,,,,2
212,085067,"EL SEGUNDO BL + VERMONT AV",,33.916543,-118.291358,,,,,,2
213,085065,"EL SEGUNDO BL + BUDLONG AV",,33.916548,-118.296265,,,,,,2
214,085063,"EL SEGUNDO BL + NORMANDIE AV",,33.916543,-118.300122,,,,,,2
215,085061,"EL SEGUNDO BL + HALLDALE AV",,33.916548,-118.302247,,,,,,2
216,085059,"EL SEGUNDO BL + DENKER AV",,33.916548,-118.304392,,,,,,2
217,085057,"EL SEGUNDO BL + HARVARD BL",,33.916555,-118.306657,,,,,,2
218,085055,"EL SEGUNDO BL + WESTERN AV",,33.916563,-118.308763,,,,,,2
22,642029,"VERMONT AV + 214TH ST",,33.834150,-118.290147,,,,,,2
220,085051,"EL SEGUNDO BL + VAN NESS AV",,33.916588,-118.318162,,,,,,2
221,085049,"EL SEGUNDO BL + PURCHE AV",,33.916588,-118.320683,,,,,,2
222,085025,"EL SEGUNDO BL + WILKIE AV",,33.916592,-118.323287,,,,,,2
223,155037,"ARTESIA BL + GLENBURN AV",,33.872882,-118.330718,,,,,,2
224,155035,"ARTESIA BL + YUKON AV",,33.872897,-118.335705,,,,,,2
225,155033,"ARTESIA BL + AINSWORTH AV",,33.872910,-118.340055,,,,,,2
226,155031,"ARTESIA BL + PRAIRIE AV",,33.872925,-118.344407,,,,,,2
227,155029,"ARTESIA BL + AMIE AV",,33.872925,-118.348857,,,,,,2
228,155027,"ARTESIA BL + HAWTHORNE BL REDONDO BEACH BL",,33.872948,-118.353825,,,,,,2
229,155025,"ARTESIA BL + FIRMONA AV",,33.872973,-118.357560,,,,,,2
23,642031,"VERMONT AV + JAVELIN ST",,33.838530,-118.289968,,,,,,2
230,554029,"ANZA AV + 190TH ST",,33.857047,-118.365627,,,,,,2
231,554027,"ANZA AV + NARROT ST",,33.853725,-118.363758,,,,,,2
232,554025,"ANZA AV + HALISON ST",,33.851435,-118.362447,,,,,,2
233,554023,"ANZA AV + DEL AMO BL",,33.848208,-118.362567,,,,,,2
234,554021,"ANZA AV + SPENCER ST",,33.844712,-118.362567,,,,,,2
235,554019,"ANZA AV + EMERALD ST",,33.841465,-118.362567,,,,,,2
236,203019,"TORRANCE BL + ANZA AV",,33.837440,-118.361970,,,,,,2
237,203021,"TORRANCE BL + EARL ST",,33.837472,-118.358235,,,,,,2
238,574015,"MADRONA AV + TORRANCE BL",,33.836837,-118.345142,,,,,,2
239,574013,"MADRONA AVE + CARSON ST",,33.830708,-118.345122,,,,,,2
24,642033,"VERMONT AV + TORRANCE BL",,33.841740,-118.289888,,,,,,2
240,203001,"REDONDO BEACH PIER",,33.838390,-118.389767,,,,,,2
242,203005,"TORRANCE BL + PACIFIC COAST HWY",,33.838100,-118.384938,,,,,,2
243,203007,"TORRANCE BL + CAMINO REAL HELBERTA AV",,33.837627,-118.382077,,,,,,2
244,203009,"TORRANCE BL + JUANITA AV",,33.838088,-118.378858,,,,,,2
245,203011,"TORRANCE BL + PROSPECT AV",,33.838780,-118.375897,,,,,,2
246,203013,"TORRANCE BL + HENRIETTA ST",,33.837488,-118.371825,,,,,,2
247,203015,"TORRANCE BL + PALOS VERDES BL",,33.837488,-118.369560,,,,,,2
248,203017,"TORRANCE BL + VICTOR ST",,33.837492,-118.366580,,,,,,2
249,213025,"CARSON ST + DEL AMO CIRCLE BL",,33.831032,-118.348262,,,,,,2
25,642035,"VERMONT AV + DEL AMO BL",,33.846628,-118.290207,,,,,,2
250,213029,"CARSON ST + MADRONA AV",,33.831095,-118.344487,,,,,,2
251,213031,"CARSON ST + MAPLE AV",,33.831138,-118.339758,,,,,,2
252,213033,"CARSON ST + HICKORY AV",,33.831187,-118.334730,,,,,,2
253,213035,"CARSON ST + FERN AV",,33.831198,-118.332407,,,,,,2
254,213037,"CARSON ST + CRENSHAW BL",,33.831178,-118.327717,,,,,,2
255,213039,"CARSON ST + PLAZA DEL AMO",,33.831265,-118.323842,,,,,,2
256,213041,"CARSON ST + MANUEL AV",,33.831313,-118.319513,,,,,,2
257,213043,"CARSON ST + ARLINGTON AV",,33.831290,-118.317923,,,,,,2
258,213045,"CARSON ST + CABRILLO AV",,33.831360,-118.313712,,,,,,2
259,213047,"CARSON ST + ABALONE AV",,33.831377,-118.312002,,,,,,2
26,642037,"VERMONT AV + FRANCISCO ST",,33.850525,-118.290385,,,,,,2
260,213049,"CARSON ST + WESTERN AV",,33.831368,-118.308705,,,,,,2
261,213051,"CARSON ST + DENKER AV",,33.831432,-118.303955,,,,,,2
262,213057,"CARSON ST + HARBOR-UCLA MEDICAL CENTER",,33.831492,-118.291518,,,,,,2
263,213059,"CARSON ST + VERMONT AV",,33.831457,-118.289808,,,,,,2
264,213061,"CARSON ST + FIGUEROA ST",,33.831508,-118.285318,,,,,,2
265,213063,"CARSON ST + MONETA AV",,33.831532,-118.281425,,,,,,2
266,213065,"CARSON ST + MAIN ST",,33.831492,-118.277570,,,,,,2
267,213067,"CARSON ST + DOLORES ST",,33.831560,-118.272465,,,,,,2
268,213069,"CARSON ST + GRACE AV",,33.831567,-118.268132,,,,,,2
269,213071,"CARSON ST + AVALON BL",,33.831535,-118.264140,,,,,,2
27,642039,"VERMONT AV + KNOX ST",,33.854098,-118.290385,,,,,,2
270,734035,"AVALON BL + 220TH ST",,33.827502,-118.263723,,,,,,2
271,225039,"223RD ST + AVALON BL",,33.824283,-118.264020,,,,,,2
272,225037,"223RD ST + GRACE AV",,33.824303,-118.268232,,,,,,2
273,225035,"223RD ST + DOLORES ST",,33.824315,-118.272802,,,,,,2
274,714025,"MAIN ST + 223RD ST",,33.823947,-118.276080,,,,,,2
275,714023,"MAIN ST + 228TH ST",,33.818717,-118.275702,,,,,,2
276,714021,"MAIN ST + 234TH ST",,33.813587,-118.275742,,,,,,2
277,714019,"MAIN ST + SEPULVEDA BL",,33.807583,-118.275782,,,,,,2
278,714017,"MAIN ST & WILMINGTON BL + LOMITA BL",,33.798090,-118.275385,,,,,,2
279,714015,"WILMINGTON BL + Q ST",,33.794077,-118.275265,,,,,,2
28,642041,"VERMONT AV + 190TH ST",,33.859527,-118.290385,,,,,,2
280,714013,"WILMINGTON BL + SANDISON ST",,33.792427,-118.275205,,,,,,2
281,513069,"PACIFIC COAST HWY + WILMINGTON BL",,33.790448,-118.274648,,,,,,2
282,513071,"PACIFIC COAST HWY + NEPTUNE AV",,33.790742,-118.269423,,,,,,2
283,513073,"PACIFIC COAST HWY + ISLAND AV",,33.790885,-118.266722,,,,,,2
284,513075,"PACIFIC COAST HWY + AVALON BL",,33.791040,-118.263742,,,,,,2
285,513077,"PACIFIC COAST HWY + EUBANK AV",,33.791473,-118.256390,,,,,,2
286,513079,"PACIFIC COAST HWY + SANFORD AV",,33.790787,-118.251145,,,,,,2
287,513081,"PACIFIC COAST HWY + WATSON AV",,33.790782,-118.248323,,,,,,2
288,513083,"PACIFIC COAST HWY + BLINN AV",,33.790957,-118.245482,,,,,,2
289,513085,"PACIFIC COAST HWY + HAYES AV",,33.789748,-118.218820,,,,,,2
29,642043,"VERMONT AV + 186TH ST",,33.861887,-118.290405,,,,,,2
290,513087,"PACIFIC COAST HWY + SANTA FE AV",,33.789733,-118.214805,,,,,,2
291,513089,"PACIFIC COAST HWY + OREGON AV MAINE AV",,33.789765,-118.200562,,,,,,2
292,513091,"PACIFIC COAST HWY + MAGNOLIA AV HENDERSON AV",,33.789757,-118.197322,,,,,,2
293,513093,"PACIFIC COAST HWY + CHESTNUT AV",,33.789757,-118.195832,,,,,,2
294,794027,"PACIFIC AV + PACIFIC COAST HWY",,33.789423,-118.193745,,,,,,2
295,794023,"PACIFIC AV + 15TH ST",,33.784973,-118.193745,,,,,,2
296,794019,"PACIFIC AV + ANAHEIM ST",,33.782310,-118.193805,,,,,,2
297,794015,"PACIFIC AV + 10TH ST",,33.778710,-118.193805,,,,,,2
298,794009,"PACIFIC AV + 7TH ST",,33.774972,-118.193845,,,,,,2
299,814013,"LONG BEACH BL + 6TH ST",,33.773600,-118.189533,,,,,,2
3,203023,"TORRANCE BL + HAWTHORNE BL",,33.837512,-118.352573,,,,,,2
30,642045,"VERMONT AV + 182ND ST",,33.867083,-118.290463,,,,,,2
300,814007,"LONG BEACH BL + 3RD ST",,33.770190,-118.189533,,,,,,2
301,345509,"DOWNTOWN LONG BEACH STATION (SHELTER A)",,33.768128,-118.190030,,,,,,2
302,343511,"1ST ST + LONG BEACH BL",,33.767965,-118.188580,,,,,,2
303,792003,"PACIFIC AV + BROADWAY",,33.769622,-118.193647,,,,,,2
304,792007,"PACIFIC AV + 5TH ST",,33.773302,-118.193647,,,,,,2
305,792009,"PACIFIC AV + 7TH ST",,33.775638,-118.193647,,,,,,2
306,792015,"PACIFIC AV + 10TH ST",,33.779243,-118.193647,,,,,,2
307,792019,"PACIFIC AV + ANAHEIM ST",,33.782850,-118.193647,,,,,,2
308,792023,"PACIFIC AV + 15TH ST",,33.785560,-118.193647,,,,,,2
309,515099,"PACIFIC COAST HWY + PACIFIC AV",,33.789940,-118.194343,,,,,,2
