trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint,continuous_stops,area_id,service_area_radius
t_213831_b_6769_tn_0,16:35:00,16:35:00,2436128,1,Visalia,0,0,0,1,0,,
t_213831_b_6769_tn_0,16:55:00,16:55:00,2435902,2,Hanford via Visalia,0,0,28077.8909337,0,0,,
t_213831_b_6769_tn_0,16:55:00,16:55:00,2435901,3,Hanford via Visalia,0,0,29604.3653019686,0,0,,
t_213831_b_6769_tn_0,17:05:00,17:05:00,2436018,4,Hanford via Visalia,0,0,31261.4201663028,1,0,,
t_213831_b_6769_tn_0,17:05:00,17:05:00,2435900,5,Hanford via Visalia,0,0,32801.6375348097,0,0,,
t_213831_b_6769_tn_0,17:05:00,17:05:00,2435903,6,Hanford via Visalia,0,0,33216.9909807494,0,0,,
t_213831_b_6769_tn_0,17:05:00,17:05:00,2435911,7,Hanford via Visalia,0,0,34069.373882533,0,0,,
t_213831_b_6769_tn_0,17:10:00,17:10:00,2435904,8,Hanford via Visalia,0,0,36298.6765459615,0,0,,
t_213831_b_6769_tn_0,17:10:00,17:10:00,2435899,9,Hanford via Visalia,0,0,38136.3297202188,0,0,,
t_213831_b_6769_tn_0,17:25:00,17:25:00,2435909,10,Hanford,0,0,40425.3546713586,1,0,,
t_213831_b_6769_tn_0,17:30:00,17:30:00,2435906,11,Hanford,0,0,41493.7584990892,0,0,,
t_213831_b_6769_tn_0,17:30:00,17:30:00,2435898,12,Hanford,0,0,43129.3809535604,0,0,,
t_213831_b_6769_tn_0,17:35:00,17:35:00,2435848,13,Hanford,0,0,46352.6456579626,0,0,,
t_213831_b_6769_tn_0,17:55:00,17:55:00,2436128,14,Hanford,0,0,74161.29771828,1,0,,
t_213832_b_6769_tn_0,07:00:00,07:00:00,2436128,1,Visalia,0,0,0,1,0,,
t_213832_b_6769_tn_0,07:20:00,07:20:00,2435902,2,Hanford via Visalia,0,0,28077.8909337,0,0,,
t_213832_b_6769_tn_0,07:20:00,07:20:00,2435901,3,Hanford via Visalia,0,0,29604.3653019686,0,0,,
t_213832_b_6769_tn_0,07:30:00,07:30:00,2436018,4,Hanford via Visalia,0,0,31261.4201663028,1,0,,
t_213832_b_6769_tn_0,07:30:00,07:30:00,2435900,5,Hanford via Visalia,0,0,32801.6375348097,0,0,,
t_213832_b_6769_tn_0,07:30:00,07:30:00,2435903,6,Hanford via Visalia,0,0,33216.9909807494,0,0,,
t_213832_b_6769_tn_0,07:30:00,07:30:00,2435911,7,Hanford via Visalia,0,0,34069.373882533,0,0,,
t_213832_b_6769_tn_0,07:35:00,07:35:00,2435904,8,Hanford via Visalia,0,0,36298.6765459615,0,0,,
t_213832_b_6769_tn_0,07:35:00,07:35:00,2435899,9,Hanford via Visalia,0,0,38136.3297202188,0,0,,
t_213832_b_6769_tn_0,07:50:00,07:50:00,2435909,10,Hanford,0,0,40425.3546713586,1,0,,
t_213832_b_6769_tn_0,07:55:00,07:55:00,2435906,11,Hanford,0,0,41493.7584990892,0,0,,
t_213832_b_6769_tn_0,07:55:00,07:55:00,2435898,12,Hanford,0,0,43129.3809535604,0,0,,
t_213832_b_6769_tn_0,08:00:00,08:00:00,2435848,13,Hanford,0,0,46352.6456579626,0,0,,
t_213832_b_6769_tn_0,08:20:00,08:20:00,2436128,14,Hanford,0,0,74161.29771828,1,0,,
t_213833_b_6769_tn_0,11:15:00,11:15:00,2436128,1,Visalia,0,0,0,1,0,,
t_213833_b_6769_tn_0,11:35:00,11:35:00,2435902,2,Hanford via Visalia,0,0,28077.8909337,0,0,,
t_213833_b_6769_tn_0,11:35:00,11:35:00,2435901,3,Hanford via Visalia,0,0,29604.3653019686,0,0,,
t_213833_b_6769_tn_0,11:45:00,11:45:00,2436018,4,Hanford via Visalia,0,0,31261.4201663028,1,0,,
t_213833_b_6769_tn_0,11:45:00,11:45:00,2435900,5,Hanford via Visalia,0,0,32801.6375348097,0,0,,
t_213833_b_6769_tn_0,11:45:00,11:45:00,2435903,6,Hanford via Visalia,0,0,33216.9909807494,0,0,,
t_213833_b_6769_tn_0,11:45:00,11:45:00,2435911,7,Hanford via Visalia,0,0,34069.373882533,0,0,,
t_213833_b_6769_tn_0,11:50:00,11:50:00,2435904,8,Hanford via Visalia,0,0,36298.6765459615,0,0,,
t_213833_b_6769_tn_0,11:50:00,11:50:00,2435899,9,Hanford via Visalia,0,0,38136.3297202188,0,0,,
t_213833_b_6769_tn_0,12:05:00,12:05:00,2435909,10,Hanford,0,0,40425.3546713586,1,0,,
t_213833_b_6769_tn_0,12:10:00,12:10:00,2435906,11,Hanford,0,0,41493.7584990892,0,0,,
t_213833_b_6769_tn_0,12:10:00,12:10:00,2435898,12,Hanford,0,0,43129.3809535604,0,0,,
t_213833_b_6769_tn_0,12:15:00,12:15:00,2435848,13,Hanford,0,0,46352.6456579626,0,0,,
t_213833_b_6769_tn_0,12:35:00,12:35:00,2436128,14,Hanford,0,0,74161.29771828,1,0,,
t_213834_b_6769_tn_1,07:00:00,07:00:00,2436128,1,,0,0,0,1,0,,
t_213834_b_6769_tn_1,07:02:33,07:02:33,2436062,2,,0,0,1099.74933960927,0,0,,
