route_id,direction_id,Direction
10089,,Loop
10088,,Loop
10087,,Loop
10086,,Loop
10085,,Southbound
10085,,Northbound
10084,,Loop
10083,,Loop
10082,,Loop
10081,,Loop
10080,,Loop
10079,,Loop
10078,,Loop
10077,,Loop
10076,,Loop
10075,,Loop
10074,,Loop
10073,,Westbound
10073,,Eastbound
10072,,Southbound
10072,,Northbound
