fare_id,route_id,origin_id,destination_id,contains_id
Base,001,,,
Base,002,,,
Local,003,,,
Local,004,,,
Base,007,,,
Base,008,,,
Base,010,,,
Base,011,,,
Regional,012,,,
Regional,014,,,
Base,016,,,
Base,018,,,
Base,019,,,
Regional,020,,,
Regional,021,,,
Regional,022,,,
Regional,023,,,
Base,024,,,
Base,025,,,
Base,026,,,
Base,027,,,
Regional,028,,,
Regional,029,,,
Base,041,,,
Base,042,,,
Local,043,,,
Base,044,,,
Base,045,,,
Local,046,,,
Base,047,,,
Base,048,,,
Base,049,,,
Commuter,055,,,
Regional,056,,,
Base,061,,,
Base,067,,,
Free,068,,,
Local,069,,,
Base,070,,,
Regional,072,,,
Base,074,,,
Base,075,,,
Base,076,,,
Regional,078,,,
Commuter,082,,,
Regional,085,,,
Regional,084,,,
Commuter,086,,,
Base,091,,,
Base,092,,,
Base,093,,,
Base,094,,,
Base,095,,,
Base,901,,,
Base,902,,,
Base,903,,,
Free,950,,,
