trip_id,stop_id
9673975-124-A-Weekday-55,311030
9673975-124-A-Weekday-55,311038
9673975-124-A-Weekday-55,311035
9673975-124-A-Weekday-55,311029
9673975-124-A-Weekday-55,311191
9673975-124-A-Weekday-55,311302
9673975-124-A-Weekday-55,311142
9673975-124-A-Weekday-55,311613
9673975-124-A-Weekday-55,311617
9673975-124-A-Weekday-55,311106
9673976-124-A-Weekday-55,311106
9673976-124-A-Weekday-55,311030
9673976-124-A-Weekday-55,311038
9673976-124-A-Weekday-55,311035
9673976-124-A-Weekday-55,311029
9673976-124-A-Weekday-55,311191
9673976-124-A-Weekday-55,311302
9673976-124-A-Weekday-55,311142
9673976-124-A-Weekday-55,311613
9673976-124-A-Weekday-55,311617
9673976-124-A-Weekday-55,311106
9673977-124-A-Weekday-55,315608
9673977-124-A-Weekday-55,315003
9673977-124-A-Weekday-55,315035
9673977-124-A-Weekday-55,315033
9673977-124-A-Weekday-55,315617
9673977-124-A-Weekday-55,315040
9673977-124-A-Weekday-55,315614
9673977-124-A-Weekday-55,315609
9673977-124-A-Weekday-55,314012
9673977-124-A-Weekday-55,314002
9673977-124-A-Weekday-55,314901
9673977-124-A-Weekday-55,313011
9673977-124-A-Weekday-55,312018
9673977-124-A-Weekday-55,312008
9673977-124-A-Weekday-55,312009
9673977-124-A-Weekday-55,311106
9673978-124-A-Weekday-55,315608
9673978-124-A-Weekday-55,315003
9673978-124-A-Weekday-55,315035
9673978-124-A-Weekday-55,315033
9673978-124-A-Weekday-55,315617
9673978-124-A-Weekday-55,315040
9673978-124-A-Weekday-55,315614
9673978-124-A-Weekday-55,315609
9673978-124-A-Weekday-55,314012
9673978-124-A-Weekday-55,314002
9673978-124-A-Weekday-55,314901
9673978-124-A-Weekday-55,313011
9673978-124-A-Weekday-55,312018
9673978-124-A-Weekday-55,312008
9673978-124-A-Weekday-55,312009
9673978-124-A-Weekday-55,311106
9673979-124-A-Weekday-55,315608
9673979-124-A-Weekday-55,315003
9673979-124-A-Weekday-55,315035
9673979-124-A-Weekday-55,315033
9673979-124-A-Weekday-55,315617
9673979-124-A-Weekday-55,315040
9673979-124-A-Weekday-55,315614
9673979-124-A-Weekday-55,315609
9673979-124-A-Weekday-55,314012
9673979-124-A-Weekday-55,314002
9673979-124-A-Weekday-55,314901
9673979-124-A-Weekday-55,313011
9673979-124-A-Weekday-55,312018
9673979-124-A-Weekday-55,312008
9673979-124-A-Weekday-55,312009
9673979-124-A-Weekday-55,311106
9673980-124-A-Weekday-55,315608
9673980-124-A-Weekday-55,315467
9673980-124-A-Weekday-55,315003
9673980-124-A-Weekday-55,315035
9673980-124-A-Weekday-55,315033
9673980-124-A-Weekday-55,315617
9673980-124-A-Weekday-55,315040
9673980-124-A-Weekday-55,315614
9673980-124-A-Weekday-55,315609
9673980-124-A-Weekday-55,314012
9673980-124-A-Weekday-55,314002
9673980-124-A-Weekday-55,314901
9673980-124-A-Weekday-55,313011
9673980-124-A-Weekday-55,312018
9673980-124-A-Weekday-55,312008
9673980-124-A-Weekday-55,312009
9673980-124-A-Weekday-55,311106
9673981-124-A-Weekday-55,311106
9673981-124-A-Weekday-55,312008
9673981-124-A-Weekday-55,312009
9673981-124-A-Weekday-55,312012
9673981-124-A-Weekday-55,313001
9673981-124-A-Weekday-55,314900
9673981-124-A-Weekday-55,314006
9673981-124-A-Weekday-55,314011
9673981-124-A-Weekday-55,315614
9673981-124-A-Weekday-55,315040
9673981-124-A-Weekday-55,315612
9673981-124-A-Weekday-55,315604
9673981-124-A-Weekday-55,315606
9673981-124-A-Weekday-55,315608
9673982-124-A-Weekday-55,311106
9673982-124-A-Weekday-55,312008
9673982-124-A-Weekday-55,312009
9673982-124-A-Weekday-55,312012
9673982-124-A-Weekday-55,313001
9673982-124-A-Weekday-55,314900
9673982-124-A-Weekday-55,314006
9673982-124-A-Weekday-55,314011
9673982-124-A-Weekday-55,315614
9673982-124-A-Weekday-55,315040
9673982-124-A-Weekday-55,315612
9673982-124-A-Weekday-55,315604
9673982-124-A-Weekday-55,315606
9673982-124-A-Weekday-55,315467
9673982-124-A-Weekday-55,315608
9673983-124-A-Weekday-55,311106
9673983-124-A-Weekday-55,312008
9673983-124-A-Weekday-55,312009
9673983-124-A-Weekday-55,312012
9673983-124-A-Weekday-55,313001
9673983-124-A-Weekday-55,314900
9673983-124-A-Weekday-55,314006
9673983-124-A-Weekday-55,314011
9673983-124-A-Weekday-55,315614
9673983-124-A-Weekday-55,315040
9673983-124-A-Weekday-55,315612
9673983-124-A-Weekday-55,315604
9673983-124-A-Weekday-55,315606
9673983-124-A-Weekday-55,315608
9673984-124-A-Weekday-55,311106
9673984-124-A-Weekday-55,312008
9673984-124-A-Weekday-55,312009
9673984-124-A-Weekday-55,312012
9673984-124-A-Weekday-55,313001
9673984-124-A-Weekday-55,314900
9673984-124-A-Weekday-55,314006
9673984-124-A-Weekday-55,314011
9673984-124-A-Weekday-55,315614
9673984-124-A-Weekday-55,315040
9673984-124-A-Weekday-55,315612
9673984-124-A-Weekday-55,315604
9673984-124-A-Weekday-55,315606
9673984-124-A-Weekday-55,315608
9673985-124-A-Weekday-55,315614
9673985-124-A-Weekday-55,315040
9673985-124-A-Weekday-55,315612
9673985-124-A-Weekday-55,315604
9673985-124-A-Weekday-55,315606
9673985-124-A-Weekday-55,315608
9673985-124-A-Weekday-55,316005
9673986-124-A-Weekday-55,311106
9673986-124-A-Weekday-55,312008
9673986-124-A-Weekday-55,312009
9673986-124-A-Weekday-55,312012
9673986-124-A-Weekday-55,313001
9673986-124-A-Weekday-55,314900
9673986-124-A-Weekday-55,314006
9673986-124-A-Weekday-55,314011
9673986-124-A-Weekday-55,315614
9673986-124-A-Weekday-55,315040
9673986-124-A-Weekday-55,315612
9673986-124-A-Weekday-55,315604
9673986-124-A-Weekday-55,315606
9673986-124-A-Weekday-55,315467
9673986-124-A-Weekday-55,315608
9673987-124-A-Weekday-55,311106
9673987-124-A-Weekday-55,312008
9673987-124-A-Weekday-55,312009
9673987-124-A-Weekday-55,312012
9673987-124-A-Weekday-55,313001
9673987-124-A-Weekday-55,314900
9673987-124-A-Weekday-55,314006
9673987-124-A-Weekday-55,314011
9673987-124-A-Weekday-55,315614
9673987-124-A-Weekday-55,315040
9673987-124-A-Weekday-55,315612
9673987-124-A-Weekday-55,315604
9673987-124-A-Weekday-55,315606
9673987-124-A-Weekday-55,315608
9674012-124-A-Weekday-55-SDon,315617
9674012-124-A-Weekday-55-SDon,315615
9674012-124-A-Weekday-55-SDon,315609
9674012-124-A-Weekday-55-SDon,314012
9674012-124-A-Weekday-55-SDon,314002
9674012-124-A-Weekday-55-SDon,314901
9674012-124-A-Weekday-55-SDon,313011
9674012-124-A-Weekday-55-SDon,312018
9674012-124-A-Weekday-55-SDon,312008
9674013-124-A-Weekday-55-SDon,315615
9674013-124-A-Weekday-55-SDon,315612
9674013-124-A-Weekday-55-SDon,315604
9674013-124-A-Weekday-55-SDon,315606
9674013-124-A-Weekday-55-SDon,315608
9674014-124-A-Weekday-55-SDon,315615
9674014-124-A-Weekday-55-SDon,315612
9674014-124-A-Weekday-55-SDon,315604
9674014-124-A-Weekday-55-SDon,315606
9674014-124-A-Weekday-55-SDon,315608
9674015-124-A-Weekday-55-SDon,315615
9674015-124-A-Weekday-55-SDon,315609
9674015-124-A-Weekday-55-SDon,314012
9674015-124-A-Weekday-55-SDon,314002
9674015-124-A-Weekday-55-SDon,314901
9674015-124-A-Weekday-55-SDon,313011
9674015-124-A-Weekday-55-SDon,312018
9674015-124-A-Weekday-55-SDon,312008
9674016-124-A-Weekday-55-SDon,312009
9674016-124-A-Weekday-55-SDon,312012
9674016-124-A-Weekday-55-SDon,313001
9674016-124-A-Weekday-55-SDon,314900
9674016-124-A-Weekday-55-SDon,314006
9674016-124-A-Weekday-55-SDon,314011
9674016-124-A-Weekday-55-SDon,315615
9674017-124-A-Weekday-55-SDon,312009
9674017-124-A-Weekday-55-SDon,312012
9674017-124-A-Weekday-55-SDon,313001
9674017-124-A-Weekday-55-SDon,314900
9674017-124-A-Weekday-55-SDon,314006
9674017-124-A-Weekday-55-SDon,314011
9674017-124-A-Weekday-55-SDon,315615
9674017-124-A-Weekday-55-SDon,315612
9674018-124-A-Weekday-55-SDon,315608
9674018-124-A-Weekday-55-SDon,315003
9674018-124-A-Weekday-55-SDon,315035
9674018-124-A-Weekday-55-SDon,315033
9674018-124-A-Weekday-55-SDon,315617
9674018-124-A-Weekday-55-SDon,315615
9674019-124-A-Weekday-55-SDon,315608
9674019-124-A-Weekday-55-SDon,315003
9674019-124-A-Weekday-55-SDon,315035
9674019-124-A-Weekday-55-SDon,315033
9674019-124-A-Weekday-55-SDon,315617
9674019-124-A-Weekday-55-SDon,315615
9674027-124-A-Weekday-55-SDon-1110100,312009
9674027-124-A-Weekday-55-SDon-1110100,312012
9674027-124-A-Weekday-55-SDon-1110100,313001
9674027-124-A-Weekday-55-SDon-1110100,314900
9674027-124-A-Weekday-55-SDon-1110100,314006
9674027-124-A-Weekday-55-SDon-1110100,314011
9674027-124-A-Weekday-55-SDon-1110100,315615
9674027-124-A-Weekday-55-SDon-1110100,315612
9674036-124-A-Weekday-55,341002
9674036-124-A-Weekday-55,341105
9674036-124-A-Weekday-55,341143
9674036-124-A-Weekday-55,341552
9674036-124-A-Weekday-55,341549
9674036-124-A-Weekday-55,340600
9674036-124-A-Weekday-55,341669
9674036-124-A-Weekday-55,341290
9674036-124-A-Weekday-55,341002
9674037-124-A-Weekday-55,341002
9674037-124-A-Weekday-55,341105
9674037-124-A-Weekday-55,341143
9674037-124-A-Weekday-55,341552
9674037-124-A-Weekday-55,341549
9674037-124-A-Weekday-55,340600
9674037-124-A-Weekday-55,341669
9674037-124-A-Weekday-55,341290
9674037-124-A-Weekday-55,341002
9674038-124-A-Weekday-55,341002
9674038-124-A-Weekday-55,341105
9674038-124-A-Weekday-55,341143
9674038-124-A-Weekday-55,341552
9674038-124-A-Weekday-55,341549
9674038-124-A-Weekday-55,340600
9674038-124-A-Weekday-55,341669
9674038-124-A-Weekday-55,341290
9674038-124-A-Weekday-55,341002
9674039-124-A-Weekday-55,341002
9674039-124-A-Weekday-55,341105
9674039-124-A-Weekday-55,341143
9674039-124-A-Weekday-55,341552
9674039-124-A-Weekday-55,341549
9674039-124-A-Weekday-55,340600
9674039-124-A-Weekday-55,341669
9674039-124-A-Weekday-55,341290
9674039-124-A-Weekday-55,341002
9674040-124-A-Weekday-55,341002
9674040-124-A-Weekday-55,341105
9674040-124-A-Weekday-55,341143
9674040-124-A-Weekday-55,341552
9674040-124-A-Weekday-55,341549
9674040-124-A-Weekday-55,340600
9674040-124-A-Weekday-55,341669
9674040-124-A-Weekday-55,341290
9674040-124-A-Weekday-55,341002
9674041-124-A-Weekday-55,341002
9674041-124-A-Weekday-55,341105
9674041-124-A-Weekday-55,341143
9674041-124-A-Weekday-55,341552
9674041-124-A-Weekday-55,341549
9674041-124-A-Weekday-55,340600
9674041-124-A-Weekday-55,341669
9674041-124-A-Weekday-55,341290
