trip_id,realtime_trip_id
9923462-124-C-Saturday-52,2786020
9923463-124-C-Saturday-52,2786006
9923464-124-C-Saturday-52,2786008
9923465-124-C-Saturday-52,2786014
9923466-124-C-Saturday-52,2786005
9923467-124-C-Saturday-52,2786003
9923468-124-C-Saturday-52,2786013
9923469-124-C-Saturday-52,2786017
9923470-124-C-Saturday-52,2786001
9923471-124-C-Saturday-52,2786019
9923472-124-C-Saturday-52,2786021
9923473-124-C-Saturday-52,2786023
9923474-124-C-Saturday-52,2786007
9923475-124-C-Saturday-52,2786011
9923476-124-C-Saturday-52,2786015
9923477-124-C-Saturday-52,2786009
9923478-124-C-Saturday-52,2706002
9923479-124-C-Saturday-52,2706004
9923480-124-C-Saturday-52,2706006
9923481-124-C-Saturday-52,2706008
9923482-124-C-Saturday-52,2706010
9923483-124-C-Saturday-52,2706012
9923484-124-C-Saturday-52,2706014
9923485-124-C-Saturday-52,2706016
9923486-124-C-Saturday-52,2706018
9923487-124-C-Saturday-52,2706020
9923488-124-C-Saturday-52,2706022
9923489-124-C-Saturday-52,2706024
9923490-124-C-Saturday-52,2706001
9923491-124-C-Saturday-52,2706003
9923492-124-C-Saturday-52,2706005
9923493-124-C-Saturday-52,2706007
9923494-124-C-Saturday-52,2706009
9923495-124-C-Saturday-52,2706011
9923496-124-C-Saturday-52,2706013
9923497-124-C-Saturday-52,2706015
9923498-124-C-Saturday-52,2706017
9923499-124-C-Saturday-52,2706019
9923500-124-C-Saturday-52,2706021
9923501-124-C-Saturday-52,2706023
9923502-124-C-Saturday-52,1126021
9923503-124-C-Saturday-52,3986001
9923504-124-C-Saturday-52,3986034
9923505-124-C-Saturday-52,2926008
9923506-124-C-Saturday-52,2926010
9923507-124-C-Saturday-52,2926005
9923508-124-C-Saturday-52,2926003
9923509-124-C-Saturday-52,2926001
9923510-124-C-Saturday-52,2926051
9923511-124-C-Saturday-52,2926049
9923512-124-C-Saturday-52,2926047
9923513-124-C-Saturday-52,2926045
9923514-124-C-Saturday-52,2926043
9923515-124-C-Saturday-52,2926041
9923516-124-C-Saturday-52,2926039
9923517-124-C-Saturday-52,2926037
9923518-124-C-Saturday-52,2926035
9923519-124-C-Saturday-52,2926033
9923520-124-C-Saturday-52,2926031
9923521-124-C-Saturday-52,2926029
9923522-124-C-Saturday-52,2926027
9923523-124-C-Saturday-52,2926025
9923524-124-C-Saturday-52,2926023
9923525-124-C-Saturday-52,2926021
9923526-124-C-Saturday-52,2926019
9923527-124-C-Saturday-52,2926017
9923528-124-C-Saturday-52,2926015
9923529-124-C-Saturday-52,2926013
9923530-124-C-Saturday-52,2926011
9923531-124-C-Saturday-52,2926009
9923532-124-C-Saturday-52,2926007
9923533-124-C-Saturday-52,2926053
9923534-124-C-Saturday-52,2926065
9923535-124-C-Saturday-52,2926063
9923536-124-C-Saturday-52,2926061
9923537-124-C-Saturday-52,2926059
9923538-124-C-Saturday-52,2926057
9923539-124-C-Saturday-52,2926055
9923540-124-C-Saturday-52,2926006
9923541-124-C-Saturday-52,2926004
9923542-124-C-Saturday-52,2926002
9923543-124-C-Saturday-52,2926012
9923544-124-C-Saturday-52,2926052
9923545-124-C-Saturday-52,2926050
9923546-124-C-Saturday-52,2926048
9923547-124-C-Saturday-52,2926046
9923548-124-C-Saturday-52,2926044
9923549-124-C-Saturday-52,2926042
9923550-124-C-Saturday-52,2926040
9923551-124-C-Saturday-52,2926038
9923552-124-C-Saturday-52,2926036
9923553-124-C-Saturday-52,2926034
9923554-124-C-Saturday-52,2926032
9923555-124-C-Saturday-52,2926030
9923556-124-C-Saturday-52,2926028
9923557-124-C-Saturday-52,2926026
9923558-124-C-Saturday-52,2926024
9923559-124-C-Saturday-52,2926022
9923560-124-C-Saturday-52,2926020
9923561-124-C-Saturday-52,2926018
9923562-124-C-Saturday-52,2926016
9923563-124-C-Saturday-52,2926014
9923564-124-C-Saturday-52,2926054
9923565-124-C-Saturday-52,2926068
9923566-124-C-Saturday-52,2926066
9923567-124-C-Saturday-52,2926064
9923568-124-C-Saturday-52,2926062
9923569-124-C-Saturday-52,2926060
9923570-124-C-Saturday-52,2926058
9923571-124-C-Saturday-52,2926056
9923572-124-C-Saturday-52,2976001
9923573-124-C-Saturday-52,2976003
9923574-124-C-Saturday-52,2976005
9923575-124-C-Saturday-52,2976007
9923576-124-C-Saturday-52,2976009
9923577-124-C-Saturday-52,2976011
9923578-124-C-Saturday-52,2976013
9923579-124-C-Saturday-52,2976015
9923580-124-C-Saturday-52,2946005
9923581-124-C-Saturday-52,2946029
9923582-124-C-Saturday-52,2946009
9923583-124-C-Saturday-52,2946021
9923584-124-C-Saturday-52,2946013
9923585-124-C-Saturday-52,2946025
9923586-124-C-Saturday-52,2946017
9923587-124-C-Saturday-52,2946030
9923588-124-C-Saturday-52,2946006
9923589-124-C-Saturday-52,2946018
9923590-124-C-Saturday-52,2946010
9923591-124-C-Saturday-52,2946026
9923592-124-C-Saturday-52,2946014
9923593-124-C-Saturday-52,2946022
9923595-124-C-Saturday-52,4006003
9923596-124-C-Saturday-52,4006005
9923597-124-C-Saturday-52,4006097
9923598-124-C-Saturday-52,4006099
9923599-124-C-Saturday-52,4006101
9923600-124-C-Saturday-52,4006103
9923601-124-C-Saturday-52,4006105
9923602-124-C-Saturday-52,4006107
9923603-124-C-Saturday-52,4006002
9923604-124-C-Saturday-52,4006004
9923605-124-C-Saturday-52,4006006
9923606-124-C-Saturday-52,4006008
9923607-124-C-Saturday-52,4006100
9923608-124-C-Saturday-52,4006102
9923609-124-C-Saturday-52,4006104
9923610-124-C-Saturday-52,4006106
9923611-124-C-Saturday-52,4006108
9923612-124-C-Saturday-52,4006001
9923617-124-C-Saturday-52,3996007
9923618-124-C-Saturday-52,3996001
9923619-124-C-Saturday-52,3996011
9923620-124-C-Saturday-52,3996006
9923621-124-C-Saturday-52,3996005
9923622-124-C-Saturday-52,3996009
9923623-124-C-Saturday-52,3996004
9923624-124-C-Saturday-52,3996008
9923625-124-C-Saturday-52,3996003
9923626-124-C-Saturday-52,3996002
9922832-124-C-Sunday-52,1127021
9922833-124-C-Sunday-52,1127015
9922834-124-C-Sunday-52,1127003
9922835-124-C-Sunday-52,1127001
9922836-124-C-Sunday-52,1127009
9922837-124-C-Sunday-52,1127005
9922838-124-C-Sunday-52,1127017
9922839-124-C-Sunday-52,1127019
9922840-124-C-Sunday-52,1127011
9922841-124-C-Sunday-52,1127013
9922842-124-C-Sunday-52,1127007
9922843-124-C-Sunday-52,1107001
9922844-124-C-Sunday-52,1107019
9922845-124-C-Sunday-52,1107017
9922846-124-C-Sunday-52,1107015
9922847-124-C-Sunday-52,1107013
9922848-124-C-Sunday-52,1107011
9922849-124-C-Sunday-52,1107009
9922850-124-C-Sunday-52,1107007
9922851-124-C-Sunday-52,1107005
9922852-124-C-Sunday-52,1107003
9922853-124-C-Sunday-52,1127022
9922854-124-C-Sunday-52,1107020
9922855-124-C-Sunday-52,1107018
9922856-124-C-Sunday-52,1107016
9922857-124-C-Sunday-52,1107014
9922858-124-C-Sunday-52,1107012
9922859-124-C-Sunday-52,1107010
9922860-124-C-Sunday-52,1107008
9922861-124-C-Sunday-52,1107006
9922862-124-C-Sunday-52,1107004
9922863-124-C-Sunday-52,1127004
9922864-124-C-Sunday-52,1127010
9922865-124-C-Sunday-52,1127016
9922866-124-C-Sunday-52,1127002
9922867-124-C-Sunday-52,1107002
9922868-124-C-Sunday-52,1127006
9922869-124-C-Sunday-52,1127008
9922870-124-C-Sunday-52,1127012
9922871-124-C-Sunday-52,1127014
9922872-124-C-Sunday-52,1127018
9922873-124-C-Sunday-52,1127020
9922874-124-C-Sunday-52,3987017
9922875-124-C-Sunday-52,3987019
9922876-124-C-Sunday-52,3987021
9922877-124-C-Sunday-52,3987023
9922878-124-C-Sunday-52,3987025
9922879-124-C-Sunday-52,3987027
9922880-124-C-Sunday-52,3987031
9922881-124-C-Sunday-52,3987033
9922882-124-C-Sunday-52,3987001
9922883-124-C-Sunday-52,3987003
9922884-124-C-Sunday-52,3987005
9922885-124-C-Sunday-52,3987007
9922886-124-C-Sunday-52,3987009
9922887-124-C-Sunday-52,3987011
9922888-124-C-Sunday-52,3987015
9922889-124-C-Sunday-52,3987013
9922890-124-C-Sunday-52,3977003
9922891-124-C-Sunday-52,3977007
9922892-124-C-Sunday-52,3977001
9922893-124-C-Sunday-52,3977005
9922894-124-C-Sunday-52,3977002
9922895-124-C-Sunday-52,3977006
9922896-124-C-Sunday-52,2977002
9922897-124-C-Sunday-52,2977008
9922898-124-C-Sunday-52,2977006
9922899-124-C-Sunday-52,2977004
9922900-124-C-Sunday-52,2977022
9922901-124-C-Sunday-52,3977004
9922902-124-C-Sunday-52,2977010
9922903-124-C-Sunday-52,2977012
9922904-124-C-Sunday-52,2977014
9922905-124-C-Sunday-52,2977018
9922906-124-C-Sunday-52,2977016
9922907-124-C-Sunday-52,2977020
9922908-124-C-Sunday-52,3987018
9922909-124-C-Sunday-52,3987022
9922910-124-C-Sunday-52,3987030
9922911-124-C-Sunday-52,3987034
9922912-124-C-Sunday-52,3987028
9922913-124-C-Sunday-52,3987026
9922914-124-C-Sunday-52,3987024
9922915-124-C-Sunday-52,3987020
9922916-124-C-Sunday-52,3987016
9922917-124-C-Sunday-52,3987012
9922918-124-C-Sunday-52,3987010
9922919-124-C-Sunday-52,3987008
9922920-124-C-Sunday-52,3987014
9922921-124-C-Sunday-52,3987002
9922922-124-C-Sunday-52,3987006
9922923-124-C-Sunday-52,3987004
9922924-124-C-Sunday-52,2977017
9922925-124-C-Sunday-52,2947012
9922926-124-C-Sunday-52,2947008
9922927-124-C-Sunday-52,2947001
9922928-124-C-Sunday-52,2947007
9922929-124-C-Sunday-52,2947011
9922930-124-C-Sunday-52,2947015
9922931-124-C-Sunday-52,2947003
9922932-124-C-Sunday-52,2947027
9922933-124-C-Sunday-52,2947004
9922934-124-C-Sunday-52,2947016
9922935-124-C-Sunday-52,2947031
9922936-124-C-Sunday-52,2947019
9922937-124-C-Sunday-52,2947028
9922938-124-C-Sunday-52,2947024
9922939-124-C-Sunday-52,2947020
9922940-124-C-Sunday-52,2947032
9922941-124-C-Sunday-52,2947023
9922942-124-C-Sunday-52,2947002
9922943-124-C-Sunday-52,3987029
9922944-124-C-Sunday-52,292708
9922945-124-C-Sunday-52,3987032
9922946-124-C-Sunday-52,292747
9922947-124-C-Sunday-52,292741
9922948-124-C-Sunday-52,292735
9922949-124-C-Sunday-52,292731
9922950-124-C-Sunday-52,292723
9922951-124-C-Sunday-52,292719
9922952-124-C-Sunday-52,292715
9922953-124-C-Sunday-52,292709
9922954-124-C-Sunday-52,292717
9922955-124-C-Sunday-52,292721
9922956-124-C-Sunday-52,292751
9922957-124-C-Sunday-52,292729
9922958-124-C-Sunday-52,292743
9922959-124-C-Sunday-52,292711
9922960-124-C-Sunday-52,292749
9922961-124-C-Sunday-52,292737
9922962-124-C-Sunday-52,292727
9922963-124-C-Sunday-52,292725
9922964-124-C-Sunday-52,292707
9922965-124-C-Sunday-52,292739
9922966-124-C-Sunday-52,292745
9922967-124-C-Sunday-52,292733
9922968-124-C-Sunday-52,292713
9922969-124-C-Sunday-52,292701
9922970-124-C-Sunday-52,292703
9922971-124-C-Sunday-52,292705
9922972-124-C-Sunday-52,292765
9922973-124-C-Sunday-52,292763
9922974-124-C-Sunday-52,292757
9922975-124-C-Sunday-52,292755
9922976-124-C-Sunday-52,292759
9922977-124-C-Sunday-52,292753
9922978-124-C-Sunday-52,292761
9922979-124-C-Sunday-52,292738
9922980-124-C-Sunday-52,292702
9922981-124-C-Sunday-52,292724
9922982-124-C-Sunday-52,292704
9922983-124-C-Sunday-52,292744
9922984-124-C-Sunday-52,292740
9922985-124-C-Sunday-52,292736
9922986-124-C-Sunday-52,292730
9922987-124-C-Sunday-52,292726
9922988-124-C-Sunday-52,292720
9922989-124-C-Sunday-52,292718
9922990-124-C-Sunday-52,292716
9922991-124-C-Sunday-52,292714
9922992-124-C-Sunday-52,292742
9922993-124-C-Sunday-52,292746
9922994-124-C-Sunday-52,292710
9922995-124-C-Sunday-52,292722
9922996-124-C-Sunday-52,292750
9922997-124-C-Sunday-52,292728
9922998-124-C-Sunday-52,292732
9922999-124-C-Sunday-52,292734
9923000-124-C-Sunday-52,292748
9923001-124-C-Sunday-52,292712
9923002-124-C-Sunday-52,292752
9923003-124-C-Sunday-52,292756
9923004-124-C-Sunday-52,292754
9923005-124-C-Sunday-52,292760
9923006-124-C-Sunday-52,292762
9923007-124-C-Sunday-52,292766
9923008-124-C-Sunday-52,292768
9923009-124-C-Sunday-52,292758
9923010-124-C-Sunday-52,292764
9923011-124-C-Sunday-52,2977007
9923012-124-C-Sunday-52,2977011
9923013-124-C-Sunday-52,2977013
9923014-124-C-Sunday-52,2977001
9923015-124-C-Sunday-52,2977003
9923016-124-C-Sunday-52,2977019
9923017-124-C-Sunday-52,2977009
9923018-124-C-Sunday-52,2977005
9923019-124-C-Sunday-52,2977015
9923020-124-C-Sunday-52,292706
9923021-124-C-Sunday-52,2947005
9923022-124-C-Sunday-52,2947009
9923023-124-C-Sunday-52,2947013
9923024-124-C-Sunday-52,2947017
9923025-124-C-Sunday-52,2947021
9923026-124-C-Sunday-52,2947025
9923027-124-C-Sunday-52,2947029
9923028-124-C-Sunday-52,2947006
9923029-124-C-Sunday-52,2947010
9923030-124-C-Sunday-52,2947014
9923031-124-C-Sunday-52,2947018
9923032-124-C-Sunday-52,2947022
9923033-124-C-Sunday-52,2947026
9923034-124-C-Sunday-52,2947030
9923036-124-C-Sunday-52,4007003
9923037-124-C-Sunday-52,4007005
9923038-124-C-Sunday-52,4007099
9923039-124-C-Sunday-52,4007101
9923040-124-C-Sunday-52,4007103
9923041-124-C-Sunday-52,4007105
9923042-124-C-Sunday-52,4007107
9923043-124-C-Sunday-52,4007109
9923044-124-C-Sunday-52,4007002
9923045-124-C-Sunday-52,4007004
9923046-124-C-Sunday-52,4007006
9923047-124-C-Sunday-52,4007104
9923048-124-C-Sunday-52,4007106
9923049-124-C-Sunday-52,4007108
9923050-124-C-Sunday-52,4007110
9923051-124-C-Sunday-52,4007112
9923054-124-C-Sunday-52,3997002
9923055-124-C-Sunday-52,3997003
9923056-124-C-Sunday-52,3997008
9923057-124-C-Sunday-52,3997006
9923058-124-C-Sunday-52,3997004
9923059-124-C-Sunday-52,3997009
9923060-124-C-Sunday-52,3997005
9923061-124-C-Sunday-52,3997007
9923062-124-C-Sunday-52,3997001
9923063-124-C-Sunday-52,3997011
9692055-124-D-Weekday-56,1201001
9692056-124-D-Weekday-56,1301006
9692057-124-D-Weekday-56,1301003
9692058-124-D-Weekday-56,1301016
9692059-124-D-Weekday-56,1301026
9692060-124-D-Weekday-56,1301023
9692061-124-D-Weekday-56,1201040
9692062-124-D-Weekday-56,1201043
9692063-124-D-Weekday-56,1201054
9692064-124-D-Weekday-56,1201059
9692065-124-D-Weekday-56,1201072
9692066-124-D-Weekday-56,1201077
9692067-124-D-Weekday-56,1201090
9692068-124-D-Weekday-56,1201101
9692069-124-D-Weekday-56,1201114
9692070-124-D-Weekday-56,1201121
9692071-124-D-Weekday-56,1201128
9692072-124-D-Weekday-56,1301122
9692073-124-D-Weekday-56,1301115
9692074-124-D-Weekday-56,1201002
9692075-124-D-Weekday-56,1211001
9692076-124-D-Weekday-56,1211006
9692077-124-D-Weekday-56,1211009
9692078-124-D-Weekday-56,1211016
9692079-124-D-Weekday-56,1211019
9692080-124-D-Weekday-56,1211026
9692081-124-D-Weekday-56,1211029
9692082-124-D-Weekday-56,1211036
9692083-124-D-Weekday-56,1211039
9692084-124-D-Weekday-56,1301002
9692085-124-D-Weekday-56,2951026
9692086-124-D-Weekday-56,2951027
9692087-124-D-Weekday-56,1221002
9692088-124-D-Weekday-56,1221003
9692089-124-D-Weekday-56,1221016
9692090-124-D-Weekday-56,1221017
9692091-124-D-Weekday-56,1221028
9692092-124-D-Weekday-56,1221029
9692093-124-D-Weekday-56,1221040
9692094-124-D-Weekday-56,1221043
9692095-124-D-Weekday-56,1221058
9692096-124-D-Weekday-56,2811002
9692097-124-D-Weekday-56,1201003
9692098-124-D-Weekday-56,1201008
9692099-124-D-Weekday-56,1301009
9692100-124-D-Weekday-56,1301022
9692101-124-D-Weekday-56,1301019
9692102-124-D-Weekday-56,1301034
9692103-124-D-Weekday-56,1301029
9692104-124-D-Weekday-56,1301044
9692105-124-D-Weekday-56,1301039
9692106-124-D-Weekday-56,1301054
9692107-124-D-Weekday-56,1301049
9692108-124-D-Weekday-56,1301064
9692109-124-D-Weekday-56,1301059
9692110-124-D-Weekday-56,1301074
9692111-124-D-Weekday-56,1301069
9692112-124-D-Weekday-56,1221041
9692113-124-D-Weekday-56,1301004
9692114-124-D-Weekday-56,1301001
9692115-124-D-Weekday-56,1201012
9692116-124-D-Weekday-56,1201015
9692117-124-D-Weekday-56,1211002
9692118-124-D-Weekday-56,1211003
9692119-124-D-Weekday-56,1211012
9692120-124-D-Weekday-56,1201004
9692121-124-D-Weekday-56,1201007
9692122-124-D-Weekday-56,1201020
9692123-124-D-Weekday-56,1201025
9692124-124-D-Weekday-56,1211004
9692125-124-D-Weekday-56,1211007
9692126-124-D-Weekday-56,1221004
9692127-124-D-Weekday-56,1221005
9692128-124-D-Weekday-56,1221018
9692129-124-D-Weekday-56,1221019
9692130-124-D-Weekday-56,1221030
9692131-124-D-Weekday-56,1221031
9692132-124-D-Weekday-56,1221042
9692133-124-D-Weekday-56,1221045
9692134-124-D-Weekday-56,1201080
9692135-124-D-Weekday-56,1201087
9692136-124-D-Weekday-56,1201100
9692137-124-D-Weekday-56,1201111
9692138-124-D-Weekday-56,1411001
9692139-124-D-Weekday-56,1411002
9692140-124-D-Weekday-56,1411003
9692141-124-D-Weekday-56,1411004
9692142-124-D-Weekday-56,1411011
9692143-124-D-Weekday-56,1411006
9692144-124-D-Weekday-56,1411015
9692145-124-D-Weekday-56,1411010
9692146-124-D-Weekday-56,1411019
9692147-124-D-Weekday-56,1411014
9692148-124-D-Weekday-56,1411023
9692149-124-D-Weekday-56,1411018
9692150-124-D-Weekday-56,1411027
9692151-124-D-Weekday-56,1411022
9692152-124-D-Weekday-56,1411031
9692153-124-D-Weekday-56,1411026
9692154-124-D-Weekday-56,1411035
9692155-124-D-Weekday-56,1411034
9692156-124-D-Weekday-56,1411039
9692157-124-D-Weekday-56,1411040
9692158-124-D-Weekday-56,1411042
9692159-124-D-Weekday-56,1411043
9692160-124-D-Weekday-56,1411044
9692161-124-D-Weekday-56,1411045
9692162-124-D-Weekday-56,1411046
9692163-124-D-Weekday-56,1411047
9692164-124-D-Weekday-56,1411048
9692165-124-D-Weekday-56,1411049
9692166-124-D-Weekday-56,1221006
9692167-124-D-Weekday-56,1221009
9692168-124-D-Weekday-56,1411017
9692169-124-D-Weekday-56,1411021
9692170-124-D-Weekday-56,1411016
9692171-124-D-Weekday-56,1411025
9692172-124-D-Weekday-56,1201005
9692173-124-D-Weekday-56,1201014
9692174-124-D-Weekday-56,1201019
9692175-124-D-Weekday-56,1301030
9692176-124-D-Weekday-56,2811014
9692177-124-D-Weekday-56,2811015
9692178-124-D-Weekday-56,2811026
9692179-124-D-Weekday-56,2811027
9692180-124-D-Weekday-56,2811038
9692181-124-D-Weekday-56,2811039
9692182-124-D-Weekday-56,2811050
9692183-124-D-Weekday-56,2811051
9692184-124-D-Weekday-56,2811062
9692185-124-D-Weekday-56,2811063
9692186-124-D-Weekday-56,2811074
9692187-124-D-Weekday-56,2811077
9692188-124-D-Weekday-56,2811088
9692189-124-D-Weekday-56,2811091
9692190-124-D-Weekday-56,2811098
9692191-124-D-Weekday-56,2811097
9692192-124-D-Weekday-56,2811104
9692193-124-D-Weekday-56,2811103
9692194-124-D-Weekday-56,2811110
9692195-124-D-Weekday-56,1221001
9692196-124-D-Weekday-56,1221014
9692197-124-D-Weekday-56,1221015
9692198-124-D-Weekday-56,1221026
9692199-124-D-Weekday-56,1221027
9692200-124-D-Weekday-56,1221038
9692201-124-D-Weekday-56,1221039
9692202-124-D-Weekday-56,1221052
9692203-124-D-Weekday-56,1221055
9692204-124-D-Weekday-56,2951001
9692205-124-D-Weekday-56,1411029
9692206-124-D-Weekday-56,1411024
9692207-124-D-Weekday-56,1411030
9692208-124-D-Weekday-56,1411037
9692209-124-D-Weekday-56,1411036
9692210-124-D-Weekday-56,1211044
9692211-124-D-Weekday-56,1221051
9692212-124-D-Weekday-56,2811001
9692213-124-D-Weekday-56,2811006
9692214-124-D-Weekday-56,2811007
9692215-124-D-Weekday-56,2811018
9692216-124-D-Weekday-56,2811019
9692217-124-D-Weekday-56,2811030
9692218-124-D-Weekday-56,2811031
9692219-124-D-Weekday-56,2811042
9692220-124-D-Weekday-56,2811043
9692221-124-D-Weekday-56,2811054
9692222-124-D-Weekday-56,2811055
9692223-124-D-Weekday-56,2811066
9692224-124-D-Weekday-56,2811067
9692225-124-D-Weekday-56,2811078
9692226-124-D-Weekday-56,2811081
9692227-124-D-Weekday-56,2811092
9692228-124-D-Weekday-56,2811093
9692229-124-D-Weekday-56,2811100
9692230-124-D-Weekday-56,2811099
9692231-124-D-Weekday-56,2811106
9692232-124-D-Weekday-56,2811105
9692233-124-D-Weekday-56,2811112
9692234-124-D-Weekday-56,1221056
9692235-124-D-Weekday-56,1221059
9692236-124-D-Weekday-56,2811004
9692237-124-D-Weekday-56,2811005
9692238-124-D-Weekday-56,2811016
9692239-124-D-Weekday-56,2811017
9692240-124-D-Weekday-56,2811028
9692241-124-D-Weekday-56,2811029
9692242-124-D-Weekday-56,2811040
9692243-124-D-Weekday-56,2811041
9692244-124-D-Weekday-56,2811052
9692245-124-D-Weekday-56,2811053
9692246-124-D-Weekday-56,2811064
9692247-124-D-Weekday-56,2811065
9692248-124-D-Weekday-56,2811076
9692249-124-D-Weekday-56,2811079
9692250-124-D-Weekday-56,2811090
9692251-124-D-Weekday-56,2951015
9692252-124-D-Weekday-56,2951018
9692253-124-D-Weekday-56,2951019
9692254-124-D-Weekday-56,381011
9692255-124-D-Weekday-56,1201006
9692256-124-D-Weekday-56,1201009
9692257-124-D-Weekday-56,1201024
9692258-124-D-Weekday-56,1201029
9692259-124-D-Weekday-56,1301038
9692260-124-D-Weekday-56,1301033
9692261-124-D-Weekday-56,1301048
9692262-124-D-Weekday-56,1301043
9692263-124-D-Weekday-56,1301058
9692264-124-D-Weekday-56,1301053
9692265-124-D-Weekday-56,1201070
9692266-124-D-Weekday-56,1201075
9692267-124-D-Weekday-56,1201088
9692268-124-D-Weekday-56,1211045
9692269-124-D-Weekday-56,1211052
9692270-124-D-Weekday-56,1211055
9692271-124-D-Weekday-56,1201133
9692272-124-D-Weekday-56,1301124
9692273-124-D-Weekday-56,1301117
9692274-124-D-Weekday-56,1301121
9692275-124-D-Weekday-56-SDon,2951006
9692276-124-D-Weekday-56,1301008
9692277-124-D-Weekday-56,1301005
9692278-124-D-Weekday-56,1301018
9692279-124-D-Weekday-56,1301015
9692280-124-D-Weekday-56,1201032
9692281-124-D-Weekday-56,1201035
9692282-124-D-Weekday-56,1201046
9692283-124-D-Weekday-56,1201049
9692284-124-D-Weekday-56,1201060
9692285-124-D-Weekday-56,1201065
9692286-124-D-Weekday-56,1201078
9692287-124-D-Weekday-56,1201085
9692288-124-D-Weekday-56,1301094
9692289-124-D-Weekday-56,1301087
9692290-124-D-Weekday-56,1301104
9692291-124-D-Weekday-56,1301097
9692292-124-D-Weekday-56,1201122
9692293-124-D-Weekday-56,1201127
9692294-124-D-Weekday-56,1201068
9692295-124-D-Weekday-56,1201073
9692296-124-D-Weekday-56,1201086
9692297-124-D-Weekday-56,1201099
9692298-124-D-Weekday-56,1201112
9692299-124-D-Weekday-56,1211053
9692300-124-D-Weekday-56,1211058
9692301-124-D-Weekday-56,1201135
9692302-124-D-Weekday-56,1201136
9692303-124-D-Weekday-56,1201141
9692304-124-D-Weekday-56,1201142
9692305-124-D-Weekday-56,2951005
9692306-124-D-Weekday-56,2951028
9692307-124-D-Weekday-56,1301010
9692308-124-D-Weekday-56,1301007
9692309-124-D-Weekday-56,1301020
9692310-124-D-Weekday-56,1301017
9692311-124-D-Weekday-56,1201034
9692312-124-D-Weekday-56,1201037
9692313-124-D-Weekday-56,1301046
9692314-124-D-Weekday-56,1301041
9692315-124-D-Weekday-56,1301056
9692316-124-D-Weekday-56,1301051
9692317-124-D-Weekday-56,1301066
9692318-124-D-Weekday-56,1301061
9692319-124-D-Weekday-56,1301076
9692320-124-D-Weekday-56,1301071
9692321-124-D-Weekday-56,1301088
9692322-124-D-Weekday-56,1301081
9692323-124-D-Weekday-56,1201105
9692324-124-D-Weekday-56,1201116
9692325-124-D-Weekday-56,1301103
9692326-124-D-Weekday-56,1201010
9692327-124-D-Weekday-56,1201013
9692328-124-D-Weekday-56,1201030
9692329-124-D-Weekday-56,1201033
9692330-124-D-Weekday-56,1301042
9692331-124-D-Weekday-56,1301037
9692332-124-D-Weekday-56,1301052
9692333-124-D-Weekday-56,1301047
9692334-124-D-Weekday-56,1301062
9692335-124-D-Weekday-56,1301057
9692336-124-D-Weekday-56,1301072
9692337-124-D-Weekday-56,1301067
9692338-124-D-Weekday-56,1301077
9692339-124-D-Weekday-56,1201098
9692340-124-D-Weekday-56,1201109
9692341-124-D-Weekday-56,1201120
9692342-124-D-Weekday-56,1211057
9692343-124-D-Weekday-56,1211060
9692344-124-D-Weekday-56,1201139
9692345-124-D-Weekday-56,1201140
9692346-124-D-Weekday-56,1211015
9692347-124-D-Weekday-56,1211022
9692348-124-D-Weekday-56,1211025
9692349-124-D-Weekday-56,1211032
9692350-124-D-Weekday-56,1211035
9692351-124-D-Weekday-56,1211042
9692352-124-D-Weekday-56,1211047
9692353-124-D-Weekday-56,1211054
9692354-124-D-Weekday-56,1201129
9692355-124-D-Weekday-56,1201132
9692356-124-D-Weekday-56,1201137
9692357-124-D-Weekday-56,1201138
9692358-124-D-Weekday-56,1201143
9692359-124-D-Weekday-56,2811003
9692360-124-D-Weekday-56,2811010
9692361-124-D-Weekday-56,2811011
9692362-124-D-Weekday-56,2811022
9692363-124-D-Weekday-56,2811023
9692364-124-D-Weekday-56,2811034
9692365-124-D-Weekday-56,2811035
9692366-124-D-Weekday-56,2811046
9692367-124-D-Weekday-56,2811047
9692368-124-D-Weekday-56,2811058
9692369-124-D-Weekday-56,2811059
9692370-124-D-Weekday-56,2811070
9692371-124-D-Weekday-56,2811073
9692372-124-D-Weekday-56,2811084
9692373-124-D-Weekday-56,2811087
9692374-124-D-Weekday-56,2951003
9692375-124-D-Weekday-56,2951004
9692376-124-D-Weekday-56,2951008
9692377-124-D-Weekday-56,2951011
9692378-124-D-Weekday-56,2951014
9692379-124-D-Weekday-56,2951024
9692380-124-D-Weekday-56,2951025
9692381-124-D-Weekday-56,1301012
9692382-124-D-Weekday-56,1221012
9692383-124-D-Weekday-56,1221008
9692384-124-D-Weekday-56,1221011
9692385-124-D-Weekday-56,1221022
9692386-124-D-Weekday-56,1221023
9692387-124-D-Weekday-56,1221034
9692388-124-D-Weekday-56,1221035
9692389-124-D-Weekday-56,1221048
9692390-124-D-Weekday-56,1221053
9692391-124-D-Weekday-56,1221064
9692392-124-D-Weekday-56,1221065
9692393-124-D-Weekday-56,1211008
9692394-124-D-Weekday-56,1201021
9692395-124-D-Weekday-56,1301032
9692396-124-D-Weekday-56,1301027
9692397-124-D-Weekday-56,1201044
9692398-124-D-Weekday-56,1201047
9692399-124-D-Weekday-56,1201055
9692400-124-D-Weekday-56,1201066
9692401-124-D-Weekday-56,1201071
9692402-124-D-Weekday-56,1201084
9692403-124-D-Weekday-56,1201093
9692404-124-D-Weekday-56,1201106
