route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
294-155,124-C-Sunday-52,9922926-124-C-Sunday-52,"San Mateo Medical Center",2947008,0,,2940107
294-155,124-C-Sunday-52,9922927-124-C-Sunday-52,"Main/Poplar",2947001,1,,2940104
294-155,124-C-Sunday-52,9922928-124-C-Sunday-52,"Main/Poplar",2947007,1,,2940104
294-155,124-C-Sunday-52,9922929-124-C-Sunday-52,"Main/Poplar",2947011,1,,2940104
294-155,124-C-Sunday-52,9922930-124-C-Sunday-52,"Main/Poplar",2947015,1,,2940104
294-155,124-C-Sunday-52,9922931-124-C-Sunday-52,"Main/Poplar",2947003,1,,2940104
294-155,124-C-Sunday-52,9922932-124-C-Sunday-52,"Main/Poplar",2947027,1,,2940104
294-155,124-C-Sunday-52,9922933-124-C-Sunday-52,"San Mateo Medical Center",2947004,0,,2940107
294-155,124-C-Sunday-52,9922934-124-C-Sunday-52,"San Mateo Medical Center",2947016,0,,2940107
294-155,124-C-Sunday-52,9922935-124-C-Sunday-52,"Main/Poplar",2947031,1,,2940104
294-155,124-C-Sunday-52,9922936-124-C-Sunday-52,"Main/Poplar",2947019,1,,2940104
294-155,124-C-Sunday-52,9922937-124-C-Sunday-52,"San Mateo Medical Center",2947028,0,,2940107
294-155,124-C-Sunday-52,9922938-124-C-Sunday-52,"San Mateo Medical Center",2947024,0,,2940107
294-155,124-C-Sunday-52,9922939-124-C-Sunday-52,"San Mateo Medical Center",2947020,0,,2940107
294-155,124-C-Sunday-52,9922940-124-C-Sunday-52,"San Mateo Medical Center",2947032,0,,2940107
294-155,124-C-Sunday-52,9922941-124-C-Sunday-52,"Main/Poplar",2947023,1,,2940104
294-155,124-C-Sunday-52,9922942-124-C-Sunday-52,"San Mateo Medical Center",2947002,0,,2940107
398-155,124-C-Sunday-52,9922943-124-C-Sunday-52,"Redwood City Transit Center",3987029,1,,3980073
292-155,124-C-Sunday-52,9922944-124-C-Sunday-52,"San Francisco",292708,0,,2920977
398-155,124-C-Sunday-52,9922945-124-C-Sunday-52,"San Bruno BART",3987032,0,,3980077
292-155,124-C-Sunday-52,9922946-124-C-Sunday-52,"Hillsdale Mall",292747,1,,2920988
292-155,124-C-Sunday-52,9922947-124-C-Sunday-52,"Hillsdale Mall",292741,1,,2920988
292-155,124-C-Sunday-52,9922948-124-C-Sunday-52,"Hillsdale Mall",292735,1,,2920988
292-155,124-C-Sunday-52,9922949-124-C-Sunday-52,"Hillsdale Mall",292731,1,,2920988
292-155,124-C-Sunday-52,9922950-124-C-Sunday-52,"Hillsdale Mall",292723,1,,2920988
292-155,124-C-Sunday-52,9922951-124-C-Sunday-52,"Hillsdale Mall",292719,1,,2920988
292-155,124-C-Sunday-52,9922952-124-C-Sunday-52,"Hillsdale Mall",292715,1,,2920988
292-155,124-C-Sunday-52,9922953-124-C-Sunday-52,"Hillsdale Mall",292709,1,,2920988
292-155,124-C-Sunday-52,9922954-124-C-Sunday-52,"Hillsdale Mall",292717,1,,2920988
292-155,124-C-Sunday-52,9922955-124-C-Sunday-52,"Hillsdale Mall",292721,1,,2920988
292-155,124-C-Sunday-52,9922956-124-C-Sunday-52,"Hillsdale Mall",292751,1,,2920988
292-155,124-C-Sunday-52,9922957-124-C-Sunday-52,"Hillsdale Mall",292729,1,,2920987
292-155,124-C-Sunday-52,9922958-124-C-Sunday-52,"Hillsdale Mall",292743,1,,2920988
292-155,124-C-Sunday-52,9922959-124-C-Sunday-52,"Hillsdale Mall",292711,1,,2920987
292-155,124-C-Sunday-52,9922960-124-C-Sunday-52,"Hillsdale Mall",292749,1,,2920988
292-155,124-C-Sunday-52,9922961-124-C-Sunday-52,"Hillsdale Mall",292737,1,,2920988
292-155,124-C-Sunday-52,9922962-124-C-Sunday-52,"Hillsdale Mall",292727,1,,2920988
292-155,124-C-Sunday-52,9922963-124-C-Sunday-52,"Hillsdale Mall",292725,1,,2920988
292-155,124-C-Sunday-52,9922964-124-C-Sunday-52,"Hillsdale Mall",292707,1,,2920987
292-155,124-C-Sunday-52,9922965-124-C-Sunday-52,"Hillsdale Mall",292739,1,,2920988
292-155,124-C-Sunday-52,9922966-124-C-Sunday-52,"Hillsdale Mall",292745,1,,2920988
292-155,124-C-Sunday-52,9922967-124-C-Sunday-52,"Hillsdale Mall",292733,1,,2920988
292-155,124-C-Sunday-52,9922968-124-C-Sunday-52,"Hillsdale Mall",292713,1,,2920988
292-155,124-C-Sunday-52,9922969-124-C-Sunday-52,"Hillsdale Mall",292701,1,,2920987
292-155,124-C-Sunday-52,9922970-124-C-Sunday-52,"Hillsdale Mall",292703,1,,2920987
292-155,124-C-Sunday-52,9922971-124-C-Sunday-52,"Hillsdale Mall",292705,1,,2920988
292-155,124-C-Sunday-52,9922972-124-C-Sunday-52,"Hillsdale Mall",292765,1,,2920988
292-155,124-C-Sunday-52,9922973-124-C-Sunday-52,"Hillsdale Mall",292763,1,,2920987
292-155,124-C-Sunday-52,9922974-124-C-Sunday-52,"Hillsdale Mall",292757,1,,2920987
292-155,124-C-Sunday-52,9922975-124-C-Sunday-52,"Hillsdale Mall",292755,1,,2920988
292-155,124-C-Sunday-52,9922976-124-C-Sunday-52,"Hillsdale Mall",292759,1,,2920987
292-155,124-C-Sunday-52,9922977-124-C-Sunday-52,"Hillsdale Mall",292753,1,,2920988
292-155,124-C-Sunday-52,9922978-124-C-Sunday-52,"Hillsdale Mall",292761,1,,2920987
292-155,124-C-Sunday-52,9922979-124-C-Sunday-52,"San Francisco",292738,0,,2920977
292-155,124-C-Sunday-52,9922980-124-C-Sunday-52,"San Francisco",292702,0,,2920977
292-155,124-C-Sunday-52,9922981-124-C-Sunday-52,"San Francisco",292724,0,,2920977
292-155,124-C-Sunday-52,9922982-124-C-Sunday-52,"San Francisco",292704,0,,2920977
292-155,124-C-Sunday-52,9922983-124-C-Sunday-52,"San Francisco",292744,0,,2920977
292-155,124-C-Sunday-52,9922984-124-C-Sunday-52,"San Francisco",292740,0,,2920977
292-155,124-C-Sunday-52,9922985-124-C-Sunday-52,"San Francisco",292736,0,,2920977
292-155,124-C-Sunday-52,9922986-124-C-Sunday-52,"San Francisco",292730,0,,2920977
292-155,124-C-Sunday-52,9922987-124-C-Sunday-52,"San Francisco",292726,0,,2920977
292-155,124-C-Sunday-52,9922988-124-C-Sunday-52,"San Francisco",292720,0,,2920977
292-155,124-C-Sunday-52,9922989-124-C-Sunday-52,"San Francisco",292718,0,,2920977
292-155,124-C-Sunday-52,9922990-124-C-Sunday-52,"San Francisco",292716,0,,2920977
292-155,124-C-Sunday-52,9922991-124-C-Sunday-52,"San Francisco",292714,0,,2920977
292-155,124-C-Sunday-52,9922992-124-C-Sunday-52,"San Francisco",292742,0,,2920977
292-155,124-C-Sunday-52,9922993-124-C-Sunday-52,"San Francisco",292746,0,,2920977
292-155,124-C-Sunday-52,9922994-124-C-Sunday-52,"San Francisco",292710,0,,2920977
292-155,124-C-Sunday-52,9922995-124-C-Sunday-52,"San Francisco",292722,0,,2920977
292-155,124-C-Sunday-52,9922996-124-C-Sunday-52,"San Francisco",292750,0,,2920977
292-155,124-C-Sunday-52,9922997-124-C-Sunday-52,"San Francisco",292728,0,,2920977
292-155,124-C-Sunday-52,9922998-124-C-Sunday-52,"San Francisco",292732,0,,2920977
292-155,124-C-Sunday-52,9922999-124-C-Sunday-52,"San Francisco",292734,0,,2920977
292-155,124-C-Sunday-52,9923000-124-C-Sunday-52,"San Francisco",292748,0,,2920977
292-155,124-C-Sunday-52,9923001-124-C-Sunday-52,"San Francisco",292712,0,,2920977
292-155,124-C-Sunday-52,9923002-124-C-Sunday-52,"San Francisco",292752,0,,2920977
292-155,124-C-Sunday-52,9923003-124-C-Sunday-52,"San Francisco",292756,0,,2920977
292-155,124-C-Sunday-52,9923004-124-C-Sunday-52,"San Francisco",292754,0,,2920977
292-155,124-C-Sunday-52,9923005-124-C-Sunday-52,"San Francisco",292760,0,,2920977
292-155,124-C-Sunday-52,9923006-124-C-Sunday-52,"San Francisco",292762,0,,2920977
292-155,124-C-Sunday-52,9923007-124-C-Sunday-52,"San Francisco",292766,0,,2920977
292-155,124-C-Sunday-52,9923008-124-C-Sunday-52,"San Francisco",292768,0,,2920977
292-155,124-C-Sunday-52,9923009-124-C-Sunday-52,"San Francisco",292758,0,,2920977
292-155,124-C-Sunday-52,9923010-124-C-Sunday-52,"San Francisco",292764,0,,2920977
297-155,124-C-Sunday-52,9923011-124-C-Sunday-52,"",2977007,1,,2970517
297-155,124-C-Sunday-52,9923012-124-C-Sunday-52,"",2977011,1,,2970517
297-155,124-C-Sunday-52,9923013-124-C-Sunday-52,"",2977013,1,,2970517
297-155,124-C-Sunday-52,9923014-124-C-Sunday-52,"",2977001,1,,2970517
297-155,124-C-Sunday-52,9923015-124-C-Sunday-52,"",2977003,1,,2970517
297-155,124-C-Sunday-52,9923016-124-C-Sunday-52,"",2977019,1,,2970517
297-155,124-C-Sunday-52,9923017-124-C-Sunday-52,"",2977009,1,,2970517
297-155,124-C-Sunday-52,9923018-124-C-Sunday-52,"",2977005,1,,2970517
297-155,124-C-Sunday-52,9923019-124-C-Sunday-52,"",2977015,1,,2970517
292-155,124-C-Sunday-52,9923020-124-C-Sunday-52,"San Francisco",292706,0,,2920977
294-155,124-C-Sunday-52,9923021-124-C-Sunday-52,"Main/Poplar",2947005,1,,2940104
294-155,124-C-Sunday-52,9923022-124-C-Sunday-52,"Main/Poplar",2947009,1,,2940104
294-155,124-C-Sunday-52,9923023-124-C-Sunday-52,"Main/Poplar",2947013,1,,2940104
294-155,124-C-Sunday-52,9923024-124-C-Sunday-52,"Main/Poplar",2947017,1,,2940104
294-155,124-C-Sunday-52,9923025-124-C-Sunday-52,"Main/Poplar",2947021,1,,2940104
294-155,124-C-Sunday-52,9923026-124-C-Sunday-52,"Main/Poplar",2947025,1,,2940104
294-155,124-C-Sunday-52,9923027-124-C-Sunday-52,"Main/Poplar",2947029,1,,2940104
294-155,124-C-Sunday-52,9923028-124-C-Sunday-52,"San Mateo Medical Center",2947006,0,,2940107
294-155,124-C-Sunday-52,9923029-124-C-Sunday-52,"San Mateo Medical Center",2947010,0,,2940107
294-155,124-C-Sunday-52,9923030-124-C-Sunday-52,"San Mateo Medical Center",2947014,0,,2940107
294-155,124-C-Sunday-52,9923031-124-C-Sunday-52,"San Mateo Medical Center",2947018,0,,2940107
294-155,124-C-Sunday-52,9923032-124-C-Sunday-52,"San Mateo Medical Center",2947022,0,,2940107
294-155,124-C-Sunday-52,9923033-124-C-Sunday-52,"San Mateo Medical Center",2947026,0,,2940107
294-155,124-C-Sunday-52,9923034-124-C-Sunday-52,"San Mateo Medical Center",2947030,0,,2940107
ECR-155,124-C-Sunday-52,9923036-124-C-Sunday-52,"Palo Alto Transit Center",4007003,1,,ECR0738
ECR-155,124-C-Sunday-52,9923037-124-C-Sunday-52,"Palo Alto Transit Center",4007005,1,,ECR0738
ECR-155,124-C-Sunday-52,9923038-124-C-Sunday-52,"Palo Alto Transit Center",4007099,1,,ECR0738
ECR-155,124-C-Sunday-52,9923039-124-C-Sunday-52,"Palo Alto Transit Center",4007101,1,,ECR0738
ECR-155,124-C-Sunday-52,9923040-124-C-Sunday-52,"Palo Alto Transit Center",4007103,1,,ECR0738
ECR-155,124-C-Sunday-52,9923041-124-C-Sunday-52,"Palo Alto Transit Center",4007105,1,,ECR0738
ECR-155,124-C-Sunday-52,9923042-124-C-Sunday-52,"Palo Alto Transit Center",4007107,1,,ECR0738
ECR-155,124-C-Sunday-52,9923043-124-C-Sunday-52,"Palo Alto Transit Center",4007109,1,,ECR0738
ECR-155,124-C-Sunday-52,9923044-124-C-Sunday-52,"Daly City BART",4007002,0,,ECR0751
ECR-155,124-C-Sunday-52,9923045-124-C-Sunday-52,"Daly City BART",4007004,0,,ECR0751
ECR-155,124-C-Sunday-52,9923046-124-C-Sunday-52,"Daly City BART",4007006,0,,ECR0751
ECR-155,124-C-Sunday-52,9923047-124-C-Sunday-52,"Daly City BART",4007104,0,,ECR0751
ECR-155,124-C-Sunday-52,9923048-124-C-Sunday-52,"Daly City BART",4007106,0,,ECR0751
ECR-155,124-C-Sunday-52,9923049-124-C-Sunday-52,"Daly City BART",4007108,0,,ECR0751
ECR-155,124-C-Sunday-52,9923050-124-C-Sunday-52,"Daly City BART",4007110,0,,ECR0751
ECR-155,124-C-Sunday-52,9923051-124-C-Sunday-52,"Daly City BART",4007112,0,,ECR0751
399-155,124-C-Sunday-52,9923054-124-C-Sunday-52,"Mission/Wellington",3997002,0,,3990007
399-155,124-C-Sunday-52,9923055-124-C-Sunday-52,"SF Airport",3997003,1,,3990013
399-155,124-C-Sunday-52,9923056-124-C-Sunday-52,"Mission/Wellington",3997008,0,,3990007
399-155,124-C-Sunday-52,9923057-124-C-Sunday-52,"Mission/Wellington",3997006,0,,3990006
399-155,124-C-Sunday-52,9923058-124-C-Sunday-52,"Mission/Wellington",3997004,0,,3990006
399-155,124-C-Sunday-52,9923059-124-C-Sunday-52,"SF Airport",3997009,1,,3990014
399-155,124-C-Sunday-52,9923060-124-C-Sunday-52,"SF Airport",3997005,1,,3990014
399-155,124-C-Sunday-52,9923061-124-C-Sunday-52,"SF Airport",3997007,1,,3990014
399-155,124-C-Sunday-52,9923062-124-C-Sunday-52,"SF Airport",3997001,1,,3990013
399-155,124-C-Sunday-52,9923063-124-C-Sunday-52,"SF Airport",3997011,1,,3990013
120-155,124-D-Weekday-56,9692055-124-D-Weekday-56,"Colma BART",1201001,1,,1200214
130-155,124-D-Weekday-56,9692056-124-D-Weekday-56,"Daly City BART",1301006,0,,1300241
130-155,124-D-Weekday-56,9692057-124-D-Weekday-56,"Colma BART",1301003,1,,1300240
130-155,124-D-Weekday-56,9692058-124-D-Weekday-56,"Daly City BART",1301016,0,,1300241
130-155,124-D-Weekday-56,9692059-124-D-Weekday-56,"Daly City BART",1301026,0,,1300241
130-155,124-D-Weekday-56,9692060-124-D-Weekday-56,"Colma BART",1301023,1,,1300240
120-155,124-D-Weekday-56,9692061-124-D-Weekday-56,"Brunswick/Templeton",1201040,0,,1200213
120-155,124-D-Weekday-56,9692062-124-D-Weekday-56,"Colma BART",1201043,1,,1200214
120-155,124-D-Weekday-56,9692063-124-D-Weekday-56,"Brunswick/Templeton",1201054,0,,1200213
120-155,124-D-Weekday-56,9692064-124-D-Weekday-56,"Colma BART",1201059,1,,1200214
120-155,124-D-Weekday-56,9692065-124-D-Weekday-56,"Brunswick/Templeton",1201072,0,,1200213
120-155,124-D-Weekday-56,9692066-124-D-Weekday-56,"Colma BART",1201077,1,,1200214
120-155,124-D-Weekday-56,9692067-124-D-Weekday-56,"Brunswick/Templeton",1201090,0,,1200213
120-155,124-D-Weekday-56,9692068-124-D-Weekday-56,"Colma BART",1201101,1,,1200214
120-155,124-D-Weekday-56,9692069-124-D-Weekday-56,"Brunswick/Templeton",1201114,0,,1200213
120-155,124-D-Weekday-56,9692070-124-D-Weekday-56,"Colma BART",1201121,1,,1200214
120-155,124-D-Weekday-56,9692071-124-D-Weekday-56,"Brunswick/Templeton",1201128,0,,1200213
130-155,124-D-Weekday-56,9692072-124-D-Weekday-56,"Daly City BART",1301122,0,,1300241
130-155,124-D-Weekday-56,9692073-124-D-Weekday-56,"Colma BART",1301115,1,,1300240
120-155,124-D-Weekday-56,9692074-124-D-Weekday-56,"Brunswick/Templeton",1201002,0,,1200213
121-155,124-D-Weekday-56,9692075-124-D-Weekday-56,"Serramonte Center",1211001,1,,1210277
121-155,124-D-Weekday-56,9692076-124-D-Weekday-56,"Pope/Bellevue",1211006,0,,1210278
121-155,124-D-Weekday-56,9692077-124-D-Weekday-56,"Skyline College",1211009,1,,1210279
121-155,124-D-Weekday-56,9692078-124-D-Weekday-56,"Pope/Bellevue",1211016,0,,1210280
121-155,124-D-Weekday-56,9692079-124-D-Weekday-56,"Skyline College",1211019,1,,1210279
121-155,124-D-Weekday-56,9692080-124-D-Weekday-56,"Pope/Bellevue",1211026,0,,1210280
121-155,124-D-Weekday-56,9692081-124-D-Weekday-56,"Skyline College",1211029,1,,1210279
121-155,124-D-Weekday-56,9692082-124-D-Weekday-56,"Pope/Bellevue",1211036,0,,1210280
121-155,124-D-Weekday-56,9692083-124-D-Weekday-56,"Skyline College",1211039,1,,1210279
130-155,124-D-Weekday-56,9692084-124-D-Weekday-56,"Daly City BART",1301002,0,,1300241
295-155,124-D-Weekday-56,9692085-124-D-Weekday-56,"San Mateo Caltrain",2951026,0,,2950347
295-155,124-D-Weekday-56,9692086-124-D-Weekday-56,"San Carlos Caltrain",2951027,1,,2950349
122-155,124-D-Weekday-56,9692087-124-D-Weekday-56,"Stonestown/SF State",1221002,0,,1220475
122-155,124-D-Weekday-56,9692088-124-D-Weekday-56,"South SF BART",1221003,1,,1220476
122-155,124-D-Weekday-56,9692089-124-D-Weekday-56,"Stonestown/SF State",1221016,0,,1220475
122-155,124-D-Weekday-56,9692090-124-D-Weekday-56,"South SF BART",1221017,1,,1220476
122-155,124-D-Weekday-56,9692091-124-D-Weekday-56,"Stonestown/SF State",1221028,0,,1220475
122-155,124-D-Weekday-56,9692092-124-D-Weekday-56,"South SF BART",1221029,1,,1220476
122-155,124-D-Weekday-56,9692093-124-D-Weekday-56,"Stonestown/SF State",1221040,0,,1220475
122-155,124-D-Weekday-56,9692094-124-D-Weekday-56,"South SF BART",1221043,1,,1220476
122-155,124-D-Weekday-56,9692095-124-D-Weekday-56,"Stonestown/SF State",1221058,0,,1220475
281-155,124-D-Weekday-56,9692096-124-D-Weekday-56,"Onetta Harris Center",2811002,0,,2810151
120-155,124-D-Weekday-56,9692097-124-D-Weekday-56,"Colma BART",1201003,1,,1200214
120-155,124-D-Weekday-56,9692098-124-D-Weekday-56,"Brunswick/Templeton",1201008,0,,1200213
130-155,124-D-Weekday-56,9692099-124-D-Weekday-56,"Colma BART",1301009,1,,1300240
130-155,124-D-Weekday-56,9692100-124-D-Weekday-56,"Daly City BART",1301022,0,,1300241
130-155,124-D-Weekday-56,9692101-124-D-Weekday-56,"Colma BART",1301019,1,,1300240
130-155,124-D-Weekday-56,9692102-124-D-Weekday-56,"Daly City BART",1301034,0,,1300241
130-155,124-D-Weekday-56,9692103-124-D-Weekday-56,"Colma BART",1301029,1,,1300240
130-155,124-D-Weekday-56,9692104-124-D-Weekday-56,"Daly City BART",1301044,0,,1300241
130-155,124-D-Weekday-56,9692105-124-D-Weekday-56,"Colma BART",1301039,1,,1300240
130-155,124-D-Weekday-56,9692106-124-D-Weekday-56,"Daly City BART",1301054,0,,1300241
130-155,124-D-Weekday-56,9692107-124-D-Weekday-56,"Colma BART",1301049,1,,1300240
130-155,124-D-Weekday-56,9692108-124-D-Weekday-56,"Daly City BART",1301064,0,,1300241
130-155,124-D-Weekday-56,9692109-124-D-Weekday-56,"Colma BART",1301059,1,,1300240
130-155,124-D-Weekday-56,9692110-124-D-Weekday-56,"Daly City BART",1301074,0,,1300241
130-155,124-D-Weekday-56,9692111-124-D-Weekday-56,"Colma BART",1301069,1,,1300240
122-155,124-D-Weekday-56,9692112-124-D-Weekday-56,"South SF BART",1221041,1,,1220476
130-155,124-D-Weekday-56,9692113-124-D-Weekday-56,"Daly City BART",1301004,0,,1300241
130-155,124-D-Weekday-56,9692114-124-D-Weekday-56,"Colma BART",1301001,1,,1300240
120-155,124-D-Weekday-56,9692115-124-D-Weekday-56,"Brunswick/Templeton",1201012,0,,1200213
120-155,124-D-Weekday-56,9692116-124-D-Weekday-56,"Colma BART",1201015,1,,1200214
121-155,124-D-Weekday-56,9692117-124-D-Weekday-56,"Pope/Bellevue",1211002,0,,1210278
121-155,124-D-Weekday-56,9692118-124-D-Weekday-56,"Skyline College",1211003,1,,1210281
121-155,124-D-Weekday-56,9692119-124-D-Weekday-56,"Pope/Bellevue",1211012,0,,1210280
120-155,124-D-Weekday-56,9692120-124-D-Weekday-56,"Brunswick/Templeton",1201004,0,,1200213
120-155,124-D-Weekday-56,9692121-124-D-Weekday-56,"Colma BART",1201007,1,,1200214
120-155,124-D-Weekday-56,9692122-124-D-Weekday-56,"Brunswick/Templeton",1201020,0,,1200213
120-155,124-D-Weekday-56,9692123-124-D-Weekday-56,"Colma BART",1201025,1,,1200214
121-155,124-D-Weekday-56,9692124-124-D-Weekday-56,"Pope/Bellevue",1211004,0,,1210280
121-155,124-D-Weekday-56,9692125-124-D-Weekday-56,"Skyline College",1211007,1,,1210281
122-155,124-D-Weekday-56,9692126-124-D-Weekday-56,"Stonestown/SF State",1221004,0,,1220475
122-155,124-D-Weekday-56,9692127-124-D-Weekday-56,"South SF BART",1221005,1,,1220476
122-155,124-D-Weekday-56,9692128-124-D-Weekday-56,"Stonestown/SF State",1221018,0,,1220475
122-155,124-D-Weekday-56,9692129-124-D-Weekday-56,"South SF BART",1221019,1,,1220476
122-155,124-D-Weekday-56,9692130-124-D-Weekday-56,"Stonestown/SF State",1221030,0,,1220475
122-155,124-D-Weekday-56,9692131-124-D-Weekday-56,"South SF BART",1221031,1,,1220476
122-155,124-D-Weekday-56,9692132-124-D-Weekday-56,"Stonestown/SF State",1221042,0,,1220475
122-155,124-D-Weekday-56,9692133-124-D-Weekday-56,"South SF BART",1221045,1,,1220476
120-155,124-D-Weekday-56,9692134-124-D-Weekday-56,"Brunswick/Templeton",1201080,0,,1200213
120-155,124-D-Weekday-56,9692135-124-D-Weekday-56,"Colma BART",1201087,1,,1200214
120-155,124-D-Weekday-56,9692136-124-D-Weekday-56,"Brunswick/Templeton",1201100,0,,1200213
120-155,124-D-Weekday-56,9692137-124-D-Weekday-56,"Colma BART",1201111,1,,1200214
141-155,124-D-Weekday-56,9692138-124-D-Weekday-56,"Shelter Creek",1411001,1,,1410173
141-155,124-D-Weekday-56,9692139-124-D-Weekday-56,"San Bruno BART",1411002,0,,1410158
141-155,124-D-Weekday-56,9692140-124-D-Weekday-56,"Shelter Creek",1411003,1,,1410173
141-155,124-D-Weekday-56,9692141-124-D-Weekday-56,"San Bruno BART",1411004,0,,1410158
141-155,124-D-Weekday-56,9692142-124-D-Weekday-56,"Shelter Creek",1411011,1,,1410173
141-155,124-D-Weekday-56,9692143-124-D-Weekday-56,"San Bruno BART",1411006,0,,1410191
141-155,124-D-Weekday-56,9692144-124-D-Weekday-56,"Shelter Creek",1411015,1,,1410173
141-155,124-D-Weekday-56,9692145-124-D-Weekday-56,"San Bruno BART",1411010,0,,1410191
141-155,124-D-Weekday-56,9692146-124-D-Weekday-56,"Shelter Creek",1411019,1,,1410173
141-155,124-D-Weekday-56,9692147-124-D-Weekday-56,"San Bruno BART",1411014,0,,1410191
141-155,124-D-Weekday-56,9692148-124-D-Weekday-56,"Shelter Creek",1411023,1,,1410173
141-155,124-D-Weekday-56,9692149-124-D-Weekday-56,"San Bruno BART",1411018,0,,1410191
141-155,124-D-Weekday-56,9692150-124-D-Weekday-56,"Shelter Creek",1411027,1,,1410192
141-155,124-D-Weekday-56,9692151-124-D-Weekday-56,"San Bruno BART",1411022,0,,1410191
141-155,124-D-Weekday-56,9692152-124-D-Weekday-56,"Shelter Creek",1411031,1,,1410192
141-155,124-D-Weekday-56,9692153-124-D-Weekday-56,"San Bruno BART",1411026,0,,1410158
141-155,124-D-Weekday-56,9692154-124-D-Weekday-56,"Shelter Creek",1411035,1,,1410192
141-155,124-D-Weekday-56,9692155-124-D-Weekday-56,"San Bruno BART",1411034,0,,1410158
141-155,124-D-Weekday-56,9692156-124-D-Weekday-56,"Shelter Creek",1411039,1,,1410192
141-155,124-D-Weekday-56,9692157-124-D-Weekday-56,"San Bruno BART",1411040,0,,1410191
141-155,124-D-Weekday-56,9692158-124-D-Weekday-56,"San Bruno BART",1411042,0,,1410158
141-155,124-D-Weekday-56,9692159-124-D-Weekday-56,"Shelter Creek",1411043,1,,1410173
