service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
124-A-Weekday-55,1,1,1,1,1,0,0,20171221,20180119
124-A-Weekday-55-SDon,1,1,1,1,1,0,0,20171221,20180119
124-A-Weekday-55-SDon-1110100,1,1,1,0,1,0,0,20171221,20180119
124-A-Weekday-55-SDon-0101000,0,1,0,1,0,0,0,20171221,20180119
124-A-Saturday-50,0,0,0,0,0,1,0,20171223,20180120
124-A-Sunday-50,0,0,0,0,0,0,1,20171224,20180114
124-A-Holiday1-51,1,1,1,1,1,1,1,20171225,20180101
124-C-Weekday-53,1,1,1,1,1,0,0,20171221,20180119
124-C-Weekday-53-SDon,1,1,1,1,1,0,0,20171221,20180119
124-C-Weekday-53-SDon-1101100,1,1,0,1,1,0,0,20171221,20180119
124-C-Weekday-53-SDon-0010000,0,0,1,0,0,0,0,20171221,20180119
124-C-Weekday-53-SDon-1100100,1,1,0,0,1,0,0,20171221,20180119
124-C-Saturday-52,0,0,0,0,0,1,0,20171223,20180120
124-C-Sunday-52,0,0,0,0,0,0,1,20171224,20180114
124-D-Weekday-56,1,1,1,1,1,0,0,20171221,20180119
124-D-Weekday-56-SDon,1,1,1,1,1,0,0,20171221,20180119
124-D-Weekday-56-SDoff,1,1,1,1,1,0,0,20171221,20180119
124-D-Weekday-56-SDon-1110100,1,1,1,0,1,0,0,20171221,20180119
124-D-Weekday-56-SDon-0001000,0,0,0,1,0,0,0,20171221,20180119
124-D-Weekday-56-SDon-1101100,1,1,0,1,1,0,0,20171221,20180119
124-D-Weekday-56-SDon-0010000,0,0,1,0,0,0,0,20171221,20180119
124-D-Weekday-56-SDon-1100100,1,1,0,0,1,0,0,20171221,20180119
124-D-Weekday-56-SDon-0011000,0,0,1,1,0,0,0,20171221,20180119
124-D-Weekday-56-SDon-0100000,0,1,0,0,0,0,0,20171221,20180119
124-D-Weekday-56-SDon-1011100,1,0,1,1,1,0,0,20171221,20180119
124-D-Saturday-51,0,0,0,0,0,1,0,20171223,20180120
124-D-Sunday-51,0,0,0,0,0,0,1,20171224,20180114
124-D-Holiday1-51,1,1,1,1,1,1,1,20171225,20180101
124-S-Weekday-01,1,1,1,1,1,0,0,20171221,20180119
