stop_id,accessibility_id,cardinal_direction,relative_position,stop_city
334628,2,SW,NS,South San Francisco
334635,2,NO,,Brisbane
335002,2,EA,AT,San Bruno
335003,2,NW,NS,San Bruno
335004,2,NE,FS,San Bruno
335005,2,SW,FS,San Bruno
335006,2,SE,NS,San Bruno
335009,2,EA,AT,San Bruno
335010,2,WE,AT,San Bruno
335012,2,SW,FS,San Bruno
335013,2,WE,OP,San Bruno
335021,2,SE,NS,San Bruno
335022,2,WE,AT,San Bruno
335023,2,EA,OP,San Bruno
335024,2,EA,OP,San Bruno
335025,2,SW,FS,San Bruno
335026,2,SW,FS,San Bruno
335027,2,SE,NS,San Bruno
335033,2,SE,FS,San Bruno
335036,2,NW,FS,San Bruno
335062,2,NE,FS,San Bruno
335063,2,SW,FS,San Bruno
335065,2,NW,NS,San Bruno
335067,2,SW,FS,San Bruno
335070,2,SW,FS,San Bruno
335071,2,SE,NS,San Bruno
335073,2,NE,FS,San Bruno
335074,2,SW,FS,San Bruno
335075,2,NE,FS,San Bruno
335076,2,SW,FS,San Bruno
335077,2,NE,FS,San Bruno
335078,2,SE,NS,South San Francisco
335079,2,SW,FS,San Bruno
335080,2,NE,FS,San Bruno
335082,2,SE,NS,San Bruno
335093,2,NW,NS,San Bruno
335094,2,SW,FS,San Bruno
335095,2,SW,FS,San Bruno
335097,2,SW,FS,San Bruno
335098,2,EA,OP,San Bruno
335099,2,NE,FS,San Bruno
335100,2,SO,OP,San Bruno
335103,2,SW,NS,San Bruno
335104,2,NE,NS,San Bruno
335105,2,NW,FS,San Bruno
335106,2,SW,NS,San Bruno
335108,2,NE,NS,San Bruno
335109,2,NW,FS,San Bruno
335110,2,SO,OP,San Bruno
335111,2,NW,FS,San Bruno
335112,2,SW,FS,San Bruno
335113,2,SW,NS,San Bruno
335119,2,SE,FS,South San Francisco
335121,2,NE,FS,South San Francisco
335122,2,NW,NS,South San Francisco
335141,2,SO,AT,San Bruno
335143,2,NE,NS,San Bruno
335144,2,NW,FS,San Bruno
335145,2,SO,OP,San Bruno
335146,2,SW,NS,San Bruno
335147,2,NO,OP,San Bruno
335151,2,NE,FS,San Bruno
335152,2,NW,FS,San Bruno
335154,2,SE,FS,San Bruno
335155,2,SE,FS,San Bruno
335156,2,SW,AT,San Bruno
335157,2,NW,FS,San Bruno
335160,2,SE,FS,San Bruno
335161,2,NW,FS,San Bruno
335162,2,NO,AT,South San Francisco
335165,2,SE,NS,San Bruno
335166,2,NW,NS,San Bruno
335167,2,NW,FS,San Bruno
335168,2,SW,NS,San Bruno
335173,2,NW,NS,Pacifica
335184,2,NW,FS,San Bruno
335186,2,SW,NS,San Bruno
335187,2,NE,FS,San Bruno
335193,2,NW,NS,South San Francisco
335196,2,NE,FS,South San Francisco
335200,2,SE,FS,San Bruno
335204,2,SE,FS,San Bruno
335401,2,NW,NS,San Bruno
335500,2,NE,FS,South San Francisco
335503,2,EA,AT,South San Francisco
335504,2,NO,NS,South San Francisco
335508,2,SW,NS,South San Francisco
335509,2,NW,FS,San Bruno
335513,2,SW,FS,San Bruno
335525,2,SE,NS,South San Francisco
335600,2,SE,NS,San Bruno
335601,2,NW,NS,San Bruno
335602,2,SE,NS,San Bruno
335605,2,SE,FS,South San Francisco
335606,2,WE,OP,South San Francisco
335607,2,NE,FS,San Bruno
335608,2,NW,NS,San Bruno
335609,2,NO,OP,San Bruno
335610,2,SW,NS,San Bruno
335611,2,NW,FS,San Bruno
335612,2,SE,FS,San Bruno
335613,2,SE,FS,San Bruno
335616,2,SW,NS,San Bruno
335617,2,NW,FS,San Bruno
335620,2,EA,AT,South San Francisco
335622,2,SW,FS,San Bruno
335623,2,SW,FS,San Bruno
335625,2,WE,AT,San Bruno
335626,2,WE,AT,San Bruno
335627,2,WE,AT,San Bruno
335628,2,WE,AT,San Bruno
335629,2,WE,AT,San Bruno
335631,2,WE,AT,San Bruno
335632,2,WE,AT,San Bruno
335634,2,SO,AT,San Bruno
335635,2,SE,NS,San Bruno
335636,2,SW,FS,San Bruno
335637,2,EA,AT,South San Francisco
335638,2,WE,AT,San Bruno
335639,2,WE,AT,San Bruno
335640,2,WE,AT,San Bruno
335641,2,WE,AT,San Bruno
335642,2,WE,AT,San Bruno
335643,2,NE,NS,South San Francisco
335647,2,NE,FS,San Bruno
336026,2,NW,NS,Millbrae
336027,2,SW,FS,Millbrae
336028,2,NE,FS,Millbrae
336029,2,SE,NS,Millbrae
336031,2,NE,FS,Millbrae
336032,2,SW,FS,Millbrae
336034,2,NE,FS,Millbrae
336035,2,EA,OP,Millbrae
336036,2,NE,FS,Millbrae
336037,2,SW,FS,Millbrae
336038,2,NW,NS,Millbrae
336039,2,SE,NS,Millbrae
336040,2,SW,FS,Millbrae
336617,2,EA,AT,Millbrae
336618,2,EA,AT,Millbrae
336627,2,NW,NS,Millbrae
336628,2,NO,FS,Millbrae
340003,2,SW,FS,Burlingame
340004,2,SE,FS,Burlingame
340005,2,SE,NS,Burlingame
340006,2,SW,FS,Burlingame
340007,2,SE,NS,Burlingame
340008,2,SW,FS,Burlingame
340012,2,WE,AT,Burlingame
340013,2,SE,NS,Burlingame
340014,2,NE,FS,Burlingame
340015,2,SW,FS,Burlingame
340017,2,SW,FS,Burlingame
340022,2,NE,FS,Burlingame
340023,2,NW,NS,Burlingame
340028,2,NE,FS,Burlingame
340032,2,EA,OP,Burlingame
340033,2,NW,NS,Burlingame
340034,2,SW,FS,Burlingame
340035,2,NE,FS,Burlingame
340036,2,SW,FS,Burlingame
340037,2,SE,NS,Burlingame
340038,2,SW,FS,Burlingame
340039,2,NE,FS,Burlingame
340040,2,SW,FS,Burlingame
340041,2,SE,NS,Burlingame
340042,2,SW,FS,Burlingame
340043,2,SW,FS,Burlingame
340044,2,NE,FS,Burlingame
340045,2,SW,FS,Burlingame
340046,2,NE,FS,Burlingame
340047,2,SW,FS,Burlingame
340049,2,SW,FS,Burlingame
340050,2,NE,FS,Burlingame
340051,2,SW,FS,Hillsborough
340052,2,SE,NS,Burlingame
340053,2,SW,FS,Burlingame
340054,2,NE,FS,Burlingame
340055,2,NE,FS,Burlingame
340057,2,NE,FS,Burlingame
340058,2,SW,FS,Burlingame
340085,2,SE,FS,Burlingame
340089,2,NW,NS,Burlingame
340090,2,SE,NS,Burlingame
340091,2,NW,NS,Burlingame
340092,2,WE,AT,Burlingame
340093,2,NE,FS,Burlingame
340094,2,SW,FS,Burlingame
340095,2,SE,NS,Burlingame
340096,2,NE,FS,Burlingame
340097,2,SW,FS,Burlingame
340110,2,NE,NS,Burlingame
340207,2,WE,AT,Burlingame
340600,2,NE,NS,Burlingame
340601,2,SE,NS,San Mateo
340604,2,SE,NS,Burlingame
340605,2,SE,NS,Burlingame
340606,2,EA,AT,Burlingame
341002,2,SE,FS,San Mateo
341003,2,NE,NS,San Mateo
341015,2,NW,FS,San Mateo
341016,2,SE,FS,San Mateo
341018,2,NW,NS,San Mateo
341025,2,NW,FS,San Mateo
341026,2,NW,FS,San Mateo
341029,2,SE,FS,San Mateo
341030,2,NW,FS,San Mateo
341031,2,SW,NS,San Mateo
341032,2,SW,FS,San Mateo
341034,2,SW,NS,San Mateo
341035,2,SE,FS,San Mateo
341039,2,SW,FS,San Mateo
341040,2,NE,FS,San Mateo
341041,2,SW,FS,San Mateo
341042,2,NE,FS,San Mateo
341043,2,NW,NS,San Mateo
341044,2,NE,FS,San Mateo
341045,2,NE,FS,San Mateo
341046,2,SW,FS,San Mateo
341047,2,SE,NS,San Mateo
341048,2,NE,FS,San Mateo
341049,2,SW,FS,San Mateo
341050,2,NW,NS,San Mateo
341051,2,NE,FS,San Mateo
341052,2,SW,FS,San Mateo
341053,2,WE,AT,San Mateo
341056,2,SE,NS,San Mateo
341058,2,SW,FS,San Mateo
341059,2,NE,FS,San Mateo
341060,2,SE,NS,San Mateo
341061,2,SW,FS,San Mateo
341063,2,NO,AT,San Mateo
341068,2,NW,FS,San Mateo
341081,2,NW,FS,San Mateo
341084,2,SE,FS,San Mateo
341085,2,SE,FS,San Mateo
341086,2,SW,NS,San Mateo
341087,2,SW,NS,San Mateo
341088,2,SE,FS,San Mateo
341089,2,SE,FS,San Mateo
341096,2,NE,NS,San Mateo
341097,2,SE,FS,San Mateo
341098,2,NW,NS,San Mateo
341099,2,NE,FS,San Mateo
341103,2,NE,FS,San Mateo
341104,2,NE,FS,San Mateo
341105,2,NW,NS,San Mateo
341106,2,SE,NS,San Mateo
341107,2,SW,FS,San Mateo
341108,2,WE,FS,San Mateo
341109,2,SE,NS,San Mateo
341111,2,SE,NS,San Mateo
341117,2,SW,FS,San Mateo
341121,2,NE,FS,San Mateo
341123,2,NE,FS,San Mateo
341124,2,NW,NS,San Mateo
341125,2,NE,FS,San Mateo
341126,2,SW,FS,San Mateo
341127,2,NE,FS,San Mateo
341128,2,SW,FS,San Mateo
341129,2,EA,OP,San Mateo
341130,2,NW,NS,San Mateo
341132,2,NE,FS,San Mateo
341134,2,SW,FS,San Mateo
341135,2,NE,FS,San Mateo
341136,2,EA,OP,San Mateo
341137,2,NW,NS,San Mateo
341138,2,NW,NS,San Mateo
341139,2,EA,OP,San Mateo
341140,2,NW,NS,San Mateo
341141,2,NE,FS,San Mateo
341142,2,SW,FS,San Mateo
341143,2,SW,FS,San Mateo
341145,2,NE,FS,San Mateo
341147,2,WE,OP,San Mateo
341148,2,NE,FS,San Mateo
341149,2,SW,FS,San Mateo
341150,2,NE,FS,San Mateo
341151,2,NW,NS,San Mateo
341152,2,NE,FS,San Mateo
341153,2,SW,FS,San Mateo
341154,2,SW,FS,San Mateo
341156,2,SW,FS,San Mateo
341157,2,NE,FS,San Mateo
341158,2,NE,FS,San Mateo
341159,2,NE,FS,San Mateo
341160,2,SW,FS,San Mateo
341161,2,SW,FS,San Mateo
341164,2,SW,NS,San Mateo
341170,2,SE,NS,San Mateo
341171,2,SE,NS,San Mateo
341175,2,NW,NS,San Mateo
341176,2,NE,FS,San Mateo
341177,2,NW,NS,San Mateo
341178,2,SW,FS,San Mateo
341179,2,NE,FS,San Mateo
341180,2,WE,AT,San Mateo
341183,2,NE,NS,San Mateo
341184,2,NE,FS,San Mateo
341185,2,SE,FS,San Mateo
341186,2,SE,FS,San Mateo
341187,2,NW,FS,San Mateo
341188,2,SE,FS,San Mateo
341190,2,SE,FS,San Mateo
341191,2,NW,FS,San Mateo
341193,2,NW,FS,San Mateo
341194,2,SE,FS,San Mateo
341195,2,SW,NS,San Mateo
341196,2,NW,FS,San Mateo
341205,2,NW,NS,San Mateo
341206,2,NO,OP,San Mateo
341232,2,NE,FS,San Mateo
341233,2,SW,FS,San Mateo
341234,2,NE,FS,San Mateo
341236,2,SE,NS,San Mateo
341237,2,SW,FS,San Mateo
341238,2,WE,OP,San Mateo
341241,2,NE,FS,San Mateo
341242,2,SW,FS,San Mateo
341243,2,SW,FS,San Mateo
341244,2,SE,NS,San Mateo
341245,2,NW,FS,San Mateo
341246,2,WE,AT,San Mateo
341249,2,SW,FS,San Mateo
341250,2,NE,FS,San Mateo
341251,2,WE,AT,San Mateo
341252,2,NE,FS,San Mateo
341253,2,SW,FS,San Mateo
341254,2,SE,NS,San Mateo
341263,2,NE,FS,San Mateo
341264,2,SW,FS,San Mateo
341267,2,NE,NS,San Mateo
341268,2,NW,NS,San Mateo
341269,2,NE,FS,San Mateo
341270,2,NW,FS,San Mateo
341271,2,SW,NS,San Mateo
341272,2,NW,FS,San Mateo
341278,2,SW,NS,San Mateo
341280,2,NW,NS,San Mateo
341281,2,NE,FS,San Mateo
341282,2,NW,FS,San Mateo
341283,2,NW,FS,San Mateo
341287,2,NW,FS,San Mateo
341290,2,NW,NS,San Mateo
341292,2,NW,NS,San Mateo
341304,2,SW,FS,San Mateo
341410,2,NE,FS,San Mateo
341416,2,SW,FS,San Mateo
341422,2,NW,NS,San Mateo
341515,2,SE,NS,San Mateo
341521,2,NO,AT,San Mateo
341528,2,NE,NS,San Mateo
341537,2,SE,NS,San Mateo
341538,2,SE,NS,San Mateo
341543,2,SE,FS,San Mateo
341544,2,SE,FS,San Mateo
341548,2,SE,FS,San Mateo
341549,2,NE,NS,Burlingame
341552,2,NE,NS,San Mateo
341555,2,NE,FS,San Mateo
341603,2,NE,FS,San Mateo
341604,2,NW,FS,San Mateo
341605,2,NW,NS,San Mateo
341607,2,SE,NS,San Mateo
341608,2,NE,FS,San Mateo
341611,2,SE,FS,San Mateo
341612,2,SW,FS,San Mateo
341613,2,NW,NS,San Mateo
341614,2,SW,FS,San Mateo
341615,2,SW,FS,San Mateo
341617,2,SW,FS,San Mateo
341618,2,SE,FS,San Mateo
341619,2,SW,NS,San Mateo
341620,2,NO,AT,San Mateo
341621,2,SO,AT,San Mateo
341622,2,NE,FS,San Mateo
341624,2,NE,FS,San Mateo
341625,2,NW,NS,San Mateo
341627,2,NW,FS,San Mateo
341628,2,SW,NS,San Mateo
341629,2,NW,NS,San Mateo
341633,2,EA,AT,San Mateo
341635,2,SW,FS,San Mateo
341636,2,NE,FS,San Mateo
341640,2,NE,FS,San Mateo
341641,2,NE,FS,San Mateo
341642,2,NE,FS,San Mateo
341649,2,WE,AT,Highlands-Baywood Park
341650,2,NE,AT,San Mateo
341655,2,SW,NS,San Mateo
341657,2,NE,FS,San Mateo
341658,2,SW,NS,San Mateo
341660,2,,,San Mateo
341661,2,,,San Mateo
341663,2,,,San Mateo
341665,2,,,San Mateo
341667,2,,,San Mateo
341669,2,,,San Mateo
341671,2,,,San Mateo
341900,2,SW,NS,Highlands-Baywood Park
341901,2,NW,FS,San Mateo
341902,2,SE,FS,Highlands-Baywood Park
341903,2,NE,FS,Highlands-Baywood Park
341904,2,SE,NS,Highlands-Baywood Park
341905,2,NW,FS,Highlands-Baywood Park
341906,2,SE,FS,Highlands-Baywood Park
341907,2,NE,NS,Highlands-Baywood Park
341908,2,SE,FS,Highlands-Baywood Park
341910,2,SE,FS,San Mateo
341911,2,NE,NS,Highlands-Baywood Park
341915,2,SW,FS,Highlands-Baywood Park
341916,2,SW,NS,Highlands-Baywood Park
341917,2,NE,FS,Highlands-Baywood Park
341918,2,NW,NS,Highlands-Baywood Park
341919,2,SE,FS,Highlands-Baywood Park
341920,2,NW,FS,Highlands-Baywood Park
341921,2,NE,NS,Highlands-Baywood Park
341922,2,SW,NS,Highlands-Baywood Park
341923,2,NE,FS,Highlands-Baywood Park
341924,2,SW,FS,Highlands-Baywood Park
341925,2,SW,FS,San Mateo
341926,2,NW,FS,San Mateo
341927,2,SW,NS,San Mateo
341928,2,NW,FS,Highlands-Baywood Park
341929,2,SE,FS,Highlands-Baywood Park
341930,2,NE,NS,Highlands-Baywood Park
342002,2,SE,NS,Belmont
342003,2,NW,NS,Belmont
342004,2,WE,AT,Belmont
342005,2,NE,FS,Belmont
342006,2,SW,FS,Belmont
342007,2,SE,NS,Belmont
342009,2,SW,FS,Belmont
342010,2,SE,NS,Belmont
342011,2,NW,NS,Belmont
342012,2,SE,NS,Belmont
342013,2,NW,NS,Belmont
342019,2,NE,NS,Belmont
342026,2,SW,NS,Belmont
342027,2,SE,NS,Belmont
342028,2,NE,NS,Belmont
342029,2,SW,FS,Belmont
342030,2,SE,NS,Belmont
342031,2,NW,NS,Belmont
342032,2,NE,FS,Belmont
342033,2,SW,NS,Belmont
342034,2,NE,NS,Belmont
342036,2,SE,FS,Belmont
342037,2,SW,NS,Belmont
342038,2,SW,NS,Belmont
342039,2,NE,NS,Belmont
342040,2,NW,FS,Belmont
342041,2,SW,NS,Belmont
342042,2,NE,NS,Belmont
342043,2,SO,OP,Belmont
342044,2,EA,OP,Belmont
342045,2,NW,NS,Belmont
342047,2,EA,OP,Belmont
342048,2,SW,FS,Belmont
342049,2,NE,FS,Belmont
342050,2,SW,FS,Belmont
342052,2,NE,FS,Belmont
342053,2,NE,FS,Belmont
342054,2,EA,OP,Belmont
342061,2,SE,NS,Belmont
342062,2,NW,NS,Belmont
342063,2,SE,NS,Belmont
342064,2,NW,NS,Belmont
342065,2,SE,NS,Belmont
342066,2,NW,NS,Belmont
342068,2,NE,FS,Belmont
342069,2,NW,NS,Belmont
342070,2,NW,NS,Belmont
342075,2,SW,NS,Belmont
342079,2,SE,FS,Belmont
342080,2,NE,NS,Belmont
342081,2,NE,NS,Belmont
342082,2,SE,FS,Belmont
342083,2,SW,NS,Belmont
342084,2,NE,NS,Belmont
342085,2,NE,FS,Belmont
342086,2,SW,NS,Belmont
342087,2,NW,FS,Belmont
342089,2,NW,FS,Belmont
342090,2,SE,FS,Belmont
342091,2,NE,NS,Belmont
342093,2,NW,FS,Belmont
342095,2,SE,FS,Belmont
342096,2,NW,FS,Belmont
342097,2,NW,FS,Belmont
342098,2,SW,NS,Belmont
342100,2,SE,FS,Belmont
342101,2,NW,FS,Belmont
342107,2,NW,FS,Belmont
342109,2,SO,AT,Belmont
342113,2,NE,NS,Belmont
342114,2,SW,NS,Belmont
342501,2,SW,NS,Belmont
342502,2,NE,NS,Belmont
342507,2,SW,FS,Belmont
342600,2,SE,FS,Belmont
342601,2,SW,NS,Belmont
342602,2,SE,NS,Belmont
342900,2,SE,FS,County San Mateo
342901,2,NW,FS,County San Mateo
343009,2,NW,NS,San Carlos
343018,2,NW,,San Carlos
343019,2,NO,AT,San Carlos
343023,2,NE,NS,San Carlos
343024,2,NE,NS,San Carlos
343025,2,NW,FS,San Carlos
343026,2,NW,FS,San Carlos
343028,2,NE,NS,San Carlos
343052,2,SW,NS,County San Mateo
343053,2,EA,OP,San Carlos
343054,2,SW,FS,San Carlos
343055,2,EA,OP,San Carlos
343056,2,SW,FS,San Carlos
343058,2,SW,FS,San Carlos
343059,2,SW,FS,San Carlos
343061,2,SW,FS,San Carlos
343062,2,EA,OP,San Carlos
343063,2,SW,FS,San Carlos
343064,2,NE,FS,San Carlos
343065,2,NE,FS,San Carlos
343088,2,SW,NS,San Carlos
343089,2,SW,NS,San Carlos
343090,2,SW,NS,San Carlos
343091,2,SO,AT,San Carlos
343093,2,SW,NS,San Carlos
343094,2,SW,NS,San Carlos
343096,2,SW,FS,San Carlos
343097,2,SW,NS,San Carlos
343098,2,NW,FS,San Carlos
343099,2,SE,FS,San Carlos
343100,2,WE,OP,San Carlos
343101,2,SW,NS,San Carlos
343102,2,NE,NS,San Carlos
343104,2,SE,FS,San Carlos
343105,2,SE,FS,San Carlos
343106,2,SW,OP,San Carlos
343107,2,SE,NS,San Carlos
343108,2,NW,FS,San Carlos
343110,2,NW,FS,San Carlos
343111,2,SE,OP,San Carlos
343114,2,NE,NS,San Carlos
343115,2,SW,NS,San Carlos
343117,2,NW,FS,San Carlos
343118,2,NW,NS,San Carlos
343119,2,,,San Carlos
343120,2,SE,NS,San Carlos
343123,2,SE,FS,San Carlos
343128,2,SE,FS,San Carlos
343400,2,SE,FS,San Carlos
343402,2,NW,NS,San Carlos
343406,2,SW,FS,San Carlos
343408,2,,,San Carlos
343605,2,NE,FS,San Carlos
343607,2,NW,NS,San Carlos
343608,2,NE,FS,San Carlos
344001,2,NE,NS,Redwood City
344002,2,SE,FS,Redwood City
344005,2,SW,FS,Redwood City
344010,2,WE,OP,County San Mateo
344011,2,SE,NS,County San Mateo
344012,2,NE,FS,County San Mateo
344013,2,NW,NS,Redwood City
344016,2,NE,FS,Redwood City
344017,2,NE,FS,Redwood City
344018,2,SW,NS,County San Mateo
344019,2,NE,FS,Redwood City
344020,2,NE,FS,Redwood City
344023,2,NE,FS,Redwood City
344024,2,NW,NS,Redwood City
344025,2,NE,FS,Redwood City
344026,2,NE,FS,Redwood City
344027,2,SE,NS,Redwood City
344028,2,SE,FS,North Fair Oaks
344030,2,SE,FS,North Fair Oaks
344031,2,NE,NS,Redwood City
344032,2,SW,FS,North Fair Oaks
344035,2,SW,NS,North Fair Oaks
344036,2,WE,AT,Menlo Park
344057,2,SO,AT,County San Mateo
344060,2,SW,NS,Redwood City
344069,2,SW,FS,Redwood City
344070,2,NE,FS,Redwood City
344072,2,SW,FS,Redwood City
344074,2,SE,NS,Redwood City
344075,2,SW,FS,Redwood City
344079,2,SW,FS,Redwood City
344080,2,EA,OP,Redwood City
344082,2,SW,FS,Redwood City
344083,2,EA,OP,Redwood City
344084,2,SW,FS,Redwood City
344085,2,NE,FS,Redwood City
344086,2,SW,FS,Redwood City
344087,2,NE,FS,Redwood City
344090,2,NW,NS,Redwood City
344091,2,NW,NS,Redwood City
344094,2,SE,NS,Redwood City
344095,2,SE,NS,Redwood City
344097,2,NW,FS,Redwood City
344098,2,SE,NS,North Fair Oaks
344099,2,NW,NS,North Fair Oaks
344100,2,NE,FS,North Fair Oaks
344102,2,NW,FS,Redwood City
344103,2,SW,NS,Redwood City
344104,2,SE,FS,Redwood City
344105,2,SE,FS,Redwood City
344106,2,NW,FS,Redwood City
344107,2,NW,FS,Redwood City
344108,2,SW,NS,Redwood City
344109,2,NW,FS,Redwood City
344110,2,NW,FS,Redwood City
344111,2,SW,NS,Redwood City
344112,2,SE,FS,Redwood City
344113,2,NW,FS,Redwood City
344114,2,SE,FS,Redwood City
344115,2,NE,NS,Redwood City
344117,2,NW,FS,Redwood City
344118,2,SE,FS,Redwood City
344120,2,NW,FS,Redwood City
344121,2,SW,NS,Redwood City
344122,2,NW,,Redwood City
344123,2,SE,FS,Redwood City
344135,2,SE,NS,Redwood City
344136,2,NW,NS,Redwood City
344137,2,NE,FS,Redwood City
344139,2,NE,NS,North Fair Oaks
344141,2,SW,NS,Redwood City
344143,2,NE,NS,Redwood City
344145,2,NW,FS,Redwood City
344146,2,NE,NS,Redwood City
344148,2,NE,NS,Redwood City
344149,2,SW,NS,Redwood City
344150,2,NE,NS,Redwood City
344151,2,NW,FS,Redwood City
344153,2,SW,NS,Redwood City
344160,2,SE,NS,Redwood City
344164,2,NW,FS,Redwood City
344165,2,SE,FS,Redwood City
344168,2,NE,NS,Redwood City
344169,2,SE,FS,Redwood City
344170,2,SE,FS,Redwood City
344191,2,SE,NS,North Fair Oaks
344192,2,SW,FS,North Fair Oaks
344193,2,NE,FS,North Fair Oaks
344194,2,SE,NS,North Fair Oaks
344195,2,SW,FS,Redwood City
344196,2,NE,FS,Redwood City
344197,2,SW,FS,Redwood City
344198,2,SW,FS,Redwood City
344199,2,NE,FS,Redwood City
344200,2,NE,FS,Redwood City
344201,2,SW,FS,Redwood City
344203,2,SE,NS,North Fair Oaks
344204,2,SW,FS,North Fair Oaks
344205,2,SW,FS,North Fair Oaks
344206,2,SW,FS,North Fair Oaks
344207,2,SE,NS,Redwood City
344208,2,SE,NS,Redwood City
344209,2,NW,NS,Redwood City
344211,2,SO,AT,Atherton
344231,2,SE,FS,Redwood City
344232,2,SE,FS,Redwood City
344233,2,SW,NS,Redwood City
344234,2,SW,NS,Redwood City
344235,2,SW,NS,Redwood City
344237,2,SW,NS,Redwood City
344239,2,SE,FS,Redwood City
344241,2,SE,FS,Redwood City
344242,2,SW,NS,Redwood City
344244,2,SE,NS,County San Mateo
344416,2,SW,NS,Redwood City
344418,2,SE,FS,Redwood City
344419,2,SE,FS,Redwood City
344420,2,SW,NS,Redwood City
344434,2,SW,NS,Redwood City
344438,2,NE,NS,Redwood City
344439,2,NW,FS,Redwood City
344440,2,NE,NS,Redwood City
344441,2,NE,FS,Redwood City
344443,2,SE,FS,Redwood City
344444,2,SW,NS,Redwood City
344445,2,SW,NS,Redwood City
344446,2,SE,FS,Redwood City
344447,2,SW,NS,Redwood City
344448,2,SW,NS,Redwood City
344449,2,SE,FS,Redwood City
344450,2,NW,FS,Redwood City
344451,2,NW,FS,Redwood City
344452,2,NE,NS,Redwood City
344453,2,NE,NS,Redwood City
344454,2,NW,FS,Redwood City
344455,2,NW,FS,Redwood City
344457,2,NE,NS,Redwood City
344459,2,NW,FS,Redwood City
344461,2,SW,FS,North Fair Oaks
344462,2,SW,FS,North Fair Oaks
344463,2,SW,FS,North Fair Oaks
344464,2,SW,NS,North Fair Oaks
344465,2,NW,FS,Redwood City
344466,2,SE,NS,North Fair Oaks
344470,2,SE,FS,Redwood City
344472,2,SW,NS,Redwood City
344473,2,SE,FS,Redwood City
344474,2,SE,FS,Redwood City
344475,2,SW,NS,Redwood City
344486,2,SE,NS,Redwood City
344489,2,NW,FS,Redwood City
344491,2,SE,FS,Redwood City
344492,2,NW,FS,County San Mateo
344494,2,NW,FS,Redwood City
344495,2,NE,NS,Redwood City
344497,2,NE,NS,Redwood City
344498,2,EA,AT,Redwood City
344499,2,EA,AT,Redwood City
344500,2,EA,AT,Redwood City
344501,2,EA,AT,County San Mateo
344502,2,NE,NS,County San Mateo
344503,2,EA,AT,Menlo Park
344504,2,SE,NS,Menlo Park
344505,2,SE,NS,Menlo Park
344513,2,EA,AT,Redwood City
344601,2,NW,FS,Redwood City
344606,2,SE,FS,North Fair Oaks
344607,2,SE,FS,Redwood City
344608,2,NW,FS,Redwood City
344609,2,NE,NS,Redwood City
344610,2,NW,FS,Redwood City
344612,2,NW,FS,Redwood City
344613,2,NW,FS,Redwood City
344614,2,NW,FS,Redwood City
344621,2,SW,NS,Redwood City
344624,2,SW,NS,Redwood City
344631,2,WE,AT,Redwood City
344633,2,WE,AT,Redwood City
344636,2,WE,AT,Redwood City
344637,2,WE,AT,Redwood City
344641,2,NW,NS,Redwood City
344643,2,SE,FS,Redwood City
344644,2,NE,NS,Redwood City
344645,2,NW,FS,Redwood City
344646,2,SE,FS,County San Mateo
344648,2,SE,NS,Redwood City
344653,2,NE,FS,Redwood City
344654,2,NW,FS,Redwood City
344655,2,NW,NS,Redwood City
344900,2,SE,NS,North Fair Oaks
344901,2,SE,NS,North Fair Oaks
345001,2,NE,FS,Atherton
345002,2,NW,NS,Atherton
345003,2,SW,FS,Atherton
345004,2,NW,NS,County San Mateo
345005,2,NE,FS,Atherton
345006,2,EA,OP,Atherton
345008,2,SW,NS,Atherton
345009,2,SE,FS,Atherton
345010,2,SE,FS,Atherton
345012,2,EA,OP,Atherton
345013,2,SW,FS,Atherton
345016,2,SW,FS,Atherton
345017,2,NW,NS,Atherton
345022,2,SE,NS,Menlo Park
345023,2,SW,FS,Atherton
345024,2,SE,FS,Atherton
345025,2,NE,FS,Atherton
345026,2,NW,NS,Atherton
345027,2,NE,FS,Atherton
345028,2,SW,FS,Atherton
345030,2,NE,FS,Atherton
345031,2,NE,NS,Atherton
345034,2,NE,NS,Atherton
345035,2,NW,FS,Atherton
345037,2,NW,FS,Atherton
345400,2,SW,FS,Atherton
345600,2,SW,FS,Atherton
345601,2,SW,NS,Atherton
345900,2,SE,NS,North Fair Oaks
345901,2,NW,NS,North Fair Oaks
345902,2,SW,NS,North Fair Oaks
346001,2,SW,FS,West Menlo Park
346002,2,SW,FS,West Menlo Park
346003,2,NE,FS,West Menlo Park
346004,2,SW,FS,West Menlo Park
346008,2,NW,NS,West Menlo Park
346009,2,SW,FS,West Menlo Park
346010,2,NE,FS,West Menlo Park
346011,2,NW,NS,Atherton
346012,2,SW,NS,Menlo Park
346013,2,SW,NS,West Menlo Park
346014,2,NE,NS,West Menlo Park
346015,2,SE,FS,Menlo Park
346016,2,SW,NS,Menlo Park
346017,2,NW,FS,West Menlo Park
346022,2,SE,FS,County San Mateo
346023,2,NW,FS,Menlo Park
346024,2,NW,FS,Menlo Park
346025,2,NW,FS,Menlo Park
346026,2,NW,FS,Menlo Park
346027,2,NW,FS,Menlo Park
346028,2,SW,NS,Menlo Park
346029,2,NW,FS,Menlo Park
346030,2,NE,NS,Menlo Park
346031,2,NW,FS,Menlo Park
346034,2,NE,FS,County San Mateo
346035,2,SW,FS,County San Mateo
346036,2,NE,FS,Menlo Park
346037,2,NW,NS,Menlo Park
346038,2,NE,FS,Menlo Park
346039,2,SW,FS,Menlo Park
