route_id,service_id,trip_headsign,trip_id,direction_id,block_id,shape_id
2,2_merged_422181208,BART Concord,21002017,1,,
2,2_merged_422181208,BART Concord,21002014,1,,
35,2_merged_422181220,Airport Plaza,42245923,0,,38420
17,12_merged_422181217,,42148910,1,,38342
36,1_merged_422181218,Mitchell Park and Ride,42247213,1,,38423
36,2_merged_422181220,Mitchell Park and Ride,42247214,1,,38423
36,3_merged_422181219,Mitchell Park and Ride,42247215,1,,38423
34,1_merged_422181206,BART Walnut Creek via BART Pleasant Hill,340001022,0,,
34,1_merged_422181206,BART Walnut Creek via BART Pleasant Hill,340001025,0,,
34,1_merged_422181206,BART Walnut Creek via BART Pleasant Hill,340001028,0,,
30,3_merged_422181219,Broadway Plaza,42197823,0,,38371
30,2_merged_422181220,Broadway Plaza,42197822,0,,38371
30,1_merged_422181218,Broadway Plaza,42197821,0,,38371
34,3_merged_422181219,BART Walnut Creek via BART Pleasant Hill,42242936,0,,38417
34,1_merged_422181218,BART Walnut Creek via BART Pleasant Hill,42242934,0,,38417
34,2_merged_422181220,BART Walnut Creek via BART Pleasant Hill,42242935,0,,38417
41,1_merged_422181206,Martinez AMTRAK,411001031,1,,
31,2_merged_422181208,BART Walnut Creek,311002029,1,,
33,2_merged_422181220,Shadelands,42238380,0,,38415
41,1_merged_422181206,Martinez AMTRAK,411001034,1,,
41,1_merged_422181206,Martinez AMTRAK,411001037,1,,
31,2_merged_422181208,BART Walnut Creek,311002020,1,,
26,5_merged_422181221,Diablo Valley College via Diamond Blvd,4218473,1,,38362
31,2_merged_422181208,BART Walnut Creek,311002023,1,,
31,2_merged_422181208,BART Walnut Creek,311002026,1,,
19,3_merged_422181207,Martinez Shuttle,190003018,0,,
19,3_merged_422181207,Martinez Shuttle,190003012,0,,
19,3_merged_422181207,Martinez Shuttle,190003015,0,,
19,2_merged_422181220,Martinez Shuttle,42152123,0,,38347
19,1_merged_422181218,Martinez Shuttle,42152122,0,,38347
30,5_merged_422181209,Broadway Plaza,300005046,0,,
33,1_merged_422181218,BART Pleasant Hill,42239113,1,,38416
32,1_merged_422181206,BART Orinda via Saint Mary's College,321001029,1,,
30,4_merged_422181222,Broadway Plaza,42207019,0,,38371
32,1_merged_422181206,BART Orinda via Orinda Village,321001024,1,,
4,2_merged_422181220,BART Pleasant Hill,42106235,0,,38314
3,1_merged_422181206,BART Concord,30001007,0,,
3,1_merged_422181206,BART Concord,30001004,0,,
3,1_merged_422181206,BART Concord,30001001,0,,
34,3_merged_422181207,Diablo Valley College via BART Pleasant Hill,341003006,1,,
21,5_merged_422181221,Kirker Pass,42163023,1,,38352
9,2_merged_422181208,Martinez AMTRAK,91002017,1,,
9,2_merged_422181208,Martinez AMTRAK,91002014,1,,
8,3_merged_422181219,Martinez AMTRAK,42121912,1,,38324
25,5_merged_422181221,BART Pleasant Hill via AMTRAK,4218042,1,,38360
9,2_merged_422181208,Martinez AMTRAK,91002011,1,,
8,2_merged_422181220,Martinez AMTRAK,42121911,1,,38324
2,1_merged_422181206,Kirker Pass via Clayton Rd and Ayers,20001112,0,,
7,2_merged_422181220,BART North Concord via John Muir Medical Center,4211755,0,,38321
29,3_merged_422181207,BART Dublin via San Ramon Valley Blvd,290003006,0,,
2,1_merged_422181206,Kirker Pass via Clayton Rd and Ayers,20001115,0,,
41,1_merged_422181206,Martinez AMTRAK,411001010,1,,
29,3_merged_422181219,BART Dublin via San Ramon Valley Blvd,42195536,0,,38369
29,2_merged_422181220,BART Dublin via San Ramon Valley Blvd,42195535,0,,38369
29,1_merged_422181218,BART Dublin via San Ramon Valley Blvd,42195534,0,,38369
31,3_merged_422181207,BART Walnut Creek,311003081,1,,
29,3_merged_422181219,BART Dublin via San Ramon Valley Blvd,42194918,0,,38369
31,3_merged_422181207,BART Walnut Creek,311003084,1,,
2,1_merged_422181218,Clayton,42095325,0,,38308
29,2_merged_422181220,BART Dublin via San Ramon Valley Blvd,42194917,0,,38369
2,3_merged_422181219,Clayton,42095327,0,,38308
2,2_merged_422181220,Clayton,42095326,0,,38308
42,1_merged_422181206,,420001013,0,,
41,1_merged_422181206,Martinez AMTRAK,411001019,1,,
32,2_merged_422181220,BART Orinda via Orinda Village,42227438,1,,38377
32,3_merged_422181219,BART Orinda via Orinda Village,42227439,1,,38377
3,2_merged_422181220,BART Concord,42103220,0,,38312
3,3_merged_422181219,BART Concord,42103221,0,,38312
39,3_merged_422181219,BART Walnut Creek,42255884,1,,38433
39,1_merged_422181218,BART Walnut Creek,42255882,1,,38433
39,2_merged_422181220,BART Walnut Creek,42255883,1,,38433
30,2_merged_422181208,Broadway Plaza,300002066,0,,
31,3_merged_422181207,Creekside,310003075,0,,
30,2_merged_422181208,Broadway Plaza,300002061,0,,
23,5_merged_422181221,BART Concord,42173316,1,,38356
40,3_merged_422181219,BART Dublin,42257024,0,,38436
40,1_merged_422181218,BART Dublin,42257022,0,,38436
40,2_merged_422181220,BART Dublin,42257023,0,,38436
6,1_merged_422181218,AMTRAK via Downtown Pleasant Hill,42113937,0,,38318
6,3_merged_422181219,AMTRAK via Downtown Pleasant Hill,42113939,0,,38318
6,2_merged_422181220,AMTRAK via Downtown Pleasant Hill,42113938,0,,38318
29,1_merged_422181206,San Ramon Transit Center via San Ramon Valley Blvd,291001007,1,,
29,1_merged_422181206,San Ramon Transit Center via San Ramon Valley Blvd,291001004,1,,
32,1_merged_422181218,BART Lafayette via Saint Mary's College,4222397,0,,38375
29,1_merged_422181206,San Ramon Transit Center via San Ramon Valley Blvd,291001001,1,,
2,2_merged_422181220,BART Concord,42100765,1,,38310
30,5_merged_422181209,BART Walnut Creek,301005133,1,,
13,1_merged_422181206,San Ramon Transit Center,130001073,0,,
13,1_merged_422181206,San Ramon Transit Center,130001070,0,,
12,2_merged_422181220,BART Concord,421300119,0,,38331
12,1_merged_422181218,BART Concord,421300118,0,,38331
20,5_merged_422181221,Rossmoor via BART Walnut Creek,4215434,0,,38348
31,1_merged_422181218,BART Walnut Creek,42222243,1,,38374
31,2_merged_422181220,BART Walnut Creek,42222244,1,,38374
31,3_merged_422181219,BART Walnut Creek,42222245,1,,38374
38,2_merged_422181220,BART Walnut Creek via Danville Park and Ride,42250520,1,,38429
15,4_merged_422181222,,42142514,0,,38337
38,3_merged_422181219,BART Walnut Creek via Danville Park and Ride,42250521,1,,38429
12,3_merged_422181207,Diablo Valley College,121003024,1,,
12,3_merged_422181207,Diablo Valley College,121003027,1,,
12,3_merged_422181207,Diablo Valley College,121003021,1,,
2,1_merged_422181206,BART Concord,21001046,1,,
2,1_merged_422181206,BART Concord,21001049,1,,
38,3_merged_422181219,San Ramon Transit Center via Danville Park and Ride,4224936,0,,38428
38,2_merged_422181220,San Ramon Transit Center via Danville Park and Ride,4224935,0,,38428
38,1_merged_422181218,San Ramon Transit Center via Danville Park and Ride,4224934,0,,38428
16,11_merged_422181215,,42144911,0,,38339
31,1_merged_422181218,Creekside,42219649,0,,38373
39,1_merged_422181218,BART Walnut Creek,42256613,1,,38435
33,3_merged_422181207,Shadelands,330003078,0,,
39,2_merged_422181220,BART Walnut Creek,42256614,1,,38435
39,3_merged_422181219,BART Walnut Creek,42256615,1,,38435
37,2_merged_422181208,Hillcrest Park and Ride,371002017,1,,
33,3_merged_422181207,Shadelands,330003072,0,,
37,2_merged_422181208,Hillcrest Park and Ride,371002014,1,,
33,3_merged_422181207,Shadelands,330003075,0,,
4,3_merged_422181219,BART Concord,42108027,1,,38315
4,2_merged_422181220,BART Concord,42108026,1,,38315
4,1_merged_422181218,BART Concord,42108025,1,,38315
23,4_merged_422181222,Diablo Valley College via Monument,42167918,0,,38355
41,3_merged_422181219,Martinez AMTRAK,42261333,1,,38443
30,5_merged_422181221,BART Walnut Creek,42216161,1,,38372
32,2_merged_422181208,BART Orinda via Saint Mary's College,321002011,1,,
32,2_merged_422181208,BART Orinda via Saint Mary's College,321002014,1,,
32,2_merged_422181208,BART Orinda via Saint Mary's College,321002017,1,,
37,2_merged_422181208,BART Walnut Creek,370002017,0,,
37,2_merged_422181208,BART Walnut Creek,370002014,0,,
37,2_merged_422181208,BART Walnut Creek,370002011,0,,
31,2_merged_422181208,Creekside,310002032,0,,
31,2_merged_422181208,Creekside,310002035,0,,
31,2_merged_422181208,Creekside,310002038,0,,
5,1_merged_422181218,BART Concord via BART Pleasant Hill,42110625,0,,38316
5,2_merged_422181220,BART Concord via BART Pleasant Hill,42110626,0,,38316
5,3_merged_422181219,BART Concord via BART Pleasant Hill,42110627,0,,38316
9,3_merged_422181207,Martinez AMTRAK,91003006,1,,
9,3_merged_422181207,Martinez AMTRAK,91003003,1,,
9,3_merged_422181207,Martinez AMTRAK,91003009,1,,
30,4_merged_422181210,Broadway Plaza,300004051,0,,
30,4_merged_422181210,Broadway Plaza,300004055,0,,
12,2_merged_422181208,Diablo Valley College,121002089,1,,
30,4_merged_422181222,BART Walnut Creek,422123168,1,,38372
2,2_merged_422181208,Clayton,20002029,0,,
2,2_merged_422181208,Clayton,20002026,0,,
21,4_merged_422181222,BART Concord,42156832,0,,38351
12,2_merged_422181208,Diablo Valley College,121002086,1,,
2,2_merged_422181208,Clayton,20002023,0,,
12,2_merged_422181208,Diablo Valley College,121002083,1,,
41,3_merged_422181207,Martinez AMTRAK,411003006,1,,
30,2_merged_422181208,BART Walnut Creek,301002107,1,,
30,2_merged_422181208,BART Walnut Creek,301002102,1,,
7,2_merged_422181220,BART Concord via John Muir Medical Center,4211928,1,,38322
7,3_merged_422181219,BART Concord via John Muir Medical Center,4211929,1,,38322
29,1_merged_422181218,BART Dublin via San Ramon Valley Blvd,42195328,0,,38369
28,3_merged_422181219,BART Dublin via Bollinger Canyon,42191354,0,,38366
28,2_merged_422181220,BART Dublin via Bollinger Canyon,42191353,0,,38366
28,1_merged_422181218,BART Dublin via Bollinger Canyon,42191352,0,,38366
5,2_merged_422181208,BART Concord via BART Pleasant Hill,50002038,0,,
5,2_merged_422181208,BART Concord via BART Pleasant Hill,50002035,0,,
5,2_merged_422181208,BART Concord via BART Pleasant Hill,50002032,0,,
39,1_merged_422181218,San Ramon Transit Center,42253249,0,,38431
30,1_merged_422181218,Broadway Plaza,42199388,0,,38371
30,2_merged_422181220,Broadway Plaza,42199389,0,,38371
30,3_merged_422181219,BART Walnut Creek,422049121,1,,38372
31,1_merged_422181206,Creekside,310001079,0,,
31,1_merged_422181206,Creekside,310001073,0,,
31,1_merged_422181206,Creekside,310001070,0,,
31,1_merged_422181206,Creekside,310001076,0,,
39,1_merged_422181218,San Ramon Transit Center,42251734,0,,38430
39,2_merged_422181220,San Ramon Transit Center,42251735,0,,38430
39,3_merged_422181219,San Ramon Transit Center,42251736,0,,38430
28,2_merged_422181208,San Ramon via Bollinger Canyon,281002038,1,,
28,2_merged_422181208,San Ramon Transit Center via Windemere Parkway,281002032,1,,
28,2_merged_422181208,San Ramon Transit Center via Windemere Parkway,281002035,1,,
12,3_merged_422181219,Diablo Valley College,421335102,1,,38332
12,1_merged_422181218,Diablo Valley College,421335100,1,,38332
12,2_merged_422181220,Diablo Valley College,421335101,1,,38332
40,3_merged_422181219,San Ramon Transit Center,42258415,1,,38439
40,1_merged_422181218,San Ramon Transit Center,42258413,1,,38439
30,4_merged_422181222,BART Walnut Creek,422120151,1,,38372
30,1_merged_422181206,BART Walnut Creek,301001129,1,,
9,3_merged_422181219,Martinez AMTRAK,42123812,1,,38326
33,1_merged_422181218,Shadelands,42237349,0,,38415
8,2_merged_422181220,BART Pleasant Hill,42121129,0,,38323
8,1_merged_422181218,BART Pleasant Hill,42121128,0,,38323
30,1_merged_422181206,BART Walnut Creek,301001124,1,,
10,3_merged_422181207,BART Walnut Creek via Marchbanks,101003018,1,,
10,3_merged_422181207,BART Walnut Creek via Marchbanks,101003015,1,,
10,3_merged_422181207,BART Walnut Creek via Marchbanks,101003012,1,,
21,4_merged_422181222,BART Concord,42155913,0,,38351
30,3_merged_422181219,Broadway Plaza,42198031,0,,38371
30,2_merged_422181220,Broadway Plaza,42198030,0,,38371
26,5_merged_422181221,BART Concord via Diamond Blvd,42184514,0,,38361
28,2_merged_422181220,San Ramon via Bollinger Canyon,42193050,1,,38368
28,3_merged_422181219,San Ramon via Bollinger Canyon,42193051,1,,38368
33,1_merged_422181218,BART Pleasant Hill,42240761,1,,38416
33,3_merged_422181219,BART Pleasant Hill,42240763,1,,38416
33,2_merged_422181220,BART Pleasant Hill,42240762,1,,38416
4,2_merged_422181220,BART Concord,42108232,1,,38315
4,3_merged_422181219,BART Concord,42108233,1,,38315
32,3_merged_422181219,BART Orinda via Saint Mary's College,42226558,1,,38376
4,1_merged_422181218,BART Concord,42108231,1,,38315
25,5_merged_422181221,BART Pleasant Hill via AMTRAK,4217997,1,,38360
32,2_merged_422181220,BART Orinda via Saint Mary's College,42226557,1,,38376
31,2_merged_422181220,Creekside,42219341,0,,38373
31,1_merged_422181218,Creekside,42219340,0,,38373
31,3_merged_422181219,Creekside,42219342,0,,38373
12,3_merged_422181219,BART Concord,42128463,0,,38331
11,2_merged_422181220,BART Walnut Creek,4212642,1,,38330
11,3_merged_422181219,BART Walnut Creek,4212643,1,,38330
12,1_merged_422181218,Diablo Valley College,421336103,1,,38332
15,5_merged_422181221,,4214428,1,,38338
12,2_merged_422181220,Diablo Valley College,421336104,1,,38332
30,2_merged_422181220,BART Walnut Creek,42203663,1,,38372
30,1_merged_422181218,BART Walnut Creek,42203662,1,,38372
30,3_merged_422181219,BART Walnut Creek,42203664,1,,38372
2,3_merged_422181219,BART Concord,42100339,1,,38310
2,2_merged_422181220,BART Concord,42100338,1,,38310
2,1_merged_422181218,BART Concord,42100337,1,,38310
30,5_merged_422181221,Broadway Plaza,422142118,0,,38371
4,1_merged_422181218,BART Pleasant Hill,42106955,0,,38314
30,4_merged_422181222,BART Walnut Creek,422121158,1,,38372
4,3_merged_422181219,BART Pleasant Hill,42106957,0,,38314
4,2_merged_422181220,BART Pleasant Hill,42106956,0,,38314
8,2_merged_422181208,Martinez AMTRAK,81002002,1,,
8,2_merged_422181208,Martinez AMTRAK,81002005,1,,
33,1_merged_422181206,Shadelands,330001016,0,,
8,2_merged_422181208,Martinez AMTRAK,81002008,1,,
33,1_merged_422181206,Shadelands,330001013,0,,
33,1_merged_422181206,Shadelands,330001010,0,,
34,2_merged_422181220,BART Walnut Creek via BART Pleasant Hill,42242626,0,,38417
34,3_merged_422181219,BART Walnut Creek via BART Pleasant Hill,42242627,0,,38417
34,1_merged_422181218,BART Walnut Creek via BART Pleasant Hill,42242625,0,,38417
30,3_merged_422181219,Broadway Plaza,422012175,0,,38371
28,1_merged_422181218,San Ramon via Bollinger Canyon,42192516,1,,38368
21,4_merged_422181222,BART Concord,42156628,0,,38351
41,1_merged_422181218,BART Walnut Creek,42259422,0,,38442
41,2_merged_422181220,BART Walnut Creek,42259423,0,,38442
41,3_merged_422181219,BART Walnut Creek,42259424,0,,38442
31,3_merged_422181219,BART Walnut Creek,42222657,1,,38374
31,2_merged_422181220,BART Walnut Creek,42222656,1,,38374
42,1_merged_422181206,,421001001,1,,
42,1_merged_422181206,,421001004,1,,
42,1_merged_422181206,,421001007,1,,
30,4_merged_422181210,BART Walnut Creek,301004020,1,,
24,5_merged_422181221,Clayton/Treat,4217697,1,,38358
41,1_merged_422181206,Martinez AMTRAK,411001016,1,,
41,1_merged_422181206,Martinez AMTRAK,411001013,1,,
41,3_merged_422181207,BART Walnut Creek,410003039,0,,
41,3_merged_422181207,BART Walnut Creek,410003036,0,,
31,2_merged_422181208,BART Walnut Creek,311002047,1,,
31,2_merged_422181208,BART Walnut Creek,311002044,1,,
41,3_merged_422181207,BART Walnut Creek,410003033,0,,
41,3_merged_422181207,BART Walnut Creek,410003030,0,,
31,2_merged_422181208,BART Walnut Creek,311002041,1,,
19,3_merged_422181207,Martinez Shuttle,190003039,0,,
19,3_merged_422181207,Martinez Shuttle,190003036,0,,
19,3_merged_422181207,Martinez Shuttle,190003033,0,,
19,3_merged_422181207,Martinez Shuttle,190003030,0,,
11,3_merged_422181207,BART Walnut Creek,111003012,1,,
23,5_merged_422181221,Diablo Valley College via Monument,42171925,0,,38355
30,5_merged_422181221,Broadway Plaza,422150164,0,,38371
30,5_merged_422181209,Broadway Plaza,300005063,0,,
41,2_merged_422181220,Martinez AMTRAK,42261332,1,,38443
41,1_merged_422181218,Martinez AMTRAK,42261331,1,,38443
30,5_merged_422181221,BART Walnut Creek,42216691,1,,38372
30,5_merged_422181209,Broadway Plaza,300005069,0,,
26,4_merged_422181210,Diablo Valley College via Diamond Blvd,261004026,1,,
8,3_merged_422181219,Martinez AMTRAK,42122118,1,,38324
26,4_merged_422181210,Diablo Valley College via Diamond Blvd,261004022,1,,
26,4_merged_422181210,Diablo Valley College via Diamond Blvd,261004023,1,,
8,2_merged_422181220,Martinez AMTRAK,42122117,1,,38324
8,1_merged_422181218,Martinez AMTRAK,42122116,1,,38324
39,2_merged_422181220,San Ramon Transit Center,42252786,0,,38431
28,2_merged_422181220,San Ramon via Bollinger Canyon,42192311,1,,38368
32,1_merged_422181206,BART Orinda via Saint Mary's College,321001045,1,,
32,1_merged_422181206,BART Orinda via Orinda Village,321001040,1,,
39,1_merged_422181218,Bishop Ranch,42254737,1,,38434
39,3_merged_422181219,Bishop Ranch,42254739,1,,38434
39,2_merged_422181220,Bishop Ranch,42254738,1,,38434
39,3_merged_422181219,San Ramon Transit Center,42252787,0,,38431
30,3_merged_422181219,Broadway Plaza,42198554,0,,38371
30,1_merged_422181218,Broadway Plaza,42198552,0,,38371
30,2_merged_422181220,Broadway Plaza,42198553,0,,38371
36,2_merged_422181220,ACE Train Station,4224685,0,,38421
36,1_merged_422181218,ACE Train Station,4224684,0,,38421
36,3_merged_422181219,ACE Train Station,4224686,0,,38421
23,5_merged_422181221,BART Concord,4217432,1,,38356
13,2_merged_422181220,San Ramon Transit Center,42136062,0,,38333
13,3_merged_422181219,San Ramon Transit Center,42136063,0,,38333
13,1_merged_422181218,San Ramon Transit Center,42136061,0,,38333
2,3_merged_422181219,BART Concord,42099127,1,,38310
2,2_merged_422181220,BART Concord,42099126,1,,38310
2,1_merged_422181218,BART Concord,42099125,1,,38310
28,3_merged_422181219,San Ramon via Bollinger Canyon,42192621,1,,38368
2,1_merged_422181218,Clayton,42097855,0,,38308
2,3_merged_422181219,Clayton,42097857,0,,38308
2,2_merged_422181220,Clayton,42097856,0,,38308
30,2_merged_422181208,Broadway Plaza,300002048,0,,
3,2_merged_422181220,BART Concord,42103426,0,,38312
30,2_merged_422181208,Broadway Plaza,300002040,0,,
30,2_merged_422181208,Broadway Plaza,300002043,0,,
32,5_merged_422181221,BART Lafayette via Saint Mary's College,42228926,0,,38375
34,1_merged_422181206,Diablo Valley College via BART Pleasant Hill,341001031,1,,
29,1_merged_422181206,San Ramon Transit Center via San Ramon Valley Blvd,291001025,1,,
34,1_merged_422181206,Diablo Valley College via BART Pleasant Hill,341001034,1,,
34,1_merged_422181206,Diablo Valley College via BART Pleasant Hill,341001037,1,,
33,1_merged_422181218,BART Pleasant Hill,42241379,1,,38416
34,3_merged_422181207,BART Walnut Creek via BART Pleasant Hill,340003051,0,,
29,1_merged_422181206,San Ramon Transit Center via San Ramon Valley Blvd,291001028,1,,
28,1_merged_422181218,BART Dublin via Windemere Pkwy,42190940,0,,38365
34,3_merged_422181207,BART Walnut Creek via BART Pleasant Hill,340003057,0,,
30,4_merged_422181222,BART Walnut Creek,42210033,1,,38372
2,3_merged_422181219,BART Concord,42098612,1,,38310
2,1_merged_422181218,BART Concord,42098610,1,,38310
2,2_merged_422181220,BART Concord,42098611,1,,38310
21,5_merged_422181221,BART Concord,42160110,0,,38351
32,2_merged_422181220,BART Orinda via Saint Mary's College,42226765,1,,38376
32,1_merged_422181218,BART Orinda via Saint Mary's College,42226764,1,,38376
32,3_merged_422181219,BART Orinda via Saint Mary's College,42226766,1,,38376
38,1_merged_422181218,BART Walnut Creek via Danville Park and Ride,42250010,1,,38429
17,12_merged_422181217,,4214852,1,,38342
30,5_merged_422181209,BART Walnut Creek,301005150,1,,
2,1_merged_422181218,BART Concord,42101234,1,,38310
12,1_merged_422181218,BART Concord,421294100,0,,38331
12,2_merged_422181220,BART Concord,421294101,0,,38331
12,3_merged_422181219,BART Concord,421294102,0,,38331
30,5_merged_422181209,BART Walnut Creek,301005159,1,,
32,3_merged_422181207,BART Lafayette via Saint Mary's College,320003012,0,,
32,1_merged_422181218,BART Orinda via Orinda Village,42227019,1,,38377
32,3_merged_422181207,BART Lafayette via Saint Mary's College,320003015,0,,
32,3_merged_422181207,BART Lafayette via Saint Mary's College,320003018,0,,
7,3_merged_422181219,BART Concord via John Muir Medical Center,42119312,1,,38322
20,5_merged_422181221,Rossmoor via BART Walnut Creek,4215458,0,,38348
30,1_merged_422181218,BART Walnut Creek,42203870,1,,38372
30,2_merged_422181220,BART Walnut Creek,42203871,1,,38372
31,3_merged_422181219,Creekside,42219651,0,,38373
17,12_merged_422181217,,42147012,0,,38341
39,1_merged_422181218,San Ramon Transit Center,42251422,0,,38430
2,1_merged_422181206,BART Concord,21001067,1,,
2,1_merged_422181206,BART Concord,21001064,1,,
2,1_merged_422181206,BART Concord,21001061,1,,
10,2_merged_422181220,John Muir Medical Center,42124614,0,,38327
10,3_merged_422181219,John Muir Medical Center,42124615,0,,38327
10,1_merged_422181218,John Muir Medical Center,42124613,0,,38327
32,3_merged_422181207,BART Orinda via Saint Mary's College,321003031,1,,
12,3_merged_422181207,BART Concord,120003114,0,,
12,3_merged_422181207,BART Concord,120003117,0,,
12,3_merged_422181207,BART Concord,120003111,0,,
32,3_merged_422181207,BART Orinda via Saint Mary's College,321003036,1,,
32,3_merged_422181207,BART Orinda via Orinda Village,321003039,1,,
8,1_merged_422181206,Martinez AMTRAK,81001031,1,,
8,1_merged_422181206,Martinez AMTRAK,81001034,1,,
19,3_merged_422181219,Martinez Shuttle,42152330,0,,38347
33,3_merged_422181207,Shadelands,330003090,0,,
30,1_merged_422181218,Broadway Plaza,422015186,0,,38371
30,2_merged_422181220,Broadway Plaza,422015187,0,,38371
30,3_merged_422181219,Broadway Plaza,422015188,0,,38371
30,4_merged_422181210,BART Walnut Creek,301004151,1,,
42,2_merged_422181220,,4226218,0,,
4,1_merged_422181218,BART Concord,42107510,1,,38315
30,5_merged_422181221,BART Walnut Creek,422177159,1,,38372
30,4_merged_422181210,BART Walnut Creek,301004158,1,,
42,1_merged_422181218,,4226217,0,,
40,2_merged_422181220,San Ramon Transit Center,42258126,1,,38440
40,3_merged_422181219,San Ramon Transit Center,42258127,1,,38440
40,1_merged_422181218,San Ramon Transit Center,42258125,1,,38440
21,5_merged_422181221,Kirker Pass,42163635,1,,38352
22,4_merged_422181222,BART Concord via BART Pleasant Hill,42164913,0,,38353
32,2_merged_422181208,BART Orinda via Saint Mary's College,321002071,1,,
13,2_merged_422181220,BART Walnut Creek,42137214,1,,38334
13,3_merged_422181219,BART Walnut Creek,42137215,1,,38334
13,1_merged_422181218,BART Walnut Creek,42137213,1,,38334
31,2_merged_422181208,Creekside,310002011,0,,
31,2_merged_422181208,Creekside,310002014,0,,
31,2_merged_422181208,Creekside,310002017,0,,
11,2_merged_422181208,BART Walnut Creek,111002008,1,,
11,2_merged_422181208,BART Walnut Creek,111002005,1,,
11,2_merged_422181208,BART Walnut Creek,111002002,1,,
18,1_merged_422181206,Martinez AMTRAK via Diablo Valley College/VA Clinic,181001001,1,,
18,1_merged_422181206,Martinez AMTRAK via Diablo Valley College/VA Clinic,181001007,1,,
18,1_merged_422181206,Martinez AMTRAK via Diablo Valley College/VA Clinic,181001004,1,,
30,4_merged_422181222,Broadway Plaza,42207974,0,,38371
30,1_merged_422181206,Broadway Plaza,300001001,0,,
6,1_merged_422181218,AMTRAK via Downtown Pleasant Hill,42114658,0,,38318
30,1_merged_422181206,Broadway Plaza,300001004,0,,
30,1_merged_422181206,Broadway Plaza,300001007,0,,
30,4_merged_422181210,Broadway Plaza,300004074,0,,
2,2_merged_422181208,Clayton,20002044,0,,
2,2_merged_422181208,Clayton,20002047,0,,
2,2_merged_422181208,Clayton,20002041,0,,
33,3_merged_422181219,Shadelands,4223873,0,,38415
33,2_merged_422181220,Shadelands,4223872,0,,38415
33,1_merged_422181218,Shadelands,4223871,0,,38415
21,4_merged_422181222,Kirker Pass,42158113,1,,38352
30,4_merged_422181210,Broadway Plaza,300004104,0,,
7,2_merged_422181220,BART Concord via John Muir Medical Center,4211902,1,,38322
7,3_merged_422181219,BART Concord via John Muir Medical Center,4211903,1,,38322
7,1_merged_422181218,BART Concord via John Muir Medical Center,4211901,1,,38322
40,2_merged_422181208,San Ramon Transit Center,401002029,1,,
31,1_merged_422181218,BART Walnut Creek,42221728,1,,38374
31,2_merged_422181220,BART Walnut Creek,42221729,1,,38374
7,2_merged_422181220,BART Concord via John Muir Medical Center,42119826,1,,38322
9,3_merged_422181207,Martinez AMTRAK,91003021,1,,
5,2_merged_422181208,BART Concord via BART Pleasant Hill,50002011,0,,
5,2_merged_422181208,BART Concord via BART Pleasant Hill,50002017,0,,
5,2_merged_422181208,BART Concord via BART Pleasant Hill,50002014,0,,
12,3_merged_422181219,BART Concord,42127733,0,,38331
31,1_merged_422181218,Creekside,42220679,0,,38373
28,2_merged_422181208,San Ramon via Bollinger Canyon,281002017,1,,
2,1_merged_422181206,Clayton,20001097,0,,
2,1_merged_422181206,Clayton,20001094,0,,
28,2_merged_422181208,San Ramon via Bollinger Canyon,281002014,1,,
28,2_merged_422181208,San Ramon via Bollinger Canyon,281002011,1,,
2,1_merged_422181206,Clayton,20001091,0,,
15,6_merged_422181224,,42141410,0,,38337
30,4_merged_422181222,Broadway Plaza,422091146,0,,38371
30,3_merged_422181207,BART Walnut Creek,301003121,1,,
30,3_merged_422181207,BART Walnut Creek,301003126,1,,
3,3_merged_422181207,BART Pleasant Hill,31003006,1,,
31,1_merged_422181218,BART Walnut Creek,42223273,1,,38374
31,2_merged_422181220,BART Walnut Creek,42223274,1,,38374
31,3_merged_422181219,BART Walnut Creek,42223275,1,,38374
28,2_merged_422181208,BART Dublin via Bollinger Canyon,280002017,0,,
28,2_merged_422181208,BART Dublin via Bollinger Canyon,280002014,0,,
28,2_merged_422181208,BART Dublin via Bollinger Canyon,280002011,0,,
30,5_merged_422181221,BART Walnut Creek,422171123,1,,38372
11,3_merged_422181219,Trotter Way,4212629,0,,38329
17,12_merged_422181205,,171012010,1,,
38,2_merged_422181220,BART Walnut Creek via Danville Park and Ride,4225015,1,,38429
14,3_merged_422181219,BART Walnut Creek via Mount Diablo Blvd,42139712,0,,38335
38,1_merged_422181218,BART Walnut Creek via Danville Park and Ride,4225014,1,,38429
16,11_merged_422181215,,4214621,1,,38340
12,2_merged_422181208,Diablo Valley College,121002080,1,,
13,3_merged_422181219,BART Walnut Creek,42138042,1,,38334
29,1_merged_422181206,San Ramon Transit Center via San Ramon Valley Blvd,291001022,1,,
13,1_merged_422181218,BART Walnut Creek,42138040,1,,38334
13,2_merged_422181220,BART Walnut Creek,42138041,1,,38334
26,4_merged_422181222,BART Concord via Diamond Blvd,42181218,0,,38361
28,2_merged_422181208,BART Dublin via Bollinger Canyon,280002005,0,,
32,2_merged_422181208,BART Lafayette via Saint Mary's College,320002008,0,,
32,2_merged_422181208,BART Lafayette via Saint Mary's College,320002002,0,,
11,2_merged_422181220,BART Walnut Creek,4212668,1,,38330
11,3_merged_422181219,BART Walnut Creek,4212669,1,,38330
39,3_merged_422181219,BART Walnut Creek,42255160,1,,38433
30,1_merged_422181206,BART Walnut Creek,301001137,1,,
34,3_merged_422181207,BART Walnut Creek via BART Pleasant Hill,340003054,0,,
