shape_id,shape_pt_lon,shape_pt_lat,shape_pt_sequence,shape_dist_traveled
241e6f64-b208-4920-8371-e366f3fa76b6,-122.2634983,38.0983278,42,45622.85798830
241e6f64-b208-4920-8371-e366f3fa76b6,-122.2633696,38.0991046,43,45709.81736410
241e6f64-b208-4920-8371-e366f3fa76b6,-122.2628049,38.0996372,44,45786.94273810
241e6f64-b208-4920-8371-e366f3fa76b6,-122.2628049,38.0996372,45,45786.94273810
241e6f64-b208-4920-8371-e366f3fa76b6,-122.2628049,38.0996372,46,45786.94273810
241e6f64-b208-4920-8371-e366f3fa76b6,-122.2628049,38.0996372,47,45786.94273810
241e6f64-b208-4920-8371-e366f3fa76b6,-122.2628049,38.0996372,48,45786.94273810
241e6f64-b208-4920-8371-e366f3fa76b6,-122.2628049,38.0996372,49,45786.94273810
241e6f64-b208-4920-8371-e366f3fa76b6,-122.2628049,38.0996372,50,45786.94273810
241e6f64-b208-4920-8371-e366f3fa76b6,-122.2628049,38.0996372,51,45786.94273810
241e6f64-b208-4920-8371-e366f3fa76b6,-122.2628049,38.0996372,52,45786.94273810
241e6f64-b208-4920-8371-e366f3fa76b6,-122.2628049,38.0996372,53,45786.94273810
241e6f64-b208-4920-8371-e366f3fa76b6,-122.2628049,38.0996372,54,45786.94273810
241e6f64-b208-4920-8371-e366f3fa76b6,-122.2628049,38.0996372,55,45786.94273810
241e6f64-b208-4920-8371-e366f3fa76b6,-122.2628049,38.0996372,56,45786.94273810
241e6f64-b208-4920-8371-e366f3fa76b6,-122.2628049,38.0996372,57,45786.94273810
241e6f64-b208-4920-8371-e366f3fa76b6,-122.2625861,38.100149,58,45846.90587430
241e6f64-b208-4920-8371-e366f3fa76b6,-122.2694045,38.1012069,59,46456.38193840
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.2694045,38.1012069,1,0.00000000
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.262586,38.100149,2,609.48467100
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.2625903,38.100139,3,610.65698400
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.2625903,38.100139,4,610.65698400
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.2636485,38.0994085,5,733.90426000
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.2636485,38.0994085,6,733.90426000
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.2636485,38.0994085,7,733.90426000
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.2640347,38.0986149,8,828.28158200
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.2636485,38.097855,9,919.17756540
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.2636485,38.097855,10,919.17756540
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.2625756,38.0968249,11,1067.26647350
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.2625756,38.0968249,12,1067.26647350
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.2609234,38.0952376,13,1295.40240930
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.2609234,38.0952376,14,1295.40240930
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.2555804,38.0900869,15,2034.68564560
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.2555804,38.0900869,16,2034.68564560
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.2507524,38.0844967,17,2785.96368030
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.2456884,38.0778251,18,3649.55347290
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.2456884,38.0778251,19,3649.55347290
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.2456884,38.0778251,20,3649.55347290
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.2446156,38.0759333,21,3879.67125370
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.2446156,38.0759333,22,3879.67125370
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.2444868,38.0743117,23,4060.01988290
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.2444868,38.0743117,24,4060.01988290
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.2448087,38.0726056,25,4251.48813160
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.2454739,38.0711867,26,4419.45113320
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.2454739,38.0711867,27,4419.45113320
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.2454739,38.0711867,28,4419.45113320
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.246933,38.0690582,29,4688.17216570
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.246933,38.0690582,30,4688.17216570
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.246933,38.0690582,31,4688.17216570
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.2495508,38.0660174,32,5096.45011660
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.2495508,38.0660174,33,5096.45011660
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.2605801,38.0596482,34,6295.04865770
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.2605801,38.0596482,35,6295.04865770
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.2848701,38.053363,36,8538.11091690
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.2848701,38.053363,37,8538.11091690
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.3329353,38.0499836,38,12773.47494540
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.3329353,38.0499836,39,12773.47494540
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.3612595,38.0479559,40,15269.77090460
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.3947334,38.0424132,41,18271.77866240
317a537d-57d2-4b6a-a581-0d6f24df4b90,-122.3947334,38.0424132,42,18271.77866240
