shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
p_7488,37.797610953463,-122.394926548,1,0
p_7488,37.799170837063,-122.39179372787,2,325.7375971
p_7488,37.80052723081,-122.38825321198,3,671.99494337
p_7488,37.812631941797,-122.37808227539,4,2286.71813157
p_7488,37.826463467512,-122.38340377808,5,3891.82957006
p_7488,37.833784990619,-122.37911224365,6,4787.99871171
p_7488,37.844630356061,-122.32418060303,7,9770.88358543
p_7488,37.84964579825,-122.31817245483,8,10538.69109135
p_7488,37.857371622699,-122.3198890686,9,11409.41506497
p_7488,37.862826651362,-122.31892347336,10,12020.82291267
p_7488,37.864063294266,-122.3193526268,11,12163.18277205
p_7488,37.866333242303,-122.31939554214,12,12415.1615172
p_7488,37.867298796016,-122.31491088867,13,12824.06513492
p_7488,37.8661708079396,-122.31408506956,14,12968.8241625
p_7488,37.8646512737376,-122.313767886127,15,13139.77691237
p_7489,37.8646750999631,-122.313773519229,1,0
p_7489,37.866461256773,-122.314137436409,2,200.82203755
p_7489,37.867349614283,-122.3147714138,3,314.11062094
p_7489,37.866553457421,-122.31830120087,4,637.02646874
p_7489,37.865105107457,-122.31846213341,5,798.40702854
p_7489,37.863936242869,-122.31900930405,6,936.78999537
p_7489,37.858422001217,-122.31735706329,7,1565.86924469
p_7489,37.848358082129,-122.31555461884,8,2694.10791598
p_7489,37.838496142128,-122.3176574707,9,3804.25775013
p_7489,37.836225336874,-122.376537323,10,8993.34527467
p_7489,37.829649775187,-122.38906860352,11,10316.070193
p_7489,37.806189905626,-122.39018440247,12,12921.80504092
p_7489,37.799204747211,-122.39205121994,13,13714.34666713
p_7489,37.797661819752,-122.39488363266,14,14016.93001774
