trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint,continuous_stops,area_id,service_area_radius
t_117115_b_2537_tn_0,07:30:00,07:30:00,818733,1,,0,0,0,0,0,,
t_117115_b_2537_tn_0,07:50:00,07:50:00,818727,2,,0,0,14016.93001774,0,0,,
t_117116_b_2537_tn_0,08:00:00,08:00:00,818727,1,,0,0,0,0,0,,
t_117116_b_2537_tn_0,08:20:00,08:20:00,818733,2,,0,0,13139.77691237,0,0,,
t_117117_b_2537_tn_0,08:30:00,08:30:00,818733,1,,0,0,0,0,0,,
t_117117_b_2537_tn_0,08:50:00,08:50:00,818727,2,,0,0,14016.93001774,0,0,,
t_117118_b_2537_tn_0,09:00:00,09:00:00,818727,1,,0,0,0,0,0,,
t_117118_b_2537_tn_0,09:20:00,09:20:00,818733,2,,0,0,13139.77691237,0,0,,
t_117119_b_2537_tn_0,16:00:00,16:00:00,818733,1,,0,0,0,0,0,,
t_117119_b_2537_tn_0,16:20:00,16:20:00,818727,2,,0,0,14016.93001774,0,0,,
t_117120_b_2537_tn_0,16:30:00,16:30:00,818727,1,,0,0,0,0,0,,
t_117120_b_2537_tn_0,16:50:00,16:50:00,818733,2,,0,0,13139.77691237,0,0,,
t_117121_b_2537_tn_0,17:00:00,17:00:00,818733,1,,0,0,0,0,0,,
t_117121_b_2537_tn_0,17:20:00,17:20:00,818727,2,,0,0,14016.93001774,0,0,,
t_117122_b_2537_tn_0,17:30:00,17:30:00,818727,1,,0,0,0,0,0,,
t_117122_b_2537_tn_0,17:50:00,17:50:00,818733,2,,0,0,13139.77691237,0,0,,
t_117123_b_2537_tn_0,18:00:00,18:00:00,818733,1,,0,0,0,0,0,,
t_117123_b_2537_tn_0,18:20:00,18:20:00,818727,2,,0,0,14016.93001774,0,0,,
t_117124_b_2537_tn_0,18:30:00,18:30:00,818727,1,,0,0,0,0,0,,
t_117124_b_2537_tn_0,18:50:00,18:50:00,818733,2,,0,0,13139.77691237,0,0,,
