route_id,service_id,trip_id,trip_headsign,direction_id,direction_name,block_id,shape_id,wheelchair_accessible,trip_bikes_allowed,trip_headsign_short
395,B_SUSCHoff,12603833,"Oceanside",1,South,1,395_1_43,1,2,Oceanside
395,B_SUSCHoff,12603836,"Oceanside",1,South,1,395_1_43,1,2,Oceanside
395,B_SUSCHoff,12603838,"Oceanside",1,South,1,395_1_43,1,2,Oceanside
395,B_SUSCHoff,12603842,"Oceanside",1,South,1,395_1_43,1,2,Oceanside
395,B_WDSCHoff,12534478,"Camp San Onofre",0,North,1,395_0_42,1,2,Camp San Onofre
395,B_WDSCHoff,12534480,"Camp San Onofre",0,North,1,395_0_42,1,2,Camp San Onofre
395,B_WDSCHoff,12534323,"Camp San Onofre",0,North,1,395_0_42,1,2,Camp San Onofre
395,B_WDSCHoff,12534479,"Camp San Onofre",0,North,1,395_0_42,1,2,Camp San Onofre
395,B_WDSCHoff,12534322,"Oceanside",1,South,1,395_1_43,1,2,Oceanside
395,B_WDSCHoff,12534325,"Oceanside",1,South,1,395_1_43,1,2,Oceanside
395,B_WDSCHoff,12534326,"Oceanside",1,South,1,395_1_43,1,2,Oceanside
395,B_WDSCHoff,12534324,"Oceanside",1,South,1,395_1_43,1,2,Oceanside
395,B_SASCHoff,12603817,"Camp San Onofre",0,North,1,395_0_42,1,2,Camp San Onofre
395,B_SASCHoff,12603820,"Camp San Onofre",0,North,1,395_0_42,1,2,Camp San Onofre
395,B_SASCHoff,12603823,"Camp San Onofre",0,North,1,395_0_42,1,2,Camp San Onofre
395,B_SASCHoff,12603826,"Camp San Onofre",0,North,1,395_0_42,1,2,Camp San Onofre
395,B_SASCHoff,12603819,"Oceanside",1,South,1,395_1_43,1,2,Oceanside
395,B_SASCHoff,12603822,"Oceanside",1,South,1,395_1_43,1,2,Oceanside
395,B_SASCHoff,12603824,"Oceanside",1,South,1,395_1_43,1,2,Oceanside
395,B_SASCHoff,12603828,"Oceanside",1,South,1,395_1_43,1,2,Oceanside
301,B_SUSCHoff,12440298,"Oceanside",0,North,30103,301_0_50,1,2,Oceanside
301,B_SUSCHoff,12440317,"Oceanside",0,North,30105,301_0_51,1,2,Oceanside
301,B_SUSCHoff,12440290,"Oceanside",0,North,30102,301_0_51,1,2,Oceanside
301,B_SUSCHoff,12440326,"Oceanside",0,North,30106,301_0_50,1,2,Oceanside
301,B_SUSCHoff,12440309,"Oceanside",0,North,30107,301_0_51,1,2,Oceanside
301,B_SUSCHoff,12440343,"Oceanside",0,North,30104,301_0_51,1,2,Oceanside
301,B_SUSCHoff,12440352,"Oceanside",0,North,30109,301_0_51,1,2,Oceanside
301,B_SUSCHoff,12440335,"Oceanside",0,North,30103,301_0_51,1,2,Oceanside
301,B_SUSCHoff,12440300,"Oceanside",0,North,30108,301_0_51,1,2,Oceanside
301,B_SUSCHoff,12440328,"Oceanside",0,North,30106,301_0_51,1,2,Oceanside
301,B_SUSCHoff,12440319,"Oceanside",0,North,30105,301_0_51,1,2,Oceanside
301,B_SUSCHoff,12440292,"Oceanside",0,North,30102,301_0_51,1,2,Oceanside
301,B_SUSCHoff,12440311,"Oceanside",0,North,30107,301_0_51,1,2,Oceanside
301,B_SUSCHoff,12440345,"Oceanside",0,North,30311,301_0_51,1,2,Oceanside
301,B_SUSCHoff,12440354,"Oceanside",0,North,30104,301_0_51,1,2,Oceanside
301,B_SUSCHoff,12440361,"Oceanside",0,North,30109,301_0_51,1,2,Oceanside
301,B_SUSCHoff,12440337,"Oceanside",0,North,30103,301_0_51,1,2,Oceanside
301,B_SUSCHoff,12440302,"Oceanside",0,North,30108,301_0_51,1,2,Oceanside
301,B_SUSCHoff,12440330,"Oceanside",0,North,30111,301_0_51,1,2,Oceanside
301,B_SUSCHoff,12440321,"Oceanside",0,North,30110,301_0_51,1,2,Oceanside
301,B_SUSCHoff,12440294,"Oceanside",0,North,30102,301_0_51,1,2,Oceanside
301,B_SUSCHoff,12440313,"Oceanside",0,North,30107,301_0_51,1,2,Oceanside
301,B_SUSCHoff,12440347,"Oceanside",0,North,30101,301_0_51,1,2,Oceanside
301,B_SUSCHoff,12440356,"Oceanside",0,North,30104,301_0_51,1,2,Oceanside
301,B_SUSCHoff,12440363,"Oceanside",0,North,30109,301_0_51,1,2,Oceanside
301,B_SUSCHoff,12440339,"Oceanside",0,North,30103,301_0_51,1,2,Oceanside
301,B_SUSCHoff,12440304,"Oceanside",0,North,30108,301_0_51,1,2,Oceanside
301,B_SUSCHoff,12440323,"Oceanside",0,North,30106,301_0_51,1,2,Oceanside
301,B_SUSCHoff,12440349,"Oceanside",0,North,30101,301_0_51,1,2,Oceanside
301,B_SUSCHoff,12440358,"Oceanside",0,North,30104,301_0_51,1,2,Oceanside
301,B_SUSCHoff,12440289,"VA / UTC",1,South,30102,301_1_48,1,2,VA/UTC
301,B_SUSCHoff,12440308,"VA / UTC",1,South,30104,301_1_48,1,2,VA/UTC
301,B_SUSCHoff,12440334,"VA / UTC",1,South,30103,301_1_48,1,2,VA/UTC
301,B_SUSCHoff,12440299,"VA / UTC",1,South,30108,301_1_48,1,2,VA/UTC
301,B_SUSCHoff,12440327,"VA / UTC",1,South,30106,301_1_48,1,2,VA/UTC
301,B_SUSCHoff,12440318,"VA / UTC",1,South,30105,301_1_48,1,2,VA/UTC
301,B_SUSCHoff,12440291,"VA / UTC",1,South,30102,301_1_48,1,2,VA/UTC
301,B_SUSCHoff,12440310,"VA / UTC",1,South,30107,301_1_48,1,2,VA/UTC
301,B_SUSCHoff,12440344,"VA / UTC",1,South,30104,301_1_48,1,2,VA/UTC
301,B_SUSCHoff,12440353,"VA / UTC",1,South,30109,301_1_48,1,2,VA/UTC
301,B_SUSCHoff,12440336,"VA / UTC",1,South,30103,301_1_48,1,2,VA/UTC
301,B_SUSCHoff,12440301,"VA / UTC",1,South,30108,301_1_48,1,2,VA/UTC
301,B_SUSCHoff,12440329,"VA / UTC",1,South,30111,301_1_48,1,2,VA/UTC
301,B_SUSCHoff,12440320,"VA / UTC",1,South,30110,301_1_48,1,2,VA/UTC
301,B_SUSCHoff,12440293,"VA / UTC",1,South,30102,301_1_48,1,2,VA/UTC
301,B_SUSCHoff,12440312,"VA / UTC",1,South,30107,301_1_48,1,2,VA/UTC
301,B_SUSCHoff,12440346,"VA / UTC",1,South,30101,301_1_48,1,2,VA/UTC
301,B_SUSCHoff,12440355,"VA / UTC",1,South,30104,301_1_48,1,2,VA/UTC
301,B_SUSCHoff,12440362,"VA / UTC",1,South,30109,301_1_48,1,2,VA/UTC
301,B_SUSCHoff,12440338,"VA / UTC",1,South,30103,301_1_48,1,2,VA/UTC
301,B_SUSCHoff,12440303,"VA / UTC",1,South,30108,301_1_48,1,2,VA/UTC
301,B_SUSCHoff,12440331,"VA / UTC",1,South,30111,301_1_48,1,2,VA/UTC
301,B_SUSCHoff,12440322,"VA / UTC",1,South,30106,301_1_48,1,2,VA/UTC
301,B_SUSCHoff,12440295,"VA / UTC",1,South,30102,301_1_48,1,2,VA/UTC
301,B_SUSCHoff,12440314,"VA / UTC",1,South,30301,301_1_48,1,2,VA/UTC
301,B_SUSCHoff,12440348,"VA / UTC",1,South,30101,301_1_48,1,2,VA/UTC
301,B_SUSCHoff,12440357,"VA / UTC",1,South,30104,301_1_48,1,2,VA/UTC
301,B_SUSCHoff,12440340,"VA / UTC",1,South,30103,301_1_48,1,2,VA/UTC
301,B_SUSCHoff,12440305,"VA / UTC",1,South,30303,301_1_48,1,2,VA/UTC
302,B_SUSCHoff,12485007,"Vista",0,East,30302,302_2_24,1,2,Vista
302,B_SUSCHoff,12485025,"Vista",0,East,30202,302_2_24,1,2,Vista
302,B_SUSCHoff,12485043,"Vista",0,East,30304,302_2_24,1,2,Vista
302,B_SUSCHoff,12485061,"Vista",0,East,30306,302_2_24,1,2,Vista
302,B_SUSCHoff,12485009,"Vista",0,East,30308,302_2_24,1,2,Vista
302,B_SUSCHoff,12485027,"Vista",0,East,30202,302_2_24,1,2,Vista
302,B_SUSCHoff,12485045,"Vista",0,East,30201,302_2_24,1,2,Vista
302,B_SUSCHoff,12485063,"Vista",0,East,30203,302_2_24,1,2,Vista
302,B_SUSCHoff,12485011,"Vista",0,East,30310,302_2_24,1,2,Vista
302,B_SUSCHoff,12485029,"Vista",0,East,30202,302_2_24,1,2,Vista
302,B_SUSCHoff,12485047,"Vista",0,East,30302,302_2_24,1,2,Vista
302,B_SUSCHoff,12485065,"Vista",0,East,30203,302_2_24,1,2,Vista
302,B_SUSCHoff,12485013,"Vista",0,East,30101,302_2_24,1,2,Vista
302,B_SUSCHoff,12485031,"Vista",0,East,30202,302_2_24,1,2,Vista
302,B_SUSCHoff,12485049,"Vista",0,East,30105,302_2_24,1,2,Vista
302,B_SUSCHoff,12485078,"Vista",0,East,30203,302_2_24,1,2,Vista
302,B_SUSCHoff,12485067,"Vista",0,East,30201,302_2_24,1,2,Vista
302,B_SUSCHoff,12485015,"Vista",0,East,30307,302_2_24,1,2,Vista
302,B_SUSCHoff,12485033,"Vista",0,East,30202,302_2_24,1,2,Vista
302,B_SUSCHoff,12485051,"Vista",0,East,30309,302_2_24,1,2,Vista
302,B_SUSCHoff,12485080,"Vista",0,East,30204,302_2_24,1,2,Vista
302,B_SUSCHoff,12485069,"Vista",0,East,31503,302_2_24,1,2,Vista
302,B_SUSCHoff,12485017,"Vista",0,East,30303,302_2_24,1,2,Vista
302,B_SUSCHoff,12485035,"Vista",0,East,30202,302_2_24,1,2,Vista
302,B_SUSCHoff,12485053,"Vista",0,East,30204,302_2_24,1,2,Vista
302,B_SUSCHoff,12485071,"Vista",0,East,30201,302_2_24,1,2,Vista
302,B_SUSCHoff,12485019,"Vista",0,East,30303,302_2_24,1,2,Vista
302,B_SUSCHoff,12485037,"Vista",0,East,30312,302_2_24,1,2,Vista
302,B_SUSCHoff,12485055,"Vista",0,East,30105,302_2_24,1,2,Vista
302,B_SUSCHoff,12485073,"Vista",0,East,30310,302_2_24,1,2,Vista
302,B_SUSCHoff,12485021,"Vista",0,East,30308,302_2_24,1,2,Vista
302,B_SUSCHoff,12485039,"Vista",0,East,30106,302_2_24,1,2,Vista
302,B_SUSCHoff,12485075,"Vista",0,East,30107,302_2_24,1,2,Vista
302,B_SUSCHoff,12485008,"Oceanside",1,West,30101,302_3_25,1,2,Oceanside
302,B_SUSCHoff,12485026,"Oceanside",1,West,30202,302_3_25,1,2,Oceanside
302,B_SUSCHoff,12485044,"Oceanside",1,West,30201,302_3_25,1,2,Oceanside
302,B_SUSCHoff,12485062,"Oceanside",1,West,30306,302_3_25,1,2,Oceanside
302,B_SUSCHoff,12485010,"Oceanside",1,West,31501,302_3_25,1,2,Oceanside
302,B_SUSCHoff,12485028,"Oceanside",1,West,30202,302_3_25,1,2,Oceanside
302,B_SUSCHoff,12485046,"Oceanside",1,West,30303,302_3_25,1,2,Oceanside
