timetable_id,stop_id,stop_sequence,stop_name,connected_routes
1,2371009,1,D Street at Lakeville - SMART Stn. WB,"10/Route 10, 24/Route 24, 501/Route 501"
1,784980,2,Copeland Street Transit Mall south of Washington Street,"10/Route 10, 11/Route 11, 24/Route 24, 311/Route 311, 3T/Route 3T, 501/Route 501"
1,784982,3,Keller Street north of Western (Petaluma Market),"10/Route 10, 11/Route 11, 311/Route 311, 3T/Route 3T, 501/Route 501"
1,784983,4,4th Street west of C St.,"10/Route 10, 11/Route 11, 311/Route 311, 3T/Route 3T, 501/Route 501"
1,785004,5,Petaluma Blvd. N north of Washington Street GGT,"10/Route 10, 501/Route 501"
1,785005,6,Petaluma Blvd. N south of Kent,"10/Route 10, 501/Route 501"
1,785006,7,Petaluma Blvd. N at Cherry,"10/Route 10, 501/Route 501"
1,785007,8,Petaluma Blvd. N north of ShastaAve./Sycamore Ln.,"10/Route 10, 501/Route 501"
1,785008,9,Petaluma Blvd. N north of Factory Outlets,"10/Route 10, 501/Route 501"
1,785012,10,Petaluma Blvd. N at Gossage Ave. (Park N Ride),"10/Route 10, 501/Route 501"
2,785012,1,Petaluma Blvd. N at Gossage Ave. (Park N Ride),"10/Route 10, 501/Route 501"
2,785013,2,Petaluma Blvd. N south of Factory Outlets,"10/Route 10, 501/Route 501"
2,785014,3,Petaluma Blvd. N north of Shasta Ave./Sycamore Ln.,"10/Route 10, 501/Route 501"
2,785015,4,Petaluma Blvd. N. south of Magnolia Ave.,"10/Route 10, 501/Route 501"
2,785016,5,Petaluma Blvd. N north of West Street,"10/Route 10, 501/Route 501"
2,2371009,6,D Street at Lakeville - SMART Stn. WB,"10/Route 10, 24/Route 24, 501/Route 501"
3,2371009,1,D Street at Lakeville - SMART Stn. WB,"10/Route 10, 24/Route 24, 501/Route 501"
3,784980,2,Copeland Street Transit Mall south of Washington Street,"10/Route 10, 11/Route 11, 24/Route 24, 311/Route 311, 3T/Route 3T, 501/Route 501"
3,784982,3,Keller Street north of Western (Petaluma Market),"10/Route 10, 11/Route 11, 311/Route 311, 3T/Route 3T, 501/Route 501"
3,784983,4,4th Street west of C St.,"10/Route 10, 11/Route 11, 311/Route 311, 3T/Route 3T, 501/Route 501"
3,785004,5,Petaluma Blvd. N north of Washington Street GGT,"10/Route 10, 501/Route 501"
3,785005,6,Petaluma Blvd. N south of Kent,"10/Route 10, 501/Route 501"
3,785006,7,Petaluma Blvd. N at Cherry,"10/Route 10, 501/Route 501"
3,785007,8,Petaluma Blvd. N north of ShastaAve./Sycamore Ln.,"10/Route 10, 501/Route 501"
3,785008,9,Petaluma Blvd. N north of Factory Outlets,"10/Route 10, 501/Route 501"
3,785012,10,Petaluma Blvd. N at Gossage Ave. (Park N Ride),"10/Route 10, 501/Route 501"
4,785012,1,Petaluma Blvd. N at Gossage Ave. (Park N Ride),"10/Route 10, 501/Route 501"
4,785013,2,Petaluma Blvd. N south of Factory Outlets,"10/Route 10, 501/Route 501"
4,785014,3,Petaluma Blvd. N north of Shasta Ave./Sycamore Ln.,"10/Route 10, 501/Route 501"
4,2371002,4,Magnolia @ Keokuk EB (St. Vincent's HS),10/Route 10
4,785015,5,Petaluma Blvd. N. south of Magnolia Ave.,"10/Route 10, 501/Route 501"
4,785016,6,Petaluma Blvd. N north of West Street,"10/Route 10, 501/Route 501"
4,2371009,7,D Street at Lakeville - SMART Stn. WB,"10/Route 10, 24/Route 24, 501/Route 501"
5,2371009,1,D Street at Lakeville - SMART Stn. WB,"10/Route 10, 24/Route 24, 501/Route 501"
5,784980,2,Copeland Street Transit Mall south of Washington Street,"10/Route 10, 11/Route 11, 24/Route 24, 311/Route 311, 3T/Route 3T, 501/Route 501"
5,784982,3,Keller Street north of Western (Petaluma Market),"10/Route 10, 11/Route 11, 311/Route 311, 3T/Route 3T, 501/Route 501"
5,784983,4,4th Street west of C St.,"10/Route 10, 11/Route 11, 311/Route 311, 3T/Route 3T, 501/Route 501"
5,785004,5,Petaluma Blvd. N north of Washington Street GGT,"10/Route 10, 501/Route 501"
5,785005,6,Petaluma Blvd. N south of Kent,"10/Route 10, 501/Route 501"
5,785006,7,Petaluma Blvd. N at Cherry,"10/Route 10, 501/Route 501"
5,785007,8,Petaluma Blvd. N north of ShastaAve./Sycamore Ln.,"10/Route 10, 501/Route 501"
5,785008,9,Petaluma Blvd. N north of Factory Outlets,"10/Route 10, 501/Route 501"
5,785012,10,Petaluma Blvd. N at Gossage Ave. (Park N Ride),"10/Route 10, 501/Route 501"
6,785012,1,Petaluma Blvd. N at Gossage Ave. (Park N Ride),"10/Route 10, 501/Route 501"
6,785013,2,Petaluma Blvd. N south of Factory Outlets,"10/Route 10, 501/Route 501"
6,785014,3,Petaluma Blvd. N north of Shasta Ave./Sycamore Ln.,"10/Route 10, 501/Route 501"
6,2371002,4,Magnolia @ Keokuk EB (St. Vincent's HS),10/Route 10
6,785015,5,Petaluma Blvd. N. south of Magnolia Ave.,"10/Route 10, 501/Route 501"
6,785016,6,Petaluma Blvd. N north of West Street,"10/Route 10, 501/Route 501"
6,2371009,7,D Street at Lakeville - SMART Stn. WB,"10/Route 10, 24/Route 24, 501/Route 501"
7,2371009,1,D Street at Lakeville - SMART Stn. WB,"10/Route 10, 24/Route 24, 501/Route 501"
7,784980,2,Copeland Street Transit Mall south of Washington Street,"10/Route 10, 11/Route 11, 24/Route 24, 311/Route 311, 3T/Route 3T, 501/Route 501"
7,784982,3,Keller Street north of Western (Petaluma Market),"10/Route 10, 11/Route 11, 311/Route 311, 3T/Route 3T, 501/Route 501"
7,784983,4,4th Street west of C St.,"10/Route 10, 11/Route 11, 311/Route 311, 3T/Route 3T, 501/Route 501"
7,785004,5,Petaluma Blvd. N north of Washington Street GGT,"10/Route 10, 501/Route 501"
7,785005,6,Petaluma Blvd. N south of Kent,"10/Route 10, 501/Route 501"
7,785006,7,Petaluma Blvd. N at Cherry,"10/Route 10, 501/Route 501"
7,785007,8,Petaluma Blvd. N north of ShastaAve./Sycamore Ln.,"10/Route 10, 501/Route 501"
7,785008,9,Petaluma Blvd. N north of Factory Outlets,"10/Route 10, 501/Route 501"
7,785012,10,Petaluma Blvd. N at Gossage Ave. (Park N Ride),"10/Route 10, 501/Route 501"
8,785012,1,Petaluma Blvd. N at Gossage Ave. (Park N Ride),"10/Route 10, 501/Route 501"
8,785013,2,Petaluma Blvd. N south of Factory Outlets,"10/Route 10, 501/Route 501"
8,785014,3,Petaluma Blvd. N north of Shasta Ave./Sycamore Ln.,"10/Route 10, 501/Route 501"
8,2371002,4,Magnolia @ Keokuk EB (St. Vincent's HS),10/Route 10
8,785015,5,Petaluma Blvd. N. south of Magnolia Ave.,"10/Route 10, 501/Route 501"
8,785016,6,Petaluma Blvd. N north of West Street,"10/Route 10, 501/Route 501"
8,2371009,7,D Street at Lakeville - SMART Stn. WB,"10/Route 10, 24/Route 24, 501/Route 501"
9,2371009,1,D Street at Lakeville - SMART Stn. WB,"10/Route 10, 24/Route 24, 501/Route 501"
9,784980,2,Copeland Street Transit Mall south of Washington Street,"10/Route 10, 11/Route 11, 24/Route 24, 311/Route 311, 3T/Route 3T, 501/Route 501"
9,784982,3,Keller Street north of Western (Petaluma Market),"10/Route 10, 11/Route 11, 311/Route 311, 3T/Route 3T, 501/Route 501"
9,784983,4,4th Street west of C St.,"10/Route 10, 11/Route 11, 311/Route 311, 3T/Route 3T, 501/Route 501"
9,785004,5,Petaluma Blvd. N north of Washington Street GGT,"10/Route 10, 501/Route 501"
9,785005,6,Petaluma Blvd. N south of Kent,"10/Route 10, 501/Route 501"
9,785006,7,Petaluma Blvd. N at Cherry,"10/Route 10, 501/Route 501"
9,785007,8,Petaluma Blvd. N north of ShastaAve./Sycamore Ln.,"10/Route 10, 501/Route 501"
9,785008,9,Petaluma Blvd. N north of Factory Outlets,"10/Route 10, 501/Route 501"
9,785012,10,Petaluma Blvd. N at Gossage Ave. (Park N Ride),"10/Route 10, 501/Route 501"
10,785012,1,Petaluma Blvd. N at Gossage Ave. (Park N Ride),"10/Route 10, 501/Route 501"
10,785013,2,Petaluma Blvd. N south of Factory Outlets,"10/Route 10, 501/Route 501"
10,785014,3,Petaluma Blvd. N north of Shasta Ave./Sycamore Ln.,"10/Route 10, 501/Route 501"
10,2371002,4,Magnolia @ Keokuk EB (St. Vincent's HS),10/Route 10
10,785015,5,Petaluma Blvd. N. south of Magnolia Ave.,"10/Route 10, 501/Route 501"
10,785016,6,Petaluma Blvd. N north of West Street,"10/Route 10, 501/Route 501"
10,2371009,7,D Street at Lakeville - SMART Stn. WB,"10/Route 10, 24/Route 24, 501/Route 501"
11,2371009,1,D Street at Lakeville - SMART Stn. WB,"10/Route 10, 24/Route 24, 501/Route 501"
11,784980,2,Copeland Street Transit Mall south of Washington Street,"10/Route 10, 11/Route 11, 24/Route 24, 311/Route 311, 3T/Route 3T, 501/Route 501"
11,784982,3,Keller Street north of Western (Petaluma Market),"10/Route 10, 11/Route 11, 311/Route 311, 3T/Route 3T, 501/Route 501"
11,784983,4,4th Street west of C St.,"10/Route 10, 11/Route 11, 311/Route 311, 3T/Route 3T, 501/Route 501"
11,785004,5,Petaluma Blvd. N north of Washington Street GGT,"10/Route 10, 501/Route 501"
11,785005,6,Petaluma Blvd. N south of Kent,"10/Route 10, 501/Route 501"
11,785006,7,Petaluma Blvd. N at Cherry,"10/Route 10, 501/Route 501"
11,785007,8,Petaluma Blvd. N north of ShastaAve./Sycamore Ln.,"10/Route 10, 501/Route 501"
11,785008,9,Petaluma Blvd. N north of Factory Outlets,"10/Route 10, 501/Route 501"
11,785012,10,Petaluma Blvd. N at Gossage Ave. (Park N Ride),"10/Route 10, 501/Route 501"
12,785012,1,Petaluma Blvd. N at Gossage Ave. (Park N Ride),"10/Route 10, 501/Route 501"
12,785013,2,Petaluma Blvd. N south of Factory Outlets,"10/Route 10, 501/Route 501"
12,785014,3,Petaluma Blvd. N north of Shasta Ave./Sycamore Ln.,"10/Route 10, 501/Route 501"
12,2371002,4,Magnolia @ Keokuk EB (St. Vincent's HS),10/Route 10
12,785015,5,Petaluma Blvd. N. south of Magnolia Ave.,"10/Route 10, 501/Route 501"
12,785016,6,Petaluma Blvd. N north of West Street,"10/Route 10, 501/Route 501"
12,2371009,7,D Street at Lakeville - SMART Stn. WB,"10/Route 10, 24/Route 24, 501/Route 501"
13,784980,1,Copeland Street Transit Mall south of Washington Street,"10/Route 10, 11/Route 11, 24/Route 24, 311/Route 311, 3T/Route 3T, 501/Route 501"
13,784985,2,E. Washington St. east of Lakeville St. (Taco Bell),"11/Route 11, 311/Route 311"
