service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
1,1,1,1,1,1,0,0,20171127,20180304
2,0,0,0,0,0,1,0,20171127,20180304
3,0,0,0,0,0,0,1,20171127,20180304
10,0,0,0,0,0,0,0,20171127,20180304
26001,0,0,0,0,0,0,0,20171127,20180304
26101,0,0,0,0,0,0,0,20171127,20180304
26201,0,0,0,0,0,0,0,20171127,20180304
26301,0,0,0,0,0,0,0,20171127,20180304
25101,0,0,0,0,0,0,0,20171127,20180304
24801,0,0,0,0,0,0,0,20171127,20180304
25201,0,0,0,0,0,0,0,20171127,20180304
7501,0,0,0,0,0,0,0,20171127,20180304
30701,0,0,0,0,0,0,0,20171127,20180304
38801,0,0,0,0,0,0,0,20171127,20180304
25501,0,0,0,0,0,0,0,20171127,20180304
25601,0,0,0,0,0,0,0,20171127,20180304
25701,0,0,0,0,0,0,0,20171127,20180304
25901,0,0,0,0,0,0,0,20171127,20180304
25801,0,0,0,0,0,0,0,20171127,20180304
26401,0,0,0,0,0,0,0,20171127,20180304
26501,0,0,0,0,0,0,0,20171127,20180304
26601,0,0,0,0,0,0,0,20171127,20180304
26701,0,0,0,0,0,0,0,20171127,20180304
24701,0,0,0,0,0,0,0,20171127,20180304
1101,0,0,0,0,0,0,0,20171127,20180304
26801,0,0,0,0,0,0,0,20171127,20180304
26901,0,0,0,0,0,0,0,20171127,20180304
40801,0,0,0,0,0,0,0,20171127,20180304
27001,0,0,0,0,0,0,0,20171127,20180304
27101,0,0,0,0,0,0,0,20171127,20180304
43101,0,0,0,0,0,0,0,20171127,20180304
43001,0,0,0,0,0,0,0,20171127,20180304
3701,0,0,0,0,0,0,0,20171127,20180304
27201,0,0,0,0,0,0,0,20171127,20180304
3501,0,0,0,0,0,0,0,20171127,20180304
17601,0,0,0,0,0,0,0,20171127,20180304
29501,0,0,0,0,0,0,0,20171127,20180304
43202,0,0,0,0,0,0,0,20171127,20180304
29702,0,0,0,0,0,0,0,20171127,20180304
29602,0,0,0,0,0,0,0,20171127,20180304
29502,0,0,0,0,0,0,0,20171127,20180304
43303,0,0,0,0,0,0,0,20171127,20180304
30303,0,0,0,0,0,0,0,20171127,20180304
30203,0,0,0,0,0,0,0,20171127,20180304
29903,0,0,0,0,0,0,0,20171127,20180304
29503,0,0,0,0,0,0,0,20171127,20180304
29803,0,0,0,0,0,0,0,20171127,20180304
43310,0,0,0,0,0,0,0,20171127,20180304
29610,0,0,0,0,0,0,0,20171127,20180304
29710,0,0,0,0,0,0,0,20171127,20180304
29510,0,0,0,0,0,0,0,20171127,20180304
