route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
31-206,17DECEMBER-01-SAT-Saturday-01-SMARTon,5741308,"South",1,1306730,310039
31-206,17DECEMBER-01-SAT-Saturday-01-SMARTon,5741309,"South",1,1306728,310039
31-206,17DECEMBER-01-SAT-Saturday-01-SMARTon,5741310,"South",1,1306729,310039
31-206,17DECEMBER-01-SAT-Saturday-01-SMARTon,5741311,"North",0,1306731,310038
31-206,17DECEMBER-01-SAT-Saturday-01-SMARTon,5741312,"North",0,1306730,310038
31-206,17DECEMBER-01-SAT-Saturday-01-SMARTon,5741313,"North",0,1306729,310038
70-206,17DECEMBER-01-SAT-Saturday-01,5741344,"North",0,1306690,700247
70-206,17DECEMBER-01-SAT-Saturday-01,5741345,"North",0,1306718,700247
70-206,17DECEMBER-01-SAT-Saturday-01,5741346,"North",0,1306697,700247
70-206,17DECEMBER-01-SAT-Saturday-01,5741347,"North",0,1306698,700247
70-206,17DECEMBER-01-SAT-Saturday-01,5741348,"South",1,1306684,700248
70-206,17DECEMBER-01-SAT-Saturday-01,5741349,"South",1,1306685,700248
70-206,17DECEMBER-01-SAT-Saturday-01,5741350,"South",1,1306710,700248
70-206,17DECEMBER-01-SAT-Saturday-01,5741351,"North",0,1306713,700247
70-206,17DECEMBER-01-SAT-Saturday-01,5741352,"North",0,1306689,700247
70-206,17DECEMBER-01-SAT-Saturday-01,5741353,"North",0,1306682,700247
70-206,17DECEMBER-01-SAT-Saturday-01,5741354,"North",0,1306695,700247
70-206,17DECEMBER-01-SAT-Saturday-01,5741355,"North",0,1306686,700247
70-206,17DECEMBER-01-SAT-Saturday-01,5741356,"North",0,1306690,700247
70-206,17DECEMBER-01-SAT-Saturday-01,5741357,"North",0,1306687,700247
70-206,17DECEMBER-01-SAT-Saturday-01,5741358,"North",0,1306711,700247
70-206,17DECEMBER-01-SAT-Saturday-01,5741359,"North",0,1306689,700247
70-206,17DECEMBER-01-SAT-Saturday-01,5741360,"North",0,1306703,700247
70-206,17DECEMBER-01-SAT-Saturday-01,5741361,"North",0,1306714,700247
70-206,17DECEMBER-01-SAT-Saturday-01,5741362,"North",0,1306687,700247
70-206,17DECEMBER-01-SAT-Saturday-01,5741363,"North",0,1306712,700247
70-206,17DECEMBER-01-SAT-Saturday-01,5741364,"South",1,1306714,700248
70-206,17DECEMBER-01-SAT-Saturday-01,5741365,"South",1,1306695,700248
70-206,17DECEMBER-01-SAT-Saturday-01,5741366,"South",1,1306682,700248
70-206,17DECEMBER-01-SAT-Saturday-01,5741367,"South",1,1306713,700248
70-206,17DECEMBER-01-SAT-Saturday-01,5741368,"South",1,1306689,700248
70-206,17DECEMBER-01-SAT-Saturday-01,5741369,"South",1,1306686,700248
70-206,17DECEMBER-01-SAT-Saturday-01,5741370,"South",1,1306690,700248
70-206,17DECEMBER-01-SAT-Saturday-01,5741371,"South",1,1306687,700248
70-206,17DECEMBER-01-SAT-Saturday-01,5741372,"South",1,1306712,700248
70-206,17DECEMBER-01-SAT-Saturday-01,5741373,"South",1,1306689,700248
70-206,17DECEMBER-01-SAT-Saturday-01,5741374,"South",1,1306703,700248
70-206,17DECEMBER-01-SAT-Saturday-01,5741375,"North",0,1306731,700247
70-206,17DECEMBER-01-SAT-Saturday-01,5741376,"North",0,1306689,700247
70-206,17DECEMBER-01-SAT-Saturday-01,5741377,"South",1,1306687,700248
70-206,17DECEMBER-01-SAT-Saturday-01,5741378,"South",1,1306712,700248
70-206,17DECEMBER-01-SAT-Saturday-01,5741379,"South",1,1306718,700248
70-206,17DECEMBER-01-SAT-Saturday-01,5741380,"South",1,1306697,700248
70-206,17DECEMBER-01-SAT-Saturday-01,5741381,"South",1,1306698,700248
101-206,17DECEMBER-01-SAT-Saturday-01,5741410,"North",0,1306691,1010119
101-206,17DECEMBER-01-SAT-Saturday-01,5741411,"North",0,1306682,1010119
101-206,17DECEMBER-01-SAT-Saturday-01,5741412,"North",0,1306691,1010119
101-206,17DECEMBER-01-SAT-Saturday-01,5741413,"North",0,1306699,1010119
