route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
154-13108,DEC17-D15CAR-1_Weekday-99,44033025, ,0,1540300,1540032_DEC17
154-13108,DEC17-D15CAR-1_Weekday-99,44033026, ,0,1540300,1540032_DEC17
154-13108,DEC17-D15CAR-1_Weekday-99,44033027, ,1,1540200,1540033_DEC17
154-13108,DEC17-D15CAR-1_Weekday-99,44033028, ,1,1540100,1540033_DEC17
154-13108,DEC17-D15CAR-1_Weekday-99,44033029, ,0,1540100,1540032_DEC17
154-13108,DEC17-D15CAR-1_Weekday-99,44033030, ,1,1540402,1540033_DEC17
154-13108,DEC17-D15CAR-1_Weekday-99,44033031, ,0,1540200,1540032_DEC17
154-13108,DEC17-D15CAR-1_Weekday-99,44033032, ,1,1540100,1540033_DEC17
154-13108,DEC17-D15CAR-1_Weekday-99,44033033, ,1,1540402,1540033_DEC17
154-13108,DEC17-D15CAR-1_Weekday-99,44033034, ,1,1540100,1540033_DEC17
154-13108,DEC17-D15CAR-1_Weekday-99,44033035, ,1,1540300,1540033_DEC17
154-13108,DEC17-D15CAR-1_Weekday-99,44033036, ,0,1540100,1540032_DEC17
154-13108,DEC17-D15CAR-1_Weekday-99,44033037, ,0,1540300,1540032_DEC17
154-13108,DEC17-D15CAR-1_Weekday-99,44033038, ,0,1540402,1540032_DEC17
154-13108,DEC17-D15CAR-1_Weekday-99,44033039, ,1,1540300,1540033_DEC17
154-13108,DEC17-D15CAR-1_Weekday-99,44033040, ,0,1540100,1540032_DEC17
154-13108,DEC17-D15CAR-1_Weekday-99,44033041, ,1,1540200,1540033_DEC17
154-13108,DEC17-D15CAR-1_Weekday-99,44033042, ,1,1540100,1540033_DEC17
154-13108,DEC17-D15CAR-1_Weekday-99,44033043, ,1,1540300,1540033_DEC17
154-13108,DEC17-D15CAR-1_Weekday-99,44033044, ,0,1540402,1540032_DEC17
154-13108,DEC17-D15CAR-1_Weekday-99,44033045, ,1,1540300,1540033_DEC17
