service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
DEC17-D01CAR-3_Sunday-99,0,0,0,0,0,0,1,20171210,20180617
DEC17-D01CAR-1_Weekday-99,1,1,1,1,1,0,0,20171211,20180622
DEC17-D01CAR-2_Saturday-99,0,0,0,0,0,1,0,20171216,20180623
DEC17-D02CAR-3_Sunday-99,0,0,0,0,0,0,1,20171210,20180617
DEC17-D02CAR-1_Weekday-99,1,1,1,1,1,0,0,20171211,20180622
DEC17-D02CAR-2_Saturday-99,0,0,0,0,0,1,0,20171216,20180623
DEC17-D03CAR-3_Sunday-99,0,0,0,0,0,0,1,20171210,20180617
DEC17-D03CAR-1_Weekday-99,1,1,1,1,1,0,0,20171211,20180622
DEC17-D03CAR-2_Saturday-99,0,0,0,0,0,1,0,20171216,20180623
DEC17-D05CAR-3_Sunday-99,0,0,0,0,0,0,1,20171210,20180617
DEC17-D05CAR-1_Weekday-99,1,1,1,1,1,0,0,20171211,20180622
DEC17-D05CAR-2_Saturday-99,0,0,0,0,0,1,0,20171216,20180623
DEC17-D07CAR-3_Sunday-99,0,0,0,0,0,0,1,20171210,20180617
DEC17-D07CAR-1_Weekday-99,1,1,1,1,1,0,0,20171211,20180622
DEC17-D07CAR-2_Saturday-99,0,0,0,0,0,1,0,20171216,20180623
DEC17-D08CAR-3_Sunday-99,0,0,0,0,0,0,1,20171210,20180617
DEC17-D08CAR-1_Weekday-99,1,1,1,1,1,0,0,20171211,20180622
DEC17-D08CAR-1_Weekday-99-1111100,1,1,1,1,1,0,0,20171211,20180622
DEC17-D08CAR-1_Weekday-99-0000100,0,0,0,0,1,0,0,20171211,20180622
DEC17-D08CAR-1_Weekday-99-1111000,1,1,1,1,0,0,0,20171211,20180622
DEC17-D08CAR-2_Saturday-99,0,0,0,0,0,1,0,20171216,20180623
DEC17-D09CAR-3_Sunday-99,0,0,0,0,0,0,1,20171210,20180617
DEC17-D09CAR-1_Weekday-99,1,1,1,1,1,0,0,20171211,20180622
DEC17-D09CAR-2_Saturday-99,0,0,0,0,0,1,0,20171216,20180623
DEC17-D10CAR-1_Weekday-99,1,1,1,1,1,0,0,20171211,20180622
DEC17-D13CAR-3_Sunday-99,0,0,0,0,0,0,1,20171210,20180617
DEC17-D13CAR-1_Weekday-99,1,1,1,1,1,0,0,20171211,20180622
DEC17-D13CAR-2_Saturday-99,0,0,0,0,0,1,0,20171216,20180623
DEC17-D15CAR-3_Sunday-99,0,0,0,0,0,0,1,20171210,20180617
DEC17-D15CAR-1_Weekday-99,1,1,1,1,1,0,0,20171211,20180622
DEC17-D15CAR-2_Saturday-99,0,0,0,0,0,1,0,20171216,20180623
DEC17-D18CAR-3_Sunday-99,0,0,0,0,0,0,1,20171210,20180617
DEC17-D18CAR-1_Weekday-99,1,1,1,1,1,0,0,20171211,20180622
DEC17-D18CAR-2_Saturday-99,0,0,0,0,0,1,0,20171216,20180623
DEC17-D95-3_Sunday-99,0,0,0,0,0,0,1,20171210,20180617
DEC17-D95-1_Weekday-99,1,1,1,1,1,0,0,20171211,20180622
DEC17-D95-2_Saturday-99,0,0,0,0,0,1,0,20171216,20180623
DEC17-D97-3_Sunday-99,0,0,0,0,0,0,1,20171210,20180617
DEC17-D97-1_Weekday-99,1,1,1,1,1,0,0,20171211,20180622
DEC17-D97-2_Saturday-99,0,0,0,0,0,1,0,20171216,20180623
DEC17-D98-3_Sunday-99,0,0,0,0,0,0,1,20171210,20180617
DEC17-D98-1_Weekday-99,1,1,1,1,1,0,0,20171211,20180622
DEC17-D98-2_Saturday-99,0,0,0,0,0,1,0,20171216,20180623
