from_stop_id,to_stop_id,transfer_type,min_transfer_time
103,75,1,
75,103,1,
96,1,1,
1,96,1,
1,2,1,
2,1,1,
66,60,1,
60,66,1,
89,87,1,
87,89,1,
12,13,1,
13,12,1,
71,72,1,
67,67,1,
72,71,1,
35,36,1,
36,35,1,
301,35,1,
35,301,1,
27,28,1,
28,27,1,
36,301,1,
301,36,1,
302,36,1,
36,302,1,
302,301,1,
301,302,1,
35,302,1,
302,35,1,
