fare_id,route_id,origin_id,destination_id,contains_id
164,,116,116,
165,,663,666,
165,,663,667,
165,,663,670,
165,,664,665,
165,,664,667,
165,,665,664,
165,,665,666,
165,,665,667,
165,,666,663,
165,,666,665,
165,,666,667,
165,,666,670,
165,,667,663,
165,,667,664,
165,,667,665,
165,,667,666,
165,,669,670,
165,,670,663,
165,,670,666,
165,,670,669,
165,193,,,
168,,663,664,
168,,663,665,
168,,663,669,
168,,664,663,
168,,664,666,
168,,665,663,
168,,666,664,
168,,666,669,
168,,669,663,
168,,669,666,
168,259,,,
