route_id,direction_id,Direction
3205,0,North
3204,1,South
3202,1,South
2720,1,East
2720,0,West
980,1,South
980,0,North
979,1,South
979,0,North
978,1,East
978,0,West
977,1,East
977,0,West
976,1,East
976,0,West
975,1,South
975,0,North
974,1,East
974,0,West
973,1,South
973,0,North
259,1,East
259,0,West
196,1,South
196,0,North
193,0,Loop
190,1,East
190,0,West
