stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
40090,40090,Bridgeway & Ebbtide St, ,37.87022,-122.5037, , , , 
40091,40091,Bridgeway & Gate 5 Rd, ,37.871155,-122.503876, , , , 
40092,40092,Bridgeway & Nevada St, ,37.865463,-122.499229, , , , 
40093,40093,Bridgeway & Nevada St, ,37.86528,-122.499367, , , , 
40094,40094,Bridgeway & Easterby St, ,37.861786,-122.493881, , , , 
40095,40095,Bridgeway & Easterby St, ,37.861969,-122.493622, , , , 
40096,40096,Bridgeway & Napa St, ,37.861065,-122.489319, , , , 
40097,40097,Bridgeway & Napa St, ,37.861393,-122.489555, , , , 
40098,40098,Bridgeway & Pine St, ,37.859154,-122.485077, , , , 
40099,40099,Bridgeway & Turney St, ,37.859657,-122.485893, , , , 
40100,40100,Bridgeway & Caledonia Av, ,37.85844,-122.482864, , , , 
40103,40103,Bay St & Bridgeway, ,37.857136,-122.480469, , , , 
40113,40113,Marin City Hub,Donahue St & Terners Dr,37.871777,-122.51107, , , , 
40119,40119,Drake Av & Donahue St, ,37.873573,-122.512428, , , , 
40121,40121,Drake Av & Buckelew St, ,37.873188,-122.515495, , , , 
40123,40123,Drake Av & Cole Dr, ,37.868507,-122.510674, , , , 
40125,40125,Drake Av & Donahue St, ,37.870155,-122.508797, , , , 
40128,40128,Shoreline Hwy & Almonte Blvd, ,37.881969,-122.525368, , , , 
40129,40129,E Blithedale Ave & Tower Dr, ,37.903687,-122.519165, , , , 
40130,40130,E Blithedale Ave & Kipling Dr, ,37.903465,-122.519203, , , , 
40131,40131,E Blithedale Ave & Lomita Dr, ,37.900944,-122.526512, , , , 
40132,40132,E Blithedale Ave & Roque Moraes Dr, ,37.900642,-122.526573, , , , 
40133,40133,E Blithedale Ave & Mesa Ave, ,37.90184,-122.532654, , , , 
40134,40134,E Blithedale Ave & Nelson Ave, ,37.900665,-122.529938, , , , 
40135,40135,E Blithedale Ave & Alta Vista Ave, ,37.903568,-122.536354, , , , 
40136,40136,E Blithedale Ave & Hilarita Ave, ,37.901711,-122.532631, , , , 
40137,40137,E Blithedale Ave & East Dr, ,37.903824,-122.538353, , , , 
40138,40138,E Blithedale Ave & Elm Ave, ,37.902077,-122.533493, , , , 
40139,40139,E Blithedale Ave & Mountain View Ave, ,37.905239,-122.543915, , , , 
40140,40140,E Blithedale Ave & Walnut Ave, ,37.903732,-122.539543, , , , 
40141,40141,E Blithedale Ave & Hill St, ,37.905258,-122.544182, , , , 
40142,40142,Mill Valley Depot-Sunnyside Ave & Miller Ave, ,37.905663,-122.547409, , , , 
40143,40143,Miller Ave & Una Way, ,37.901356,-122.541695, , , , 
40144,40144,Miller Ave & Park Ave, ,37.901619,-122.541519, , , , 
40145,40145,Miller Ave & Montford Ave, ,37.897327,-122.536949, , , , 
40146,40146,Miller Ave & Locust Ave, ,37.898407,-122.537849, , , , 
40147,40147,Miller Ave & Reed St, ,37.895096,-122.534416, , , , 
40148,40148,Miller Ave & Reed St, ,37.895557,-122.534439, , , , 
40149,40149,Miller Ave & Camino Alto, ,37.892776,-122.530296, , , , 
40150,40150,Miller Ave & Camino Alto, ,37.893253,-122.530609, , , , 
40151,40151,Almonte Blvd & Miller Ave, ,37.887188,-122.524834, , , , 
40152,40152,Almonte Blvd & Miller Ave, ,37.887569,-122.52475, , , , 
40153,40153,Almonte Blvd & Rosemont Ave, ,37.883987,-122.524841, , , , 
40154,40154,Almonte Blvd & Rosemont Ave, ,37.884026,-122.52462, , , , 
40155,40155,Tam Junction-Shoreline Hwy & Almonte Blvd, ,37.881977,-122.524948, , , , 
40156,40156,Tam Junction-Shoreline Hwy & Almonte Blvd, ,37.882069,-122.524818, , , , 
40157,40157,Mill Valley Depot-Miller Ave & Sunnyside Ave, ,37.905514,-122.547371, , , , 
40158,40158,Reed Blvd & Belvedere Dr, ,37.898609,-122.513275, , , , 
40160,40160,Shoreline Hwy & Pine Hill Rd, ,37.879578,-122.53492, , , , 
40162,40162,Manzanita Park & Ride Lot, ,37.879637,-122.516412, , , , 
