trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
VNYiA0545,06:35:00,06:35:00,LAXTBU,35,Van Nuys to LAX,1,0,,0
VNYiA0545,06:39:00,06:39:00,LAXT4U,40,Van Nuys to LAX,1,0,,0
VNYiA0545,06:42:00,06:42:00,LAXT5U,50,Van Nuys to LAX,1,0,,0
VNYiA0545,06:50:00,06:50:00,LAXT6U,60,Van Nuys to LAX,1,0,,0
VNYiA0545,06:50:00,06:50:00,LAXT7U,70,Van Nuys to LAX,1,0,,0
VNYiA0600,06:00:00,06:00:00,VNY,1,Van Nuys to LAX,0,1,,0
VNYiA0600,06:40:00,06:40:00,LAXT1U,10,Van Nuys to LAX,1,0,,0
VNYiA0600,06:43:00,06:43:00,LAXT2U,20,Van Nuys to LAX,1,0,,0
VNYiA0600,06:46:00,06:46:00,LAXT3U,30,Van Nuys to LAX,1,0,,0
VNYiA0600,06:50:00,06:50:00,LAXTBU,35,Van Nuys to LAX,1,0,,0
VNYiA0600,06:54:00,06:54:00,LAXT4U,40,Van Nuys to LAX,1,0,,0
VNYiA0600,06:57:00,06:57:00,LAXT5U,50,Van Nuys to LAX,1,0,,0
VNYiA0600,07:05:00,07:05:00,LAXT6U,60,Van Nuys to LAX,1,0,,0
VNYiA0600,07:05:00,07:05:00,LAXT7U,70,Van Nuys to LAX,1,0,,0
VNYiA0615,06:15:00,06:15:00,VNY,1,Van Nuys to LAX,0,1,,0
VNYiA0615,06:55:00,06:55:00,LAXT1U,10,Van Nuys to LAX,1,0,,0
VNYiA0615,06:58:00,06:58:00,LAXT2U,20,Van Nuys to LAX,1,0,,0
VNYiA0615,07:01:00,07:01:00,LAXT3U,30,Van Nuys to LAX,1,0,,0
VNYiA0615,07:05:00,07:05:00,LAXTBU,35,Van Nuys to LAX,1,0,,0
VNYiA0615,07:09:00,07:09:00,LAXT4U,40,Van Nuys to LAX,1,0,,0
VNYiA0615,07:12:00,07:12:00,LAXT5U,50,Van Nuys to LAX,1,0,,0
VNYiA0615,07:20:00,07:20:00,LAXT6U,60,Van Nuys to LAX,1,0,,0
VNYiA0615,07:20:00,07:20:00,LAXT7U,70,Van Nuys to LAX,1,0,,0
VNYiA0630,06:30:00,06:30:00,VNY,1,Van Nuys to LAX,0,1,,0
VNYiA0630,07:10:00,07:10:00,LAXT1U,10,Van Nuys to LAX,1,0,,0
VNYiA0630,07:13:00,07:13:00,LAXT2U,20,Van Nuys to LAX,1,0,,0
VNYiA0630,07:16:00,07:16:00,LAXT3U,30,Van Nuys to LAX,1,0,,0
VNYiA0630,07:20:00,07:20:00,LAXTBU,35,Van Nuys to LAX,1,0,,0
VNYiA0630,07:24:00,07:24:00,LAXT4U,40,Van Nuys to LAX,1,0,,0
VNYiA0630,07:27:00,07:27:00,LAXT5U,50,Van Nuys to LAX,1,0,,0
VNYiA0630,07:35:00,07:35:00,LAXT6U,60,Van Nuys to LAX,1,0,,0
VNYiA0630,07:35:00,07:35:00,LAXT7U,70,Van Nuys to LAX,1,0,,0
VNYiA0645,06:45:00,06:45:00,VNY,1,Van Nuys to LAX,0,1,,0
VNYiA0645,07:25:00,07:25:00,LAXT1U,10,Van Nuys to LAX,1,0,,0
VNYiA0645,07:28:00,07:28:00,LAXT2U,20,Van Nuys to LAX,1,0,,0
VNYiA0645,07:31:00,07:31:00,LAXT3U,30,Van Nuys to LAX,1,0,,0
VNYiA0645,07:35:00,07:35:00,LAXTBU,35,Van Nuys to LAX,1,0,,0
VNYiA0645,07:39:00,07:39:00,LAXT4U,40,Van Nuys to LAX,1,0,,0
VNYiA0645,07:42:00,07:42:00,LAXT5U,50,Van Nuys to LAX,1,0,,0
VNYiA0645,07:50:00,07:50:00,LAXT6U,60,Van Nuys to LAX,1,0,,0
VNYiA0645,07:50:00,07:50:00,LAXT7U,70,Van Nuys to LAX,1,0,,0
VNYiA0700,07:00:00,07:00:00,VNY,1,Van Nuys to LAX,0,1,,0
VNYiA0700,07:40:00,07:40:00,LAXT1U,10,Van Nuys to LAX,1,0,,0
VNYiA0700,07:43:00,07:43:00,LAXT2U,20,Van Nuys to LAX,1,0,,0
VNYiA0700,07:46:00,07:46:00,LAXT3U,30,Van Nuys to LAX,1,0,,0
VNYiA0700,07:50:00,07:50:00,LAXTBU,35,Van Nuys to LAX,1,0,,0
VNYiA0700,07:54:00,07:54:00,LAXT4U,40,Van Nuys to LAX,1,0,,0
VNYiA0700,07:57:00,07:57:00,LAXT5U,50,Van Nuys to LAX,1,0,,0
VNYiA0700,08:05:00,08:05:00,LAXT6U,60,Van Nuys to LAX,1,0,,0
VNYiA0700,08:05:00,08:05:00,LAXT7U,70,Van Nuys to LAX,1,0,,0
VNYiA0715,07:15:00,07:15:00,VNY,1,Van Nuys to LAX,0,1,,0
VNYiA0715,07:55:00,07:55:00,LAXT1U,10,Van Nuys to LAX,1,0,,0
VNYiA0715,07:58:00,07:58:00,LAXT2U,20,Van Nuys to LAX,1,0,,0
VNYiA0715,08:01:00,08:01:00,LAXT3U,30,Van Nuys to LAX,1,0,,0
VNYiA0715,08:05:00,08:05:00,LAXTBU,35,Van Nuys to LAX,1,0,,0
VNYiA0715,08:09:00,08:09:00,LAXT4U,40,Van Nuys to LAX,1,0,,0
VNYiA0715,08:12:00,08:12:00,LAXT5U,50,Van Nuys to LAX,1,0,,0
VNYiA0715,08:20:00,08:20:00,LAXT6U,60,Van Nuys to LAX,1,0,,0
VNYiA0715,08:20:00,08:20:00,LAXT7U,70,Van Nuys to LAX,1,0,,0
VNYiA0730,07:30:00,07:30:00,VNY,1,Van Nuys to LAX,0,1,,0
VNYiA0730,08:10:00,08:10:00,LAXT1U,10,Van Nuys to LAX,1,0,,0
VNYiA0730,08:13:00,08:13:00,LAXT2U,20,Van Nuys to LAX,1,0,,0
VNYiA0730,08:16:00,08:16:00,LAXT3U,30,Van Nuys to LAX,1,0,,0
VNYiA0730,08:20:00,08:20:00,LAXTBU,35,Van Nuys to LAX,1,0,,0
VNYiA0730,08:24:00,08:24:00,LAXT4U,40,Van Nuys to LAX,1,0,,0
VNYiA0730,08:27:00,08:27:00,LAXT5U,50,Van Nuys to LAX,1,0,,0
VNYiA0730,08:35:00,08:35:00,LAXT6U,60,Van Nuys to LAX,1,0,,0
VNYiA0730,08:35:00,08:35:00,LAXT7U,70,Van Nuys to LAX,1,0,,0
VNYiA0745,07:45:00,07:45:00,VNY,1,Van Nuys to LAX,0,1,,0
VNYiA0745,08:25:00,08:25:00,LAXT1U,10,Van Nuys to LAX,1,0,,0
VNYiA0745,08:28:00,08:28:00,LAXT2U,20,Van Nuys to LAX,1,0,,0
VNYiA0745,08:31:00,08:31:00,LAXT3U,30,Van Nuys to LAX,1,0,,0
VNYiA0745,08:35:00,08:35:00,LAXTBU,35,Van Nuys to LAX,1,0,,0
VNYiA0745,08:39:00,08:39:00,LAXT4U,40,Van Nuys to LAX,1,0,,0
VNYiA0745,08:42:00,08:42:00,LAXT5U,50,Van Nuys to LAX,1,0,,0
VNYiA0745,08:50:00,08:50:00,LAXT6U,60,Van Nuys to LAX,1,0,,0
VNYiA0745,08:50:00,08:50:00,LAXT7U,70,Van Nuys to LAX,1,0,,0
