route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
WWDi,WWDiA,WWDiA0600,Westwood to LAX,0,,WWDiS
WWDi,WWDiA,WWDiA0700,Westwood to LAX,0,,WWDiS
WWDi,WWDiA,WWDiA0800,Westwood to LAX,0,,WWDiS
WWDi,WWDiA,WWDiA0900,Westwood to LAX,0,,WWDiS
WWDi,WWDiA,WWDiA1000,Westwood to LAX,0,,WWDiS
WWDi,WWDiA,WWDiA1100,Westwood to LAX,0,,WWDiS
WWDi,WWDiA,WWDiA1200,Westwood to LAX,0,,WWDiS
WWDi,WWDiA,WWDiA1300,Westwood to LAX,0,,WWDiS
WWDi,WWDiA,WWDiA1400,Westwood to LAX,0,,WWDiS
WWDi,WWDiA,WWDiA1500,Westwood to LAX,0,,WWDiS
WWDi,WWDiA,WWDiA1600,Westwood to LAX,0,,WWDiS
WWDi,WWDiA,WWDiA1700,Westwood to LAX,0,,WWDiS
WWDi,WWDiA,WWDiA1800,Westwood to LAX,0,,WWDiS
WWDi,WWDiA,WWDiA1900,Westwood to LAX,0,,WWDiS
WWDi,WWDiA,WWDiA2000,Westwood to LAX,0,,WWDiS
WWDo,WWDoA,WWDoA0600,LAX to Westwood,1,,WWDoS
WWDo,WWDoA,WWDoA0700,LAX to Westwood,1,,WWDoS
WWDo,WWDoA,WWDoA0800,LAX to Westwood,1,,WWDoS
WWDo,WWDoA,WWDoA0900,LAX to Westwood,1,,WWDoS
WWDo,WWDoA,WWDoA1000,LAX to Westwood,1,,WWDoS
WWDo,WWDoA,WWDoA1100,LAX to Westwood,1,,WWDoS
WWDo,WWDoA,WWDoA1200,LAX to Westwood,1,,WWDoS
WWDo,WWDoA,WWDoA1300,LAX to Westwood,1,,WWDoS
WWDo,WWDoA,WWDoA1400,LAX to Westwood,1,,WWDoS
WWDo,WWDoA,WWDoA1500,LAX to Westwood,1,,WWDoS
WWDo,WWDoA,WWDoA1600,LAX to Westwood,1,,WWDoS
WWDo,WWDoA,WWDoA1700,LAX to Westwood,1,,WWDoS
WWDo,WWDoA,WWDoA1800,LAX to Westwood,1,,WWDoS
WWDo,WWDoA,WWDoA1900,LAX to Westwood,1,,WWDoS
WWDo,WWDoA,WWDoA2000,LAX to Westwood,1,,WWDoS
WWDo,WWDoA,WWDoA2100,LAX to Westwood,1,,WWDoS
WWDo,WWDoA,WWDoA2200,LAX to Westwood,1,,WWDoS
VNYi,VNYiA,VNYiA0100,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA0200,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA0300,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA0330,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA0400,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA0430,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA0500,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA0515,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA0530,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA0545,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA0600,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA0615,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA0630,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA0645,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA0700,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA0715,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA0730,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA0745,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA0800,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA0815,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA0830,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA0845,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA0900,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA0915,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA0930,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA1000,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA1030,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA1100,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA1130,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA1200,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA1230,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA1300,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA1330,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA1400,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA1430,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA1500,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA1530,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA1600,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA1630,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA1700,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA1730,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA1800,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA1830,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA1900,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA1930,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA2000,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA2030,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA2100,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA2130,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA2200,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA2230,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA2300,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA2330,Van Nuys to LAX,0,,VNYiS
VNYi,VNYiA,VNYiA2400,Van Nuys to LAX,0,,VNYiS
VNYo,VNYoA,VNYoA2400,LAX to Van Nuys,1,,VNYoS
