timetable_id,stop_id,stop_sequence,stop_name,connected_routes
1,10528,1,Herndon NE & Hatch ,"A/Depreciated Route A, B/Depreciated Route B, /CAT Bus, C/Depreciated Route C, D/Depreciated Route D"
1,10529,2,Nadine SE & Herndon,"A/Depreciated Route A, B/Depreciated Route B, /CAT Bus, C/Depreciated Route C, D/Depreciated Route D"
1,10530,3,Nadine SW & Musick,"A/Depreciated Route A, B/Depreciated Route B, /CAT Bus, C/Depreciated Route C, D/Depreciated Route D"
1,10536,4,Richland SW & Nadine,"A/Depreciated Route A, B/Depreciated Route B, /CAT Bus, C/Depreciated Route C, D/Depreciated Route D"
1,10537,5,Richland  NW & Hatch,"A/Depreciated Route A, B/Depreciated Route B, /CAT Bus, C/Depreciated Route C, D/Depreciated Route D"
1,2325070,6,Hatch Rd. & Richland Ave.,/CAT Bus
1,2325071,7,E Hatch Rd & Central Ave,/CAT Bus
1,27767,8,Moffett NE & Glasgow,"A/Depreciated Route A, /CAT Bus, C/Depreciated Route C"
1,10548,9,Mitchell SW & Hatch ,"A/Depreciated Route A, /CAT Bus, C/Depreciated Route C"
1,10549,10,Mitchell W & Autozone,"A/Depreciated Route A, /CAT Bus, C/Depreciated Route C"
1,2325072,11,Mitchell SE & Fowler,/CAT Bus
1,10609,12,Mitchell NW & Garrison,"/CAT Bus, C/Depreciated Route C"
1,2325073,13,Whitmore NE & Louise,/CAT Bus
1,2325074,14,Whitmore NW & Rose,/CAT Bus
1,27783,15,Magnolia NW & 9th,"/CAT Bus, D/Depreciated Route D"
1,2325075,16,Sixth St. & Magnolia Ave.,/CAT Bus
1,2325076,17,Sixth NW & Park,/CAT Bus
1,2326104,18,Hackett & Crownview,/CAT Bus
1,16282,19,Hackett NW & Ferris,"B/Depreciated Route B, /CAT Bus, D/Depreciated Route D"
1,10574,20,Blaker SW & Hackett ,"B/Depreciated Route B, /CAT Bus, D/Depreciated Route D"
1,16286,21,Blaker NW & Sungate  ,"B/Depreciated Route B, /CAT Bus, D/Depreciated Route D"
1,10576,22,Blaker NW & Service ,"B/Depreciated Route B, /CAT Bus, D/Depreciated Route D"
1,2326105,23,Service Rd. & Central Valley High School,/CAT Bus
1,2325077,24,Central Ave. & Service Rd.,/CAT Bus
1,27773,25,Central SE & Hardy Ct.,"B/Depreciated Route B, /CAT Bus"
1,16289,26,Pine & SW Harold,"B/Depreciated Route B, /CAT Bus, D/Depreciated Route D"
1,10563,27,6th NE & Park,"A/Depreciated Route A, B/Depreciated Route B, /CAT Bus, D/Depreciated Route D"
1,2325078,28,Fifth St. & North St.,/CAT Bus
1,10510,29,Magnolia SW & 6th,"A/Depreciated Route A, /CAT Bus, C/Depreciated Route C, D/Depreciated Route D"
1,2325079,30,Ninth & Magnolia,/CAT Bus
1,10512,31,Whitmore SW & Rose,"A/Depreciated Route A, /CAT Bus, C/Depreciated Route C"
1,10513,32,Whitmore SE & Louise,"A/Depreciated Route A, /CAT Bus, C/Depreciated Route C"
1,10514,33,Mitchell NE & Whitmore (Del Taco),"A/Depreciated Route A, /CAT Bus, C/Depreciated Route C"
1,12525,34,Mitchell & NE Dale Ct.,"A/Depreciated Route A, /CAT Bus, C/Depreciated Route C"
1,10515,35,Mitchell NE & Fowler ,"A/Depreciated Route A, /CAT Bus, C/Depreciated Route C"
1,10516,36,Mitchell E & Wal-Mart,"A/Depreciated Route A, /CAT Bus, C/Depreciated Route C"
1,2325080,37,Hatch & Moffett,/CAT Bus
1,2325081,38,Hatch Rd. & Central Ave.,/CAT Bus
1,10508,39,Hatch NW & Richland,"A/Depreciated Route A, B/Depreciated Route B, /CAT Bus, C/Depreciated Route C, D/Depreciated Route D"
1,2325068,40,Hatch & Herndon,/CAT Bus
1,10528,41,Herndon NE & Hatch ,"A/Depreciated Route A, B/Depreciated Route B, /CAT Bus, C/Depreciated Route C, D/Depreciated Route D"
2,2331029,1,Turlock Transit Center,4/Colorado
2,2331007,2,Hawkeye & Geer,4/Colorado
2,2331008,3,Hawkeye & Denair,4/Colorado
2,2331009,4,Olive & Hawkeye,4/Colorado
2,2331010,5,Olive & Wayside,4/Colorado
2,2331011,6,Canal & Main,4/Colorado
2,2331012,7,Canal & Bell,4/Colorado
2,2331013,8,Colorado & Lyons,4/Colorado
2,2331014,9,Berkeley & East,4/Colorado
2,2331015,10,Berkeley & Alpha,4/Colorado
2,2331016,11,Alpha & Cottonwood,4/Colorado
3,2331029,1,Turlock Transit Center,4/Colorado
3,2331007,2,Hawkeye & Geer,4/Colorado
3,2331008,3,Hawkeye & Denair,4/Colorado
3,2331009,4,Olive & Hawkeye,4/Colorado
3,2331010,5,Olive & Wayside,4/Colorado
3,2331011,6,Canal & Main,4/Colorado
3,2331012,7,Canal & Bell,4/Colorado
3,2331013,8,Colorado & Lyons,4/Colorado
3,2331014,9,Berkeley & East,4/Colorado
3,2331015,10,Berkeley & Alpha,4/Colorado
3,2331016,11,Alpha & Cottonwood,4/Colorado
4,2331016,1,Alpha & Cottonwood,4/Colorado
4,2331018,2,Alpha & East,4/Colorado
4,2331019,3,East & Colorado,4/Colorado
4,2331020,4,Colorado & Marshall,4/Colorado
4,2331021,5,Colorado & Canal,4/Colorado
4,2331022,6,Colorado & Main,4/Colorado
4,2331023,7,Colorado & Escondido,4/Colorado
4,2331024,8,Hawkeye & Colorado,4/Colorado
4,2331025,9,Hawkeye & Olive,4/Colorado
4,2331026,10,Hawkeye & Denair,4/Colorado
4,2331027,11,Hawkeye & Geer,"1/Countryside, 3/Olive, 4/Colorado"
4,2331028,12,Hawkeye & Donnelly Park,"1/Countryside, 3/Olive, 4/Colorado"
4,2331029,13,Turlock Transit Center,4/Colorado
5,2331016,1,Alpha & Cottonwood,4/Colorado
5,2331018,2,Alpha & East,4/Colorado
5,2331019,3,East & Colorado,4/Colorado
5,2331020,4,Colorado & Marshall,4/Colorado
5,2331021,5,Colorado & Canal,4/Colorado
5,2331022,6,Colorado & Main,4/Colorado
5,2331023,7,Colorado & Escondido,4/Colorado
5,2331024,8,Hawkeye & Colorado,4/Colorado
5,2331025,9,Hawkeye & Olive,4/Colorado
5,2331026,10,Hawkeye & Denair,4/Colorado
5,2331027,11,Hawkeye & Geer,"1/Countryside, 3/Olive, 4/Colorado"
5,2331028,12,Hawkeye & Donnelly Park,"1/Countryside, 3/Olive, 4/Colorado"
5,2331029,13,Turlock Transit Center,4/Colorado
6,2330969,1,Turlock Transit Center,1/Countryside
6,2331053,2,Fulkerth & Edgewater,"1/Countryside, 2/Geer, 6/Soderquist"
6,2330954,3,Fulkerth & Countryside,1/Countryside
6,2330955,4,Countryside & Shetland,1/Countryside
6,2330956,5,Countryside & Tuolumne,1/Countryside
6,2330957,6,Countryside & Monte Vista Crossings,1/Countryside
6,2330958,7,Countryside & Monte Vista,1/Countryside
6,2330959,8,Monte Vista & Summer Creek,"15/Modesto/ Ceres/ Keyes/ Turlock, 1/Countryside"
6,2330960,9,Monte Vista & Walnut,1/Countryside
6,2330961,10,Monte Vista & Crowell,1/Countryside
6,2330962,11,Monte Vista & Dels,1/Countryside
6,2330963,12,Monte Vista & Niagra,1/Countryside
6,2330964,13,Geer & Regis,1/Countryside
6,2330965,14,Geer & Minnesota,1/Countryside
6,2330966,15,Geer & North,1/Countryside
6,2331027,16,Hawkeye & Geer,"1/Countryside, 3/Olive, 4/Colorado"
6,2331028,17,Hawkeye & Donnelly Park,"1/Countryside, 3/Olive, 4/Colorado"
6,2330969,18,Turlock Transit Center,1/Countryside
7,2330969,1,Turlock Transit Center,1/Countryside
7,2331053,2,Fulkerth & Edgewater,"1/Countryside, 2/Geer, 6/Soderquist"
7,2330954,3,Fulkerth & Countryside,1/Countryside
7,2330955,4,Countryside & Shetland,1/Countryside
7,2330956,5,Countryside & Tuolumne,1/Countryside
7,2330957,6,Countryside & Monte Vista Crossings,1/Countryside
7,2330958,7,Countryside & Monte Vista,1/Countryside
7,2330959,8,Monte Vista & Summer Creek,"15/Modesto/ Ceres/ Keyes/ Turlock, 1/Countryside"
7,2330960,9,Monte Vista & Walnut,1/Countryside
7,2330961,10,Monte Vista & Crowell,1/Countryside
7,2330962,11,Monte Vista & Dels,1/Countryside
7,2330963,12,Monte Vista & Niagra,1/Countryside
7,2330964,13,Geer & Regis,1/Countryside
7,2330965,14,Geer & Minnesota,1/Countryside
7,2330966,15,Geer & North,1/Countryside
7,2331027,16,Hawkeye & Geer,"1/Countryside, 3/Olive, 4/Colorado"
7,2331028,17,Hawkeye & Donnelly Park,"1/Countryside, 3/Olive, 4/Colorado"
7,2330969,18,Turlock Transit Center,1/Countryside
8,10443,1,S. Salado St. & N. 2nd St. (Veterans Memorial Park) ,"40/Modesto/ Patterson, 45E/East-Turlock/ Patterson, 45W/West-Gustine/Newman/Patterson/Crows Landing"
8,841004,2,N First St & E. Las Palmas Ave.,45E/East-Turlock/ Patterson
8,840915,3,N First St & Washburn St.,45E/East-Turlock/ Patterson
8,840916,4,Walnut Ave & Eureka St,45E/East-Turlock/ Patterson
