route_id,direction_id,Direction
6045,1,Inbound
6045,0,Outbound
6044,1,Inbound
6044,0,Outbound
6043,1,Inbound
6043,0,Outbound
6042,0,Clockwise
6041,1,Counterclockwise
6040,0,Clockwise
4978,1,Westbound
4978,0,Eastbound
1095,1,Southbound
1095,0,Northbound
317,0,(Loop)
316,1,Southbound
316,0,Northbound
315,1,Southbound
315,0,Northbound
314,1,Westbound
314,0,Eastbound
313,1,Southbound
313,0,Northbound
312,1,Southbound
312,0,Northbound
310,1,Southbound
310,0,Northbound
