shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
2891.1,33.916431714004,-118.29188070031,201
2891.1,33.916420665623,-118.29640928864,215
2891.1,33.916427175256,-118.30044025179,227
2891.1,33.916425111243,-118.3023650761,233
2891.1,33.916424998646,-118.30459313445,240
2891.1,33.916430415992,-118.30679154968,247
2891.1,33.916440925587,-118.3091317098,254
2891.1,33.916442719624,-118.31375592923,268
2891.1,33.916445771162,-118.317836323,280
2891.1,33.916445766795,-118.32300766453,296
2891.1,33.916449925798,-118.32656400853,307
2891.1,33.91645286404,-118.32952378176,316
2891.1,33.916447440734,-118.33250000206,325
2891.1,33.916442704834,-118.33520266125,333
2891.1,33.916435998402,-118.3395631748,346
2891.1,33.916435366556,-118.34173190683,353
2891.1,33.916429162468,-118.34391379991,359
2891.1,33.916425723473,-118.34607592855,366
2891.1,33.916418949452,-118.35032437939,379
2891.1,33.916404028377,-118.35261500171,386
2891.1,33.916412476213,-118.35721288742,400
2891.1,33.91640575432,-118.36131302079,412
2891.1,33.916402533079,-118.36421014736,421
2891.1,33.916399192043,-118.36712375324,430
2891.1,33.916376823063,-118.37439781781,452
2891.1,33.916366779296,-118.37849463967,464
2891.1,33.916373726929,-118.38325402506,479
2891.1,33.916363043337,-118.38745631458,491
2891.1,33.923625483388,-118.38749648809,518
2891.1,33.930901667077,-118.38753673212,544
2891.1,33.930908322348,-118.37852077099,572
2891.1,33.929092007547,-118.37851586208,578
2891.1,33.929094994206,-118.37756320106,581
2891.1,33.92949892272,-118.37756502124,583
2891.2,33.928160332594,-118.23769572796,0
2891.2,33.924601859054,-118.23909643324,13
2891.2,33.924524104364,-118.24362197356,27
2891.2,33.923740979065,-118.2463226032,36
2891.2,33.919828214653,-118.24624518019,50
2891.2,33.916225780317,-118.24625437024,63
2891.2,33.916275165906,-118.24896706904,71
2891.2,33.916359910553,-118.25444187326,88
2891.2,33.916367247497,-118.25745767908,97
2891.2,33.916353119746,-118.26146879227,109
2891.2,33.916418980606,-118.26528240146,121
2891.2,33.916417602386,-118.2696198558,134
2891.2,33.916416045656,-118.27396719774,147
2891.2,33.916416927806,-118.27838046697,160
2891.2,33.91640671125,-118.28277062779,174
2891.2,33.916426882614,-118.28702575852,187
2891.2,33.916431714004,-118.29188070031,201
2891.2,33.916420665623,-118.29640928864,215
2891.2,33.916427175256,-118.30044025179,227
2891.2,33.916425111243,-118.3023650761,233
2891.2,33.916424998646,-118.30459313445,240
2891.2,33.916430415992,-118.30679154968,247
2891.2,33.916440925587,-118.3091317098,254
2891.2,33.916442719624,-118.31375592923,268
2891.2,33.916445771162,-118.317836323,280
2891.2,33.916445766795,-118.32300766453,296
2891.2,33.916449925798,-118.32656400853,307
2891.2,33.91645286404,-118.32952378176,316
2891.2,33.916447440734,-118.33250000206,325
2891.2,33.916442704834,-118.33520266125,333
2891.2,33.916435998402,-118.3395631748,346
2891.2,33.916435366556,-118.34173190683,353
2891.2,33.916429162468,-118.34391379991,359
2891.2,33.916425723473,-118.34607592855,366
2891.2,33.916418949452,-118.35032437939,379
2891.2,33.916404028377,-118.35261500171,386
2891.2,33.916412476213,-118.35721288742,400
2891.2,33.91640575432,-118.36131302079,412
2891.2,33.916402533079,-118.36421014736,421
2891.2,33.916399192043,-118.36712375324,430
2891.2,33.916376823063,-118.37439781781,452
2891.2,33.916366779296,-118.37849463967,464
2891.2,33.916373726929,-118.38325402506,479
2891.2,33.916363043337,-118.38745631458,491
2891.2,33.923625483388,-118.38749648809,518
2891.2,33.930901667077,-118.38753673212,544
2891.2,33.930908322348,-118.37852077099,572
2891.2,33.929092007547,-118.37851586208,578
2891.2,33.929094994206,-118.37756320106,581
2891.2,33.92949892272,-118.37756502124,583
2892.1,33.92949892272,-118.37756502124,0
2892.1,33.929094994206,-118.37756320106,1
2892.1,33.929092007547,-118.37851586208,4
2892.1,33.930908322348,-118.37852077099,10
2892.1,33.930901667077,-118.38753673212,38
2892.1,33.923625483388,-118.38749648809,64
2892.1,33.919784087114,-118.38746554036,78
2892.1,33.916363043337,-118.38745631458,91
2892.1,33.916373726929,-118.38325402506,103
2892.1,33.916366779296,-118.37849463967,118
2892.1,33.916376823063,-118.37439781781,130
2892.1,33.916399192043,-118.36712375324,152
2892.1,33.916402533079,-118.36421014736,161
2892.1,33.91640575432,-118.36131302079,170
2892.1,33.916412476213,-118.35721288742,182
2892.1,33.916404028377,-118.35261500171,196
2892.1,33.916418468811,-118.34954323732,206
2892.1,33.916423886409,-118.34671533515,214
2892.1,33.916429162468,-118.34391379991,223
2892.1,33.916435998402,-118.3395631748,236
2892.1,33.916442704834,-118.33520266125,249
2892.1,33.916447440734,-118.33250000206,257
2892.1,33.91645286404,-118.32952378176,267
2892.1,33.916449925798,-118.32656400853,275
2892.1,33.916445766795,-118.32300766453,286
2892.1,33.91644982645,-118.32045661662,294
2892.1,33.916445771162,-118.317836323,302
2892.1,33.916442719624,-118.31375592923,314
2892.1,33.916440925587,-118.3091317098,328
2892.1,33.916430415992,-118.30679154968,335
2892.1,33.916424998646,-118.30459313445,342
2892.1,33.916425111243,-118.3023650761,349
2892.1,33.916427175256,-118.30044025179,355
2892.1,33.916420665623,-118.29640928864,367
2892.1,33.916431714004,-118.29188070031,381
2892.2,33.92949892272,-118.37756502124,0
2892.2,33.929094994206,-118.37756320106,1
2892.2,33.929092007547,-118.37851586208,4
2892.2,33.930908322348,-118.37852077099,10
2892.2,33.930901667077,-118.38753673212,38
2892.2,33.923625483388,-118.38749648809,64
