fare_id,route_id,origin_id,destination_id,contains_id
260,SMART,56995,56995,
260,SMART,56996,56996,
260,SMART,56997,56997,
260,SMART,56998,56998,
260,SMART,56999,56999,
261,SMART,56995,56996,
261,SMART,56996,56995,
261,SMART,56996,56997,
261,SMART,56997,56996,
261,SMART,56997,56998,
261,SMART,56998,56997,
261,SMART,56998,56999,
261,SMART,56999,56998,
262,SMART,56995,56997,
262,SMART,56997,56995,
262,SMART,56996,56998,
262,SMART,56998,56996,
262,SMART,56997,56999,
262,SMART,56999,56997,
263,SMART,56995,56998,
263,SMART,56998,56995,
263,SMART,56996,56999,
263,SMART,56999,56996,
264,SMART,56995,56999,
264,SMART,56999,56995,
