route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
65-143,1712WR-D2-Saturday-01,5644453,"EUCLID",0,796995,650080
65-143,1712WR-D2-Saturday-01,5644454,"EUCLID",0,796995,650080
65-143,1712WR-D2-Saturday-01,5644455,"EUCLID",0,796995,650080
65-143,1712WR-D2-Saturday-01,5644456,"EUCLID",0,796995,650080
65-143,1712WR-D2-Saturday-01,5644457,"EUCLID",0,796995,650080
65-143,1712WR-D2-Saturday-01,5644458,"EUCLID",0,796995,650080
65-143,1712WR-D2-Saturday-01,5644459,"EUCLID",0,796995,650080
65-143,1712WR-D2-Saturday-01,5644460,"EUCLID",0,796995,650080
65-143,1712WR-D2-Saturday-01,5644461,"EUCLID",0,796995,650080
65-143,1712WR-D2-Saturday-01,5644462,"EUCLID",0,796995,650080
65-143,1712WR-D2-Saturday-01,5644463,"EUCLID",0,796995,650080
65-143,1712WR-D2-Saturday-01,5644464,"EUCLID",0,796995,650080
65-143,1712WR-D2-Saturday-01,5644465,"EUCLID",1,796995,650083
65-143,1712WR-D2-Saturday-01,5644466,"EUCLID",1,796995,650083
65-143,1712WR-D2-Saturday-01,5644467,"EUCLID",1,796995,650083
65-143,1712WR-D2-Saturday-01,5644468,"EUCLID",1,796995,650083
65-143,1712WR-D2-Saturday-01,5644469,"EUCLID",1,796995,650083
65-143,1712WR-D2-Saturday-01,5644470,"EUCLID",1,796995,650083
65-143,1712WR-D2-Saturday-01,5644471,"EUCLID",1,796995,650083
65-143,1712WR-D2-Saturday-01,5644472,"EUCLID",1,796995,650083
65-143,1712WR-D2-Saturday-01,5644473,"EUCLID",1,796995,650083
65-143,1712WR-D2-Saturday-01,5644474,"EUCLID",1,796995,650083
65-143,1712WR-D2-Saturday-01,5644475,"EUCLID",1,796995,650083
65-143,1712WR-D2-Saturday-01,5644476,"EUCLID",1,796995,650083
88-143,1712WR-D2-Saturday-01,5644477,"BERKELEY BART",0,796999,880118
88-143,1712WR-D2-Saturday-01,5644478,"LAKE MERRITT BART",1,797000,880117
88-143,1712WR-D2-Saturday-01,5644479,"LAKE MERRITT BART",1,797001,880117
88-143,1712WR-D2-Saturday-01,5644480,"BERKELEY BART",0,796996,880118
88-143,1712WR-D2-Saturday-01,5644481,"LAKE MERRITT BART",1,796999,880117
88-143,1712WR-D2-Saturday-01,5644482,"BERKELEY BART",0,796998,880118
88-143,1712WR-D2-Saturday-01,5644483,"BERKELEY BART",0,797000,880118
88-143,1712WR-D2-Saturday-01,5644484,"LAKE MERRITT BART",1,796996,880117
88-143,1712WR-D2-Saturday-01,5644485,"BERKELEY BART",0,797001,880118
88-143,1712WR-D2-Saturday-01,5644486,"LAKE MERRITT BART",1,797002,880117
88-143,1712WR-D2-Saturday-01,5644487,"BERKELEY BART",0,796999,880118
88-143,1712WR-D2-Saturday-01,5644488,"LAKE MERRITT BART",1,797002,880117
88-143,1712WR-D2-Saturday-01,5644489,"LAKE MERRITT BART",1,797000,880117
88-143,1712WR-D2-Saturday-01,5644490,"BERKELEY BART",0,797002,880118
88-143,1712WR-D2-Saturday-01,5644491,"LAKE MERRITT BART",1,797001,880117
88-143,1712WR-D2-Saturday-01,5644492,"BERKELEY BART",0,797000,880118
88-143,1712WR-D2-Saturday-01,5644493,"LAKE MERRITT BART",1,796999,880117
88-143,1712WR-D2-Saturday-01,5644494,"BERKELEY BART",0,797001,880118
88-143,1712WR-D2-Saturday-01,5644495,"LAKE MERRITT BART",1,797109,880117
88-143,1712WR-D2-Saturday-01,5644496,"BERKELEY BART",0,796999,880118
88-143,1712WR-D2-Saturday-01,5644497,"LAKE MERRITT BART",1,797002,880117
88-143,1712WR-D2-Saturday-01,5644498,"BERKELEY BART",0,797109,880118
88-143,1712WR-D2-Saturday-01,5644499,"BERKELEY BART",0,797002,880118
88-143,1712WR-D2-Saturday-01,5644500,"LAKE MERRITT BART",1,797000,880117
88-143,1712WR-D2-Saturday-01,5644501,"LAKE MERRITT BART",1,797001,880117
88-143,1712WR-D2-Saturday-01,5644502,"BERKELEY BART",0,797000,880118
88-143,1712WR-D2-Saturday-01,5644503,"LAKE MERRITT BART",1,796999,880117
88-143,1712WR-D2-Saturday-01,5644504,"BERKELEY BART",0,797001,880118
88-143,1712WR-D2-Saturday-01,5644505,"LAKE MERRITT BART",1,797109,880117
88-143,1712WR-D2-Saturday-01,5644506,"BERKELEY BART",0,796999,880118
88-143,1712WR-D2-Saturday-01,5644507,"LAKE MERRITT BART",1,797002,880117
88-143,1712WR-D2-Saturday-01,5644508,"BERKELEY BART",0,797109,880118
88-143,1712WR-D2-Saturday-01,5644509,"LAKE MERRITT BART",1,797000,880117
88-143,1712WR-D2-Saturday-01,5644510,"BERKELEY BART",0,797002,880118
88-143,1712WR-D2-Saturday-01,5644511,"LAKE MERRITT BART",1,797001,880117
88-143,1712WR-D2-Saturday-01,5644512,"BERKELEY BART",0,797000,880118
88-143,1712WR-D2-Saturday-01,5644513,"LAKE MERRITT BART",1,796999,880117
88-143,1712WR-D2-Saturday-01,5644514,"LAKE MERRITT BART",1,797109,880117
88-143,1712WR-D2-Saturday-01,5644515,"BERKELEY BART",0,797109,880118
88-143,1712WR-D2-Saturday-01,5644516,"LAKE MERRITT BART",1,796999,880117
