place_id,place_name,reference_place,place_lat,place_long
amaS_N,Amaya,amaS,32.785440748301,-117.001716210943
amaS_S,Amaya,amaS,32.785408263553,-117.001634589587
ampket,Santa Fe Depot,,32.717076402569,-117.169093323309
amptro,America Plaza Trolley Station,,32.717002199043,-117.168354508931
apzS,America Plaza,,32.716412608034,-117.168949523561
apzS_N,America Plaza,apzS,32.716186167584,-117.168796954956
apzS_S,America Plaza,apzS,32.716053585569,-117.168810853752
arihic,Arista & Hickory,,32.755896965785,-117.189463494960
arnS_N,Arnele,arnS,32.804651494136,-116.975727277986
arnS_S,Arnele,arnS,32.804668577195,-116.975626530224
astcol,"A" St & Columbia,,32.718929955760,-117.167844624920
avlS_N,Alavarado,avlS,32.777515169533,-117.057253772104
avlS_S,Alvarado,avlS,32.777254706243,-117.056314384068
balgen,Balboa Ave & Genesee Ave,,32.819340551615,-117.181924727965
ballak,Baltimore Dr & Lake Murray Bl.,,32.780263292952,-117.032689675513
balruf,Balboa Ave & Ruffin Rd,,32.822326512237,-117.128926422147
banchu,Bancroft & 2300 Baptist Church,,32.731580162009,-117.006427106349
banele,Bancroft & 8963 Elem. School,,32.731580162009,-117.006427106349
banner,Banner,,33.068458500414,-116.546911432770
barjcn,Barrett Junction,,32.611933175728,-116.707262333943
barlus,Barnes Canyon Rd / Lusk Bl.,,32.900134500924,-117.195161367853
barS_N,Barrio Logan,barS,32.698068911640,-117.146524678030
barS_S,Barrio Logan,barS,32.698016244802,-117.146585903347
baygar,Bayard St & Garnet Ave.,,32.797400470023,-117.253959945944
baygra,Bayview Heights & Grape St.,,32.727742160423,-117.075482816183
baytro,E Street Transit Center,etro,32.639006597117,-117.098338737840
beypa1,Beyer Way & Palm Ave,,32.583750784199,-117.061167789659
