route_id,pattern_id,pattern_direction,place_id,place_rank
967,967,Counterclockwise,rdgmun,5
967,967,Counterclockwise,diveuc,6
967,967,Counterclockwise,8thdst,7
967,967,Counterclockwise,24tro,8
968,968,Clockwise,24tro,0
968,968,Clockwise,8thdst,1
968,968,Clockwise,4theu1,2
968,968,Clockwise,rdgmun,3
968,968,Clockwise,4theuc,4
968,968,Clockwise,8thdst,5
968,968,Clockwise,24tro,6
972,972-CW,Clockwise,svcoas,0
972,972-CW,Clockwise,lusvis,1
972,972-CW,Clockwise,luspac,2
972,972-CW,Clockwise,barlus,3
972,972-CW,Clockwise,luspac,4
972,972-CW,Clockwise,svcoas,5
973,973-CC,Counterclockwise,svcoas,0
973,973-CC,Counterclockwise,mirscr,1
973,973-CC,Counterclockwise,mirpac,2
973,973-CC,Counterclockwise,nancar,3
973,973-CC,Counterclockwise,obemir,4
973,973-CC,Counterclockwise,svcoas,5
978,978-CC,Counterclockwise,svcoas,0
978,978-CC,Counterclockwise,scidri,1
978,978-CC,Counterclockwise,trysci,2
978,978-CC,Counterclockwise,scripp,3
978,978-CC,Counterclockwise,svcoas,4
979,979-N,North,genljN,0
979,979-N,North,svcoas,1
979,979-S,South,svcoas,0
979,979-S,South,camgen,1
979,979-S,South,genljN,2
992,992-L,Counterclockwise,13tcst,0
992,992-L,Counterclockwise,bro4th,1
992,992-L,Counterclockwise,broket,2
992,992-L,Counterclockwise,airt1,3
992,992-L,Counterclockwise,airt2,4
992,992-L,Counterclockwise,broket,5
992,992-L,Counterclockwise,3rdbro,6
992,992-L,Counterclockwise,13tcst,7
COR,COR-W,West,bropie,0
COR,COR-W,West,5thlan,1
COR,COR-W,West,1stfer,2
COR,COR-E,East,1stfer,0
COR,COR-E,East,5thlan,1
COR,COR-E,East,bropie,2
