shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
1000.1,34.666711910127,-118.1491173326,0
1000.1,34.666711350814,-118.14957295373,1
1000.1,34.66758495109,-118.14973083708,4
1000.1,34.667611975125,-118.1478551656,10
1000.1,34.672461760355,-118.14789373387,27
1000.1,34.674835836133,-118.14789796202,36
1000.1,34.674882502893,-118.15238819411,50
1000.1,34.674895033547,-118.15551469186,59
1000.1,34.678676976849,-118.15687553354,73
1000.1,34.680166302641,-118.15685173727,79
1000.1,34.684826523256,-118.15685721433,96
1000.1,34.686964290827,-118.15685792646,103
1000.1,34.689393320971,-118.15685918889,112
1000.1,34.693872105695,-118.15692420653,129
1000.1,34.696699529052,-118.15694951245,139
1000.1,34.696707472335,-118.16138097308,152
1000.1,34.696706956571,-118.16585234091,166
1000.1,34.696706661397,-118.1720037999,184
1000.1,34.696689341089,-118.18385089564,220
1000.1,34.704017633767,-118.18385714444,246
1000.1,34.704016999709,-118.17496685074,273
1000.1,34.70401586151,-118.165970087,300
1000.1,34.703999917105,-118.16148165743,314
1000.1,34.703967230473,-118.15706306948,327
1000.1,34.70395816372,-118.15339980347,338
1000.1,34.703906960624,-118.14815271566,354
1000.1,34.703915559587,-118.14558080589,361
1000.1,34.703899354806,-118.14302548894,369
1000.1,34.701377366551,-118.14263187339,378
1000.1,34.701110631542,-118.14512673022,386
1000.1,34.703915559587,-118.14558080589,396
1000.1,34.703910752251,-118.13791160388,419
1000.1,34.69835306606,-118.13698412586,440
1000.1,34.698539245266,-118.13512464935,445
1000.1,34.699055440031,-118.13044106799,460
1000.1,34.703951942005,-118.13045874374,477
1000.1,34.704003337312,-118.12601368256,491
1000.1,34.704040821503,-118.12157857736,504
1000.1,34.704119392529,-118.11711025432,517
1000.1,34.704162060131,-118.11266183757,531
1000.1,34.7041790288,-118.10600744388,551
1000.1,34.704172757713,-118.1037183168,558
1000.1,34.704179163376,-118.09933306453,571
1000.1,34.704190937707,-118.09490789142,584
1000.1,34.704285454943,-118.0860443067,611
1000.1,34.704321558486,-118.08149604359,625
1000.1,34.70438212929,-118.07709419686,638
1000.1,34.704436943953,-118.06811741469,665
1000.1,34.704471818523,-118.0592304419,691
1000.1,34.697242425715,-118.05927518795,718
1000.1,34.69715053893,-118.07173445801,755
1000.1,34.697122548771,-118.07706749379,771
1000.1,34.695358491362,-118.07705254881,778
1000.1,34.689873972573,-118.07700753927,798
1000.1,34.689810648116,-118.0814219207,811
1000.1,34.689744415758,-118.08583629255,824
1000.1,34.68962406893,-118.09257590921,844
1000.1,34.689592153414,-118.09477144499,851
1001.1,34.689592153414,-118.09477144499,0
1001.1,34.689744415758,-118.08583629255,26
1001.1,34.689810648116,-118.0814219207,40
1001.1,34.689873972573,-118.07700753927,53
1001.1,34.697122548771,-118.07706749379,79
1001.1,34.69715053893,-118.07173445801,95
1001.1,34.697242425715,-118.05927518795,133
1001.1,34.704471818523,-118.0592304419,159
1001.1,34.704436943953,-118.06811741469,186
1001.1,34.704427083098,-118.07094886837,194
1001.1,34.70438212929,-118.07709419686,213
1001.1,34.704321558486,-118.08149604359,226
1001.1,34.704303501619,-118.08380843856,233
1001.1,34.704190937707,-118.09490789142,266
