agency_id,route_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color,route_sort_order,min_headway_minutes
175,1038,10,"Cotati, Rohnert Park, Sonoma State University",,3,http://www.sctransit.com/maps-schedules/route-10/,67686b,ffffff,0,
175,1046,10T,"Cotati, Rohnert Park Tripper",,3,http://www.sctransit.com/maps-schedules/route-10/,67686b,ffffff,1,
175,1028,26,"Sebastopol, Cotati, Rohnert Park",,3,http://sctransit.com/maps-schedules/route-26-route-52/,840715,ffffff,10,
175,1042,28,"Guerneville, Monte Rio, Occidental",,3,http://www.sctransit.com/maps-schedules/route-28/,522e92,ffffff,11,
175,1080,29A,Santa Rosa - Sonoma Coast,,3,http://www.sctransit.com/maps-schedules/route-29a/,203c75,ffffff,12,
175,1081,29B,Guerneville - Sonoma Coast,,3,http://www.sctransit.com/maps-schedules/route-29b/,203c75,ffffff,13,
175,1029,30,"Santa Rosa, Kenwood, Glen Ellen, Sonoma Valley",,3,http://www.sctransit.com/maps-schedules/route-30/,007363,ffffff,14,
175,1051,30X,"Santa Rosa, Sonoma Valley",,3,http://www.sctransit.com/maps-schedules/route-30/,007363,ffffff,15,
175,1043,32,Sonoma Valley,,3,http://www.sctransit.com/maps-schedules/route-32/,771473,ffffff,16,
175,1050,34,"Santa Rosa, Sonoma Valley",,3,http://www.sctransit.com/maps-schedules/route-34/,ed1163,ffffff,17,
175,1030,38,"Sonoma Valley, San Rafael",,3,http://www.sctransit.com/maps-schedules/route-38/,7e6598,ffffff,18,
175,1031,40,"Sonoma, Petaluma",,3,http://sctransit.com/maps-schedules/route-40-route-53/,f26522,ffffff,19,
175,1039,12,Northern Rohnert Park,,3,http://www.sctransit.com/maps-schedules/route-12-route-14/,24338a,ffffff,2,
175,1032,42,"Santa Rosa, Industry West Business Park",,3,http://www.sctransit.com/maps-schedules/route-42/,ec008c,ffffff,20,
175,1033,44,"Santa Rosa, Rohnert Park, SSU, Petaluma",,3,http://www.sctransit.com/maps-schedules/route-44-route-48/,747500,ffffff,21,
175,3234,44X,"Santa Rosa, Rohnert Park, Petaluma",,3,http://www.sctransit.com/maps-schedules/route-44-route-48/,747500,ffffff,22,
175,1034,46,"Santa Rosa, Sonoma State University, Cotati Depot",,3,http://www.sctransit.com/maps-schedules/route-46/,f3736c,ffffff,23,
175,1035,48,"Santa Rosa, Rohnert Park, Cotati, Petaluma",,3,http://www.sctransit.com/maps-schedules/route-44-route-48/,006fba,ffffff,24,
175,1052,48X,"Santa Rosa, Rohnert Park, Cotati, Petaluma",,3,http://www.sctransit.com/maps-schedules/route-44-route-48/,006fba,ffffff,25,
175,6031,52,West County Connector,,3,http://sctransit.com/maps-schedules/route-26-route-52/,d9bf4e,000000,26,
175,6032,53,East County Connector,,3,http://sctransit.com/maps-schedules/route-40-route-53/,649dc8,000000,27,
175,6033,54,South County Connector,,3,http://sctransit.com/maps-schedules/route-44-route-48/,5cab35,000000,28,
175,6034,55,Airport Business Park Shuttle,,3,http://sctransit.com/maps-schedules/route-55/,341718,ffffff,29,30
175,1047,12T,Northern Rohnert Park Tripper,,3,http://www.sctransit.com/maps-schedules/route-12-route-14/,24338a,ffffff,3,
175,6035,56,North County Connector,,3,http://sctransit.com/maps-schedules/route-56/,4d5a40,ffffff,30,120
175,6036,57,"Kaiser, County Center, SRJC Shuttle",,3,http://sctransit.com/maps-schedules/route-57/,2c7689,ffffff,31,
175,1036,60,"Cloverdale, Healdsburg, Windsor, Santa Rosa",,3,http://www.sctransit.com/maps-schedules/route-60/,9e489b,ffffff,32,
175,1053,60X,"Cloverdale, Healdsburg, Windsor, Santa Rosa",,3,http://www.sctransit.com/maps-schedules/route-60/,9e489b,ffffff,33,
175,1037,62,"Windsor, County Airport, Santa Rosa",,3,http://www.sctransit.com/maps-schedules/route-62/,27004b,ffffff,34,
175,1044,66,Windsor Shuttle,,3,http://www.sctransit.com/maps-schedules/route-66/,febe10,000000,35,
175,1079,67,Healdsburg Shuttle,,3,http://sctransit.com/maps-schedules/route-67/,009848,ffffff,36,
175,3283,68,Cloverdale Shuttle,,3,http://www.sctransit.com/maps-schedules/route-68/,0d96d4,ffffff,37,
175,1040,14,Northern Rohnert Park,,3,http://www.sctransit.com/maps-schedules/route-12-route-14/,aa0072,ffffff,4,
175,1048,14T,Northern Rohnert Park Tripper,,3,http://www.sctransit.com/maps-schedules/route-12-route-14/,aa0072,ffffff,5,
175,1026,20,"Russian River Area, Forestville, Sebastopol, Santa Rosa",,3,http://www.sctransit.com/maps-schedules/route-20/,8f6d5d,ffffff,6,
175,1049,20X,"Russian River Area, Santa Rosa",,3,http://www.sctransit.com/maps-schedules/route-20/,8f6d5d,ffffff,7,
175,1027,22,"Sebastopol, Santa Rosa",,3,http://www.sctransit.com/maps-schedules/route-22/,f79131,ffffff,8,
175,1041,24,Sebastopol Shuttle,,3,http://www.sctransit.com/maps-schedules/route-24/,da1f3d,ffffff,9,
