timetable_id,route_id,direction_id,start_date,end_date,monday,tuesday,wednesday,thursday,friday,saturday,sunday,route_label,service_notes,direction_label,orientation
1,6034,0,20170813,20171014,1,1,1,1,1,0,0,Airport Business Park Shuttle,Year Round - Ending Oct. 14 (Monday-Friday),Loop,horizontal
2,6034,0,20171015,20180616,1,1,1,1,1,0,0,Airport Business Park Shuttle,Year Round - Beginning Oct. 15 (Monday-Friday),Loop,horizontal
3,1036,0,20170813,20171014,0,0,0,0,0,1,1,"Cloverdale, Healdsburg, Windsor, Santa Rosa",Year Round - Ending Oct. 14 (Weekend),North,horizontal
4,1036,0,20170813,20171014,1,1,1,1,1,0,0,"Cloverdale, Healdsburg, Windsor, Santa Rosa",Year Round - Ending Oct. 14 (Monday-Friday),North,horizontal
5,1036,1,20170813,20171014,0,0,0,0,0,1,1,"Cloverdale, Healdsburg, Windsor, Santa Rosa",Year Round - Ending Oct. 14 (Weekend),South,horizontal
6,1036,1,20170813,20171014,1,1,1,1,1,0,0,"Cloverdale, Healdsburg, Windsor, Santa Rosa",Year Round - Ending Oct. 14 (Monday-Friday),South,horizontal
7,1053,0,20170813,20171014,1,1,1,1,1,0,0,"Cloverdale, Healdsburg, Windsor, Santa Rosa",Year Round - Ending Oct. 14 (Monday-Friday),North,horizontal
8,1053,1,20170813,20171014,1,1,1,1,1,0,0,"Cloverdale, Healdsburg, Windsor, Santa Rosa",Year Round - Ending Oct. 14 (Monday-Friday),South,horizontal
9,1036,0,20171015,20180616,0,0,0,0,0,1,1,"Cloverdale, Healdsburg, Windsor, Santa Rosa",Year Round - Beginning Oct. 15 (Weekend),North,horizontal
10,1036,0,20171015,20180616,1,1,1,1,1,0,0,"Cloverdale, Healdsburg, Windsor, Santa Rosa",Year Round - Beginning Oct. 15 (Monday-Friday),North,horizontal
11,1036,1,20171015,20180616,0,0,0,0,0,1,1,"Cloverdale, Healdsburg, Windsor, Santa Rosa",Year Round - Beginning Oct. 15 (Weekend),South,horizontal
12,1036,1,20171015,20180616,1,1,1,1,1,0,0,"Cloverdale, Healdsburg, Windsor, Santa Rosa",Year Round - Beginning Oct. 15 (Monday-Friday),South,horizontal
13,1053,0,20171015,20180616,1,1,1,1,1,0,0,"Cloverdale, Healdsburg, Windsor, Santa Rosa",Year Round - Beginning Oct. 15 (Monday-Friday),North,horizontal
14,1053,1,20171015,20180616,1,1,1,1,1,0,0,"Cloverdale, Healdsburg, Windsor, Santa Rosa",Year Round - Beginning Oct. 15 (Monday-Friday),South,horizontal
15,3283,0,20170813,20171014,1,1,1,1,1,0,0,Cloverdale Shuttle,Year Round - Ending Oct. 14 (Monday-Friday),Loop,horizontal
16,3283,0,20171015,20180616,1,1,1,1,1,0,0,Cloverdale Shuttle,Year Round - Beginning Oct. 15 (Monday-Friday),Loop,horizontal
17,1038,0,20170813,20171014,0,0,0,0,0,1,0,"Cotati, Rohnert Park, Sonoma State University",Year Round - Ending Oct. 14 (Saturday only),Loop,horizontal
18,1038,0,20170813,20171014,1,1,1,1,1,0,0,"Cotati, Rohnert Park, Sonoma State University",Year Round - Ending Oct. 14 (Monday-Friday),Loop,horizontal
19,1038,0,20171015,20180616,0,0,0,0,0,1,0,"Cotati, Rohnert Park, Sonoma State University",Year Round - Beginning Oct. 15 (Saturday only),Loop,horizontal
20,1038,0,20171015,20180616,1,1,1,1,1,0,0,"Cotati, Rohnert Park, Sonoma State University",Year Round - Beginning Oct. 15 (Monday-Friday),Loop,horizontal
21,1046,0,20170816,20180616,0,0,1,0,0,0,0,"Cotati, Rohnert Park Tripper",School Trippers - Beginning Aug. 16 (Wednesday only),Loop,horizontal
22,1046,0,20170816,20180616,1,1,0,1,1,0,0,"Cotati, Rohnert Park Tripper",School Trippers - Beginning Aug. 16,Loop,horizontal
23,1046,0,20170816,20180616,1,1,1,1,1,0,0,"Cotati, Rohnert Park Tripper",School Trippers - Beginning Aug. 16 (Monday-Friday),Loop,horizontal
24,6032,0,20170813,20171014,1,1,1,1,1,0,0,East County Connector,Year Round - Ending Oct. 14 (Monday-Friday),East,horizontal
25,6032,1,20170813,20171014,1,1,1,1,1,0,0,East County Connector,Year Round - Ending Oct. 14 (Monday-Friday),West,horizontal
