stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,stop_desc,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
"79030","79030",Union City Bl & Rocklin Dr,37.568491,-122.073145,,"Far Side","","","","","1"
"79213","79213",Union City Bl & Rocklin Dr,37.567743545,-122.072336749,,"Far Side","","","","","1"
"79032","79032",Union City Bl & Rose Dr,37.575727216,-122.079702875,,"Far Side","","","","","1"
"79181","79181",Union City Bl & Rose Dr,37.574638698,-122.079489162,,"Far Side","","","","","1"
"79092","79092",Union City Bl & Smith St,37.596966,-122.080858,,"Far Side","","","","","1"
"79093","79093",Union City Bl & Tara Ct,37.599999,-122.081683,,"Nearside","","","","","1"
"79094","79094",Union City Bl & Whipple Rd,37.606122422,-122.082367324,,"Far Side","","","","","1"
"79074","79074",Union City Bl & Whipple Rd,37.605158783,-122.082489561,,"Far Side","","","","","1"
"79013","79013",Union Landing Transit Center,37.598792,-122.065656,,"Terminal","","","","","1"
"79054","79054",Union Square & BART Way,37.589944854,-122.018861849,,"Far Side","","","","","1"
"79002","79002",Union Square Mid-Block,37.587308,-122.017098,,"Mid-Block","","","","","1"
"79122","79122",Veneto St & Appian Wy,37.592392269,-122.002817674,,"Nearside","","","","","1"
"79206","79206",Veneto St & Corona Pl,37.594,-122.005087,,"Nearside","","","","","1"
"79123","79123",Veneto St & Famosa Ct,37.593909,-122.004923,,"Mid-Block","","","","","1"
"79069","79069",Whipple Rd & Ahern Ave,37.605819,-122.077087,,"Far Side","","","","","1"
"79101","79101",Whipple Rd & Amaral Ave,37.605971141,-122.057863902,,"Far Side","","","","","1"
"79061","79061",Whipple Rd & Barnard White,37.605996,-122.027914,,"Far Side","","","","","1"
"79107","79107",Whipple Rd & Barnard White,37.605863864,-122.027760125,,"Nearside","","","","","1"
"79105","79105",Whipple Rd & Central Ave,37.605867,-122.0376,,"Far Side","","","","","1"
"79063","79063",Whipple Rd & Central Ave,37.606069,-122.038562,,"Far Side","","","","","1"
"79068","79068",Whipple Rd & Dyer St,37.60589,-122.069512,,"Far Side","","","","","1"
"79099","79099",Whipple Rd & Dyer St,37.605624785,-122.071319668,,"Nearside","","","","","1"
"79104","79104",Whipple Rd & Hayman Ave,37.605946,-122.045571,,"Far Side","","","","","1"
"79064","79064",Whipple Rd & Hayman Ave,37.60612,-122.045771,,"Far Side","","","","","1"
"79102","79102",Whipple Rd & Huntwood Ave,37.605966,-122.054591,,"Far Side","","","","","1"
"79066","79066",Whipple Rd & Huntwood Ave,37.606171,-122.055306,,"Far Side","","","","","1"
"79100","79100",Whipple Rd & Industrial Parkway Southwest,37.607003702,-122.064034447,,"Far Side","","","","","1"
"79062","79062",Whipple Rd & Ithaca St,37.606067182,-122.030470465,,"Far Side","","","","","1"
"79097","79097",Whipple Rd & Kohoutek St,37.605619,-122.079456,,"Far Side","","","","","1"
"79070","79070",Whipple Rd & Kohoutek St,37.605793,-122.07981,,"Nearside","","","","","1"
"79065","79065",Whipple Rd & Medallion Ave,37.606178,-122.052106,,"Far Side","","","","","1"
"79103","79103",Whipple Rd & Medallion Ave,37.605961,-122.051981,,"Nearside","","","","","1"
"79098","79098",Whipple Rd & Meridien Dr,37.605618,-122.075278,,"Far Side","","","","","1"
"79106","79106",Whipple Rd & Railroad Ave,37.605840234,-122.031516556,,"Nearside","","","","","1"
"79198","79198",Whipple Rd & Union City Bl,37.605513941,-122.081752248,,"Far Side","","","","","1"
"79067","79067",Whipple Rd & Wiegman Ave,37.606560964,-122.0611558,,"Nearside","","","","","1"
