route_id,direction_id,Direction
4518,1,Southbound
4518,0,Northbound
405,1,Inbound
405,0,Outbound
404,1,Inbound
404,0,Outbound
401,1,Inbound
401,0,Outbound
398,1,Inbound
398,0,Outbound
397,1,Inbound
397,0,Outbound
393,1,Inbound
393,0,Outbound
392,1,Inbound
392,0,Outbound
388,1,Inbound
388,0,Outbound
386,1,Inbound
386,0,Outbound
