fare_id,route_id,origin_id,destination_id,contains_id
1_R_Local,1,,,
1_R_Local,2,,,
1_R_Local,3,,,
1_R_Local,4,,,
1_R_Local,5,,,
1_R_Local,6,,,
1_R_Local,7,,,
1_R_Local,8,,,
1_R_Local,9,,,
1_R_Local,23,,,
1_R_Local,315,,,
1_R_Local,345,,,
1_R_Local,365,,,
1_R_Local,375,,,
1_R_Local,385,,,
1_R_Local,51,,,
1_R_Local,52,,,
1_R_Local,54,,,
1_R_Local,55,,,
1_R_Local,60,,,
1_R_Local,61,,,
1_R_Local,63,,,
1_R_Local,66,,,
1_R_Local,70,,,
1_R_Local,71,,,
1_R_Local,710,,,
1_R_Local,715,,,
1_R_Local,720,,,
1_R_Local,723,,,
1_R_Local,725,,,
1_R_Local,745,,,
1_R_Local,76,,,
1_R_Local,77,,,
1_R_Local,797,,,
1_R_Local,80,,,
1_R_Local,83,,,
1_R_Local,85,,,
1_R_Local,90,,,
1_R_Local,91,,,
1_R_Local,93,,,
1_R_Local,97,,,
1_R_Express,40,,,
1_R_Express,43,,,
1_R_Express,44,,,
1_D_Pass,1,,,
1_D_Pass,2,,,
1_D_Pass,3,,,
1_D_Pass,4,,,
1_D_Pass,5,,,
1_D_Pass,6,,,
1_D_Pass,7,,,
1_D_Pass,8,,,
1_D_Pass,9,,,
1_D_Pass,23,,,
1_D_Pass,315,,,
1_D_Pass,345,,,
1_D_Pass,365,,,
1_D_Pass,375,,,
1_D_Pass,385,,,
1_D_Pass,51,,,
1_D_Pass,52,,,
1_D_Pass,54,,,
1_D_Pass,55,,,
1_D_Pass,60,,,
1_D_Pass,61,,,
1_D_Pass,63,,,
1_D_Pass,66,,,
1_D_Pass,70,,,
1_D_Pass,71,,,
1_D_Pass,710,,,
1_D_Pass,715,,,
1_D_Pass,720,,,
1_D_Pass,723,,,
1_D_Pass,725,,,
1_D_Pass,745,,,
1_D_Pass,76,,,
1_D_Pass,77,,,
1_D_Pass,797,,,
1_D_Pass,80,,,
1_D_Pass,83,,,
1_D_Pass,85,,,
1_D_Pass,90,,,
1_D_Pass,91,,,
1_D_Pass,93,,,
1_D_Pass,97,,,
1_D_Pass,40,,,
1_D_Pass,43,,,
1_D_Pass,44,,,
1_R_Commuter,150,,,
1_R_Commuter,152,,,
1_R_Commuter,163,,,
1_R_Commuter,165,,,
1_R_Commuter,172,,,
1_R_Commuter,173,,,
