trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,stop_headsign
2788.1-10-0-1577-0950-1050-3263-0-0-0-0_CE_7FR,09:50:00,09:50:00,10004,0,0,0,
2788.1-10-0-1577-0950-1050-3263-0-0-0-0_CE_7FR,10:50:00,10:50:00,10002,1577,0,0,
2788.1-13-0-1577-1215-1315-3263-0-0-0-0_CE_7FR,12:15:00,12:15:00,10004,0,0,0,
2788.1-13-0-1577-1215-1315-3263-0-0-0-0_CE_7FR,13:15:00,13:15:00,10002,1577,0,0,
2788.1-15-0-1577-1400-1500-3263-0-0-0-0_CE_7FR,14:00:00,14:00:00,10004,0,0,0,
2788.1-15-0-1577-1400-1500-3263-0-0-0-0_CE_7FR,15:00:00,15:00:00,10002,1577,0,0,
2788.1-17-0-1577-1615-1715-3263-0-0-0-0_CE_7FR,16:15:00,16:15:00,10004,0,0,0,
2788.1-17-0-1577-1615-1715-3263-0-0-0-0_CE_7FR,17:15:00,17:15:00,10002,1577,0,0,
2788.1-18-0-1577-1745-1845-3263-0-0-0-0_CE_7FR,17:45:00,17:45:00,10004,0,0,0,
2788.1-18-0-1577-1745-1845-3263-0-0-0-0_CE_7FR,18:45:00,18:45:00,10002,1577,0,0,
2788.1-20-0-1577-1900-2000-3263-0-0-0-0_CE_7FR,19:00:00,19:00:00,10004,0,0,0,
2788.1-20-0-1577-1900-2000-3263-0-0-0-0_CE_7FR,20:00:00,20:00:00,10002,1577,0,0,
2788.1-7-0-1577-0600-0700-3263-0-0-0-0_CE_7FR,06:00:00,06:00:00,10004,0,0,0,
2788.1-7-0-1577-0600-0700-3263-0-0-0-0_CE_7FR,07:00:00,07:00:00,10002,1577,0,0,
2788.1-9-0-1577-0815-0915-3263-0-0-0-0_CE_7FR,08:15:00,08:15:00,10004,0,0,0,
2788.1-9-0-1577-0815-0915-3263-0-0-0-0_CE_7FR,09:15:00,09:15:00,10002,1577,0,0,
2791.1-11-0-1577-1010-1110-3263-0-0-0-0_CE_7FR,10:10:00,10:10:00,10002,0,0,0,
2791.1-11-0-1577-1010-1110-3263-0-0-0-0_CE_7FR,11:10:00,11:10:00,10004,1577,0,0,
2791.1-12-0-1577-1145-1245-3263-0-0-0-0_CE_7FR,11:45:00,11:45:00,10002,0,0,0,
2791.1-12-0-1577-1145-1245-3263-0-0-0-0_CE_7FR,12:45:00,12:45:00,10004,1577,0,0,
2791.1-15-0-1577-1405-1505-3263-0-0-0-0_CE_7FR,14:05:00,14:05:00,10002,0,0,0,
2791.1-15-0-1577-1405-1505-3263-0-0-0-0_CE_7FR,15:05:00,15:05:00,10004,1577,0,0,
2791.1-16-0-1577-1550-1650-3263-0-0-0-0_CE_7FR,15:50:00,15:50:00,10002,0,0,0,
2791.1-16-0-1577-1550-1650-3263-0-0-0-0_CE_7FR,16:50:00,16:50:00,10004,1577,0,0,
2791.1-19-0-1577-1805-1905-3263-0-0-0-0_CE_7FR,18:05:00,18:05:00,10002,0,0,0,
2791.1-19-0-1577-1805-1905-3263-0-0-0-0_CE_7FR,19:05:00,19:05:00,10004,1577,0,0,
2791.1-20-0-1577-1930-2030-3263-0-0-0-0_CE_7FR,19:30:00,19:30:00,10002,0,0,0,
2791.1-20-0-1577-1930-2030-3263-0-0-0-0_CE_7FR,20:30:00,20:30:00,10004,1577,0,0,
2791.1-21-0-1577-2050-2150-3263-0-0-0-0_CE_7FR,20:50:00,20:50:00,10002,0,0,0,
2791.1-21-0-1577-2050-2150-3263-0-0-0-0_CE_7FR,21:50:00,21:50:00,10004,1577,0,0,
2791.1-8-0-1577-0745-0845-3263-0-0-0-0_CE_7FR,07:45:00,07:45:00,10002,0,0,0,
2791.1-8-0-1577-0745-0845-3263-0-0-0-0_CE_7FR,08:45:00,08:45:00,10004,1577,0,0,
2792.1-10-0-1975-0950-1120-3263-0-0-0-0_CE_7FR,09:50:00,09:50:00,10005,0,0,0,
2792.1-10-0-1975-0950-1120-3263-0-0-0-0_CE_7FR,11:20:00,11:20:00,10002,1975,0,0,
2792.1-15-0-1975-1430-1600-3263-0-0-0-0_CE_7FR,14:30:00,14:30:00,10005,0,0,0,
2792.1-15-0-1975-1430-1600-3263-0-0-0-0_CE_7FR,16:00:00,16:00:00,10002,1975,0,0,
2793.1-12-0-1975-1150-1320-3263-0-0-0-0_CE_7FR,11:50:00,11:50:00,10002,0,0,0,
2793.1-12-0-1975-1150-1320-3263-0-0-0-0_CE_7FR,13:20:00,13:20:00,10005,1975,0,0,
2793.1-17-0-1975-1630-1800-3263-0-0-0-0_CE_7FR,16:30:00,16:30:00,10002,0,0,0,
2793.1-17-0-1975-1630-1800-3263-0-0-0-0_CE_7FR,18:00:00,18:00:00,10005,1975,0,0,
2962.1-10-0-1479-0900-1015-3263-0-0-0-0_CE_7FR,09:00:00,09:00:00,10003,0,0,0,
2962.1-10-0-1479-0900-1015-3263-0-0-0-0_CE_7FR,10:15:00,10:15:00,10002,1479,0,0,
2962.1-15-0-1479-1455-1655-3263-0-0-0-0_CE_7FR,14:55:00,14:55:00,10003,0,0,0,
2962.1-15-0-1479-1455-1655-3263-0-0-0-0_CE_7FR,16:55:00,16:55:00,10002,1479,0,0,
2962.1-16-0-1479-1515-1715-3263-0-0-0-0_CE_7FR,15:15:00,15:15:00,10003,0,0,0,
2962.1-16-0-1479-1515-1715-3263-0-0-0-0_CE_7FR,17:15:00,17:15:00,10002,1479,0,0,
2962.1-17-0-1479-1620-1820-3263-0-0-0-0_CE_7FR,16:20:00,16:20:00,10003,0,0,0,
2962.1-17-0-1479-1620-1820-3263-0-0-0-0_CE_7FR,18:20:00,18:20:00,10002,1479,0,0,
2963.1-11-679-2158-1030-1230-3263-0-0-0-0_CE_7FR,10:30:00,10:30:00,10002,679,0,0,
2963.1-11-679-2158-1030-1230-3263-0-0-0-0_CE_7FR,12:30:00,12:30:00,10003,2158,0,0,
2963.1-18-679-2158-1715-1830-3263-0-0-0-0_CE_7FR,17:15:00,17:15:00,10002,679,0,0,
2963.1-18-679-2158-1715-1830-3263-0-0-0-0_CE_7FR,18:30:00,18:30:00,10003,2158,0,0,
2963.1-18-679-2158-1745-1900-3263-0-0-0-0_CE_7FR,17:45:00,17:45:00,10002,679,0,0,
2963.1-18-679-2158-1745-1900-3263-0-0-0-0_CE_7FR,19:00:00,19:00:00,10003,2158,0,0,
2963.1-19-679-2158-1845-2000-3263-0-0-0-0_CE_7FR,18:45:00,18:45:00,10002,679,0,0,
2963.1-19-679-2158-1845-2000-3263-0-0-0-0_CE_7FR,20:00:00,20:00:00,10003,2158,0,0,
