route_id,service_id,trip_id,trip_headsign,shape_id
2788.1,MTWHFSU,2788.1-10-0-1577-0950-1050-3263-0-0-0-0_CE_7FR,CATALINA EXPRESS,2788.1
2788.1,FSU,2788.1-13-0-1577-1215-1315-3263-0-0-0-0_CE_7FR,CATALINA EXPRESS,2788.1
2788.1,MTWHFSU,2788.1-15-0-1577-1400-1500-3263-0-0-0-0_CE_7FR,CATALINA EXPRESS,2788.1
2788.1,FSU,2788.1-17-0-1577-1615-1715-3263-0-0-0-0_CE_7FR,CATALINA EXPRESS,2788.1
2788.1,MTWHSU,2788.1-18-0-1577-1745-1845-3263-0-0-0-0_CE_7FR,CATALINA EXPRESS,2788.1
2788.1,F,2788.1-20-0-1577-1900-2000-3263-0-0-0-0_CE_7FR,CATALINA EXPRESS,2788.1
2788.1,MTWHFSU,2788.1-7-0-1577-0600-0700-3263-0-0-0-0_CE_7FR,CATALINA EXPRESS,2788.1
2788.1,SU,2788.1-9-0-1577-0815-0915-3263-0-0-0-0_CE_7FR,CATALINA EXPRESS,2788.1
2791.1,SU,2791.1-11-0-1577-1010-1110-3263-0-0-0-0_CE_7FR,CATALINA EXPRESS,2791.1
2791.1,MTWHFSU,2791.1-12-0-1577-1145-1245-3263-0-0-0-0_CE_7FR,CATALINA EXPRESS,2791.1
2791.1,FSU,2791.1-15-0-1577-1405-1505-3263-0-0-0-0_CE_7FR,CATALINA EXPRESS,2791.1
2791.1,MTWHFSU,2791.1-16-0-1577-1550-1650-3263-0-0-0-0_CE_7FR,CATALINA EXPRESS,2791.1
2791.1,FSU,2791.1-19-0-1577-1805-1905-3263-0-0-0-0_CE_7FR,CATALINA EXPRESS,2791.1
2791.1,MTWHSU,2791.1-20-0-1577-1930-2030-3263-0-0-0-0_CE_7FR,CATALINA EXPRESS,2791.1
2791.1,F,2791.1-21-0-1577-2050-2150-3263-0-0-0-0_CE_7FR,CATALINA EXPRESS,2791.1
2791.1,MTWHFSU,2791.1-8-0-1577-0745-0845-3263-0-0-0-0_CE_7FR,CATALINA EXPRESS,2791.1
2792.1,MTWHFSU,2792.1-10-0-1975-0950-1120-3263-0-0-0-0_CE_7FR,CATALINA EXPRESS,2792.1
2792.1,FU,2792.1-15-0-1975-1430-1600-3263-0-0-0-0_CE_7FR,CATALINA EXPRESS,2792.1
2793.1,FU,2793.1-12-0-1975-1150-1320-3263-0-0-0-0_CE_7FR,CATALINA EXPRESS,2793.1
2793.1,MTWHFSU,2793.1-17-0-1975-1630-1800-3263-0-0-0-0_CE_7FR,CATALINA EXPRESS,2793.1
2962.1,MTWHFSU,2962.1-10-0-1479-0900-1015-3263-0-0-0-0_CE_7FR,CATALINA EXPRESS,2962.1
2962.1,MWSU,2962.1-15-0-1479-1455-1655-3263-0-0-0-0_CE_7FR,CATALINA EXPRESS,2962.1
2962.1,TH,2962.1-16-0-1479-1515-1715-3263-0-0-0-0_CE_7FR,CATALINA EXPRESS,2962.1
2962.1,F,2962.1-17-0-1479-1620-1820-3263-0-0-0-0_CE_7FR,CATALINA EXPRESS,2962.1
2963.1,MTWHFSU,2963.1-11-679-2158-1030-1230-3263-0-0-0-0_CE_7FR,CATALINA EXPRESS,2963.1
2963.1,MWSU,2963.1-18-679-2158-1715-1830-3263-0-0-0-0_CE_7FR,CATALINA EXPRESS,2963.1
2963.1,TH,2963.1-18-679-2158-1745-1900-3263-0-0-0-0_CE_7FR,CATALINA EXPRESS,2963.1
2963.1,F,2963.1-19-679-2158-1845-2000-3263-0-0-0-0_CE_7FR,CATALINA EXPRESS,2963.1
