fare_id,route_id,origin_id,destination_id,contains_id
5,701,,,
5,794,,,
5,721,,,
4,83,,,
4,90,,,
4,91,,,
4,150,,,
4,26,,,
4,24,,,
4,453,,,
4,53,,,
4,178,,,
4,177,,,
4,56,,,
4,543,,,
4,53x,,,
4,43,,,
4,64x,,,
4,21,,,
4,560,,,
4,25,,,
4,29,,,
4,35,,,
4,37,,,
4,47,,,
4,57,,,
4,33,,,
4,72,,,
4,76,,,
4,480,,,
4,472,,,
4,167,,,
4,86,,,
4,129,,,
4,82,,,
4,143,,,
4,57x,,,
4,59,,,
4,462,,,
4,55,,,
4,454,,,
4,70,,,
4,66,,,
4,64,,,
4,473,,,
4,60,,,
4,182,,,
4,38,,,
4,153,,,
4,50,,,
4,30,,,
4,42,,,
4,54,,,
4,46,,,
4,463,,,
4,89,,,
4,85,,,
4,1,,,
4,87,,,
4,79,,,
4,71,,,
7,400,,,
7,402,,,
7,401,,,
7,403,,,
6,213,,,
6,211,,,
6,206,,,
6,216,,,
6,212,,,
