shape_id,shape_pt_lon,shape_pt_lat,shape_pt_sequence,shape_dist_traveled
2281478a-56f5-4bb1-8e8f-adf4ade07669,-122.477686,37.856185,1,0.00000000
2281478a-56f5-4bb1-8e8f-adf4ade07669,-122.412259,37.809525,2,7745.63545240
325752b4-1bd1-4f98-afb8-c78e272d575b,-122.455382,37.872644,1,0.00000000
325752b4-1bd1-4f98-afb8-c78e272d575b,-122.441082,37.846257,2,3187.69236680
325752b4-1bd1-4f98-afb8-c78e272d575b,-122.441082,37.846257,3,3187.69236680
325752b4-1bd1-4f98-afb8-c78e272d575b,-122.4359322,37.8388012,4,4131.25565730
325752b4-1bd1-4f98-afb8-c78e272d575b,-122.4300957,37.8309378,5,5144.03151240
325752b4-1bd1-4f98-afb8-c78e272d575b,-122.4300957,37.8309378,6,5144.03151240
325752b4-1bd1-4f98-afb8-c78e272d575b,-122.4300957,37.8309378,7,5144.03151240
325752b4-1bd1-4f98-afb8-c78e272d575b,-122.4123097,37.8095994,8,7983.35131880
325752b4-1bd1-4f98-afb8-c78e272d575b,-122.4123498,37.8096777,9,7992.73270470
325752b4-1bd1-4f98-afb8-c78e272d575b,-122.4123042,37.809601,10,8002.14326940
325752b4-1bd1-4f98-afb8-c78e272d575b,-122.4123042,37.809601,11,8002.14326940
325752b4-1bd1-4f98-afb8-c78e272d575b,-122.4124146,37.8089024,12,8080.28699270
499ef578-d18e-46b4-978b-f6d0d64fbcf0,-122.3934728,37.7955169,1,0.00000000
499ef578-d18e-46b4-978b-f6d0d64fbcf0,-122.3897123,37.7980009,2,430.93694610
499ef578-d18e-46b4-978b-f6d0d64fbcf0,-122.3897123,37.7980009,3,430.93694610
499ef578-d18e-46b4-978b-f6d0d64fbcf0,-122.3861074,37.8023753,4,1011.04577770
499ef578-d18e-46b4-978b-f6d0d64fbcf0,-122.3861074,37.8023753,5,1011.04577770
499ef578-d18e-46b4-978b-f6d0d64fbcf0,-122.3864722,37.8070715,6,1533.27944510
