stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
5,BRSH,BRAWLEY - SHIELDS,N BRAWLEY AVE & W FOUNTAIN WAY,36.779591,-119.862246,,,,,,0
6,SHBREB,SHAW - BRAWLEY,W SHAW AVE & N BRAWLEY AVE,36.808145,-119.862218,,,,,,0
7,SHWEEB,SHAW - WEST,W SHAW AVE & N WEST AVE,36.80825,-119.826818,,,,,,0
8,SHBLEB,SHAW - BLACKSTONE,E SHAW AVE & N BLACKSTONE AVE,36.808498,-119.790072,,,,,,0
9,SHFIEB,SHAW - FIRST,E SHAW AVE & N FIRST ST,36.808537,-119.771948,,,,,,0
10,SHCEEB,SHAW - CEDAR,E SHAW AVE & N CEDAR AVE,36.808565,-119.753608,,,,,,0
11,WLSH,WILLOW - SHAW,,36.807989,-119.727404,,,,,,0
13,SHCEWB,SHAW - CEDAR,E SHAW AVE & N CEDAR AVE,36.808653,-119.755124,,,,,,0
14,SHFIWB,SHAW - FIRST,E SHAW AVE & E FRONTAGE RD N,36.80859,-119.772728,,,,,,0
15,SHBLWB,SHAW - BLACKSTONE,W SHAW AVE & N BLACKSTONE AVE,36.808541,-119.790909,,,,,,0
16,SHWEWB,SHAW - WEST,W SHAW AVE & N WEST AVE,36.808303,-119.826841,,,,,,0
17,SHBRWB,SHAW - BRAWLEY,W SHAW AVE & N SONORA LN,36.808232,-119.86309,,,,,,0
28,BRMR,BRAWLEY - WALMART,N BRAWLEY AVE & W SHAW AVE,36.810313,-119.862542,,,,,,0
29,MASHSB,MARKS - SHAW,,36.807821,-119.844618,,,,,,0
30,HUSDSB,HUGHES - SHIELDS,,36.778951,-119.835619,,,,,,0
33,CECHSB,CESAR CHAVEZ,,36.742289,-119.790697,,,,,,0
36,CECHNB,CESAR CHAVEZ,,36.741839,-119.789214,,,,,,0
38,MCPA,NE MCKINLEY - PALM,,36.765013,-119.807723,,,,,,0
39,HUSDNB,HUGHES - SHIELDS,,36.778817,-119.835419,,,,,,0
40,SHMANB,SHAW - MARKS,,36.808444,-119.845027,,,,,,0
42,WEBU,WEST - BULLARD,,36.821733,-119.826521,,,,,,0
43,WESHSB,WEST - SHAW,,36.807186,-119.826514,,,,,,0
44,WESDSB,SW WEST - SHIELDS,,36.778982,-119.826714,,,,,,0
45,OLVASB,OLIVE - VAN NESS,,36.757616,-119.798463,,,,,,0
48,TUCESB,TULARE - CEDAR,,36.743081,-119.754118,,,,,,0
49,TUPESB,TULARE - PEACH,,36.743076,-119.717889,,,,,,0
50,BUBUSB,BURGAN - BUTLER,,36.730799,-119.677657,,,,,,0
51,KCCL,KINGS CANYON - CLOVIS,E KINGS CANYON RD & S PHILLIP AVE,36.735985,-119.697492,,,,,,0
61,NEBK,NEES - BLACKSTONE,,36.85215,-119.791532,,,,,,0
62,PSHESB,PALM - HERNDON,,36.836627,-119.808473,,,,,,0
63,PSSDSB,PALM - SHIELDS,,36.77911,-119.808768,,,,,,0
64,BUCHSB,BUTLER - CHESTNUT,,36.728617,-119.735779,,,,,,0
65,FAT WB,FRESNO YOSEMITE INTL - WB,N TERRY COOPER WAY & UNNAMED ALY,36.76923,-119.719794,,,,,,0
67,CLWESB,CLINTON - WEST,,36.772085,-119.827028,,,,,,0
68,SDBR,SHIELDS - BRAWLEY,W SHIELDS AVE & N BRAWLEY AVE,36.779163,-119.861827,,,,,,0
70,CLWEEB,CLINTON - WEST,,36.771924,-119.82611,,,,,,0
71,MTCEEB,MANCHESTER TRANSIT CENTER EB,,36.783094,-119.790188,,,,,,0
72,FAT EB,FRESNO YOSEMITE INTL - EB,E CLINTON WAY & UNNAMED ALY,36.76996,-119.722373,,,,,,0
73,BUCHEB,BUTLER - CHESTNUT,,36.728748,-119.736883,,,,,,0
76,PNSD,PALM - SHIELDS,,36.780037,-119.808579,,,,,,0
77,HEPN,HERNDON - PALM,,36.836876,-119.807869,,,,,,0
79,SHCW,SHAWCOLE W/B,SHAW AVE & RAILROAD AVE,36.808535,-119.696576,,,,,,0
81,SHCESB,NW SHAW - CEDAR,,36.808792,-119.755154,,,,,,0
82,FISHSB,FIRST/SHAW S/B,,36.809227,-119.772456,,,,,,0
83,MTCSSB,MANCHESTER TRANSIT CENTER SB,,36.783667,-119.790286,,,,,,0
84,VECESB,VENTURA - CEDAR,,36.735759,-119.753707,,,,,,0
