stop_id,stop_city
808708,
808709,
808710,
808711,
808712,
808713,
808714,
808715,
808721,
808722,
808723,
808724,
808725,
808726,
808727,
808728,
808730,
808731,
808732,
808733,
808734,
808735,
808736,
808737,
808741,
808742,
808743,
808749,
808750,
808751,
808758,
808761,
808763,
808766,
808767,
808769,
808771,
808772,
808773,
808774,
808775,
808776,
808777,
808778,
808779,
808781,
808782,
808785,
808786,
808787,
808789,
808791,
808793,
808794,
808796,
808799,
808801,
808803,
808804,
808805,
808806,
808807,
808808,
808810,
808819,
808821,
808822,
808823,
808824,
808825,
808828,
808831,
808833,
808835,
808836,
808837,
808838,
808839,
808840,
808841,
808842,
808843,
808844,
808845,
808846,
808847,
808848,
808849,
808856,
808857,
808858,
808862,
808863,
808865,
808866,
808867,
808869,
808870,
808872,
808873,
808874,
808875,
808876,
808877,
808878,
808879,
808880,
808883,
808884,
808885,
808888,
808889,
808890,
808891,
808893,
808895,
808896,
808899,
808901,
808906,
808907,
808908,
808912,
808915,
808916,
808918,
808919,
808922,
808923,
808924,Santa Maria
808925,
808926,
808927,Santa Maria
808928,
808930,
808931,
808932,
808933,
808935,
808937,
808939,
808943,
808945,
808946,
808948,
808949,
808950,
808953,
808955,
808962,
808964,
808966,
808967,
808968,
808969,
808970,
808971,
808972,
808974,
808975,
808976,
808977,
808978,
808979,
808980,
808981,
808982,
808983,
808984,
808985,
809079,
810859,
816015,
816016,
816017,
816018,
816020,
816021,
816024,
2328650,"Orcutt, CA"
2328651,
2329724,Santa Maria
2329726,Buellton
2329727,Buellton
2329734,"Orcutt, CA"
808708,
808709,
808710,
808711,
808712,
808713,
808714,
808715,
808721,
808722,
808723,
808724,
808725,
808726,
808727,
808728,
808730,
808731,
808732,
808733,
808734,
808735,
808736,
808737,
808741,
808742,
808743,
808749,
808750,
808751,
808758,
808761,
808763,
808766,
808767,
808769,
808771,
808772,
808773,
808774,
808775,
808776,
808777,
808778,
808779,
808781,
808782,
808785,
808786,
808787,
808789,
808791,
808793,
808794,
808796,
808799,
808801,
808803,
808804,
808805,
808806,
808807,
808808,
808810,
808819,
808821,
808822,
808823,
808824,
808825,
808828,
808831,
808833,
808835,
808836,
808837,
808838,
808839,
808840,
808841,
808842,
808843,
808844,
808845,
808846,
808847,
808848,
808849,
808856,
808857,
808858,
808862,
808863,
808865,
808866,
808867,
808869,
808870,
808872,
808873,
808874,
808875,
808876,
808877,
808878,
808879,
808880,
808883,
808884,
808885,
808888,
808889,
808890,
808891,
808893,
808895,
808896,
808899,
808901,
808906,
808907,
808908,
808912,
808915,
808916,
808918,
808919,
808922,
808923,
808924,Santa Maria
808925,
808926,
808927,Santa Maria
808928,
808930,
808931,
808932,
808933,
808935,
808937,
808939,
808943,
808945,
808946,
808948,
808949,
808950,
808953,
808955,
808962,
808964,
808966,
808967,
808968,
808969,
808970,
808971,
808972,
808974,
808975,
808976,
808977,
808978,
808979,
808980,
808981,
808982,
808983,
808984,
808985,
809079,
810859,
816015,
816016,
816017,
816018,
816020,
816021,
816024,
2328650,"Orcutt, CA"
2328651,
2329724,Santa Maria
2329726,Buellton
2329727,Buellton
2329734,"Orcutt, CA"
