trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint,continuous_stops
t_158512_b_2753_tn_16,14:17:00,14:17:00,781953,8,,0,0,8697.88410680291,0,0
t_158512_b_2753_tn_16,,,781954,9,,0,0,9734.78381634248,0,0
t_158512_b_2753_tn_16,14:26:00,14:26:00,768525,10,,0,0,11119.7146819946,0,0
t_158512_b_2753_tn_16,,,768507,11,,0,0,11831.5603153285,0,0
t_158512_b_2753_tn_16,,,768490,12,,0,0,12154.2262313504,0,0
t_158512_b_2753_tn_16,,,768499,13,,0,0,12749.2928986909,0,0
t_158512_b_2753_tn_16,,,781912,14,,0,0,12985.4291804445,0,0
t_158512_b_2753_tn_16,,,768553,15,,0,0,13232.7541544564,0,0
t_158512_b_2753_tn_16,14:31:00,14:31:00,768547,16,,0,0,13608.9106672255,0,0
t_158512_b_2753_tn_16,,,768362,17,,0,0,13806.3947315854,0,0
t_158512_b_2753_tn_16,,,768360,18,,0,0,14352.6597923818,0,0
t_158512_b_2753_tn_16,14:37:00,14:37:00,768322,19,,0,0,15618.2792198947,0,0
t_158512_b_2753_tn_16,,,768536,20,,0,0,17086.3512226868,0,0
t_158512_b_2753_tn_16,,,768278,21,,0,0,17933.2770234435,0,0
t_158512_b_2753_tn_16,14:45:00,14:45:00,768247,22,,0,0,18665.0518210531,0,0
t_158512_b_2753_tn_16,,,768449,23,,0,0,19073.101156325,0,0
t_158512_b_2753_tn_16,,,768253,24,,0,0,19343.6079847089,0,0
t_158512_b_2753_tn_16,14:49:00,14:49:00,768582,25,,0,0,19740.4528895265,0,0
t_158512_b_2753_tn_16,,,781932,26,,0,0,20050.5760920521,0,0
t_158512_b_2753_tn_16,,,768279,27,,0,0,20737.4933070091,0,0
t_158512_b_2753_tn_16,,,781933,28,,0,0,21043.8637229512,0,0
t_158512_b_2753_tn_16,,,768295,29,,0,0,21213.3934212479,0,0
t_158512_b_2753_tn_16,,,768509,30,,0,0,21561.6641336256,0,0
t_158512_b_2753_tn_16,,,768506,31,,0,0,21764.3809702582,0,0
t_158512_b_2753_tn_16,,,768570,32,,0,0,22113.33983516,0,0
t_158512_b_2753_tn_16,14:56:00,14:56:00,768419,33,,0,0,22390.5706147282,0,0
t_158512_b_2753_tn_16,,,768160,34,,0,0,22704.3547423788,0,0
t_158512_b_2753_tn_16,,,768528,35,,0,0,23639.728356812,0,0
t_158512_b_2753_tn_16,,,768245,36,,0,0,24188.6150613166,0,0
t_158512_b_2753_tn_16,,,768565,37,,0,0,24603.2433840528,0,0
t_158512_b_2753_tn_16,15:03:00,15:03:00,768489,38,,0,0,25794.9875730133,0,0
t_158512_b_2753_tn_16,,,768542,39,,0,0,26756.5918261407,0,0
t_158512_b_2753_tn_16,,,768517,40,,0,0,27417.3016064582,0,0
t_158512_b_2753_tn_16,15:07:00,15:07:00,835719,41,,0,0,28080.4218369793,0,0
t_158512_b_2753_tn_16,,,768557,42,,0,0,28539.8657545306,0,0
t_158512_b_2753_tn_16,,,768561,43,,0,0,29084.0153635575,0,0
t_158512_b_2753_tn_16,15:11:00,15:11:00,781935,44,,0,0,29918.0728199315,0,0
t_158512_b_2753_tn_16,15:15:00,15:15:00,768584,45,,0,0,31126.70495375,0,0
t_158512_b_2753_tn_17,14:30:00,14:30:00,768584,1,,0,0,0,0,0
t_158512_b_2753_tn_17,,,768450,2,,0,0,691.863961684229,0,0
t_158512_b_2753_tn_17,14:34:00,14:34:00,768458,3,,0,0,1179.92948679923,0,0
t_158512_b_2753_tn_17,,,768475,4,,0,0,2739.32626954443,0,0
t_158512_b_2753_tn_17,,,768341,5,,0,0,3220.78332688074,0,0
t_158512_b_2753_tn_17,14:41:00,14:41:00,768321,6,,0,0,4509.73630679312,0,0
t_158512_b_2753_tn_17,,,768293,7,,0,0,6438.84825773791,0,0
t_158512_b_2753_tn_17,14:47:00,14:47:00,781953,8,,0,0,8697.88410680291,0,0
t_158512_b_2753_tn_17,,,781954,9,,0,0,9734.78381634248,0,0
t_158512_b_2753_tn_17,14:56:00,14:56:00,768525,10,,0,0,11119.7146819946,0,0
t_158512_b_2753_tn_17,,,768507,11,,0,0,11831.5603153285,0,0
t_158512_b_2753_tn_17,,,768490,12,,0,0,12154.2262313504,0,0
t_158512_b_2753_tn_17,,,768499,13,,0,0,12749.2928986909,0,0
t_158512_b_2753_tn_17,,,781912,14,,0,0,12985.4291804445,0,0
t_158512_b_2753_tn_17,,,768553,15,,0,0,13232.7541544564,0,0
t_158512_b_2753_tn_17,15:01:00,15:01:00,768547,16,,0,0,13608.9106672255,0,0
t_158512_b_2753_tn_17,,,768362,17,,0,0,13806.3947315854,0,0
t_158512_b_2753_tn_17,,,768360,18,,0,0,14352.6597923818,0,0
t_158512_b_2753_tn_17,15:07:00,15:07:00,768322,19,,0,0,15618.2792198947,0,0
t_158512_b_2753_tn_17,,,768536,20,,0,0,17086.3512226868,0,0
t_158512_b_2753_tn_17,,,768278,21,,0,0,17933.2770234435,0,0
t_158512_b_2753_tn_17,15:15:00,15:15:00,768247,22,,0,0,18665.0518210531,0,0
t_158512_b_2753_tn_17,,,768449,23,,0,0,19073.101156325,0,0
t_158512_b_2753_tn_17,,,768253,24,,0,0,19343.6079847089,0,0
t_158512_b_2753_tn_17,15:19:00,15:19:00,768582,25,,0,0,19740.4528895265,0,0
t_158512_b_2753_tn_17,,,781932,26,,0,0,20050.5760920521,0,0
t_158512_b_2753_tn_17,,,768279,27,,0,0,20737.4933070091,0,0
t_158512_b_2753_tn_17,,,781933,28,,0,0,21043.8637229512,0,0
t_158512_b_2753_tn_17,,,768295,29,,0,0,21213.3934212479,0,0
t_158512_b_2753_tn_17,,,768509,30,,0,0,21561.6641336256,0,0
t_158512_b_2753_tn_17,,,768506,31,,0,0,21764.3809702582,0,0
t_158512_b_2753_tn_17,,,768570,32,,0,0,22113.33983516,0,0
t_158512_b_2753_tn_17,15:26:00,15:26:00,768419,33,,0,0,22390.5706147282,0,0
t_158512_b_2753_tn_17,,,768160,34,,0,0,22704.3547423788,0,0
t_158512_b_2753_tn_17,,,768528,35,,0,0,23639.728356812,0,0
t_158512_b_2753_tn_17,,,768245,36,,0,0,24188.6150613166,0,0
t_158512_b_2753_tn_17,,,768565,37,,0,0,24603.2433840528,0,0
t_158512_b_2753_tn_17,15:33:00,15:33:00,768489,38,,0,0,25794.9875730133,0,0
t_158512_b_2753_tn_17,,,768542,39,,0,0,26756.5918261407,0,0
t_158512_b_2753_tn_17,,,768517,40,,0,0,27417.3016064582,0,0
t_158512_b_2753_tn_17,15:37:00,15:37:00,835719,41,,0,0,28080.4218369793,0,0
t_158512_b_2753_tn_17,,,768557,42,,0,0,28539.8657545306,0,0
t_158512_b_2753_tn_17,,,768561,43,,0,0,29084.0153635575,0,0
t_158512_b_2753_tn_17,15:41:00,15:41:00,781935,44,,0,0,29918.0728199315,0,0
t_158512_b_2753_tn_17,15:45:00,15:45:00,768584,45,,0,0,31126.70495375,0,0
t_158512_b_2753_tn_18,15:00:00,15:00:00,768584,1,,0,0,0,0,0
t_158512_b_2753_tn_18,,,768450,2,,0,0,691.863961684229,0,0
t_158512_b_2753_tn_18,15:04:00,15:04:00,768458,3,,0,0,1179.92948679923,0,0
t_158512_b_2753_tn_18,,,768475,4,,0,0,2739.32626954443,0,0
t_158512_b_2753_tn_18,,,768341,5,,0,0,3220.78332688074,0,0
t_158512_b_2753_tn_18,15:11:00,15:11:00,768321,6,,0,0,4509.73630679312,0,0
t_158512_b_2753_tn_18,,,768293,7,,0,0,6438.84825773791,0,0
t_158512_b_2753_tn_18,15:17:00,15:17:00,781953,8,,0,0,8697.88410680291,0,0
t_158512_b_2753_tn_18,,,781954,9,,0,0,9734.78381634248,0,0
t_158512_b_2753_tn_18,15:26:00,15:26:00,768525,10,,0,0,11119.7146819946,0,0
t_158512_b_2753_tn_18,,,768507,11,,0,0,11831.5603153285,0,0
t_158512_b_2753_tn_18,,,768490,12,,0,0,12154.2262313504,0,0
t_158512_b_2753_tn_18,,,768499,13,,0,0,12749.2928986909,0,0
t_158512_b_2753_tn_18,,,781912,14,,0,0,12985.4291804445,0,0
t_158512_b_2753_tn_18,,,768553,15,,0,0,13232.7541544564,0,0
t_158512_b_2753_tn_18,15:31:00,15:31:00,768547,16,,0,0,13608.9106672255,0,0
t_158512_b_2753_tn_18,,,768362,17,,0,0,13806.3947315854,0,0
t_158512_b_2753_tn_18,,,768360,18,,0,0,14352.6597923818,0,0
t_158512_b_2753_tn_18,15:37:00,15:37:00,768322,19,,0,0,15618.2792198947,0,0
t_158512_b_2753_tn_18,,,768536,20,,0,0,17086.3512226868,0,0
t_158512_b_2753_tn_18,,,768278,21,,0,0,17933.2770234435,0,0
t_158512_b_2753_tn_18,15:45:00,15:45:00,768247,22,,0,0,18665.0518210531,0,0
t_158512_b_2753_tn_18,,,768449,23,,0,0,19073.101156325,0,0
t_158512_b_2753_tn_18,,,768253,24,,0,0,19343.6079847089,0,0
t_158512_b_2753_tn_18,15:49:00,15:49:00,768582,25,,0,0,19740.4528895265,0,0
t_158512_b_2753_tn_18,,,781932,26,,0,0,20050.5760920521,0,0
t_158512_b_2753_tn_18,,,768279,27,,0,0,20737.4933070091,0,0
t_158512_b_2753_tn_18,,,781933,28,,0,0,21043.8637229512,0,0
t_158512_b_2753_tn_18,,,768295,29,,0,0,21213.3934212479,0,0
t_158512_b_2753_tn_18,,,768509,30,,0,0,21561.6641336256,0,0
t_158512_b_2753_tn_18,,,768506,31,,0,0,21764.3809702582,0,0
t_158512_b_2753_tn_18,,,768570,32,,0,0,22113.33983516,0,0
t_158512_b_2753_tn_18,15:56:00,15:56:00,768419,33,,0,0,22390.5706147282,0,0
t_158512_b_2753_tn_18,,,768160,34,,0,0,22704.3547423788,0,0
t_158512_b_2753_tn_18,,,768528,35,,0,0,23639.728356812,0,0
t_158512_b_2753_tn_18,,,768245,36,,0,0,24188.6150613166,0,0
t_158512_b_2753_tn_18,,,768565,37,,0,0,24603.2433840528,0,0
t_158512_b_2753_tn_18,16:03:00,16:03:00,768489,38,,0,0,25794.9875730133,0,0
t_158512_b_2753_tn_18,,,768542,39,,0,0,26756.5918261407,0,0
t_158512_b_2753_tn_18,,,768517,40,,0,0,27417.3016064582,0,0
t_158512_b_2753_tn_18,16:07:00,16:07:00,835719,41,,0,0,28080.4218369793,0,0
t_158512_b_2753_tn_18,,,768557,42,,0,0,28539.8657545306,0,0
t_158512_b_2753_tn_18,,,768561,43,,0,0,29084.0153635575,0,0
t_158512_b_2753_tn_18,16:11:00,16:11:00,781935,44,,0,0,29918.0728199315,0,0
t_158512_b_2753_tn_18,16:15:00,16:15:00,768584,45,,0,0,31126.70495375,0,0
t_158512_b_2753_tn_19,15:30:00,15:30:00,768584,1,,0,0,0,0,0
t_158512_b_2753_tn_19,,,768450,2,,0,0,691.863961684229,0,0
t_158512_b_2753_tn_19,15:34:00,15:34:00,768458,3,,0,0,1179.92948679923,0,0
t_158512_b_2753_tn_19,,,768475,4,,0,0,2739.32626954443,0,0
t_158512_b_2753_tn_19,,,768341,5,,0,0,3220.78332688074,0,0
t_158512_b_2753_tn_19,15:41:00,15:41:00,768321,6,,0,0,4509.73630679312,0,0
t_158512_b_2753_tn_19,,,768293,7,,0,0,6438.84825773791,0,0
t_158512_b_2753_tn_19,15:47:00,15:47:00,781953,8,,0,0,8697.88410680291,0,0
t_158512_b_2753_tn_19,,,781954,9,,0,0,9734.78381634248,0,0
t_158512_b_2753_tn_19,15:56:00,15:56:00,768525,10,,0,0,11119.7146819946,0,0
t_158512_b_2753_tn_19,,,768507,11,,0,0,11831.5603153285,0,0
t_158512_b_2753_tn_19,,,768490,12,,0,0,12154.2262313504,0,0
t_158512_b_2753_tn_19,,,768499,13,,0,0,12749.2928986909,0,0
t_158512_b_2753_tn_19,,,781912,14,,0,0,12985.4291804445,0,0
t_158512_b_2753_tn_19,,,768553,15,,0,0,13232.7541544564,0,0
t_158512_b_2753_tn_19,16:01:00,16:01:00,768547,16,,0,0,13608.9106672255,0,0
t_158512_b_2753_tn_19,,,768362,17,,0,0,13806.3947315854,0,0
t_158512_b_2753_tn_19,,,768360,18,,0,0,14352.6597923818,0,0
t_158512_b_2753_tn_19,16:07:00,16:07:00,768322,19,,0,0,15618.2792198947,0,0
t_158512_b_2753_tn_19,,,768536,20,,0,0,17086.3512226868,0,0
t_158512_b_2753_tn_19,,,768278,21,,0,0,17933.2770234435,0,0
t_158512_b_2753_tn_19,16:15:00,16:15:00,768247,22,,0,0,18665.0518210531,0,0
t_158512_b_2753_tn_19,,,768449,23,,0,0,19073.101156325,0,0
t_158512_b_2753_tn_19,,,768253,24,,0,0,19343.6079847089,0,0
t_158512_b_2753_tn_19,16:19:00,16:19:00,768582,25,,0,0,19740.4528895265,0,0
t_158512_b_2753_tn_19,,,781932,26,,0,0,20050.5760920521,0,0
t_158512_b_2753_tn_19,,,768279,27,,0,0,20737.4933070091,0,0
t_158512_b_2753_tn_19,,,781933,28,,0,0,21043.8637229512,0,0
t_158512_b_2753_tn_19,,,768295,29,,0,0,21213.3934212479,0,0
t_158512_b_2753_tn_19,,,768509,30,,0,0,21561.6641336256,0,0
t_158512_b_2753_tn_19,,,768506,31,,0,0,21764.3809702582,0,0
t_158512_b_2753_tn_19,,,768570,32,,0,0,22113.33983516,0,0
t_158512_b_2753_tn_19,16:26:00,16:26:00,768419,33,,0,0,22390.5706147282,0,0
t_158512_b_2753_tn_19,,,768160,34,,0,0,22704.3547423788,0,0
t_158512_b_2753_tn_19,,,768528,35,,0,0,23639.728356812,0,0
t_158512_b_2753_tn_19,,,768245,36,,0,0,24188.6150613166,0,0
t_158512_b_2753_tn_19,,,768565,37,,0,0,24603.2433840528,0,0
t_158512_b_2753_tn_19,16:33:00,16:33:00,768489,38,,0,0,25794.9875730133,0,0
t_158512_b_2753_tn_19,,,768542,39,,0,0,26756.5918261407,0,0
t_158512_b_2753_tn_19,,,768517,40,,0,0,27417.3016064582,0,0
t_158512_b_2753_tn_19,16:37:00,16:37:00,835719,41,,0,0,28080.4218369793,0,0
t_158512_b_2753_tn_19,,,768557,42,,0,0,28539.8657545306,0,0
t_158512_b_2753_tn_19,,,768561,43,,0,0,29084.0153635575,0,0
t_158512_b_2753_tn_19,16:41:00,16:41:00,781935,44,,0,0,29918.0728199315,0,0
t_158512_b_2753_tn_19,16:45:00,16:45:00,768584,45,,0,0,31126.70495375,0,0
t_158512_b_2753_tn_2,07:00:00,07:00:00,768584,1,,0,0,0,0,0
t_158512_b_2753_tn_2,,,768450,2,,0,0,691.863961684229,0,0
t_158512_b_2753_tn_2,07:04:00,07:04:00,768458,3,,0,0,1179.92948679923,0,0
t_158512_b_2753_tn_2,,,768475,4,,0,0,2739.32626954443,0,0
t_158512_b_2753_tn_2,,,768341,5,,0,0,3220.78332688074,0,0
t_158512_b_2753_tn_2,07:11:00,07:11:00,768321,6,,0,0,4509.73630679312,0,0
t_158512_b_2753_tn_2,,,768293,7,,0,0,6438.84825773791,0,0
t_158512_b_2753_tn_2,07:17:00,07:17:00,781953,8,,0,0,8697.88410680291,0,0
t_158512_b_2753_tn_2,,,781954,9,,0,0,9734.78381634248,0,0
t_158512_b_2753_tn_2,07:26:00,07:26:00,768525,10,,0,0,11119.7146819946,0,0
t_158512_b_2753_tn_2,,,768507,11,,0,0,11831.5603153285,0,0
t_158512_b_2753_tn_2,,,768490,12,,0,0,12154.2262313504,0,0
t_158512_b_2753_tn_2,,,768499,13,,0,0,12749.2928986909,0,0
t_158512_b_2753_tn_2,,,781912,14,,0,0,12985.4291804445,0,0
t_158512_b_2753_tn_2,,,768553,15,,0,0,13232.7541544564,0,0
t_158512_b_2753_tn_2,07:31:00,07:31:00,768547,16,,0,0,13608.9106672255,0,0
t_158512_b_2753_tn_2,,,768362,17,,0,0,13806.3947315854,0,0
t_158512_b_2753_tn_2,,,768360,18,,0,0,14352.6597923818,0,0
t_158512_b_2753_tn_2,07:37:00,07:37:00,768322,19,,0,0,15618.2792198947,0,0
t_158512_b_2753_tn_2,,,768536,20,,0,0,17086.3512226868,0,0
t_158512_b_2753_tn_2,,,768278,21,,0,0,17933.2770234435,0,0
t_158512_b_2753_tn_2,07:45:00,07:45:00,768247,22,,0,0,18665.0518210531,0,0
t_158512_b_2753_tn_2,,,768449,23,,0,0,19073.101156325,0,0
t_158512_b_2753_tn_2,,,768253,24,,0,0,19343.6079847089,0,0
t_158512_b_2753_tn_2,07:49:00,07:49:00,768582,25,,0,0,19740.4528895265,0,0
t_158512_b_2753_tn_2,,,781932,26,,0,0,20050.5760920521,0,0
t_158512_b_2753_tn_2,,,768279,27,,0,0,20737.4933070091,0,0
t_158512_b_2753_tn_2,,,781933,28,,0,0,21043.8637229512,0,0
t_158512_b_2753_tn_2,,,768295,29,,0,0,21213.3934212479,0,0
t_158512_b_2753_tn_2,,,768509,30,,0,0,21561.6641336256,0,0
t_158512_b_2753_tn_2,,,768506,31,,0,0,21764.3809702582,0,0
t_158512_b_2753_tn_2,,,768570,32,,0,0,22113.33983516,0,0
t_158512_b_2753_tn_2,07:56:00,07:56:00,768419,33,,0,0,22390.5706147282,0,0
t_158512_b_2753_tn_2,,,768160,34,,0,0,22704.3547423788,0,0
t_158512_b_2753_tn_2,,,768528,35,,0,0,23639.728356812,0,0
t_158512_b_2753_tn_2,,,768245,36,,0,0,24188.6150613166,0,0
t_158512_b_2753_tn_2,,,768565,37,,0,0,24603.2433840528,0,0
t_158512_b_2753_tn_2,08:03:00,08:03:00,768489,38,,0,0,25794.9875730133,0,0
t_158512_b_2753_tn_2,,,768542,39,,0,0,26756.5918261407,0,0
t_158512_b_2753_tn_2,,,768517,40,,0,0,27417.3016064582,0,0
t_158512_b_2753_tn_2,08:07:00,08:07:00,835719,41,,0,0,28080.4218369793,0,0
t_158512_b_2753_tn_2,,,768557,42,,0,0,28539.8657545306,0,0
t_158512_b_2753_tn_2,,,768561,43,,0,0,29084.0153635575,0,0
t_158512_b_2753_tn_2,08:11:00,08:11:00,781935,44,,0,0,29918.0728199315,0,0
t_158512_b_2753_tn_2,08:15:00,08:15:00,768584,45,,0,0,31126.70495375,0,0
t_158512_b_2753_tn_20,16:00:00,16:00:00,768584,1,,0,0,0,0,0
t_158512_b_2753_tn_20,,,768450,2,,0,0,691.863961684229,0,0
t_158512_b_2753_tn_20,16:04:00,16:04:00,768458,3,,0,0,1179.92948679923,0,0
t_158512_b_2753_tn_20,,,768475,4,,0,0,2739.32626954443,0,0
t_158512_b_2753_tn_20,,,768341,5,,0,0,3220.78332688074,0,0
t_158512_b_2753_tn_20,16:11:00,16:11:00,768321,6,,0,0,4509.73630679312,0,0
t_158512_b_2753_tn_20,,,768293,7,,0,0,6438.84825773791,0,0
t_158512_b_2753_tn_20,16:17:00,16:17:00,781953,8,,0,0,8697.88410680291,0,0
t_158512_b_2753_tn_20,,,781954,9,,0,0,9734.78381634248,0,0
t_158512_b_2753_tn_20,16:26:00,16:26:00,768525,10,,0,0,11119.7146819946,0,0
t_158512_b_2753_tn_20,,,768507,11,,0,0,11831.5603153285,0,0
t_158512_b_2753_tn_20,,,768490,12,,0,0,12154.2262313504,0,0
t_158512_b_2753_tn_20,,,768499,13,,0,0,12749.2928986909,0,0
t_158512_b_2753_tn_20,,,781912,14,,0,0,12985.4291804445,0,0
t_158512_b_2753_tn_20,,,768553,15,,0,0,13232.7541544564,0,0
t_158512_b_2753_tn_20,16:31:00,16:31:00,768547,16,,0,0,13608.9106672255,0,0
t_158512_b_2753_tn_20,,,768362,17,,0,0,13806.3947315854,0,0
t_158512_b_2753_tn_20,,,768360,18,,0,0,14352.6597923818,0,0
t_158512_b_2753_tn_20,16:37:00,16:37:00,768322,19,,0,0,15618.2792198947,0,0
t_158512_b_2753_tn_20,,,768536,20,,0,0,17086.3512226868,0,0
t_158512_b_2753_tn_20,,,768278,21,,0,0,17933.2770234435,0,0
t_158512_b_2753_tn_20,16:45:00,16:45:00,768247,22,,0,0,18665.0518210531,0,0
t_158512_b_2753_tn_20,,,768449,23,,0,0,19073.101156325,0,0
t_158512_b_2753_tn_20,,,768253,24,,0,0,19343.6079847089,0,0
t_158512_b_2753_tn_20,16:49:00,16:49:00,768582,25,,0,0,19740.4528895265,0,0
t_158512_b_2753_tn_20,,,781932,26,,0,0,20050.5760920521,0,0
t_158512_b_2753_tn_20,,,768279,27,,0,0,20737.4933070091,0,0
t_158512_b_2753_tn_20,,,781933,28,,0,0,21043.8637229512,0,0
t_158512_b_2753_tn_20,,,768295,29,,0,0,21213.3934212479,0,0
t_158512_b_2753_tn_20,,,768509,30,,0,0,21561.6641336256,0,0
t_158512_b_2753_tn_20,,,768506,31,,0,0,21764.3809702582,0,0
t_158512_b_2753_tn_20,,,768570,32,,0,0,22113.33983516,0,0
t_158512_b_2753_tn_20,16:56:00,16:56:00,768419,33,,0,0,22390.5706147282,0,0
t_158512_b_2753_tn_20,,,768160,34,,0,0,22704.3547423788,0,0
t_158512_b_2753_tn_20,,,768528,35,,0,0,23639.728356812,0,0
t_158512_b_2753_tn_20,,,768245,36,,0,0,24188.6150613166,0,0
t_158512_b_2753_tn_20,,,768565,37,,0,0,24603.2433840528,0,0
t_158512_b_2753_tn_20,17:03:00,17:03:00,768489,38,,0,0,25794.9875730133,0,0
t_158512_b_2753_tn_20,,,768542,39,,0,0,26756.5918261407,0,0
t_158512_b_2753_tn_20,,,768517,40,,0,0,27417.3016064582,0,0
t_158512_b_2753_tn_20,17:07:00,17:07:00,835719,41,,0,0,28080.4218369793,0,0
t_158512_b_2753_tn_20,,,768557,42,,0,0,28539.8657545306,0,0
t_158512_b_2753_tn_20,,,768561,43,,0,0,29084.0153635575,0,0
t_158512_b_2753_tn_20,17:11:00,17:11:00,781935,44,,0,0,29918.0728199315,0,0
t_158512_b_2753_tn_20,17:15:00,17:15:00,768584,45,,0,0,31126.70495375,0,0
t_158512_b_2753_tn_21,16:30:00,16:30:00,768584,1,,0,0,0,0,0
t_158512_b_2753_tn_21,,,768450,2,,0,0,691.863961684229,0,0
t_158512_b_2753_tn_21,16:34:00,16:34:00,768458,3,,0,0,1179.92948679923,0,0
t_158512_b_2753_tn_21,,,768475,4,,0,0,2739.32626954443,0,0
t_158512_b_2753_tn_21,,,768341,5,,0,0,3220.78332688074,0,0
t_158512_b_2753_tn_21,16:41:00,16:41:00,768321,6,,0,0,4509.73630679312,0,0
t_158512_b_2753_tn_21,,,768293,7,,0,0,6438.84825773791,0,0
t_158512_b_2753_tn_21,16:47:00,16:47:00,781953,8,,0,0,8697.88410680291,0,0
t_158512_b_2753_tn_21,,,781954,9,,0,0,9734.78381634248,0,0
t_158512_b_2753_tn_21,16:56:00,16:56:00,768525,10,,0,0,11119.7146819946,0,0
t_158512_b_2753_tn_21,,,768507,11,,0,0,11831.5603153285,0,0
t_158512_b_2753_tn_21,,,768490,12,,0,0,12154.2262313504,0,0
t_158512_b_2753_tn_21,,,768499,13,,0,0,12749.2928986909,0,0
t_158512_b_2753_tn_21,,,781912,14,,0,0,12985.4291804445,0,0
t_158512_b_2753_tn_21,,,768553,15,,0,0,13232.7541544564,0,0
t_158512_b_2753_tn_21,17:01:00,17:01:00,768547,16,,0,0,13608.9106672255,0,0
t_158512_b_2753_tn_21,,,768362,17,,0,0,13806.3947315854,0,0
t_158512_b_2753_tn_21,,,768360,18,,0,0,14352.6597923818,0,0
t_158512_b_2753_tn_21,17:07:00,17:07:00,768322,19,,0,0,15618.2792198947,0,0
t_158512_b_2753_tn_21,,,768536,20,,0,0,17086.3512226868,0,0
t_158512_b_2753_tn_21,,,768278,21,,0,0,17933.2770234435,0,0
t_158512_b_2753_tn_21,17:15:00,17:15:00,768247,22,,0,0,18665.0518210531,0,0
t_158512_b_2753_tn_21,,,768449,23,,0,0,19073.101156325,0,0
t_158512_b_2753_tn_21,,,768253,24,,0,0,19343.6079847089,0,0
t_158512_b_2753_tn_21,17:19:00,17:19:00,768582,25,,0,0,19740.4528895265,0,0
t_158512_b_2753_tn_21,,,781932,26,,0,0,20050.5760920521,0,0
t_158512_b_2753_tn_21,,,768279,27,,0,0,20737.4933070091,0,0
t_158512_b_2753_tn_21,,,781933,28,,0,0,21043.8637229512,0,0
t_158512_b_2753_tn_21,,,768295,29,,0,0,21213.3934212479,0,0
t_158512_b_2753_tn_21,,,768509,30,,0,0,21561.6641336256,0,0
t_158512_b_2753_tn_21,,,768506,31,,0,0,21764.3809702582,0,0
t_158512_b_2753_tn_21,,,768570,32,,0,0,22113.33983516,0,0
t_158512_b_2753_tn_21,17:26:00,17:26:00,768419,33,,0,0,22390.5706147282,0,0
t_158512_b_2753_tn_21,,,768160,34,,0,0,22704.3547423788,0,0
t_158512_b_2753_tn_21,,,768528,35,,0,0,23639.728356812,0,0
t_158512_b_2753_tn_21,,,768245,36,,0,0,24188.6150613166,0,0
t_158512_b_2753_tn_21,,,768565,37,,0,0,24603.2433840528,0,0
t_158512_b_2753_tn_21,17:33:00,17:33:00,768489,38,,0,0,25794.9875730133,0,0
t_158512_b_2753_tn_21,,,768542,39,,0,0,26756.5918261407,0,0
t_158512_b_2753_tn_21,,,768517,40,,0,0,27417.3016064582,0,0
t_158512_b_2753_tn_21,17:37:00,17:37:00,835719,41,,0,0,28080.4218369793,0,0
t_158512_b_2753_tn_21,,,768557,42,,0,0,28539.8657545306,0,0
t_158512_b_2753_tn_21,,,768561,43,,0,0,29084.0153635575,0,0
t_158512_b_2753_tn_21,17:41:00,17:41:00,781935,44,,0,0,29918.0728199315,0,0
t_158512_b_2753_tn_21,17:45:00,17:45:00,768584,45,,0,0,31126.70495375,0,0
t_158512_b_2753_tn_3,07:30:00,07:30:00,768584,1,,0,0,0,0,0
t_158512_b_2753_tn_3,,,768450,2,,0,0,691.863961684229,0,0
t_158512_b_2753_tn_3,07:34:00,07:34:00,768458,3,,0,0,1179.92948679923,0,0
t_158512_b_2753_tn_3,,,768475,4,,0,0,2739.32626954443,0,0
t_158512_b_2753_tn_3,,,768341,5,,0,0,3220.78332688074,0,0
t_158512_b_2753_tn_3,07:41:00,07:41:00,768321,6,,0,0,4509.73630679312,0,0
t_158512_b_2753_tn_3,,,768293,7,,0,0,6438.84825773791,0,0
t_158512_b_2753_tn_3,07:47:00,07:47:00,781953,8,,0,0,8697.88410680291,0,0
t_158512_b_2753_tn_3,,,781954,9,,0,0,9734.78381634248,0,0
t_158512_b_2753_tn_3,07:56:00,07:56:00,768525,10,,0,0,11119.7146819946,0,0
t_158512_b_2753_tn_3,,,768507,11,,0,0,11831.5603153285,0,0
t_158512_b_2753_tn_3,,,768490,12,,0,0,12154.2262313504,0,0
t_158512_b_2753_tn_3,,,768499,13,,0,0,12749.2928986909,0,0
t_158512_b_2753_tn_3,,,781912,14,,0,0,12985.4291804445,0,0
t_158512_b_2753_tn_3,,,768553,15,,0,0,13232.7541544564,0,0
t_158512_b_2753_tn_3,08:01:00,08:01:00,768547,16,,0,0,13608.9106672255,0,0
t_158512_b_2753_tn_3,,,768362,17,,0,0,13806.3947315854,0,0
t_158512_b_2753_tn_3,,,768360,18,,0,0,14352.6597923818,0,0
t_158512_b_2753_tn_3,08:07:00,08:07:00,768322,19,,0,0,15618.2792198947,0,0
t_158512_b_2753_tn_3,,,768536,20,,0,0,17086.3512226868,0,0
t_158512_b_2753_tn_3,,,768278,21,,0,0,17933.2770234435,0,0
t_158512_b_2753_tn_3,08:15:00,08:15:00,768247,22,,0,0,18665.0518210531,0,0
t_158512_b_2753_tn_3,,,768449,23,,0,0,19073.101156325,0,0
t_158512_b_2753_tn_3,,,768253,24,,0,0,19343.6079847089,0,0
