timetable_id,stop_id,stop_sequence,stop_name,connected_routes
1,791648,1,Richmond Parkway Transit Center,"16/Pinole Valley - Old Town Pinole - Richmond Parkway Transit Center, 17/BayView - Richmond Parkway Transit Center, 18/Tara Hills - Richmond Parkway Transit Center - Hilltop Mall, JPX/Hercules Transit Center - El Cerrito del Norte BART, JR/Hercules Transit Center - Pinole - Richmond - BART"
1,791527,2,Fitzgerald Dr - Target,"16/Pinole Valley - Old Town Pinole - Richmond Parkway Transit Center, 17/BayView - Richmond Parkway Transit Center, 19/Hercules - Pinole - Richmond Parkway Transit Center - Hilltop Mall"
1,791427,3,Fitzgerald Dr - Best Buy,"16/Pinole Valley - Old Town Pinole - Richmond Parkway Transit Center, 17/BayView - Richmond Parkway Transit Center, 19/Hercules - Pinole - Richmond Parkway Transit Center - Hilltop Mall, JPX/Hercules Transit Center - El Cerrito del Norte BART"
1,791428,4,Fitzgerald Dr - Starbucks,"16/Pinole Valley - Old Town Pinole - Richmond Parkway Transit Center, 17/BayView - Richmond Parkway Transit Center, 19/Hercules - Pinole - Richmond Parkway Transit Center - Hilltop Mall, JPX/Hercules Transit Center - El Cerrito del Norte BART"
1,791443,5,Appian Way and Mann Dr,17/BayView - Richmond Parkway Transit Center
1,791625,6,Marlesta Rd and Appian Way - Westbound Rt 16,17/BayView - Richmond Parkway Transit Center
1,791566,7,Marlesta Rd and Sunnyview Dr,17/BayView - Richmond Parkway Transit Center
1,791453,8,San Pablo Ave and Sunnyview Dr - Eastbound,"17/BayView - Richmond Parkway Transit Center, C3/Hercules Transit Center - Pinole - Contra Costa College, JL/Hercules Transit Center - Pinole - Richmond - BART, JR/Hercules Transit Center - Pinole - Richmond - BART"
1,791516,9,San Pablo Ave - Sugar City Building Materials,"17/BayView - Richmond Parkway Transit Center, C3/Hercules Transit Center - Pinole - Contra Costa College, JL/Hercules Transit Center - Pinole - Richmond - BART, JR/Hercules Transit Center - Pinole - Richmond - BART"
1,791517,10,San Pablo Ave - Public Storage,"17/BayView - Richmond Parkway Transit Center, C3/Hercules Transit Center - Pinole - Contra Costa College, JL/Hercules Transit Center - Pinole - Richmond - BART, JR/Hercules Transit Center - Pinole - Richmond - BART"
1,791444,11,Del Monte Dr and San Pablo Ave,17/BayView - Richmond Parkway Transit Center
2,791444,1,Del Monte Dr and San Pablo Ave,17/BayView - Richmond Parkway Transit Center
2,791567,2,Del Monte Dr and Highlands Rd,17/BayView - Richmond Parkway Transit Center
2,791445,3,Broadmore Ave and Cypress Ave,17/BayView - Richmond Parkway Transit Center
2,791568,4,Cypress Ave and Meadowlark St,17/BayView - Richmond Parkway Transit Center
2,791569,5,Cypress Ave and Del Monte Dr,17/BayView - Richmond Parkway Transit Center
2,791570,6,Pinole Shores Rd and Del Monte Dr,17/BayView - Richmond Parkway Transit Center
2,791623,7,Pinole Shores Dr and San Pablo Ave,17/BayView - Richmond Parkway Transit Center
2,791571,8,San Pablo Ave and Meadow Ave,"17/BayView - Richmond Parkway Transit Center, C3/Hercules Transit Center - Pinole - Contra Costa College, JL/Hercules Transit Center - Pinole - Richmond - BART, JR/Hercules Transit Center - Pinole - Richmond - BART"
2,791446,9,Sunnyview Dr and San Pablo Ave,17/BayView - Richmond Parkway Transit Center
2,791572,10,Marlesta Rd and McDonald Dr,17/BayView - Richmond Parkway Transit Center
2,791565,11,Marlesta Rd and Appian Way - SW Corner,17/BayView - Richmond Parkway Transit Center
2,791447,12,Appian Way - Pinole Middle School,17/BayView - Richmond Parkway Transit Center
2,791442,13,Fitzgerald Dr - Sizzler,"16/Pinole Valley - Old Town Pinole - Richmond Parkway Transit Center, 17/BayView - Richmond Parkway Transit Center, 19/Hercules - Pinole - Richmond Parkway Transit Center - Hilltop Mall, JPX/Hercules Transit Center - El Cerrito del Norte BART"
2,791496,14,Fitzgerald Dr - FedEx,"16/Pinole Valley - Old Town Pinole - Richmond Parkway Transit Center, 17/BayView - Richmond Parkway Transit Center, 19/Hercules - Pinole - Richmond Parkway Transit Center - Hilltop Mall, JPX/Hercules Transit Center - El Cerrito del Norte BART"
2,791497,15,Fitzgerald Dr - Applebees,"16/Pinole Valley - Old Town Pinole - Richmond Parkway Transit Center, 17/BayView - Richmond Parkway Transit Center, 19/Hercules - Pinole - Richmond Parkway Transit Center - Hilltop Mall, JPX/Hercules Transit Center - El Cerrito del Norte BART"
2,791648,16,Richmond Parkway Transit Center,"16/Pinole Valley - Old Town Pinole - Richmond Parkway Transit Center, 17/BayView - Richmond Parkway Transit Center, 18/Tara Hills - Richmond Parkway Transit Center - Hilltop Mall, JPX/Hercules Transit Center - El Cerrito del Norte BART, JR/Hercules Transit Center - Pinole - Richmond - BART"
3,791638,1,Hercules Transit Center,"10/Gems and Birds, 11/Crockett - Rodeo - Hercules, 12/Trees and Flowers, 15/Rodeo - Hercules (Viewpointe/North Shore Business Park), 19/Hercules - Pinole - Richmond Parkway Transit Center - Hilltop Mall, 30Z/Hercules Transit Center - Martinez, C3/Hercules Transit Center - Pinole - Contra Costa College, JL/Hercules Transit Center - Pinole - Richmond - BART, JPX/Hercules Transit Center - El Cerrito del Norte BART, JR/Hercules Transit Center - Pinole - Richmond - BART, JX/Hercules Transit Center - El Cerrito del Norte BART, Lynx/Rodeo/Hercules/San Francisco Transbay Terminal"
3,791581,2,Willow Ave and Viewpointe Blvd - Northbound,"11/Crockett - Rodeo - Hercules, 15/Rodeo - Hercules (Viewpointe/North Shore Business Park)"
3,791465,3,Willow Ave and I-80 - Northbound,"11/Crockett - Rodeo - Hercules, 15/Rodeo - Hercules (Viewpointe/North Shore Business Park), Lynx/Rodeo/Hercules/San Francisco Transbay Terminal"
3,791463,4,Parker Ave and 6th St - Northbound,11/Crockett - Rodeo - Hercules
3,791639,5,Parker Ave and 4th St - Northbound,11/Crockett - Rodeo - Hercules
3,791503,6,2nd St and Parker Ave,11/Crockett - Rodeo - Hercules
3,791640,7,San Pablo Ave and California St - Northbound,11/Crockett - Rodeo - Hercules
3,791505,8,Tosco Refinery - Northbound,11/Crockett - Rodeo - Hercules
3,791506,9,San Pablo Ave and Selby Rd,11/Crockett - Rodeo - Hercules
3,791507,10,San Pablo Ave and Merchant St - Eastbound,11/Crockett - Rodeo - Hercules
3,791647,11,2nd St and Wanda St,11/Crockett - Rodeo - Hercules
3,791508,12,Loring Ave and Rolph Ave,11/Crockett - Rodeo - Hercules
3,791641,13,John Swett High School,11/Crockett - Rodeo - Hercules
4,791641,1,John Swett High School,11/Crockett - Rodeo - Hercules
4,791642,2,Pomona St and Port St,11/Crockett - Rodeo - Hercules
4,791509,3,San Pablo Ave and Merchant St - Westbound,11/Crockett - Rodeo - Hercules
4,791510,4,San Pablo Ave and A St - Southbound ,11/Crockett - Rodeo - Hercules
4,791511,5,Tosco Refinery - Parking Lot Side,11/Crockett - Rodeo - Hercules
4,791643,6,San Pablo Ave and California St - Southbound,11/Crockett - Rodeo - Hercules
4,791512,7,Parker Ave and Pacific Ave,11/Crockett - Rodeo - Hercules
4,791644,8,386 Parker Ave,11/Crockett - Rodeo - Hercules
4,791645,9,586 Parker Ave,11/Crockett - Rodeo - Hercules
4,791622,10,San Pablo Ave and Victoria Crescent - Northbound,"11/Crockett - Rodeo - Hercules, 15/Rodeo - Hercules (Viewpointe/North Shore Business Park), Lynx/Rodeo/Hercules/San Francisco Transbay Terminal"
4,791513,11,San Pablo Ave and Linus Pauling,11/Crockett - Rodeo - Hercules
