route_id,direction_id,Direction
2706,1,West
2706,0,East
2702,1,South
2702,0,North
2700,1,South
2700,0,North
2696,1,South
2696,0,North
2689,1,South
2689,0,North
2676,1,South
2676,0,North
2674,1,West
2674,0,East
2672,1,South
2672,0,North
2670,1,South
2670,0,North
2668,1,South
2668,0,North
2666,1,West
2666,0,East
2664,1,West
2664,0,East
2661,1,West
2661,0,East
2659,1,West
2659,0,East
