trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
21001053612,6:00:00,6:00:00,WAS,1,0,0
21001053612,6:21:00,6:21:00,BWI,2,0,0
21001053612,6:32:00,6:34:00,BAL,3,0,0
21001053612,7:15:00,7:15:00,WIL,4,0,0
21001053612,7:34:00,7:36:00,PHL,5,0,0
21001053612,8:32:00,8:32:00,NWK,6,1,0
21001053612,8:54:00,8:54:00,NYP,7,0,0
21001053614,6:00:00,6:00:00,WAS,1,0,0
21001053614,6:21:00,6:21:00,BWI,2,0,0
21001053614,6:32:00,6:34:00,BAL,3,0,0
21001053614,7:15:00,7:15:00,WIL,4,0,0
21001053614,7:34:00,7:36:00,PHL,5,0,0
21001053614,8:32:00,8:32:00,NWK,6,1,0
21001053614,8:54:00,8:54:00,NYP,7,0,0
21001053615,6:00:00,6:00:00,WAS,1,0,0
21001053615,6:21:00,6:21:00,BWI,2,0,0
21001053615,6:32:00,6:34:00,BAL,3,0,0
21001053615,7:15:00,7:15:00,WIL,4,0,0
21001053615,7:34:00,7:36:00,PHL,5,0,0
21001053615,8:32:00,8:32:00,NWK,6,1,0
21001053615,8:52:00,8:52:00,NYP,7,0,0
21001053618,6:00:00,6:00:00,WAS,1,0,0
21001053618,6:21:00,6:21:00,BWI,2,0,0
21001053618,6:32:00,6:34:00,BAL,3,0,0
21001053618,7:15:00,7:15:00,WIL,4,0,0
21001053618,7:34:00,7:36:00,PHL,5,0,0
21001053618,8:32:00,8:32:00,NWK,6,1,0
21001053618,8:52:00,8:52:00,NYP,7,0,0
21031053606,6:00:00,6:00:00,NYP,1,0,1
21031053606,6:13:00,6:15:00,NWK,2,0,1
21031053606,6:26:00,6:28:00,MET,3,0,0
21031053606,6:49:00,6:49:00,TRE,4,0,0
21031053606,7:13:00,7:15:00,PHL,5,0,0
21031053606,7:32:00,7:34:00,WIL,6,0,0
21031053606,8:16:00,8:18:00,BAL,7,0,0
21031053606,8:55:00,8:55:00,WAS,8,0,0
21031053608,6:00:00,6:00:00,NYP,1,0,1
21031053608,6:13:00,6:15:00,NWK,2,0,1
21031053608,6:26:00,6:28:00,MET,3,0,0
21031053608,6:49:00,6:49:00,TRE,4,0,0
21031053608,7:13:00,7:15:00,PHL,5,0,0
21031053608,7:32:00,7:34:00,WIL,6,0,0
21031053608,8:16:00,8:18:00,BAL,7,0,0
21031053608,8:55:00,8:55:00,WAS,8,0,0
21031053611,6:00:00,6:00:00,NYP,1,0,1
21031053611,6:13:00,6:15:00,NWK,2,0,1
21031053611,6:26:00,6:28:00,MET,3,0,0
21031053611,6:49:00,6:49:00,TRE,4,0,0
21031053611,7:13:00,7:15:00,PHL,5,0,0
21031053611,7:32:00,7:34:00,WIL,6,0,0
21031053611,8:16:00,8:18:00,BAL,7,0,0
21031053611,8:55:00,8:55:00,WAS,8,0,0
21041053619,8:00:00,8:00:00,WAS,1,0,1
21041053619,8:21:00,8:21:00,BWI,2,0,0
21041053619,8:32:00,8:34:00,BAL,3,0,0
21041053619,9:15:00,9:15:00,WIL,4,0,0
21041053619,9:34:00,9:36:00,PHL,5,0,0
21041053619,10:30:00,10:30:00,NWK,6,1,0
21041053619,10:50:00,10:50:00,NYP,7,0,0
21041053621,8:00:00,8:00:00,WAS,1,0,1
21041053621,8:21:00,8:21:00,BWI,2,0,0
21041053621,8:32:00,8:34:00,BAL,3,0,0
21041053621,9:15:00,9:15:00,WIL,4,0,0
21041053621,9:34:00,9:36:00,PHL,5,0,0
21041053621,10:30:00,10:30:00,NWK,6,1,0
21041053621,10:50:00,10:50:00,NYP,7,0,0
21041053622,8:00:00,8:00:00,WAS,1,0,1
21041053622,8:21:00,8:21:00,BWI,2,0,0
21041053622,8:32:00,8:34:00,BAL,3,0,0
21041053622,9:15:00,9:15:00,WIL,4,0,0
21041053622,9:34:00,9:36:00,PHL,5,0,0
21041053622,10:30:00,10:30:00,NWK,6,1,0
21041053622,10:48:00,10:48:00,NYP,7,0,0
21041053625,8:00:00,8:00:00,WAS,1,0,1
21041053625,8:21:00,8:21:00,BWI,2,0,0
21041053625,8:32:00,8:34:00,BAL,3,0,0
21041053625,9:15:00,9:15:00,WIL,4,0,0
21041053625,9:34:00,9:36:00,PHL,5,0,0
21041053625,10:30:00,10:30:00,NWK,6,1,0
21041053625,10:48:00,10:48:00,NYP,7,0,0
21071053632,7:00:00,7:00:00,NYP,1,0,1
21071053632,7:13:00,7:15:00,NWK,2,0,1
21071053632,7:26:00,7:28:00,MET,3,0,0
21071053632,8:10:00,8:13:00,PHL,4,0,0
21071053632,8:30:00,8:32:00,WIL,5,0,0
21071053632,9:14:00,9:16:00,BAL,6,0,0
21071053632,9:53:00,9:53:00,WAS,7,0,0
21071053634,7:00:00,7:00:00,NYP,1,0,1
21071053634,7:13:00,7:15:00,NWK,2,0,1
21071053634,7:26:00,7:28:00,MET,3,0,0
21071053634,8:10:00,8:13:00,PHL,4,0,0
21071053634,8:30:00,8:32:00,WIL,5,0,0
21071053634,9:14:00,9:16:00,BAL,6,0,0
21071053634,9:53:00,9:53:00,WAS,7,0,0
21071053637,7:00:00,7:00:00,NYP,1,0,1
21071053637,7:13:00,7:15:00,NWK,2,0,1
21071053637,7:26:00,7:28:00,MET,3,0,0
21071053637,8:10:00,8:13:00,PHL,4,0,0
21071053637,8:30:00,8:32:00,WIL,5,0,0
21071053637,9:14:00,9:16:00,BAL,6,0,0
21071053637,9:53:00,9:53:00,WAS,7,0,0
21091053626,8:00:00,8:00:00,NYP,1,0,1
21091053626,8:13:00,8:15:00,NWK,2,0,1
21091053626,8:26:00,8:28:00,MET,3,0,0
21091053626,9:10:00,9:13:00,PHL,4,0,0
21091053626,9:30:00,9:32:00,WIL,5,0,0
21091053626,10:14:00,10:16:00,BAL,6,0,0
21091053626,10:53:00,10:53:00,WAS,7,0,0
21091053628,8:00:00,8:00:00,NYP,1,0,1
21091053628,8:13:00,8:15:00,NWK,2,0,1
21091053628,8:26:00,8:28:00,MET,3,0,0
21091053628,9:10:00,9:13:00,PHL,4,0,0
21091053628,9:30:00,9:32:00,WIL,5,0,0
21091053628,10:14:00,10:16:00,BAL,6,0,0
21091053628,10:53:00,10:53:00,WAS,7,0,0
21091053631,8:00:00,8:00:00,NYP,1,0,1
21091053631,8:13:00,8:15:00,NWK,2,0,1
21091053631,8:26:00,8:28:00,MET,3,0,0
21091053631,9:10:00,9:13:00,PHL,4,0,0
21091053631,9:30:00,9:32:00,WIL,5,0,0
21091053631,10:14:00,10:16:00,BAL,6,0,0
21091053631,10:53:00,10:53:00,WAS,7,0,0
21101053638,11:00:00,11:00:00,WAS,1,0,1
21101053638,11:21:00,11:21:00,BWI,2,0,0
21101053638,11:32:00,11:34:00,BAL,3,0,0
21101053638,12:15:00,12:15:00,WIL,4,0,0
21101053638,12:34:00,12:36:00,PHL,5,0,0
21101053638,13:30:00,13:30:00,NWK,6,1,0
21101053638,13:50:00,13:50:00,NYP,7,0,0
21101053640,11:00:00,11:00:00,WAS,1,0,1
21101053640,11:21:00,11:21:00,BWI,2,0,0
21101053640,11:32:00,11:34:00,BAL,3,0,0
21101053640,12:15:00,12:15:00,WIL,4,0,0
21101053640,12:34:00,12:36:00,PHL,5,0,0
21101053640,13:30:00,13:30:00,NWK,6,1,0
21101053640,13:50:00,13:50:00,NYP,7,0,0
21101053643,11:00:00,11:00:00,WAS,1,0,1
21101053643,11:21:00,11:21:00,BWI,2,0,0
21101053643,11:32:00,11:34:00,BAL,3,0,0
21101053643,12:15:00,12:15:00,WIL,4,0,0
21101053643,12:34:00,12:36:00,PHL,5,0,0
21101053643,13:30:00,13:30:00,NWK,6,1,0
21101053643,13:50:00,13:50:00,NYP,7,0,0
21171053644,12:00:00,12:00:00,NYP,1,0,1
21171053644,12:13:00,12:15:00,NWK,2,0,1
21171053644,12:26:00,12:28:00,MET,3,0,0
21171053644,13:10:00,13:13:00,PHL,4,0,0
21171053644,13:30:00,13:32:00,WIL,5,0,0
21171053644,14:11:00,14:13:00,BAL,6,0,0
21171053644,14:53:00,14:53:00,WAS,7,0,0
21171053646,12:00:00,12:00:00,NYP,1,0,1
21171053646,12:13:00,12:15:00,NWK,2,0,1
21171053646,12:26:00,12:28:00,MET,3,0,0
21171053646,13:10:00,13:13:00,PHL,4,0,0
21171053646,13:30:00,13:32:00,WIL,5,0,0
21171053646,14:11:00,14:13:00,BAL,6,0,0
21171053646,14:53:00,14:53:00,WAS,7,0,0
21171053649,12:00:00,12:00:00,NYP,1,0,1
21171053649,12:13:00,12:15:00,NWK,2,0,1
21171053649,12:26:00,12:28:00,MET,3,0,0
21171053649,13:10:00,13:13:00,PHL,4,0,0
21171053649,13:30:00,13:32:00,WIL,5,0,0
21171053649,14:11:00,14:13:00,BAL,6,0,0
21171053649,14:53:00,14:53:00,WAS,7,0,0
21191053650,18:00:00,18:00:00,NYP,1,0,1
21191053650,18:13:00,18:15:00,NWK,2,0,1
21191053650,19:07:00,19:10:00,PHL,3,0,0
21191053650,19:27:00,19:29:00,WIL,4,0,0
21191053650,20:11:00,20:13:00,BAL,5,0,0
21191053650,20:24:00,20:26:00,BWI,6,0,0
21191053650,20:53:00,20:53:00,WAS,7,0,0
21191053652,18:00:00,18:00:00,NYP,1,0,1
21191053652,18:13:00,18:15:00,NWK,2,0,1
21191053652,19:07:00,19:10:00,PHL,3,0,0
21191053652,19:27:00,19:29:00,WIL,4,0,0
21191053652,20:11:00,20:13:00,BAL,5,0,0
21191053652,20:24:00,20:26:00,BWI,6,0,0
21191053652,20:53:00,20:53:00,WAS,7,0,0
21191053655,18:00:00,18:00:00,NYP,1,0,1
21191053655,18:13:00,18:15:00,NWK,2,0,1
21191053655,19:07:00,19:10:00,PHL,3,0,0
21191053655,19:27:00,19:29:00,WIL,4,0,0
21191053655,20:11:00,20:13:00,BAL,5,0,0
21191053655,20:24:00,20:26:00,BWI,6,0,0
21191053655,20:53:00,20:53:00,WAS,7,0,0
21211053662,14:00:00,14:00:00,NYP,1,0,1
21211053662,14:13:00,14:15:00,NWK,2,0,1
21211053662,15:07:00,15:10:00,PHL,3,0,0
21211053662,15:27:00,15:29:00,WIL,4,0,0
21211053662,16:11:00,16:13:00,BAL,5,0,0
21211053662,16:24:00,16:26:00,BWI,6,0,0
21211053662,16:53:00,16:53:00,WAS,7,0,0
21211053664,14:00:00,14:00:00,NYP,1,0,1
21211053664,14:13:00,14:15:00,NWK,2,0,1
21211053664,15:07:00,15:10:00,PHL,3,0,0
21211053664,15:27:00,15:29:00,WIL,4,0,0
21211053664,16:11:00,16:13:00,BAL,5,0,0
21211053664,16:24:00,16:26:00,BWI,6,0,0
21211053664,16:53:00,16:53:00,WAS,7,0,0
