route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,shape_id
66,1053676,21261053676,New York Penn Station,2126,0,42
66,1053679,21261053679,New York Penn Station,2126,0,42
66,1053823,21281053823,New York Penn Station,2128,0,42
66,1053825,21281053825,New York Penn Station,2128,0,42
66,1053828,21281053828,New York Penn Station,2128,0,42
66,1057071,21501057071,Boston South Station Amtrak,2150,0,41
66,1057072,21501057072,Boston South Station Amtrak,2150,0,41
66,1057073,21501057073,Boston South Station Amtrak,2150,0,41
66,1057075,21501057075,Boston South Station Amtrak,2150,0,41
66,1057076,21501057076,Boston South Station Amtrak,2150,0,41
66,1057077,21501057077,Boston South Station Amtrak,2150,0,41
66,1057079,21501057079,Boston South Station Amtrak,2150,0,41
66,1053691,21511053691,Washington Union Station Amtrak,2151,1,38
66,1053693,21511053693,Washington Union Station Amtrak,2151,1,38
66,1053695,21511053695,Washington Union Station Amtrak,2151,1,38
66,1053685,21531053685,Washington Union Station Amtrak,2153,1,38
66,1053687,21531053687,Washington Union Station Amtrak,2153,1,38
66,1053690,21531053690,Washington Union Station Amtrak,2153,1,38
66,1053696,21541053696,Boston South Station Amtrak,2154,0,41
66,1053698,21541053698,Boston South Station Amtrak,2154,0,41
66,1053700,21541053700,Boston South Station Amtrak,2154,0,41
66,1053707,21551053707,Washington Union Station Amtrak,2155,1,38
66,1053709,21551053709,Washington Union Station Amtrak,2155,1,38
66,1053711,21551053711,Washington Union Station Amtrak,2155,1,38
66,1057080,21581057080,Boston South Station Amtrak,2158,0,41
66,1057081,21581057081,Boston South Station Amtrak,2158,0,41
66,1057082,21581057082,Boston South Station Amtrak,2158,0,41
66,1057085,21581057085,Boston South Station Amtrak,2158,0,41
66,1057086,21581057086,Boston South Station Amtrak,2158,0,41
66,1057087,21581057087,Boston South Station Amtrak,2158,0,41
66,1057084,21581057084,Boston South Station Amtrak,2158,0,41
66,1053712,21591053712,Washington Union Station Amtrak,2159,1,38
66,1053713,21591053713,Washington Union Station Amtrak,2159,1,38
66,1053715,21591053715,Washington Union Station Amtrak,2159,1,38
66,1053717,21591053717,Washington Union Station Amtrak,2159,1,38
66,1053724,21601053724,Boston South Station Amtrak,2160,0,41
66,1053718,21601053718,Boston South Station Amtrak,2160,0,41
66,1053720,21601053720,Boston South Station Amtrak,2160,0,41
66,1053723,21601053723,Boston South Station Amtrak,2160,0,41
66,1053725,21631053725,Washington Union Station Amtrak,2163,1,38
66,1053726,21631053726,Washington Union Station Amtrak,2163,1,38
66,1053728,21631053728,Washington Union Station Amtrak,2163,1,38
66,1053730,21631053730,Washington Union Station Amtrak,2163,1,38
66,1057089,21641057089,Boston South Station Amtrak,2164,0,41
66,1057090,21641057090,Boston South Station Amtrak,2164,0,41
66,1057091,21641057091,Boston South Station Amtrak,2164,0,41
66,1057093,21641057093,Boston South Station Amtrak,2164,0,41
66,1057094,21641057094,Boston South Station Amtrak,2164,0,41
66,1057095,21641057095,Boston South Station Amtrak,2164,0,41
66,1057097,21641057097,Boston South Station Amtrak,2164,0,41
66,1053732,21651053732,Washington Union Station Amtrak,2165,1,38
66,1053733,21651053733,Washington Union Station Amtrak,2165,1,38
66,1053735,21651053735,Washington Union Station Amtrak,2165,1,38
66,1053738,21651053738,Washington Union Station Amtrak,2165,1,38
66,1053739,21661053739,Boston South Station Amtrak,2166,0,41
66,1053741,21661053741,Boston South Station Amtrak,2166,0,41
66,1053744,21661053744,Boston South Station Amtrak,2166,0,41
66,1057105,21671057105,Washington Union Station Amtrak,2167,1,38
66,1057098,21671057098,Washington Union Station Amtrak,2167,1,38
66,1057099,21671057099,Washington Union Station Amtrak,2167,1,38
66,1057101,21671057101,Washington Union Station Amtrak,2167,1,38
66,1057102,21671057102,Washington Union Station Amtrak,2167,1,38
66,1057103,21671057103,Washington Union Station Amtrak,2167,1,38
66,1057106,21671057106,Washington Union Station Amtrak,2167,1,38
66,1053757,21681053757,Boston South Station Amtrak,2168,0,41
66,1053759,21681053759,Boston South Station Amtrak,2168,0,41
66,1053761,21681053761,Boston South Station Amtrak,2168,0,41
66,1053751,21701053751,Boston South Station Amtrak,2170,0,41
66,1053753,21701053753,Boston South Station Amtrak,2170,0,41
66,1053756,21701053756,Boston South Station Amtrak,2170,0,41
66,1053762,21711053762,Washington Union Station Amtrak,2171,1,38
66,1053764,21711053764,Washington Union Station Amtrak,2171,1,38
66,1053766,21711053766,Washington Union Station Amtrak,2171,1,38
66,1053767,21721053767,Boston South Station Amtrak,2172,0,41
66,1053768,21721053768,Boston South Station Amtrak,2172,0,41
66,1053770,21721053770,Boston South Station Amtrak,2172,0,41
66,1053772,21721053772,Boston South Station Amtrak,2172,0,41
66,1053773,21731053773,Washington Union Station Amtrak,2173,1,38
66,1053774,21731053774,Washington Union Station Amtrak,2173,1,38
66,1053776,21731053776,Washington Union Station Amtrak,2173,1,38
66,1053779,21731053779,Washington Union Station Amtrak,2173,1,38
66,1053816,21751053816,Washington Union Station Amtrak,2175,1,38
66,1053817,21751053817,Washington Union Station Amtrak,2175,1,38
66,1053819,21751053819,Washington Union Station Amtrak,2175,1,38
66,1053821,21751053821,Washington Union Station Amtrak,2175,1,38
66,1053781,21901053781,Boston South Station Amtrak,2190,0,39
66,1053780,21901053780,Boston South Station Amtrak,2190,0,39
66,1053783,21901053783,Boston South Station Amtrak,2190,0,39
66,1053785,21901053785,Boston South Station Amtrak,2190,0,39
66,1053786,22031053786,Washington Union Station Amtrak,2203,1,40
66,1039432,22031039432,Washington Union Station Amtrak,2203,1,40
66,1053787,22051053787,Washington Union Station Amtrak,2205,1,40
66,1039435,22051039435,Washington Union Station Amtrak,2205,1,40
66,1039436,22051039436,Washington Union Station Amtrak,2205,1,40
66,1039437,22051039437,Washington Union Station Amtrak,2205,1,40
66,1053789,22081053789,New York Penn Station,2208,0,42
66,1039441,22081039441,New York Penn Station,2208,0,42
66,1039438,22081039438,New York Penn Station,2208,0,42
66,1053790,22111053790,Washington Union Station Amtrak,2211,1,40
66,1038257,22111038257,Washington Union Station Amtrak,2211,1,40
66,1053792,22131053792,Washington Union Station Amtrak,2213,1,40
66,1039444,22131039444,Washington Union Station Amtrak,2213,1,40
66,1039445,22131039445,Washington Union Station Amtrak,2213,1,40
66,1039497,22151039497,Washington Union Station Amtrak,2215,1,40
66,1039499,22151039499,Washington Union Station Amtrak,2215,1,40
66,1039500,22151039500,Washington Union Station Amtrak,2215,1,40
66,1053794,22201053794,New York Penn Station,2220,0,42
66,1039447,22201039447,New York Penn Station,2220,0,42
66,1053795,22221053795,New York Penn Station,2222,0,42
66,1039450,22221039450,New York Penn Station,2222,0,42
66,1039451,22221039451,New York Penn Station,2222,0,42
66,1039517,22241039517,New York Penn Station,2224,0,42
66,1039519,22241039519,New York Penn Station,2224,0,42
66,1039520,22241039520,New York Penn Station,2224,0,42
66,1039809,22261039809,New York Penn Station,2226,0,42
66,1053796,22281053796,New York Penn Station,2228,0,42
66,1039454,22281039454,New York Penn Station,2228,0,42
66,1039455,22281039455,New York Penn Station,2228,0,42
66,1039810,22451039810,Washington Union Station Amtrak,2245,1,38
66,1039515,22481039515,Boston South Station Amtrak,2248,0,41
66,1039516,22481039516,Boston South Station Amtrak,2248,0,41
66,1059087,22491059087,Washington Union Station Amtrak,2249,1,38
66,1059088,22491059088,Washington Union Station Amtrak,2249,1,38
66,1059089,22491059089,Washington Union Station Amtrak,2249,1,38
66,1053798,22501053798,Boston South Station Amtrak,2250,0,41
66,1053800,22501053800,Boston South Station Amtrak,2250,0,41
66,1057371,22511057371,Washington Union Station Amtrak,2251,1,38
66,1057372,22511057372,Washington Union Station Amtrak,2251,1,38
66,1057373,22511057373,Washington Union Station Amtrak,2251,1,38
66,1057374,22521057374,Boston South Station Amtrak,2252,0,41
66,1057375,22521057375,Boston South Station Amtrak,2252,0,41
66,1057377,22521057377,Boston South Station Amtrak,2252,0,41
66,1057378,22521057378,Boston South Station Amtrak,2252,0,41
66,1057379,22521057379,Boston South Station Amtrak,2252,0,41
66,1056514,22531056514,Washington Union Station Amtrak,2253,1,38
66,1056511,22531056511,Washington Union Station Amtrak,2253,1,38
66,1056512,22531056512,Washington Union Station Amtrak,2253,1,38
66,1056513,22531056513,Washington Union Station Amtrak,2253,1,38
66,1056515,22531056515,Washington Union Station Amtrak,2253,1,38
66,1056506,22541056506,Boston South Station Amtrak,2254,0,41
66,1056507,22541056507,Boston South Station Amtrak,2254,0,41
66,1056508,22541056508,Boston South Station Amtrak,2254,0,41
66,1056509,22541056509,Boston South Station Amtrak,2254,0,41
66,1056510,22541056510,Boston South Station Amtrak,2254,0,41
66,1053809,22551053809,Washington Union Station Amtrak,2255,1,38
66,1039472,22551039472,Washington Union Station Amtrak,2255,1,38
66,1039473,22551039473,Washington Union Station Amtrak,2255,1,38
66,1039474,22551039474,Washington Union Station Amtrak,2255,1,38
66,1053811,22561053811,Boston South Station Amtrak,2256,0,41
66,1039482,22561039482,Boston South Station Amtrak,2256,0,41
66,1039483,22561039483,Boston South Station Amtrak,2256,0,41
66,1039484,22561039484,Boston South Station Amtrak,2256,0,41
66,1056516,22571056516,Washington Union Station Amtrak,2257,1,38
66,1056517,22571056517,Washington Union Station Amtrak,2257,1,38
66,1056519,22571056519,Washington Union Station Amtrak,2257,1,38
66,1056520,22571056520,Washington Union Station Amtrak,2257,1,38
66,1056521,22571056521,Washington Union Station Amtrak,2257,1,38
66,1056522,22571056522,Washington Union Station Amtrak,2257,1,38
66,1053812,22581053812,Boston South Station Amtrak,2258,0,41
66,1039487,22581039487,Boston South Station Amtrak,2258,0,41
66,1039488,22581039488,Boston South Station Amtrak,2258,0,41
66,1053814,22591053814,Washington Union Station Amtrak,2259,1,38
66,1039493,22591039493,Washington Union Station Amtrak,2259,1,38
66,1039494,22591039494,Washington Union Station Amtrak,2259,1,38
66,1056527,22601056527,Boston South Station Amtrak,2260,0,41
66,1056529,22601056529,Boston South Station Amtrak,2260,0,41
66,1056531,22601056531,Boston South Station Amtrak,2260,0,41
66,1056532,22601056532,Boston South Station Amtrak,2260,0,41
66,1056533,22601056533,Boston South Station Amtrak,2260,0,41
66,1060270,22611060270,Washington Union Station Amtrak,2261,1,38
66,1060271,22611060271,Washington Union Station Amtrak,2261,1,38
66,1060273,22611060273,Washington Union Station Amtrak,2261,1,38
66,1060274,22611060274,Washington Union Station Amtrak,2261,1,38
66,1039811,22621039811,Boston South Station Amtrak,2262,0,41
66,1039531,22751039531,Washington Union Station Amtrak,2275,1,38
66,1039533,22751039533,Washington Union Station Amtrak,2275,1,38
66,1039534,22751039534,Washington Union Station Amtrak,2275,1,38
66,1056523,22901056523,Boston South Station Amtrak,2290,0,39
66,1056524,22901056524,Boston South Station Amtrak,2290,0,39
66,1056525,22901056525,Boston South Station Amtrak,2290,0,39
66,1056526,22901056526,Boston South Station Amtrak,2290,0,39
66,1053815,22971053815,New York Penn Station,2297,1,36
66,1038263,22971038263,New York Penn Station,2297,1,36
95,1061887,681061887,New York Penn Station,68,1,3
95,1046462,681046462,New York Penn Station,68,1,3
95,1046463,681046463,New York Penn Station,68,1,3
95,1061886,691061886,Montreal Central Station,69,0,4
95,1046459,691046459,Montreal Central Station,69,0,4
95,1046460,691046460,Montreal Central Station,69,0,4
60,1053989,5001053989,Seattle King Street Station Amtrak,500,0,168
60,1051694,5001051694,Seattle King Street Station Amtrak,500,0,168
60,1051696,5001051696,Seattle King Street Station Amtrak,500,0,168
60,1053990,5011053990,Portland Union Station Amtrak,501,1,163
60,1053997,5021053997,Seattle King Street Station Amtrak,502,0,166
60,1051703,5021051703,Seattle King Street Station Amtrak,502,0,166
60,1051704,5021051704,Seattle King Street Station Amtrak,502,0,166
60,1053999,5031053999,Portland Union Station Amtrak,503,1,163
60,1051710,5031051710,Portland Union Station Amtrak,503,1,163
60,1051712,5031051712,Portland Union Station Amtrak,503,1,163
60,1053991,5041053991,Seattle King Street Station Amtrak,504,0,166
60,1051699,5041051699,Seattle King Street Station Amtrak,504,0,166
60,1051701,5041051701,Seattle King Street Station Amtrak,504,0,166
60,1053998,5051053998,Portland Union Station Amtrak,505,1,163
60,1051705,5051051705,Portland Union Station Amtrak,505,1,163
60,1051706,5051051706,Portland Union Station Amtrak,505,1,163
60,1063431,5061063431,Seattle King Street Station Amtrak,506,0,166
60,1063432,5061063432,Seattle King Street Station Amtrak,506,0,166
60,1063433,5061063433,Seattle King Street Station Amtrak,506,0,166
60,1063434,5061063434,Seattle King Street Station Amtrak,506,0,166
60,1053992,5071053992,Eugene Amtrak,507,1,164
60,1053985,5081053985,Seattle King Street Station Amtrak,508,0,166
60,1053993,5091053993,Eugene Amtrak,509,1,164
60,1053994,5101053994,Vancouver Pacific Central Station Amtrak,510,0,162
60,1053995,5101053995,Vancouver Pacific Central Station Amtrak,510,0,162
60,1053986,5131053986,Portland Union Station Amtrak,513,1,161
60,1053996,5161053996,Vancouver Pacific Central Station Amtrak,516,0,170
60,1053987,5171053987,Seattle King Street Station Amtrak,517,1,160
60,1053988,5171053988,Seattle King Street Station Amtrak,517,1,160
77,1061893,521061893,Lorton Amtrak,52,0,6
77,1061894,531061894,Sanford Amtrak,53,1,5
71,1052800,3641052800,Port Huron Amtrak,364,1,171
71,1052801,3651052801,Chicago Union Station Amtrak,365,0,172
96,1061897,51061897,Emeryville Amtrak,5,0,173
96,1061898,61061898,Chicago Union Station Amtrak,6,1,174
84,1057332,15501057332,Sacramento Amtrak,1550,0,57
84,1053482,5201053482,Sacramento Amtrak,520,0,59
84,1043524,5201043524,Sacramento Amtrak,520,0,59
84,1043526,5201043526,Sacramento Amtrak,520,0,59
84,1053513,5211053513,San Jose Diridon Station Amtrak,521,1,62
84,1043655,5211043655,San Jose Diridon Station Amtrak,521,1,62
84,1043657,5211043657,San Jose Diridon Station Amtrak,521,1,62
84,1053483,5221053483,Sacramento Amtrak,522,0,59
84,1043529,5221043529,Sacramento Amtrak,522,0,59
84,1043531,5221043531,Sacramento Amtrak,522,0,59
84,1053514,5231053514,San Jose Diridon Station Amtrak,523,1,62
84,1043660,5231043660,San Jose Diridon Station Amtrak,523,1,62
84,1043662,5231043662,San Jose Diridon Station Amtrak,523,1,62
84,1053484,5241053484,Sacramento Amtrak,524,0,64
84,1043534,5241043534,Sacramento Amtrak,524,0,64
84,1043536,5241043536,Sacramento Amtrak,524,0,64
84,1053516,5251053516,Oakland Coliseum Station Amtrak,525,1,60
84,1043670,5251043670,Oakland Coliseum Station Amtrak,525,1,60
84,1043672,5251043672,Oakland Coliseum Station Amtrak,525,1,60
84,1053485,5271053485,San Jose Diridon Station Amtrak,527,1,62
84,1043539,5271043539,San Jose Diridon Station Amtrak,527,1,62
84,1043541,5271043541,San Jose Diridon Station Amtrak,527,1,62
84,1053515,5281053515,Sacramento Amtrak,528,0,64
84,1043665,5281043665,Sacramento Amtrak,528,0,64
84,1043667,5281043667,Sacramento Amtrak,528,0,64
84,1053486,5291053486,Oakland Coliseum Station Amtrak,529,1,56
84,1043544,5291043544,Oakland Coliseum Station Amtrak,529,1,56
84,1043546,5291043546,Oakland Coliseum Station Amtrak,529,1,56
84,1053487,5301053487,Sacramento Amtrak,530,0,59
84,1043549,5301043549,Sacramento Amtrak,530,0,59
84,1043551,5301043551,Sacramento Amtrak,530,0,59
84,1053517,5311053517,Oakland Coliseum Station Amtrak,531,1,60
84,1043675,5311043675,Oakland Coliseum Station Amtrak,531,1,60
84,1043677,5311043677,Oakland Coliseum Station Amtrak,531,1,60
84,1053488,5321053488,Sacramento Amtrak,532,0,64
84,1043554,5321043554,Sacramento Amtrak,532,0,64
84,1043556,5321043556,Sacramento Amtrak,532,0,64
84,1053489,5341053489,Sacramento Amtrak,534,0,59
84,1043559,5341043559,Sacramento Amtrak,534,0,59
84,1043561,5341043561,Sacramento Amtrak,534,0,59
84,1053518,5351053518,San Jose Diridon Station Amtrak,535,1,62
84,1043680,5351043680,San Jose Diridon Station Amtrak,535,1,62
84,1043682,5351043682,San Jose Diridon Station Amtrak,535,1,62
84,1053490,5361053490,Auburn Amtrak,536,0,58
84,1043564,5361043564,Auburn Amtrak,536,0,58
84,1043566,5361043566,Auburn Amtrak,536,0,58
84,1053519,5371053519,San Jose Diridon Station Amtrak,537,1,62
84,1043685,5371043685,San Jose Diridon Station Amtrak,537,1,62
84,1043687,5371043687,San Jose Diridon Station Amtrak,537,1,62
84,1053491,5381053491,Sacramento Amtrak,538,0,64
84,1043569,5381043569,Sacramento Amtrak,538,0,64
84,1043571,5381043571,Sacramento Amtrak,538,0,64
84,1053492,5401053492,Sacramento Amtrak,540,0,59
84,1043574,5401043574,Sacramento Amtrak,540,0,59
84,1043576,5401043576,Sacramento Amtrak,540,0,59
84,1053493,5411053493,Oakland Jack London Square Station,541,1,61
84,1043579,5411043579,Oakland Jack London Square Station,541,1,61
84,1043581,5411043581,Oakland Jack London Square Station,541,1,61
84,1053494,5421053494,Sacramento Amtrak,542,0,64
84,1043584,5421043584,Sacramento Amtrak,542,0,64
84,1043586,5421043586,Sacramento Amtrak,542,0,64
84,1053520,5431053520,San Jose Diridon Station Amtrak,543,1,62
84,1043689,5431043689,San Jose Diridon Station Amtrak,543,1,62
84,1043692,5431043692,San Jose Diridon Station Amtrak,543,1,62
84,1053495,5441053495,Sacramento Amtrak,544,0,64
84,1043589,5441043589,Sacramento Amtrak,544,0,64
84,1043591,5441043591,Sacramento Amtrak,544,0,64
84,1053521,5451053521,Oakland Jack London Square Station,545,1,61
84,1043695,5451043695,Oakland Jack London Square Station,545,1,61
84,1043697,5451043697,Oakland Jack London Square Station,545,1,61
84,1053496,5461053496,Sacramento Amtrak,546,0,64
84,1043594,5461043594,Sacramento Amtrak,546,0,64
84,1043596,5461043596,Sacramento Amtrak,546,0,64
84,1053497,5471053497,San Jose Diridon Station Amtrak,547,1,62
84,1043599,5471043599,San Jose Diridon Station Amtrak,547,1,62
84,1043601,5471043601,San Jose Diridon Station Amtrak,547,1,62
84,1053498,5481053498,Sacramento Amtrak,548,0,59
84,1043604,5481043604,Sacramento Amtrak,548,0,59
84,1043606,5481043606,Sacramento Amtrak,548,0,59
84,1055782,5491055782,Oakland Jack London Square Station,549,1,61
84,1055783,5491055783,Oakland Jack London Square Station,549,1,61
84,1055784,5491055784,Oakland Jack London Square Station,549,1,61
84,1055786,5491055786,Oakland Jack London Square Station,549,1,61
84,1055788,5491055788,Oakland Jack London Square Station,549,1,61
84,1057723,5501057723,Sacramento Amtrak,550,0,57
84,1057725,5501057725,Sacramento Amtrak,550,0,57
84,1057727,5501057727,Sacramento Amtrak,550,0,57
84,1057729,5501057729,Sacramento Amtrak,550,0,57
84,1053499,5511053499,Oakland Jack London Square Station,551,1,61
84,1043609,5511043609,Oakland Jack London Square Station,551,1,61
84,1043611,5511043611,Oakland Jack London Square Station,551,1,61
84,1053500,5531053500,Oakland Jack London Square Station,553,1,61
84,1043614,5531043614,Oakland Jack London Square Station,553,1,61
84,1043616,5531043616,Oakland Jack London Square Station,553,1,61
84,1053523,7201053523,Sacramento Amtrak,720,0,59
84,1043704,7201043704,Sacramento Amtrak,720,0,59
84,1043705,7201043705,Sacramento Amtrak,720,0,59
84,1053524,7231053524,San Jose Diridon Station Amtrak,723,1,62
84,1043707,7231043707,San Jose Diridon Station Amtrak,723,1,62
84,1043708,7231043708,San Jose Diridon Station Amtrak,723,1,62
84,1053501,7241053501,Sacramento Amtrak,724,0,64
84,1043618,7241043618,Sacramento Amtrak,724,0,64
84,1043619,7241043619,Sacramento Amtrak,724,0,64
84,1053525,7271053525,San Jose Diridon Station Amtrak,727,1,62
84,1043710,7271043710,San Jose Diridon Station Amtrak,727,1,62
84,1043711,7271043711,San Jose Diridon Station Amtrak,727,1,62
84,1053502,7281053502,Sacramento Amtrak,728,0,64
84,1043621,7281043621,Sacramento Amtrak,728,0,64
84,1043622,7281043622,Sacramento Amtrak,728,0,64
84,1053526,7291053526,Oakland Coliseum Station Amtrak,729,1,56
84,1043713,7291043713,Oakland Coliseum Station Amtrak,729,1,56
84,1043714,7291043714,Oakland Coliseum Station Amtrak,729,1,56
84,1053503,7321053503,Sacramento Amtrak,732,0,59
84,1043624,7321043624,Sacramento Amtrak,732,0,59
84,1043625,7321043625,Sacramento Amtrak,732,0,59
84,1053527,7331053527,San Jose Diridon Station Amtrak,733,1,62
84,1043716,7331043716,San Jose Diridon Station Amtrak,733,1,62
84,1043717,7331043717,San Jose Diridon Station Amtrak,733,1,62
84,1053504,7341053504,Sacramento Amtrak,734,0,64
84,1043627,7341043627,Sacramento Amtrak,734,0,64
84,1043628,7341043628,Sacramento Amtrak,734,0,64
84,1053528,7361053528,Sacramento Amtrak,736,0,64
84,1043719,7361043719,Sacramento Amtrak,736,0,64
84,1043720,7361043720,Sacramento Amtrak,736,0,64
84,1053529,7371053529,San Jose Diridon Station Amtrak,737,1,62
84,1043722,7371043722,San Jose Diridon Station Amtrak,737,1,62
84,1043723,7371043723,San Jose Diridon Station Amtrak,737,1,62
84,1053505,7381053505,Sacramento Amtrak,738,0,59
84,1043630,7381043630,Sacramento Amtrak,738,0,59
84,1043631,7381043631,Sacramento Amtrak,738,0,59
84,1053506,7411053506,San Jose Diridon Station Amtrak,741,1,62
84,1043633,7411043633,San Jose Diridon Station Amtrak,741,1,62
84,1043634,7411043634,San Jose Diridon Station Amtrak,741,1,62
84,1053507,7421053507,Auburn Amtrak,742,0,63
84,1043636,7421043636,Auburn Amtrak,742,0,63
84,1043637,7421043637,Auburn Amtrak,742,0,63
84,1053508,7431053508,San Jose Diridon Station Amtrak,743,1,62
84,1043639,7431043639,San Jose Diridon Station Amtrak,743,1,62
84,1043640,7431043640,San Jose Diridon Station Amtrak,743,1,62
84,1053509,7441053509,Sacramento Amtrak,744,0,64
84,1043642,7441043642,Sacramento Amtrak,744,0,64
84,1043643,7441043643,Sacramento Amtrak,744,0,64
84,1053510,7451053510,Oakland Jack London Square Station,745,1,61
84,1043645,7451043645,Oakland Jack London Square Station,745,1,61
84,1043646,7451043646,Oakland Jack London Square Station,745,1,61
84,1053511,7461053511,Sacramento Amtrak,746,0,59
84,1043648,7461043648,Sacramento Amtrak,746,0,59
84,1043649,7461043649,Sacramento Amtrak,746,0,59
84,1053512,7471053512,San Jose Diridon Station Amtrak,747,1,62
84,1043651,7471043651,San Jose Diridon Station Amtrak,747,1,62
84,1043652,7471043652,San Jose Diridon Station Amtrak,747,1,62
84,1053530,7481053530,Sacramento Amtrak,748,0,64
84,1043725,7481043725,Sacramento Amtrak,748,0,64
84,1043726,7481043726,Sacramento Amtrak,748,0,64
84,1053532,7491053532,Oakland Jack London Square Station,749,1,61
84,1043731,7491043731,Oakland Jack London Square Station,749,1,61
84,1043732,7491043732,Oakland Jack London Square Station,749,1,61
84,1053531,7511053531,Oakland Jack London Square Station,751,1,61
84,1043728,7511043728,Oakland Jack London Square Station,751,1,61
84,1043729,7511043729,Oakland Jack London Square Station,751,1,61
53,1061853,291061853,Chicago Union Station Amtrak,29,0,66
53,1061854,301061854,Washington Union Station Amtrak,30,1,65
58,1061867,501061867,New York Penn Station,50,1,187
58,1061868,501061868,New York Penn Station,50,1,187
58,1058270,501058270,New York Penn Station,50,1,187
58,1058271,501058271,New York Penn Station,50,1,187
58,1061870,511061870,Chicago Union Station Amtrak,51,0,188
58,1061869,511061869,Chicago Union Station Amtrak,51,0,188
58,1058274,511058274,Chicago Union Station Amtrak,51,0,188
58,1058275,511058275,Chicago Union Station Amtrak,51,0,188
72,1052802,3811052802,Quincy Amtrak,381,0,69
72,1052803,3821052803,Chicago Union Station Amtrak,382,1,70
85,1063089,791063089,Charlotte Amtrak,79,1,178
85,1063090,791063090,Charlotte Amtrak,79,1,178
85,1063091,791063091,Charlotte Amtrak,79,1,178
85,1063092,791063092,Charlotte Amtrak,79,1,178
85,1063094,791063094,Charlotte Amtrak,79,1,178
85,1063095,801063095,New York Penn Station,80,0,177
85,1063096,801063096,New York Penn Station,80,0,177
85,1063097,801063097,New York Penn Station,80,0,177
85,1063098,801063098,New York Penn Station,80,0,177
85,1063100,801063100,New York Penn Station,80,0,177
62,1061871,581061871,Chicago Union Station Amtrak,58,0,74
62,1061872,591061872,New Orleans Union Passenger Terminal Amtrak,59,1,73
62,1061873,591061873,New Orleans Union Passenger Terminal Amtrak,59,1,73
62,1061874,591061874,New Orleans Union Passenger Terminal Amtrak,59,1,73
62,1061875,591061875,New Orleans Union Passenger Terminal Amtrak,59,1,73
62,1061876,591061876,New Orleans Union Passenger Terminal Amtrak,59,1,73
62,1061877,591061877,New Orleans Union Passenger Terminal Amtrak,59,1,73
65,1065280,111065280,Los Angeles Union Station Amtrak,11,1,180
65,1065281,111065281,Los Angeles Union Station Amtrak,11,1,180
65,1065282,111065282,Los Angeles Union Station Amtrak,11,1,180
65,1065283,141065283,Seattle King Street Station Amtrak,14,0,179
65,1065284,141065284,Seattle King Street Station Amtrak,14,0,179
65,1065285,141065285,Seattle King Street Station Amtrak,14,0,179
89,1061865,191061865,New Orleans Union Passenger Terminal Amtrak,19,1,182
89,1062184,201062184,New York Penn Station,20,0,181
89,1062183,201062183,New York Penn Station,20,0,181
61,1057392,6801057392,Boston North Station Amtrak,680,1,157
61,1057394,6801057394,Boston North Station Amtrak,680,1,157
61,1057396,6801057396,Boston North Station Amtrak,680,1,157
61,1058550,6811058550,Brunswick Amtrak,681,0,152
61,1058552,6811058552,Brunswick Amtrak,681,0,152
61,1058553,6811058553,Brunswick Amtrak,681,0,152
61,1058555,6811058555,Brunswick Amtrak,681,0,152
61,1058557,6811058557,Brunswick Amtrak,681,0,152
