agency_id,fare_id,price,currency_type,payment_method,transfers,transfer_duration
14,13,1.75,USD,0,0,
14,14,0.00,USD,0,0,
14,239,2.00,USD,0,0,
14,240,4.00,USD,0,,43200
14,2072,0.00,USD,0,0,
16,105,49.00,USD,1,0,0
458,1455,4.00,USD,0,0,0
458,1456,10.00,USD,0,,
458,1457,2.00,USD,0,0,
458,1458,5.00,USD,0,0,
458,1852,0.00,USD,0,0,
