from_stop_id,to_stop_id,transfer_type
10008,10008,0
10021,10021,0
10042,10042,0
10045,10045,0
10047,10047,0
10049,10049,0
10050,10050,0
10051,10051,0
10056,10056,0
10058,10058,0
10059,10059,0
10064,10064,0
10065,10065,0
10070,10070,0
10070,10072,0
10071,10071,0
10071,10081,0
10072,10070,0
10072,10072,0
10075,10075,0
10076,10076,0
10077,10077,0
10078,10078,0
10081,10071,0
10081,10081,0
10082,10082,0
10084,10084,0
10085,10085,0
10086,10086,0
10087,10096,0
10091,10091,0
10093,10093,0
10095,10095,0
10096,10087,0
10096,10096,0
10102,10102,0
10111,10111,0
10111,10116,0
10112,10112,0
10113,10113,0
10114,10114,0
10116,10111,0
10116,10116,0
10122,10122,0
10125,10125,0
10126,10126,0
10127,10127,0
10128,10128,0
10138,10138,0
10139,10139,0
10140,10140,0
10141,10141,0
10141,10142,0
10142,10141,0
10142,10142,0
10144,10144,0
10144,10147,0
10145,10145,0
10146,10146,0
10147,10144,0
10147,10147,0
