from_stop_id,to_stop_id,transfer_type
10012,10013,0
10013,10012,0
10032,10036,0
10036,10032,0
10098,10100,0
10100,10098,0
10102,10107,0
10107,10102,0
10116,10120,0
10120,10116,0
10126,10128,0
10128,10126,0
10154,10160,0
10160,10154,0
10185,10189,0
10185,10195,0
10189,10185,0
10189,10195,0
10189,10201,0
10195,10185,0
10195,10189,0
10195,10206,0
10201,10189,0
10206,10195,0
10227,10233,0
10233,10227,0
10242,10243,0
10243,10242,0
10254,10262,0
10262,10254,0
10267,10272,0
10272,10267,0
10272,10273,0
10273,10272,0
10273,10274,0
10273,10275,0
10274,10273,0
10274,10275,0
10275,10273,0
10275,10274,0
