trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
750632,21:24:00,21:24:00,22137,16,,,,
750632,,,22135,17,,,,
750632,21:27:00,21:27:00,22155,18,,,,
750632,,,22156,19,,,,
750632,,,22158,20,,,,
750632,,,22302,21,,,,
750632,21:29:00,21:29:00,22159,22,,,,
750632,21:35:00,21:35:00,22167,23,,1,,
750639,17:30:00,17:30:00,22273,1,,,,
750639,17:32:00,17:32:00,22160,2,,,,
750639,,,22301,3,,,,
750639,,,22157,4,,,,
750639,,,22153,5,,,,
750639,17:35:00,17:35:00,22154,6,,,,
750639,,,22134,7,,,,
750639,,,22136,8,,,,
750639,,,22139,9,,,,
750639,,,22140,10,,,,
750639,,,22142,11,,,,
750639,17:42:00,17:42:00,22144,12,,,,
750639,,,22143,13,,,,
750639,,,22141,14,,,,
750639,,,22138,15,,,,
750639,17:44:00,17:44:00,22137,16,,,,
750639,,,22135,17,,,,
750639,17:47:00,17:47:00,22155,18,,,,
750639,,,22156,19,,,,
750639,,,22158,20,,,,
750639,,,22302,21,,,,
750639,17:49:00,17:49:00,22159,22,,,,
750639,18:00:00,18:00:00,22167,23,,1,,
750638,16:30:00,16:30:00,22273,1,,,,
750638,16:32:00,16:32:00,22160,2,,,,
750638,,,22301,3,,,,
750638,,,22157,4,,,,
750638,,,22153,5,,,,
750638,16:35:00,16:35:00,22154,6,,,,
750638,,,22134,7,,,,
750638,,,22136,8,,,,
750638,,,22139,9,,,,
750638,,,22140,10,,,,
750638,,,22142,11,,,,
750638,16:42:00,16:42:00,22144,12,,,,
750638,,,22143,13,,,,
750638,,,22141,14,,,,
750638,,,22138,15,,,,
750638,16:44:00,16:44:00,22137,16,,,,
750638,,,22135,17,,,,
750638,16:47:00,16:47:00,22155,18,,,,
750638,,,22156,19,,,,
750638,,,22158,20,,,,
750638,,,22302,21,,,,
750638,16:49:00,16:49:00,22159,22,,,,
750638,17:00:00,17:00:00,22167,23,,1,,
750385,20:10:00,20:10:00,22256,1,,,,
750385,,,22239,2,,,,
750385,20:13:00,20:13:00,22361,3,,,,
750385,,,22225,4,,,,
750385,20:18:00,20:18:00,22229,5,,,,
750385,,,22226,6,,,,
750385,,,22227,7,,,,
750385,,,22228,8,,,,
750385,20:22:00,20:22:00,22208,9,,,,
750385,,,22210,10,,,,
750385,,,22211,11,,,,
750385,,,22223,12,,,,
750385,,,22224,13,,,,
750385,,,22316,14,,,,
750385,20:27:00,20:27:00,22240,15,,,,
750385,,,22173,16,,,,
750385,20:35:00,20:35:00,22256,17,,1,,
750384,21:10:00,21:10:00,22256,1,,,,
750384,,,22239,2,,,,
750384,21:13:00,21:13:00,22361,3,,,,
750384,,,22225,4,,,,
750384,21:18:00,21:18:00,22229,5,,,,
750384,,,22226,6,,,,
750384,,,22227,7,,,,
750384,,,22228,8,,,,
750384,21:22:00,21:22:00,22208,9,,,,
750384,,,22210,10,,,,
750384,,,22211,11,,,,
750384,,,22223,12,,,,
750384,,,22224,13,,,,
750384,,,22316,14,,,,
750384,21:27:00,21:27:00,22240,15,,,,
750384,,,22173,16,,,,
750384,21:35:00,21:35:00,22256,17,,1,,
750387,18:10:00,18:10:00,22256,1,,,,
750387,,,22239,2,,,,
750387,18:13:00,18:13:00,22361,3,,,,
750387,,,22225,4,,,,
750387,18:18:00,18:18:00,22229,5,,,,
750387,,,22226,6,,,,
750387,,,22227,7,,,,
750387,,,22228,8,,,,
750387,18:22:00,18:22:00,22208,9,,,,
750387,,,22210,10,,,,
750387,,,22211,11,,,,
750387,,,22223,12,,,,
750387,,,22224,13,,,,
750387,,,22316,14,,,,
750387,18:27:00,18:27:00,22240,15,,,,
750387,,,22173,16,,,,
750387,18:35:00,18:35:00,22256,17,,1,,
750386,19:10:00,19:10:00,22256,1,,,,
750386,,,22239,2,,,,
750386,19:13:00,19:13:00,22361,3,,,,
750386,,,22225,4,,,,
750386,19:18:00,19:18:00,22229,5,,,,
750386,,,22226,6,,,,
750386,,,22227,7,,,,
750386,,,22228,8,,,,
750386,19:22:00,19:22:00,22208,9,,,,
750386,,,22210,10,,,,
750386,,,22211,11,,,,
750386,,,22223,12,,,,
750386,,,22224,13,,,,
750386,,,22316,14,,,,
750386,19:27:00,19:27:00,22240,15,,,,
750386,,,22173,16,,,,
750386,19:35:00,19:35:00,22256,17,,1,,
750383,22:10:00,22:10:00,22256,1,,,,
750383,,,22239,2,,,,
750383,22:13:00,22:13:00,22361,3,,,,
750383,,,22225,4,,,,
750383,22:18:00,22:18:00,22229,5,,,,
750383,,,22226,6,,,,
750383,,,22227,7,,,,
750383,,,22228,8,,,,
750383,22:22:00,22:22:00,22208,9,,,,
750383,,,22210,10,,,,
750383,,,22211,11,,,,
750383,,,22223,12,,,,
750383,,,22224,13,,,,
750383,,,22316,14,,,,
750383,22:27:00,22:27:00,22240,15,,,,
750383,,,22173,16,,,,
750383,22:35:00,22:35:00,22256,17,,1,,
750382,19:35:00,19:35:00,22256,1,,,,
750382,,,22239,2,,,,
750382,19:38:00,19:38:00,22361,3,,,,
750382,,,22225,4,,,,
750382,19:43:00,19:43:00,22229,5,,,,
750382,,,22226,6,,,,
750382,,,22227,7,,,,
750382,,,22228,8,,,,
750382,19:47:00,19:47:00,22208,9,,,,
750382,,,22210,10,,,,
750382,,,22211,11,,,,
750382,,,22223,12,,,,
750382,,,22224,13,,,,
750382,,,22316,14,,,,
750382,19:52:00,19:52:00,22240,15,,,,
750382,,,22173,16,,,,
750382,20:00:00,20:00:00,22256,17,,1,,
750389,16:10:00,16:10:00,22256,1,,,,
750389,,,22239,2,,,,
750389,16:13:00,16:13:00,22361,3,,,,
750389,,,22225,4,,,,
750389,16:18:00,16:18:00,22229,5,,,,
750389,,,22226,6,,,,
750389,,,22227,7,,,,
750389,,,22228,8,,,,
750389,16:22:00,16:22:00,22208,9,,,,
750389,,,22210,10,,,,
750389,,,22211,11,,,,
750389,,,22223,12,,,,
750389,,,22224,13,,,,
750389,,,22316,14,,,,
750389,16:27:00,16:27:00,22240,15,,,,
750389,,,22173,16,,,,
750389,16:35:00,16:35:00,22256,17,,1,,
750388,17:10:00,17:10:00,22256,1,,,,
750388,,,22239,2,,,,
750388,17:13:00,17:13:00,22361,3,,,,
750388,,,22225,4,,,,
750388,17:18:00,17:18:00,22229,5,,,,
750388,,,22226,6,,,,
750388,,,22227,7,,,,
750388,,,22228,8,,,,
750388,17:22:00,17:22:00,22208,9,,,,
750388,,,22210,10,,,,
750388,,,22211,11,,,,
750388,,,22223,12,,,,
750388,,,22224,13,,,,
750388,,,22316,14,,,,
750388,17:27:00,17:27:00,22240,15,,,,
750388,,,22173,16,,,,
750388,17:35:00,17:35:00,22256,17,,1,,
757890,07:30:00,07:30:00,22258,1,,,,
757890,,,22169,2,,,,
757890,,,22000,3,,,,
757890,,,22013,4,,,,
757890,07:36:00,07:36:00,22022,5,,,,
757890,,,22024,6,,,,
757890,,,22121,7,,,,
757890,,,22119,8,,,,
757890,07:39:00,07:39:00,22111,9,,,,
757890,,,22105,10,,,,
757890,,,22102,11,,,,
757890,,,22094,12,,,,
757890,,,22357,13,,,,
757890,07:45:00,07:45:00,22092,14,,,,
757890,,,22106,15,,,,
757890,,,22260,16,,,,
757890,07:48:00,07:48:00,22249,17,,,,
757890,,,22294,18,,,,
757890,,,22261,19,,,,
757890,,,22250,20,,,,
757890,07:52:00,07:52:00,22081,21,,,,
757890,,,22082,22,,,,
757890,,,22085,23,,,,
757890,,,22091,24,,,,
757890,,,22088,25,,,,
757890,07:56:00,07:56:00,22087,26,,,,
757890,,,22280,27,,,,
757890,,,22281,28,,,,
757890,,,22103,29,,,,
757890,,,22104,30,,,,
757890,08:01:00,08:01:00,22110,31,,,,
757890,,,22118,32,,,,
757890,,,22120,33,,,,
757890,08:04:00,08:04:00,22023,34,,,,
757890,,,22014,35,,,,
757890,,,22001,36,,,,
757890,,,22168,37,,,,
757890,08:20:00,08:20:00,22256,38,,1,,
757891,17:40:00,17:40:00,22258,1,,,,
757891,,,22169,2,,,,
757891,,,22000,3,,,,
757891,,,22013,4,,,,
757891,17:46:00,17:46:00,22022,5,,,,
757891,,,22024,6,,,,
757891,,,22121,7,,,,
757891,,,22119,8,,,,
757891,17:49:00,17:49:00,22111,9,,,,
757891,,,22105,10,,,,
757891,,,22102,11,,,,
757891,,,22094,12,,,,
757891,,,22357,13,,,,
757891,17:55:00,17:55:00,22092,14,,,,
757891,,,22106,15,,,,
757891,,,22260,16,,,,
757891,17:58:00,17:58:00,22249,17,,,,
757891,,,22294,18,,,,
757891,,,22261,19,,,,
757891,,,22250,20,,,,
757891,18:02:00,18:02:00,22081,21,,,,
757891,,,22082,22,,,,
757891,,,22085,23,,,,
757891,,,22091,24,,,,
757891,,,22088,25,,,,
757891,18:06:00,18:06:00,22087,26,,,,
757891,,,22280,27,,,,
757891,,,22281,28,,,,
757891,,,22103,29,,,,
757891,,,22104,30,,,,
757891,18:11:00,18:11:00,22110,31,,,,
757891,,,22118,32,,,,
757891,,,22120,33,,,,
757891,18:14:00,18:14:00,22023,34,,,,
757891,,,22014,35,,,,
757891,,,22001,36,,,,
757891,,,22168,37,,,,
757891,18:30:00,18:30:00,22256,38,,1,,
757367,14:10:00,14:10:00,22256,1,,,,
757367,,,22239,2,,,,
757367,14:13:00,14:13:00,22361,3,,,,
757367,,,22225,4,,,,
757367,14:18:00,14:18:00,22229,5,,,,
757367,,,22226,6,,,,
757367,,,22227,7,,,,
757367,,,22228,8,,,,
757367,14:22:00,14:22:00,22208,9,,,,
757367,,,22210,10,,,,
757367,,,22211,11,,,,
757367,,,22223,12,,,,
757367,,,22224,13,,,,
757367,,,22316,14,,,,
757367,14:27:00,14:27:00,22240,15,,,,
757367,,,22173,16,,,,
757367,14:35:00,14:35:00,22256,17,,1,,
757933,07:25:00,07:25:00,22272,1,,,,
757933,,,22014,2,,,,
757933,07:28:00,07:28:00,22002,3,,,,
757933,,,22004,4,,,,
757933,07:32:00,07:32:00,22035,5,,,,
757933,,,22295,6,,,,
757933,,,22296,7,,,,
757933,,,22318,8,,,,
757933,,,22045,9,,,,
757933,07:38:00,07:38:00,22038,10,,,,
757933,,,22036,11,,,,
757933,,,22034,12,,,,
757933,,,22242,13,,,,
757933,07:43:00,07:43:00,22003,14,,,,
757933,,,22013,15,,,,
757933,,,22021,16,,,,
757933,07:50:00,07:50:00,22167,17,,1,,
757932,12:00:00,12:00:00,22272,1,,,,
757932,,,22014,2,,,,
757932,12:03:00,12:03:00,22002,3,,,,
757932,,,22004,4,,,,
757932,12:07:00,12:07:00,22035,5,,,,
757932,,,22295,6,,,,
757932,,,22296,7,,,,
757932,,,22318,8,,,,
757932,,,22045,9,,,,
757932,12:13:00,12:13:00,22038,10,,,,
757932,,,22036,11,,,,
757932,,,22034,12,,,,
757932,,,22242,13,,,,
757932,12:18:00,12:18:00,22003,14,,,,
757932,,,22013,15,,,,
757932,,,22021,16,,,,
757932,12:25:00,12:25:00,22167,17,,1,,
757931,11:00:00,11:00:00,22272,1,,,,
757931,,,22014,2,,,,
757931,11:03:00,11:03:00,22002,3,,,,
757931,,,22004,4,,,,
757931,11:07:00,11:07:00,22035,5,,,,
757931,,,22295,6,,,,
757931,,,22296,7,,,,
757931,,,22318,8,,,,
757931,,,22045,9,,,,
757931,11:13:00,11:13:00,22038,10,,,,
757931,,,22036,11,,,,
757931,,,22034,12,,,,
757931,,,22242,13,,,,
757931,11:18:00,11:18:00,22003,14,,,,
757931,,,22013,15,,,,
757931,,,22021,16,,,,
757931,11:25:00,11:25:00,22167,17,,1,,
757930,10:00:00,10:00:00,22272,1,,,,
757930,,,22014,2,,,,
757930,10:03:00,10:03:00,22002,3,,,,
757930,,,22004,4,,,,
757930,10:07:00,10:07:00,22035,5,,,,
757930,,,22295,6,,,,
757930,,,22296,7,,,,
757930,,,22318,8,,,,
757930,,,22045,9,,,,
757930,10:13:00,10:13:00,22038,10,,,,
757930,,,22036,11,,,,
757930,,,22034,12,,,,
757930,,,22242,13,,,,
757930,10:18:00,10:18:00,22003,14,,,,
757930,,,22013,15,,,,
757930,,,22021,16,,,,
757930,10:25:00,10:25:00,22167,17,,1,,
757937,11:25:00,11:25:00,22272,1,,,,
757937,,,22014,2,,,,
757937,11:28:00,11:28:00,22002,3,,,,
757937,,,22004,4,,,,
757937,11:32:00,11:32:00,22035,5,,,,
757937,,,22295,6,,,,
757937,,,22296,7,,,,
757937,,,22318,8,,,,
757937,,,22045,9,,,,
757937,11:38:00,11:38:00,22038,10,,,,
757937,,,22036,11,,,,
757937,,,22034,12,,,,
757937,,,22242,13,,,,
757937,11:43:00,11:43:00,22003,14,,,,
757937,,,22013,15,,,,
757937,,,22021,16,,,,
757937,11:50:00,11:50:00,22167,17,,1,,
757936,10:25:00,10:25:00,22272,1,,,,
757936,,,22014,2,,,,
757936,10:28:00,10:28:00,22002,3,,,,
757936,,,22004,4,,,,
757936,10:32:00,10:32:00,22035,5,,,,
757936,,,22295,6,,,,
757936,,,22296,7,,,,
757936,,,22318,8,,,,
757936,,,22045,9,,,,
757936,10:38:00,10:38:00,22038,10,,,,
757936,,,22036,11,,,,
757936,,,22034,12,,,,
757936,,,22242,13,,,,
757936,10:43:00,10:43:00,22003,14,,,,
757936,,,22013,15,,,,
757936,,,22021,16,,,,
757936,10:50:00,10:50:00,22167,17,,1,,
757935,09:25:00,09:25:00,22272,1,,,,
757935,,,22014,2,,,,
757935,09:28:00,09:28:00,22002,3,,,,
757935,,,22004,4,,,,
757935,09:32:00,09:32:00,22035,5,,,,
757935,,,22295,6,,,,
757935,,,22296,7,,,,
757935,,,22318,8,,,,
757935,,,22045,9,,,,
757935,09:38:00,09:38:00,22038,10,,,,
757935,,,22036,11,,,,
757935,,,22034,12,,,,
757935,,,22242,13,,,,
757935,09:43:00,09:43:00,22003,14,,,,
757935,,,22013,15,,,,
757935,,,22021,16,,,,
757935,09:50:00,09:50:00,22167,17,,1,,
757934,08:25:00,08:25:00,22272,1,,,,
757934,,,22014,2,,,,
757934,08:28:00,08:28:00,22002,3,,,,
757934,,,22004,4,,,,
757934,08:32:00,08:32:00,22035,5,,,,
757934,,,22295,6,,,,
757934,,,22296,7,,,,
757934,,,22318,8,,,,
757934,,,22045,9,,,,
757934,08:38:00,08:38:00,22038,10,,,,
757934,,,22036,11,,,,
757934,,,22034,12,,,,
757934,,,22242,13,,,,
757934,08:43:00,08:43:00,22003,14,,,,
757934,,,22013,15,,,,
757934,,,22021,16,,,,
757934,08:50:00,08:50:00,22167,17,,1,,
757939,13:35:00,13:35:00,22272,1,,,,
757939,,,22014,2,,,,
757939,13:38:00,13:38:00,22002,3,,,,
757939,,,22004,4,,,,
757939,13:42:00,13:42:00,22035,5,,,,
757939,,,22295,6,,,,
757939,,,22296,7,,,,
757939,,,22318,8,,,,
757939,,,22045,9,,,,
757939,13:48:00,13:48:00,22038,10,,,,
757939,,,22036,11,,,,
757939,,,22034,12,,,,
757939,,,22242,13,,,,
757939,13:53:00,13:53:00,22003,14,,,,
757939,,,22013,15,,,,
757939,,,22021,16,,,,
757939,14:00:00,14:00:00,22167,17,,1,,
757938,12:35:00,12:35:00,22272,1,,,,
757938,,,22014,2,,,,
757938,12:38:00,12:38:00,22002,3,,,,
757938,,,22004,4,,,,
757938,12:42:00,12:42:00,22035,5,,,,
757938,,,22295,6,,,,
757938,,,22296,7,,,,
757938,,,22318,8,,,,
757938,,,22045,9,,,,
757938,12:48:00,12:48:00,22038,10,,,,
757938,,,22036,11,,,,
757938,,,22034,12,,,,
757938,,,22242,13,,,,
757938,12:53:00,12:53:00,22003,14,,,,
757938,,,22013,15,,,,
757938,,,22021,16,,,,
757938,13:00:00,13:00:00,22167,17,,1,,
750750,08:00:00,08:00:00,22274,1,,,,
750750,08:04:00,08:04:00,22178,2,,,,
750750,,,22225,3,,,,
750750,08:08:00,08:08:00,22229,4,,,,
750750,,,22226,5,,,,
750750,,,22227,6,,,,
750750,,,22228,7,,,,
750750,08:12:00,08:12:00,22208,8,,,,
750750,,,22210,9,,,,
750750,,,22211,10,,,,
750750,,,22216,11,,,,
750750,,,22217,12,,,,
750750,08:16:00,08:16:00,22220,13,,,,
750750,,,22221,14,,,,
750750,08:18:00,08:18:00,22177,15,,,,
750750,08:25:00,08:25:00,22167,16,,1,,
757892,13:10:00,13:10:00,22258,1,,,,
757892,,,22169,2,,,,
757892,,,22000,3,,,,
757892,,,22013,4,,,,
757892,13:16:00,13:16:00,22022,5,,,,
757892,,,22024,6,,,,
757892,,,22121,7,,,,
757892,,,22119,8,,,,
757892,13:19:00,13:19:00,22111,9,,,,
757892,,,22105,10,,,,
757892,,,22102,11,,,,
757892,,,22094,12,,,,
757892,,,22357,13,,,,
757892,13:25:00,13:25:00,22092,14,,,,
757892,,,22106,15,,,,
757892,,,22260,16,,,,
757892,13:28:00,13:28:00,22249,17,,,,
757892,,,22294,18,,,,
757892,,,22261,19,,,,
757892,,,22250,20,,,,
757892,13:32:00,13:32:00,22081,21,,,,
757892,,,22082,22,,,,
757892,,,22085,23,,,,
757892,,,22091,24,,,,
757892,,,22088,25,,,,
757892,13:36:00,13:36:00,22087,26,,,,
757892,,,22280,27,,,,
757892,,,22281,28,,,,
757892,,,22103,29,,,,
757892,,,22104,30,,,,
757892,13:41:00,13:41:00,22110,31,,,,
757892,,,22118,32,,,,
757892,,,22120,33,,,,
757892,13:44:00,13:44:00,22023,34,,,,
757892,,,22014,35,,,,
757892,,,22001,36,,,,
757892,,,22168,37,,,,
757892,14:00:00,14:00:00,22256,38,,1,,
750228,11:53:00,11:53:00,22062,1,,,,
750228,,,22063,2,,,,
750228,,,22064,3,,,,
750228,,,22060,4,,,,
750228,,,22244,5,,,,
750228,11:58:00,11:58:00,22065,6,,,,
750228,,,22299,7,,,,
750228,,,22236,8,,,,
750228,,,22068,9,,,,
750228,,,22069,10,,,,
750228,,,22238,11,,,,
750228,,,22071,12,,,,
750228,12:03:00,12:03:00,22072,13,,,,
750228,,,22074,14,,,,
750228,,,22077,15,,,,
750228,,,22078,16,,,,
750228,,,22032,17,,,,
750228,,,22030,18,,,,
750228,12:09:00,12:09:00,22012,19,,,,
750228,,,22009,20,,,,
750228,,,22006,21,,,,
750228,,,22001,22,,,,
750228,,,22168,23,,,,
750228,12:20:00,12:20:00,22258,24,,1,,
750229,11:23:00,11:23:00,22062,1,,,,
750229,,,22063,2,,,,
750229,,,22064,3,,,,
750229,,,22060,4,,,,
750229,,,22244,5,,,,
750229,11:28:00,11:28:00,22065,6,,,,
750229,,,22299,7,,,,
750229,,,22236,8,,,,
750229,,,22068,9,,,,
750229,,,22069,10,,,,
750229,,,22238,11,,,,
750229,,,22071,12,,,,
750229,11:33:00,11:33:00,22072,13,,,,
750229,,,22074,14,,,,
750229,,,22077,15,,,,
750229,,,22078,16,,,,
750229,,,22032,17,,,,
750229,,,22030,18,,,,
750229,11:39:00,11:39:00,22012,19,,,,
750229,,,22009,20,,,,
750229,,,22006,21,,,,
750229,,,22001,22,,,,
750229,,,22168,23,,,,
750229,11:50:00,11:50:00,22258,24,,1,,
757893,14:10:00,14:10:00,22258,1,,,,
757893,,,22169,2,,,,
757893,,,22000,3,,,,
757893,,,22013,4,,,,
757893,14:16:00,14:16:00,22022,5,,,,
757893,,,22024,6,,,,
757893,,,22121,7,,,,
757893,,,22119,8,,,,
757893,14:19:00,14:19:00,22111,9,,,,
757893,,,22105,10,,,,
757893,,,22102,11,,,,
757893,,,22094,12,,,,
757893,,,22357,13,,,,
757893,14:25:00,14:25:00,22092,14,,,,
757893,,,22106,15,,,,
757893,,,22260,16,,,,
757893,14:28:00,14:28:00,22249,17,,,,
757893,,,22294,18,,,,
757893,,,22261,19,,,,
757893,,,22250,20,,,,
757893,14:32:00,14:32:00,22081,21,,,,
757893,,,22082,22,,,,
757893,,,22085,23,,,,
757893,,,22091,24,,,,
757893,,,22088,25,,,,
757893,14:36:00,14:36:00,22087,26,,,,
757893,,,22280,27,,,,
757893,,,22281,28,,,,
757893,,,22103,29,,,,
757893,,,22104,30,,,,
757893,14:41:00,14:41:00,22110,31,,,,
757893,,,22118,32,,,,
757893,,,22120,33,,,,
757893,14:44:00,14:44:00,22023,34,,,,
757893,,,22014,35,,,,
757893,,,22001,36,,,,
757893,,,22168,37,,,,
757893,15:00:00,15:00:00,22256,38,,1,,
758163,09:30:00,09:30:00,22273,1,,,,
758163,09:33:00,09:33:00,22176,2,,,,
758163,,,22239,3,,,,
758163,,,22361,4,,,,
758163,,,22286,5,,,,
758163,09:36:00,09:36:00,22288,6,,,,
758163,09:37:00,09:37:00,22305,7,,,,
758165,11:30:00,11:30:00,22273,1,,,,
758165,11:33:00,11:33:00,22176,2,,,,
758165,,,22239,3,,,,
758165,,,22361,4,,,,
758165,,,22286,5,,,,
758165,11:36:00,11:36:00,22288,6,,,,
758165,11:37:00,11:37:00,22305,7,,,,
758164,10:30:00,10:30:00,22273,1,,,,
758164,10:33:00,10:33:00,22176,2,,,,
758164,,,22239,3,,,,
758164,,,22361,4,,,,
758164,,,22286,5,,,,
758164,10:36:00,10:36:00,22288,6,,,,
758164,10:37:00,10:37:00,22305,7,,,,
758167,13:40:00,13:40:00,22273,1,,,,
758167,13:43:00,13:43:00,22176,2,,,,
758167,,,22239,3,,,,
758167,,,22361,4,,,,
758167,,,22286,5,,,,
758167,13:46:00,13:46:00,22288,6,,,,
758167,13:47:00,13:47:00,22305,7,,,,
