block_id,route_id,direction_id,trip_headsign,shape_id,service_id,trip_id
,G,0,to/from Memorial Union,30473,38,750635
,G,0,to/from Memorial Union,30473,38,750634
,G,0,to/from Memorial Union,30473,38,750637
,G,0,to/from Memorial Union,30473,38,750636
,G,0,to/from Memorial Union,30473,38,750631
,G,0,to/from Memorial Union,30473,38,750630
,G,0,to/from Memorial Union,30473,38,750633
,G,0,to/from Memorial Union,30473,38,750632
,G,0,to/from Memorial Union,30473,38,750639
,G,0,to/from Memorial Union,30473,38,750638
,D,0,to/from Silo,30465,38,750385
,D,0,to/from Silo,30465,38,750384
,D,0,to/from Silo,30465,38,750387
,D,0,to/from Silo,30465,38,750386
,D,0,to/from Silo,30465,38,750383
,D,0,to/from Silo,30465,38,750382
,D,0,to/from Silo,30465,38,750389
,D,0,to/from Silo,30465,38,750388
,L,0,to/from Silo,30820,10_merged_758627,757890
,L,0,to/from Silo,30820,10_merged_758627,757891
,D,0,to/from Silo,30801,10_merged_758627,757367
,M,0,to/from Memorial Union,30822,11_merged_758626,757933
,M,0,to/from Memorial Union,30822,11_merged_758626,757932
,M,0,to/from Memorial Union,30822,11_merged_758626,757931
,M,0,to/from Memorial Union,30822,11_merged_758626,757930
,M,0,to/from Memorial Union,30822,11_merged_758626,757937
,M,0,to/from Memorial Union,30822,11_merged_758626,757936
,M,0,to/from Memorial Union,30822,11_merged_758626,757935
,M,0,to/from Memorial Union,30822,11_merged_758626,757934
,M,0,to/from Memorial Union,30822,11_merged_758626,757939
,M,0,to/from Memorial Union,30822,11_merged_758626,757938
,K,0,to/from Memorial Union,30480,38,750750
,L,0,to/from Silo,30820,10_merged_758627,757892
,A,1,To SILO,30458,38,750228
,A,1,To SILO,30458,38,750229
,L,0,to/from Silo,30820,10_merged_758627,757893
,V,0,to West Village,30836,12_merged_758628,758163
,V,0,to West Village,30836,12_merged_758628,758165
,V,0,to West Village,30836,12_merged_758628,758164
,V,0,to West Village,30836,12_merged_758628,758167
,V,0,to West Village,30836,12_merged_758628,758166
,V,0,to West Village,30836,12_merged_758628,758169
,V,0,to West Village,30836,12_merged_758628,758168
,A,1,To SILO,30458,38,750226
,A,1,To SILO,30458,38,750227
,W,0,to/from Silo,30841,10_merged_758627,758488
,W,0,to/from Silo,30841,10_merged_758627,758489
,P,0,Regular to/from Memorial Union,30827,12_merged_758628,758019
,P,0,Regular to/from Memorial Union,30827,12_merged_758628,758018
,P,0,Regular to/from Memorial Union,30827,12_merged_758628,758015
,P,0,Regular to/from Memorial Union,30827,12_merged_758628,758014
,P,0,Regular to/from Memorial Union,30827,12_merged_758628,758017
,P,0,Regular to/from Memorial Union,30827,12_merged_758628,758016
,P,0,Regular to/from Memorial Union,30827,12_merged_758628,758011
,P,0,,30826,12_merged_758628,758010
,P,0,Regular to/from Memorial Union,30827,12_merged_758628,758013
,P,0,Regular to/from Memorial Union,30827,12_merged_758628,758012
,V,0,to West Village,30834,10_merged_758627,758319
,D,0,to/from Silo,30801,10_merged_758627,757380
,D,0,to/from Silo,30801,10_merged_758627,757381
,E,0,to/from Memorial Union,30805,11_merged_758626,757406
,G,0,to/from Memorial Union,30810,10_merged_758627,757638
,G,0,to/from Memorial Union,30810,10_merged_758627,757639
,G,0,to/from Memorial Union,30810,10_merged_758627,757630
,G,0,to/from Memorial Union,30810,10_merged_758627,757631
,G,0,to/from Memorial Union,30810,10_merged_758627,757632
,G,0,to/from Memorial Union,30810,10_merged_758627,757633
,G,0,to/from Memorial Union,30810,10_merged_758627,757634
,G,0,to/from Memorial Union,30810,10_merged_758627,757635
,G,0,to/from Memorial Union,30810,10_merged_758627,757636
,G,0,to/from Memorial Union,30810,10_merged_758627,757637
,E,0,to/from Memorial Union,30805,11_merged_758626,757410
,E,0,to/from Memorial Union,30805,11_merged_758626,757411
,E,0,to/from Memorial Union,30805,11_merged_758626,757412
,E,0,to/from Memorial Union,30805,11_merged_758626,757413
,E,0,to/from Memorial Union,30805,11_merged_758626,757414
,E,0,to/from Memorial Union,30805,11_merged_758626,757415
,E,0,to/from Memorial Union,30805,11_merged_758626,757416
,E,0,to/from Memorial Union,30805,11_merged_758626,757417
,E,0,to/from Memorial Union,30805,11_merged_758626,757418
,E,0,to/from Memorial Union,30805,11_merged_758626,757419
,E,0,to/from Memorial Union,30805,10_merged_758627,757454
,E,0,to/from Memorial Union,30805,10_merged_758627,757455
,E,0,to/from Memorial Union,30805,10_merged_758627,757456
,J,0,to/from Silo,30812,11_merged_758626,757704
,J,0,to/from Silo,30812,11_merged_758626,757705
,J,0,to/from Silo,30812,11_merged_758626,757706
,J,0,to/from Silo,30812,11_merged_758626,757707
,J,0,to/from Silo,30812,11_merged_758626,757700
,J,0,to/from Silo,30812,11_merged_758626,757701
,J,0,to/from Silo,30812,11_merged_758626,757702
,J,0,to/from Silo,30812,11_merged_758626,757703
,E,0,to/from Memorial Union,30805,10_merged_758627,757450
,J,0,to/from Silo,30812,11_merged_758626,757708
,J,0,to/from Silo,30812,11_merged_758626,757709
,D,0,to/from Silo,30801,11_merged_758626,757323
,F,0,to/from Memorial Union,30470,10_merged_758624,750558
,F,0,to/from Memorial Union,30470,10_merged_758624,750559
,E,0,to/from Memorial Union,30805,10_merged_758627,757452
,A,0,To El Cemonte/Glide,30795,11_merged_758626,757020
,F,0,to/from Memorial Union,30470,10_merged_758624,750550
,F,0,to/from Memorial Union,30470,10_merged_758624,750551
,F,0,to/from Memorial Union,30470,10_merged_758624,750552
,F,0,to/from Memorial Union,30470,10_merged_758624,750553
,F,0,to/from Memorial Union,30470,10_merged_758624,750554
,F,0,to/from Memorial Union,30470,10_merged_758624,750555
,F,0,to/from Memorial Union,30470,10_merged_758624,750556
,F,0,to/from Memorial Union,30470,10_merged_758624,750557
,P,0,Regular to/from Memorial Union,30491,12_merged_758625,750958
,P,0,Regular to/from Memorial Union,30491,12_merged_758625,750959
,P,0,Regular to/from Memorial Union,30491,12_merged_758625,750954
,P,0,Regular to/from Memorial Union,30491,12_merged_758625,750955
,P,0,Regular to/from Memorial Union,30491,12_merged_758625,750956
,P,0,Regular to/from Memorial Union,30491,12_merged_758625,750957
,P,0,Regular to/from Memorial Union,30491,12_merged_758625,750952
,P,0,,30489,12_merged_758625,750953
,A,1,To SILO,30797,11_merged_758626,757028
,W,0,to/from Silo,30841,10_merged_758627,758491
,Z,0,,30506,38,751445
,W,0,to/from Silo,30841,10_merged_758627,758493
,W,0,to/from Silo,30841,10_merged_758627,758492
,W,0,to/from Silo,30841,10_merged_758627,758495
,W,0,to/from Silo,30841,10_merged_758627,758494
,A,0,To El Cemonte/Glide,30455,38,750193
,Q,0,Regular to/from Memorial Union,30494,10_merged_758624,751112
,W,0,to/from Silo,30502,38,751395
,W,0,,30505,38,751394
,W,0,to/from Silo,30502,38,751391
,W,0,to/from Silo,30502,38,751390
,W,0,to/from Silo,30502,38,751393
,W,0,to/from Silo,30502,38,751392
,Q,0,Regular to/from Memorial Union,30494,10_merged_758624,751110
,V,1,to Memorial Union,30500,12_merged_758625,751159
,V,1,to Memorial Union,30500,12_merged_758625,751158
,V,0,to West Village,30498,12_merged_758625,751157
,V,0,to West Village,30498,12_merged_758625,751156
,V,0,to West Village,30498,12_merged_758625,751155
,V,0,to West Village,30498,12_merged_758625,751154
,V,0,to West Village,30498,12_merged_758625,751153
,V,0,to West Village,30498,12_merged_758625,751152
,V,0,to West Village,30498,12_merged_758625,751151
,Q,0,Regular to/from Memorial Union,30494,10_merged_758624,751116
,A,0,To El Cemonte/Glide,30455,38,750194
,Z,0,,30506,38,751443
,Q,0,Regular to/from Memorial Union,30494,10_merged_758624,751114
,L,0,to/from Silo,30482,38,750828
,L,0,to/from Silo,30482,38,750829
,Z,0,,30846,11_merged_758626,758595
,L,0,to/from Silo,30482,38,750820
,L,0,to/from Silo,30482,38,750821
,L,0,to/from Silo,30482,38,750822
,L,0,to/from Silo,30482,38,750823
,L,0,to/from Silo,30482,38,750824
,E,0,to/from Memorial Union,30467,11_merged_758623,750462
,L,0,to/from Silo,30482,38,750826
,L,0,to/from Silo,30482,38,750827
,A,0,To El Cemonte/Glide,30455,38,750195
,G,0,to/from Memorial Union,30473,12_merged_758625,750603
,G,0,to/from Memorial Union,30473,12_merged_758625,750604
,G,0,to/from Memorial Union,30473,12_merged_758625,750605
,G,0,to/from Memorial Union,30473,12_merged_758625,750606
,G,0,to/from Memorial Union,30473,12_merged_758625,750607
,G,0,to/from Memorial Union,30473,12_merged_758625,750608
,G,0,to/from Memorial Union,30473,12_merged_758625,750609
,V,0,to West Village,30834,10_merged_758627,758307
,Z,0,,30506,38,751448
,K,0,to/from Memorial Union,30815,10_merged_758627,757839
,Z,0,,30846,11_merged_758626,758592
,V,1,to Silo,30837,10_merged_758627,758385
,V,1,to Silo,30837,10_merged_758627,758384
,V,1,to Silo,30837,10_merged_758627,758386
,V,1,to Silo,30837,10_merged_758627,758381
,V,1,to Silo,30837,10_merged_758627,758380
,V,1,to Silo,30837,10_merged_758627,758383
,V,1,to Silo,30837,10_merged_758627,758382
,X,0,,30844,12_merged_758628,758540
,K,0,to/from Memorial Union,30480,12_merged_758625,750734
,K,0,to/from Memorial Union,30480,12_merged_758625,750735
,K,0,to/from Memorial Union,30480,12_merged_758625,750736
,K,0,to/from Memorial Union,30480,12_merged_758625,750737
,K,0,to/from Memorial Union,30480,12_merged_758625,750730
,K,0,to/from Memorial Union,30480,12_merged_758625,750731
,K,0,to/from Memorial Union,30480,12_merged_758625,750732
,K,0,to/from Memorial Union,30480,12_merged_758625,750733
,K,0,to/from Memorial Union,30480,12_merged_758625,750738
,K,0,to/from Memorial Union,30480,38,750739
,A,0,To El Cemonte/Glide,30455,38,750197
,K,0,to/from Memorial Union,30815,10_merged_758627,757836
,K,0,to/from Memorial Union,30815,10_merged_758627,757837
,L,0,to/from Silo,30820,10_merged_758627,757895
,P,0,Regular to/from Memorial Union,30827,11_merged_758626,758028
,P,0,Regular to/from Memorial Union,30827,11_merged_758626,758029
,P,0,Regular to/from Memorial Union,30827,12_merged_758628,758020
,P,0,Regular to/from Memorial Union,30827,11_merged_758626,758021
,P,0,Regular to/from Memorial Union,30827,11_merged_758626,758022
,P,0,Regular to/from Memorial Union,30827,11_merged_758626,758023
,P,0,Regular to/from Memorial Union,30827,11_merged_758626,758024
,P,0,Regular to/from Memorial Union,30827,11_merged_758626,758025
,P,0,Regular to/from Memorial Union,30827,11_merged_758626,758026
,P,0,Regular to/from Memorial Union,30827,11_merged_758626,758027
,P,0,Regular to/from Memorial Union,30491,10_merged_758624,751023
,P,0,Regular to/from Memorial Union,30490,10_merged_758624,751022
,K,0,to/from Memorial Union,30815,11_merged_758626,757798
,B,0,to/from Memorial Union,30799,11_merged_758626,757139
,B,0,to/from Memorial Union,30799,11_merged_758626,757138
,B,0,to/from Memorial Union,30799,11_merged_758626,757137
,B,0,to/from Memorial Union,30799,11_merged_758626,757136
,B,0,to/from Memorial Union,30799,11_merged_758626,757135
,B,0,to/from Memorial Union,30799,11_merged_758626,757134
,F,0,to/from Memorial Union,30470,38,750512
,P,0,Regular to/from Memorial Union,30491,10_merged_758624,751028
,G,0,to/from Memorial Union,30810,10_merged_758627,757627
,G,0,to/from Memorial Union,30810,11_merged_758626,757626
,G,0,to/from Memorial Union,30810,11_merged_758626,757625
,G,0,to/from Memorial Union,30810,11_merged_758626,757624
,G,0,to/from Memorial Union,30810,11_merged_758626,757623
,G,0,to/from Memorial Union,30810,11_merged_758626,757622
,G,0,to/from Memorial Union,30810,11_merged_758626,757621
,G,0,to/from Memorial Union,30810,11_merged_758626,757620
,W,0,to/from Silo,30502,38,751363
,G,0,to/from Memorial Union,30810,10_merged_758627,757629
,G,0,to/from Memorial Union,30810,10_merged_758627,757628
,L,0,to/from Silo,30820,10_merged_758627,757897
,V,1,to Silo,30837,11_merged_758626,758248
,E,0,to/from Memorial Union,30805,11_merged_758626,757409
,E,0,to/from Memorial Union,30805,11_merged_758626,757408
,E,0,to/from Memorial Union,30805,11_merged_758626,757407
,W,0,to/from Silo,30502,38,751368
,E,0,to/from Memorial Union,30805,11_merged_758626,757405
,E,0,to/from Memorial Union,30805,11_merged_758626,757404
,E,0,to/from Memorial Union,30805,11_merged_758626,757403
,E,0,to/from Memorial Union,30805,11_merged_758626,757402
,E,0,to/from Memorial Union,30805,11_merged_758626,757401
,W,0,to/from Silo,30502,38,751369
,J,0,to/from Silo,30812,11_merged_758626,757713
,J,0,to/from Silo,30812,11_merged_758626,757712
,J,0,to/from Silo,30812,11_merged_758626,757711
,J,0,to/from Silo,30812,11_merged_758626,757710
,C,0,to/from Silo,30800,10_merged_758627,757241
,C,0,to/from Silo,30800,10_merged_758627,757240
,J,0,to/from Silo,30812,11_merged_758626,757715
,C,0,to/from Silo,30800,10_merged_758627,757242
,J,0,to/from Silo,30812,11_merged_758626,757719
,J,0,to/from Silo,30812,11_merged_758626,757718
,W,0,to/from Silo,30841,10_merged_758627,758505
,P,0,Regular to/from Memorial Union,30491,10_merged_758624,751018
,P,0,Regular to/from Memorial Union,30491,10_merged_758624,751019
,P,0,Regular to/from Memorial Union,30491,11_merged_758623,751016
,P,0,Regular to/from Memorial Union,30491,10_merged_758624,751017
,P,0,Regular to/from Memorial Union,30491,11_merged_758623,751014
,P,0,Regular to/from Memorial Union,30491,11_merged_758623,751015
,P,0,Regular to/from Memorial Union,30491,11_merged_758623,751012
,P,0,Regular to/from Memorial Union,30491,11_merged_758623,751013
,P,0,Regular to/from Memorial Union,30491,11_merged_758623,751010
,P,0,Regular to/from Memorial Union,30491,11_merged_758623,751011
,Q,0,Regular to/from Memorial Union,30494,10_merged_758624,751117
,V,1,to Silo,30837,11_merged_758626,758246
,V,1,to Silo,30837,11_merged_758626,758247
,W,0,to/from Silo,30841,10_merged_758627,758509
,W,0,to/from Silo,30841,10_merged_758627,758508
,Q,0,Regular to/from Memorial Union,30494,10_merged_758624,751128
,Q,0,Regular to/from Memorial Union,30494,10_merged_758624,751129
,Q,0,Regular to/from Memorial Union,30494,10_merged_758624,751122
,Q,0,Regular to/from Memorial Union,30494,10_merged_758624,751123
,Q,0,Regular to/from Memorial Union,30494,10_merged_758624,751120
,Q,0,Regular to/from Memorial Union,30494,10_merged_758624,751121
,Q,0,Regular to/from Memorial Union,30494,10_merged_758624,751126
,Q,0,Regular to/from Memorial Union,30494,10_merged_758624,751127
,Q,0,Regular to/from Memorial Union,30494,10_merged_758624,751124
,Q,0,Regular to/from Memorial Union,30494,10_merged_758624,751125
,L,0,Picnic Day Only,30483,11_merged_758623,750837
,L,0,Picnic Day Only,30483,11_merged_758623,750836
,L,0,Picnic Day Only,30483,11_merged_758623,750835
,L,0,Picnic Day Only,30483,11_merged_758623,750834
,L,0,Picnic Day Only,30483,11_merged_758623,750833
,L,0,Picnic Day Only,30483,11_merged_758623,750832
,L,0,,30484,38,750831
,L,0,to/from Silo,30482,38,750830
,L,0,Picnic Day Only,30483,11_merged_758623,750839
,L,0,Picnic Day Only,30483,11_merged_758623,750838
,F,0,to/from Memorial Union,30470,11_merged_758623,750547
,F,0,to/from Memorial Union,30470,11_merged_758623,750546
,F,0,to/from Memorial Union,30470,11_merged_758623,750545
,F,0,to/from Memorial Union,30470,11_merged_758623,750544
,F,0,to/from Memorial Union,30470,11_merged_758623,750543
,F,0,to/from Memorial Union,30470,11_merged_758623,750542
,F,0,to/from Memorial Union,30470,11_merged_758623,750541
,F,0,to/from Memorial Union,30470,11_merged_758623,750540
,Z,0,,30846,10_merged_758627,758616
,F,0,to/from Memorial Union,30470,11_merged_758623,750549
,F,0,to/from Memorial Union,30470,11_merged_758623,750548
,G,0,to/from Memorial Union,30473,38,750619
