service_id,date,exception_type
38,20171211,1
38,20171212,1
38,20171213,1
38,20171214,1
38,20171215,1
12_merged_758625,20171231,2
12_merged_758625,20170101,2
12_merged_758625,20171229,1
12_merged_758625,20171228,1
12_merged_758625,20171222,1
12_merged_758625,20171225,2
12_merged_758625,20171224,2
12_merged_758625,20171227,1
12_merged_758625,20171226,1
11_merged_758623,20171229,2
11_merged_758623,20171222,2
11_merged_758623,20171215,2
12_merged_758628,20180219,1
12_merged_758628,20180115,1
10_merged_758624,20171211,2
10_merged_758624,20171212,2
10_merged_758624,20171213,2
10_merged_758624,20171214,2
10_merged_758624,20171228,2
10_merged_758624,20171227,2
10_merged_758624,20171226,2
10_merged_758627,20180219,2
10_merged_758627,20180115,2
