route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
01,WKDY,01SFO10,San Francisco International Airport,0,,01_shp,1,1
01,SAT,01SFO10SAT,Millbrae,0,,01_shp,1,1
01,SUN,01SFO10SUN,Millbrae,0,,01_shp,1,1
01,WKDY,02SFO10,San Francisco International Airport,0,,01_shp,1,1
01,SAT,02SFO10SAT,Millbrae,0,,01_shp,1,1
01,SUN,02SFO10SUN,Millbrae,0,,01_shp,1,1
01,WKDY,03SFO10,San Francisco International Airport,0,,01_shp,1,1
01,SAT,03SFO10SAT,Millbrae,0,,01_shp,1,1
01,SUN,03SFO10SUN,Millbrae,0,,01_shp,1,1
01,WKDY,04SFO10,San Francisco International Airport,0,,01_shp,1,1
01,SAT,04SFO10SAT,Millbrae,0,,01_shp,1,1
01,SUN,04SFO10SUN,Millbrae,0,,01_shp,1,1
01,WKDY,05SFO10,San Francisco International Airport,0,,01_shp,1,1
01,SAT,05SFO10SAT,Millbrae,0,,01_shp,1,1
01,SUN,05SFO10SUN,Millbrae,0,,01_shp,1,1
01,WKDY,06SFO10,San Francisco International Airport,0,,01_shp,1,1
01,SAT,06SFO10SAT,Millbrae,0,,01_shp,1,1
01,SUN,06SFO10SUN,Millbrae,0,,01_shp,1,1
01,WKDY,07SFO10,San Francisco International Airport,0,,01_shp,1,1
01,SAT,07SFO10SAT,Millbrae,0,,01_shp,1,1
01,SUN,07SFO10SUN,Millbrae,0,,01_shp,1,1
01,WKDY,08SFO10,San Francisco International Airport,0,,01_shp,1,1
01,SAT,08SFO10SAT,Millbrae,0,,01_shp,1,1
01,SUN,08SFO10SUN,Millbrae,0,,01_shp,1,1
01,WKDY,09SFO10,Montgomery St.,0,,01_shp,1,1
01,SAT,09SFO10SAT,Millbrae,0,,01_shp,1,1
01,SUN,09SFO10SUN,Millbrae,0,,01_shp,1,1
01,WKDY,10SFO10,San Francisco International Airport,0,,01_shp,1,1
01,SAT,10SFO10SAT,Millbrae,0,,01_shp,1,1
01,SUN,10SFO10SUN,Millbrae,0,,01_shp,1,1
01,WKDY,11SFO10,Montgomery St.,0,,01_shp,1,1
01,SAT,11SFO10SAT,Millbrae,0,,01_shp,1,1
01,SUN,11SFO10SUN,Millbrae,0,,01_shp,1,1
01,WKDY,12SFO10,San Francisco International Airport,0,,01_shp,1,1
01,SAT,12SFO10SAT,Millbrae,0,,01_shp,1,1
01,SUN,12SFO10SUN,Millbrae,0,,01_shp,1,1
01,WKDY,13SFO10,Montgomery St.,0,,01_shp,1,1
01,SAT,13SFO10SAT,Millbrae,0,,01_shp,1,1
01,SUN,13SFO10SUN,Millbrae,0,,01_shp,1,1
01,WKDY,14SFO10,San Francisco International Airport,0,,01_shp,1,1
01,SAT,14SFO10SAT,Millbrae,0,,01_shp,1,1
01,SUN,14SFO10SUN,Millbrae,0,,01_shp,1,1
01,WKDY,15SFO10,Montgomery St.,0,,01_shp,1,1
01,SAT,15SFO10SAT,Millbrae,0,,01_shp,1,1
01,SUN,15SFO10SUN,Millbrae,0,,01_shp,1,1
01,WKDY,16SFO10,San Francisco International Airport,0,,01_shp,1,1
01,SAT,16SFO10SAT,Millbrae,0,,01_shp,1,1
01,SUN,16SFO10SUN,Millbrae,0,,01_shp,1,1
01,WKDY,17SFO10,San Francisco International Airport,0,,01_shp,1,1
01,SAT,17SFO10SAT,Millbrae,0,,01_shp,1,1
01,SUN,17SFO10SUN,Millbrae,0,,01_shp,1,1
01,WKDY,18SFO10,Montgomery St.,0,,01_shp,1,1
01,SAT,18SFO10SAT,Millbrae,0,,01_shp,1,1
01,SUN,18SFO10SUN,Millbrae,0,,01_shp,1,1
01,WKDY,19SFO10,San Francisco International Airport,0,,01_shp,1,1
01,SAT,19SFO10SAT,Millbrae,0,,01_shp,1,1
01,SUN,19SFO10SUN,Millbrae,0,,01_shp,1,1
01,WKDY,20SFO10,San Francisco International Airport,0,,01_shp,1,1
01,SAT,20SFO10SAT,Millbrae,0,,01_shp,1,1
01,SUN,20SFO10SUN,Millbrae,0,,01_shp,1,1
01,WKDY,21SFO10,Montgomery St.,0,,01_shp,1,1
01,SAT,21SFO10SAT,Millbrae,0,,01_shp,1,1
01,SUN,21SFO10SUN,Millbrae,0,,01_shp,1,1
01,WKDY,22SFO10,San Francisco International Airport,0,,01_shp,1,1
01,SAT,22SFO10SAT,Millbrae,0,,01_shp,1,1
01,SUN,22SFO10SUN,Millbrae,0,,01_shp,1,1
01,WKDY,23SFO10,San Francisco International Airport,0,,01_shp,1,1
01,SAT,23SFO10SAT,Millbrae,0,,01_shp,1,1
01,SUN,23SFO10SUN,Millbrae,0,,01_shp,1,1
01,WKDY,24SFO10,Daly City,0,,01_shp,1,1
01,SAT,24SFO10SAT,Millbrae,0,,01_shp,1,1
01,SUN,24SFO10SUN,Millbrae,0,,01_shp,1,1
01,WKDY,25SFO10,San Francisco International Airport,0,,01_shp,1,1
01,SAT,25SFO10SAT,Millbrae,0,,01_shp,1,1
01,SUN,25SFO10SUN,Millbrae,0,,01_shp,1,1
01,WKDY,26SFO10,Daly City,0,,01_shp,1,1
01,SAT,26SFO10SAT,Millbrae,0,,01_shp,1,1
01,SUN,26SFO10SUN,Millbrae,0,,01_shp,1,1
01,WKDY,27SFO10,San Francisco International Airport,0,,01_shp,1,1
01,SAT,27SFO10SAT,Millbrae,0,,01_shp,1,1
01,SUN,27SFO10SUN,Millbrae,0,,01_shp,1,1
01,WKDY,28SFO10,Daly City,0,,01_shp,1,1
01,SAT,28SFO10SAT,Millbrae,0,,01_shp,1,1
01,SUN,28SFO10SUN,Millbrae,0,,01_shp,1,1
01,WKDY,29SFO10,San Francisco International Airport,0,,01_shp,1,1
01,SAT,29SFO10SAT,Millbrae,0,,01_shp,1,1
01,SUN,29SFO10SUN,Millbrae,0,,01_shp,1,1
01,WKDY,30SFO10,Daly City,0,,01_shp,1,1
01,SAT,30SFO10SAT,Millbrae,0,,01_shp,1,1
01,SUN,30SFO10SUN,Millbrae,0,,01_shp,1,1
